,Question,Answer
976248,"
   What is the most evil letter of the alphabet and why?
  ","
  Oh my lord, I don’t know. I feel all of them are🤣
  "
976249,"
   People who get really polite when angry, why?
  ","
  I think they’re only polite when they’re angry because they don’t want to emotionally hurt the other person.
  "
976250,"
   What's a good fake answer for crying?
  ","
  A fake answer would be that you’re doing okay when you’re really not.
  "
976251,"
   10.Music spam: can you read music?
  ","
  I can’t
  "
976252,"
   3.Music spam: what is your favourite genre of music?
  ","
  Pop/rock!
  "
976253,"
   8.Music spam: do you like musicals?
  ","
  Not really, no actually
  "
976254,"
   2.Music spam: what song makes you happy?
  ","

   https://youtu.be/mdJDPepGOAM
  






















"
976255,"
   9.Music spam: can you sing?
  ","
  Not really, but I like to for fun sometimes 🤣
  "
976256,"
   1.Music spam: what is your favourite song?
  ","

   https://youtu.be/LEjJaLexQq4
  






















"
976257,"
   ‏قد تظن أنك منسي لكن الحقيقة أنه لا يوجد من يتذكرك حتى ينساك أصلاً. 😇😂
  ","
  lord Jesus please help me. I’m laughing 🤣🤣
  "
976258,"
   Night night time! It’s 2am here 😴😴😴😴
  ","
  That’s usually around the time I go to sleep lol
  "
976259,"
   What’s your height?
  ","
  I’m 5’7
  "
976260,"
   What is annoying you at the moment
  ","
  Many things tbh.
  "
976261,"
   I’m from hot af central Cali
  ","
  Oooh nice!
  "
976262,"
   Theme parks or water parks?
  ","
  I like both!
  "
976263,"
   I've never been in love because i don't believe love exists, i believe it's just chemicals in the brain, in your own words could you explain what love is? and could it be transferred to someone else at will? i mean it's just what your eye detects that you base your actions upon right? so whats love?
  ","
  Don’t give up on love. Trust me, I used to not believe in love in the past. It just takes time for you to find the right one and when you do you will believe in love.
  "
976264,"
   If your pet had a job would you charge them rent? 😂
  ","
  Definitely!
  "
976265,"
   What do you like to eat for breakfast?
  ","
  It just depends on that day lol
  "
976266,"
   Likeback  pls...
  ","
  Sure!
  "
976267,"
   what kind of sandwich should I make tomorrow?
  ","
  Egg salad sandwich
  "
976268,"
   But I love you though do my feelings not count?
  ","
  I love my significant other anon.
  "
976269,"
   Who remembers renting movies? those where the good old days eh? 🙂.
  ","
  Yes, I do! I mean you still can rent movies lol
  "
976270,"
   Why not?
  ","
  Why would I?
  "
976271,"
   What is your psychological age?
  ","
  probably like 16🤣
  "
976272,"
   19.Family spam: What is your parenting style?
  ","
  I’m not a parent yet so I don’t know 😅
  "
976273,"
   What’s your opinion on people who do foster children?
  ","
  I think that’s very kind of them to take in a child from foster care and raise them as their own.
  "
976274,"
   18.Family spam: do your parents help to look after your child/children?
  ","
  I don’t have kids just yet lol
  "
976275,"
   Good morning Nicola
  ","
  That’s not my name
  "
976276,"
   That’s cool
  ","
  yes, lol
  "
976277,"
   hi honey
  ","
  Not your honey
  "
976278,"
   Solo tu en mi mente🤔🎶
  ","
  Interesting
  "
