,Question,Answer
214560,"
   me hacen budu u_U crees en la brujeria yo no..pero ahora pensaria eso me siento algo raro $=
  ","
  Si creo pero no la practico.
  
  Me imagino n.n
  "
214561,"
   Me regalas un Like por favor... <3 TE LO RUEGO :'C
   
    https://www.facebook.com/photo.php?fbid=420238131404631&set=pb.110261419068972.-2207520000.1363828493&type=3&theater
   
","
  No estoy en Fb =(
  
  Deja que entre....
  "
214562,"
   tu si descansaras??
  ","
  Un poco, es como ya de en casa, me lo traje a casa o.o
  "
214563,"
   no puedes dormir pecosa??
  ","
  Mmmm no como debería, pero tiene solución n.n
  "
214564,"
   soy nuevo en ask y miro que hay muchos anonimos y supuestos trolles..como muchos del monton imagino..el anonimato es un derecho que en internet te da el poder de la expresión sin represalias pero abusar por falta de huvos, pantalones...constantes es algo muy aburrido
  ","
  e_é
  
  si
  "
214565,"
   ADVERTENCIA: estan en un mundo subrrealista de texto, liryca, faltas de ortografia y anonimato..estan entrando en la dimensión del ocio
  ","
  Yo entro a tu dimensión y tu entras a la mía.... la del insomnio *-*
  "
214566,"
   voy a freir su mente esto funciona asi..yopregunto ustedes se suicidan por no poder responder ok??
  ","
  Noooooooooooooooooooooo n.n
  "
214567,"
   ¿Te gusta tu nombre?
  ","
  Si ♥
  "
214568,"
   O_O
  ","
  Aunque estemos separados podemos ver el mismo cielo y mas con esos ojotes hermosos sssssssssssssssssmuacks!!! *=))
  "
214569,"
   ¿Cuál es el sitio más frío donde has estado y cuál fue la temperatura?
  ","
  El nombre no me acuerdo, pero fue a -6 *-* ♥
  "
214570,"
   ¿Por qué hay personas que disfrutan de la vida y otras que no?
  ","
  Por lo que les a tocado vivir y todo influye desde que están en el vientre de la madre, como es su circulo familiar y así...
  "
214571,"
   ¿Qué atrae a los turistas a tu ciudad?
  ","
  Historia, Gastronomía y Playas ♥
  "
214572,"
   ¿Qué piensas de la policía en tu país?
  ","
  Asco, todos corruptos, por ahí debe haber algún honrado pero es muy raro en estos tiempos..
  "
214573,"
   Si crearas tu propio grupo, ¿qué tipo de música tocarías?
  ","
  Rock ♥
  "
214574,"
   ¿Qué dirección recordarás para siempre?
  ","
  O.O
  
  Una que... un día iré o.o ♥
  "
214575,"
   ¿Quién te conoce más que nadie?
  ","
  Yo ♥
  "
214576,"
   ¿Cuándo te enamoraste por primera vez?
  ","
  Ya hace muchos años ♥
  "
214577,"
   ¬¬
  ","
  No te enojes ni hagas berrinche n.n
  "
214578,"
   No, soy muy codo
  ","
  LOL!!!
  "
214579,"
   Nombre? de que hablas ¡?
  ","
  Ni creas que lo voy a poner...
  "
214580,"
   D:
  ","
  Dame un regalo e_é
  "
214581,"
   ?
  ","
  ¿? o.O*
  "
214582,"
   y
  ","
  No pues mas nada o.o
  "
214583,"
   h
  ","
  Hache quetereque o.o
  "
214584,"
   W
  ","
  Porque leí todo y hasta el final ya algo después colocaste la respuesta de su nombre, y ps luego esas palabras.... e.é
  "
214585,"
   Lol, ya recordé
  ","
  Hace poco la borre o.o
  "
