,Question,Answer
166284,"
   Do you have any allergies? For what?
  ","
  penicillin and mango
  "
166285,"
   did you drink alcohol before you reached the legal age?
  ","
  yeah, I used to slug down peach schnapps secretly as a small child to try to get out of school because of ""stomachache""
  
  I didn't really drink recreationally until I was 19 or so though.
  "
166286,"
   what was the first name of the first person you fell in love with?
  ","
  John, but mental illness and circumstance sort of ruined that for me in the end. I think he's married with kids now. Like basically everyone my age.
  "
166287,"
   what’s the very last thing you do before you get out of the shower?
  ","
  squeeze water out of my hair
  "
166288,"
   i am following a lot of new people, and it’s always nice to get a refresher! how old are you? what name do you go by? are you married? do you have children? what’s your zodiac sign? how much schooling have you completed? cats or dogs? how many kids do you want, ideally? lemon or lime?
  ","
  Hi! I'm 38. Name's Allison. I am married. I do not have children. I'm a capricorn. I finished two years of college. I like both but I have cats. I don't want/cant have kids. Lime.
  "
166289,"
   How much money would you want for your birthday?
  ","
  Well, I just had a birthday and I didn't necessarily want anything but my various family members sent $140 anyway so lucky me. I plan on hiring a maid to deep clean my house with that and maybe buy that one chocolate gold palette from too faced
  "
166290,"
   What are the things in you’re life that you are truly thankful for and grateful for?
  ","
  the love and support of my partner, competent doctors and an empathetic medical team, the love and calming my ESA bird brings,cannabis, modern medicine, friends, social media
  "
166291,"
   How old is your partner?
  ","
  40
  "
166292,"
   Are you really 38?? You look so good, great!
  ","
  I just turned 38 on the 13th in fact. Thank you. I think the best advice I can give on looking your best while aging is to stay hydrated. Like, so hydrated. Always drink water.
  "
166293,"
   Do/would/will you vaccinate your kids?
  ","
  I can't have children but if I did they would be fully vaccinated.
  "
166294,"
   do you think you could tickle a kid for ten minutes and not let him or her get away in that time
  ","
  I wouldn't ever tickle a kid (or an adult) I find it creepy and borderline abusive. Miss me with your fetish questions.
  "
166295,"
   If you could meet any celebrity who is deceased who would it be?
  ","
  Carrie Fisher. She seemed so genuine and loving.
  "
166296,"
   What is your favorite piece of art or painting that you have done?
  ","
  This is old... Like 1998. But I love it this was the painting that got me a scholarship to my college
  "
166297,"
   What do you take pride in ?
  ","
  my art. I love my illustrations as much as I love my expressionistic paintings. I think I have a true talent.
  "
166298,"
   How were you’re high school years compared to your college years ?
  ","
  well I started off high school being bullied for being different like I had all through elementary and middle, but I quickly put a stop to that shit and came up from the bottom to the top of my school, collecting up all the ""freaks and weirdos"" as my friends and becoming alt-popular. By my senior year I was feeling like I was on top of the world. I had good friends and the respect of my peers. College was more of the same, both high school (and all of my schooling) and college were art specific so I was like queen of the artsy kids. Until schizophrenia then I sort of unraveled and had to leave school and lost a lot of the confidence I had.
  "
166299,"
   What is your current hair style?
  ","
  I'm in the in-between stages of growing short hair out long. It's about chin length now and wavy and I normally wear it down and combed over from a side part like a bob or else I clip the front parts back from my face. Right now I have it pulled back into a stubby little ponytail which I probably wouldn't do in public until it's a little longer.
  "
166300,"
   Are birds you’re favorite animal?
  ","
  specifically owls (I collect owl stuff my house is full of them) but birds in general are pretty good. I feed wild birds and hummingbirds on my patio and have my service animal baby, Bubo.
  "
166301,"
   Are you good at cheering other people up when they are sad?
  ","
  no not really. I never know what to say and end up being cliche probably but I deeply CARE and I WANT them to feel better I just don't know the best way to verbalize that. I like to think my friends understand though.
  "
166302,"
   Nice, have you ever thought about maybe getting a parrot ? The ones that could actually talk and can be tamed as well?
  ","
  technically Bubo is a parrot, just the smallest type. Her breed CAN talk but mostly only the males learn to talk and she is female and has shown no interest in it. I've tried though! My next bird will probably be a larger species and we'll try talking again. There's a parakeet named Disco who says all sorts of things, here's his video
  
   https://www.youtube.com/watch?v=jXc9ylCXqCw
  






















"
166303,"
   Is your bird trained?
  ","
  well, she's tame and she knows certain commands but she's also spoiled and does what she wants. Luckily what she wants is often to hang out and be cute. She's also very affectionate which is great because parakeet kisses are the sweetest.
  "
166304,"
   I didn’t mean anything degrading by the question of psychopathy/sociopathy. I hope you don’t take it personally, as if I was meaning to violate you. I have the traits of it myself.
  ","
  thanks for clarifying because I was a little miffed for sure
  "
166305,"
   How did that turn out ?
  ","
  so far so good, my light therapy just ended so I'm about to grab my bird and bring her back to my desk for awhile she likes to sit behind my monitor and sing along with spotify
  "
166306,"
   I’m good just relaxing
  ","
  same I used the rest of that cannabis concentrate from the other day lol
  "
166307,"
   Good morning Allison, how are you feeling today?
  ","
  I'm feelin' fine how are you
  "
166308,"
   Why do doctors have terrible handwriting?
  ","
  I just dosed my coffee with thc and cbd concentrates again, the last of what I had so I expect to be super high and very pain-free here soon
  "
166309,"
   I'm excited because it looks like a hot woman is moving in upstairs, so I might finally have someone to listen to have sex
  ","
  this is the creepiest thing someone has said to me in a while
  "
166310,"
   have you seen End of the F*****g World? what did you think?
  ","
  hadn't even heard of it until you sent me this tbh
  "
166311,"
   have you seen Riverdale? what did you think?
  ","
  Nope I keep seeing articles about it on social media though
  "
166312,"
   Are you good at trusting other people?
  ","
  maybe too good : /
  "
166313,"
   have you ever been a waiter/waitress? have you ever worked fast food? have you ever been a dishwasher?
  ","
  I have been a waitress at a chain restaurant and several cocktail bars but I've never been in fast food and I've never worked in the back
  "
166314,"
   would you say you’re concerned with fitness?
  ","
  nope I care about being healthy but I don't stress over fitness goals
  "
166315,"
   overrated/underrated/perfectly rated: the smell of lemon
  ","
  I guess perfectly rated, I don't know other people's opinions on the smell of lemon lol
  "
166316,"
   overrated/underrated/perfectly rated: Netflix
  ","
  perfectly rated.
  "
166317,"
   overrated/underrated/perfectly rated: gyms
  ","
  overrated. I got rid of my membership several months ago and have lost more weight on my own with some dumbbells and an elliptical.
  "
166318,"
   childish question...... does  having a poo loose weight ?
  ","
  temporarily
  "
166319,"
   If we could screen babies for psychopathic or sociopathic tendencies, should we? What should we do with the babies that are likely become psychopaths?
  ","
  How gross. I'm a ""psychopath"" and I'm just fine. There's no need to screen us. How ableist.
  "
166320,"
   Do you like to watch boxing? What fight was the most interesting?
  ","
  I don't really sorry
  "
166321,"
   what are a few of the most beautiful natural landmarks/places you’ve ever seen?
  ","
  The entire state of Wyoming is beautiful. The Grand Tetons, Yellowstone National Park, Glacier national park, those are probably the prettiest places I've been.
  "
166322,"
   what are a few of the neatest manmade destinations/attractions in cities that you’ve ever seen?
  ","
  there's a fake stonehenge a few hours' drive away from me, made to scale and all of that good stuff. It's in the middle of nowhere, in this rural washington area but it's a fun day trip anyway
  "
166323,"
   How do your cats react when their teeth get brushed?
  ","
  they HATE IT and universally try to back up away from the toothbrush sadly for them backing up doesn't do anything but get you held more firmly when you're at the vet's office
  "
166324,"
   do animals need to brush their teeth as well? 🤔
  ","
  the thought of a grizzly bear brushing his teeth is a good thought. I guess they don't, but my vet brushes my cats' teeth when they go
  "
166325,"
   What do you have planned for today ?
  ","
  Not much. I need to call my grandma here in a little while and I want to clean the bird cage lining and vacuum. I am planning on cooking pork chops and brussel sprouts and mac and cheese for dinner. I should paint but I don't really know what I want to do with this canvas.
  "
166326,"
   might not think about it but it happens, does that bother you? or is it nice for the ego?
  ","
  I guess people gonna do what they're gonna do. For the record I'm monogamous/married
  "
166327,"
   Is art a special hobby to you?
  ","
  I sell my work so it's more than a hobby it's my (bad paying) job
  "
166328,"
   what do you think of younger guys having a crush on you and getting off to you?
  ","
  I don't think about it/believe it
  "
166329,"
   What is one thing you are truly passionate about ?
  ","
  art for sure I dedicated the first part of my life to it and am trying to produce more now as I'm older as well. I pay attention to art news and what's at local galleries/museums and keep in touch with my artistic friends from the past.
  "
166330,"
   What are some of your favorite songs ?
  ","
  Dissolve by Absofacto, Go it Alone by Beck, Mr. Grieves by the Pixies, Ivan by Von Sell, What me worry by St. Vincent Sittin on the Dock of the Bay by Otis Reading, Rover by Jethro Tull
  "
166331,"
   Good Morning Allison
  ","
  good morning Chad
  "
166332,"
   What types of pictures do you draw ?
  ","
  lately mostly birds. I haven't been drawing much (painting instead) because I got to where I preferred using my ipad to draw with the program procreate but there's a delay now because the ipad is wicked old so I don't enjoy using it as much and prefer just using acrylics to paint. ANYWAY here's a bird I drew it's a pileated woodpecker
  "
166333,"
   What is one thing you will always remember about your childhood?
  ","
  running around outside with my sister singing whitney houston songs at the top of our lungs
  "
166334,"
   Why is the iPhone 5s so small!!! Its ridiculous because it's so hard to type when using the keyboard because it's way too small. Do any of you have this problem?
  ","
  I do not have this problem
  "
166335,"
   What's cooler to play - a guitar or saxophone?
  ","
  probably a guitar nowadays if it were the 80s again then saxophone
  "
166336,"
   What has been your most memorable achievement ?
  ","
  when I was a 6th grader I participated in this local game show thing called battle of the books where you had to read like 50 books and then answer trivia questions about them faster and more accurately than another team of 4. My team won for that year. My grandpa was really proud of me and because of that so was my mom so I ate that shit up I'll never forget the feeling of being accepted by those two impossible to please people
  "
166337,"
   Would you say that you are happy with the way your life is going and the way that things are going in general ?
  ","
  yeah, I'm pretty content.  I feel pretty pumped about things most days. Im' proud of the progress I've made as a person.
  "
166338,"
   How do you feel about Trump as the president ?
  ","
  I've been pretty disgusted by it, seems like more and more each day. I am hopeful he won't be around for long though.
  "
166339,"
   At what age do you think people should start of life as a parent ?
  ","
  there is no right time. Ideally though the parents are prepared for parenthood, regardless of their age, and are mature enough and kind enough to be decent at it.
  "
166340,"
   What talent do you wish you had that would be unique ?
  ","
  I can't think of anything that unique but I do wish I was a ""natural"" at music. I'd like to play my ukulele for instance and enjoy it and learn easily.
  "
166341,"
   What is better to you iPhones or androids?
  ","
  I enjoy my android
  "
166342,"
   How many people live in your house? Including you.
  ","
  2, my husband and I. Then we have some non-people inhabitants as well, a parakeet and three cats
  "
166343,"
   Does anyone else ever change out of pyjamas but instead of putting on day clothes you just put on different pyjamas?
  ","
  Not only that, but I often just wear comfortable enough day clothes (sweaters, leggings, tunics, jersey knit dresses) that I can just sleep in them and then still wake up and run errands in them
  "
166344,"
   If you could eat anything at all right now what would you choose?
  ","
  I'm going to order a white pizza with mushrooms here in a few with garlic knots on the side because that's what I keep thinking about today
  "
166345,"
   what are a handful of specific things you associate w wealthy teenagers?
  ","
  Subarus, Iphones, lash extensions, cocaine, distant parents (all of these things are super generic from tv stereotypes probably I honestly don't know any rich teens and haven't since I was a teen and things were very different then)
  "
166346,"
   respond to this with one sentence in the foreign language you learned (if you did learn one!)?
  ","
  I can barely remember anything. All that keeps popping in mind are insults and cuss words lol. So a polite way to tell someone to fuck off in Portugal is ""pentear macacos"" which literally translates to ""comb monkeys""
  "
166347,"
   Have you ever hated life?
  ","
  severe depression is a negative symptom of schizophrenia and is something I have to really struggle to treat. So, yes. What has helped is an antidepressant, Vit D, and lightbox therapy during the winter months.
  "
166348,"
   When you usually have free time what do you like to do ?
  ","
  paint, knit, browse the internet, hang out with my parakeet, color, draw, avoid chores
  "
166349,"
   Left handedness is genetic and runs in families. Did you know that? If two parents are right handed there is only a 9 percent chance their child will be left handed. If both parents are left handed there is a 26% chance the child will be left handed. One left and one right handed parent 17% chance
  ","
  I knew this (though not the specific stats obviously) my dad is a lefty as well as me.
  "
166350,"
   How is your day going ?
  ","
  Not much differently than my morning tbh I'm still drinking coffee and sitting at my desk. I've socialized with my bird about three times this morning but she wants time with her toys right now. I took a bag of trash out and got the dishwasher ready to load but mostly I've just been a useless lump. It's only 12:40 pm though so it's not like I can't redeem myself
  "
166351,"
   did you have to take a foreign language at your high school? what did you take?
  ","
  Yes. It started in middle school, actually. I took 3 years of Spanish. I barely remember any now and I've tried to learn French and Portuguese on my own and failed and now all three languages sort of mush together in my head
  "
166352,"
   what age do you think is the most fun to be a parent/babysitter/whatever to?
  ","
  I used to babysit this 6 year old girl named Mary and she was a HANDFUL but she was my favorite kid to babysit because she was really into coloring and I could kill a lot of time just by coloring with her
  "
166353,"
   may i follow you? if you don’t mind receiving a bunch of annoying spam regularly. you seem really cool, but i would hate to get annoying! :)
  ","
  I love annoying spam bring it and thanks!
  "
166354,"
   What did you smoke?
  ","
  I have a joint with a strain called citrus farmer that has a very fruity terpene taste to it right now. I mostly smoke sativa strains or hybrids. Of weed, in case that wasn't clear. I smoke a lot of weed.
  "
166355,"
   What nicknames do you have ? That you prefer to go by ?
  ","
  I used to go by Pinetree, a select few still call me that
  "
166356,"
   What size are you in shoes?
  ","
  9
  "
166357,"
   Oops sorry I thought of high as in smoking
  ","
  well normally I smoke but I bought this at the pot store last night instead of an edible it's like a syringe with THC and CBD concentrate in it that you squirt on food or in your mouth or smoke or whatever
  "
166358,"
   Lol why you high 😂?
  ","
  because I put those concentrate dabs in my coffee earlier remember I put like twice the recommended amount because my tolerance is way high and I'm def feeling it now
  "
166359,"
   Is there anyone in your family who has greatly inspired you to be the person who you are today ?
  ","
  my family is a hot mess lmao. I love some of them but I don't know that anyone is very inspiring. I guess the untreated schizophrenic great aunt I never met who abandoned several families before disappearing and never being heard from again inspires me to take better care of my mental health lol
  "
166360,"
   Which historical person would you say has been an iconic influence to society as a whole ?
  ","
  I'm very high and can't think of anyone unexpected or interesting sorry I guess like Martin Luther King Jr is a good answer he's certainly influenced the past few generations in many ways
  "
