,Question,Answer
933336,"
   Awe I hope your doing good x
  ","
  I am. Just been busy
  "
933337,"
   Hey Lauren. What's up?
  ","
  Outside just relaxing with amy and friends
  "
933338,"
   Where you been? Missed ya X
  ","
  My old account got suspended 😑
  "
933339,"
   X
  ","
  Does anyone want me to do a little q& a night but no sexual questions on here ?
  "
933340,"
   How many times di you hit the snooze alarm when you wake up
  ","
  Probably like once or twice
  "
933341,"
   Ouch 😳
  ","
  Aha
  "
933342,"
   Forget it. Its gonna come right back to me 😂😂😂
  ","
  What?
  "
933343,"
   Good thing!
  ","
  Yeah it is
  "
933344,"
   How are you and we havent talk in long time
  ","
  I'm okay and I know aha
  "
933345,"
   Heyyyy! Lauren
  ","
  Heya
  "
933346,"
   Oh goodness!
  ","
  But I promised someine ill relax haha
  "
933347,"
   Sounds like fun. Girls night lol?
  ","
  Kinda just missing a few peeps
  "
933348,"
   Sometimes it's best if You did. I know the music industry is tiring.
  ","
  We been booked from morning to night, went to l.a and worked on a ton of stuff like collaborations we came home last monday and still were booked with collabs and that
  "
933349,"
   Good lol. Just wanted to tell you. What you up to?
  ","
  With amy and mel
  "
933350,"
   Exactly
  ","
  I just can't breathe and relax because I feel I have to do something but I promised I'll get some me time
  "
933351,"
   lauren send me pic bikini summer & give you 40 coins.
  ","
  I don't need 40 coins ya weirdo and I dont wear bikinis for this exact reason :)
  "
933352,"
   I'm sorry. What's been going on? I'm here if you wanna talk.
  ","
  I'm OK haha
  "
933353,"
   That's hard huh?
  ","
  When you just like to be organized and on top of things and just want it to go all good haha mostly the life on and introvert
  "
933354,"
   How are you?
  ","
  I been so.emotional.today and idk why
  "
933355,"
   Of course!
  ","
  We all took like a week off from posting so much on social media and just to relax and live in the moment but here there's me and christina making work while avoiding work haha
  "
933356,"
   Of course, Lauren. You deserve all the credit.
  ","
  And definitely need to learn how to relax
  "
933357,"
   😂😂 I am off to sleep now Lauren good night take care.
  ","
  Just realized there's not even one for Katherine either haha and I think its lamy
  "
933358,"
   That's a great ship name #laurmy. You should use that from now. You don't look like your asleep in the photo. It looks like you are looking at your phone
  ","
  I was haha
  "
933359,"
   Ah I only just seen her story so I wasn't sure.
  ","
  Going somewhere with amy for some #laurmy idk what the actual sister ship is for this because let's be honest ... This sister ships are mostly #dauren, #laurisa, #laurstina
  "
933360,"
   Is that you on your way to watch Nick swimming 🏊‍♂️
  ","
  No sadly I believe its over now considering lisa was there two hours ago ...
  "
933361,"
   Shit, I was on anon
  ","
  Hahaha all good weirdo
  "
933362,"
   DAS MY GIRL, HANDS OFF
  ","
  ☘👀
  "
933363,"
   Who is sonny dating?
  ","
  Alice
  "
933364,"
   That was one of my first videos I listened to
  ","
  I was watching old tour videos and wow
  "
933365,"
   No tuesday q&a?
  ","
  I forgot to mention that I'm taking a break from posting on instagram haha :)
  "
933366,"
   I listen to your voice mail from last september
  ","

   https://youtu.be/L8kcN6VQQzA
  






















"
933367,"
   Oh I meant it was do cool
 That u use it...I saw what worte.my bad plz keep uesiny it..I'm sorry I'm doing 3things at one time..
  ","
  Its okay
  "
933368,"
   I still like keep using it. Ok ty for getting back to me..ty ty..
  ","
  You're welcome
  "
933369,"
   I got a question for you I see u use Irish flag an shamrock a alot curious if ur Irish ..it not still so Cool that use flag an shamrock ..ty had to ask I'm very curious person...
  ","
  Ahah no it represents someone and its their emoji 😊 I'm italian and im mixed with somethung else but mistly italian
  "
933370,"
   Get her to buy you a take out meal
  ","
  There's pasta salad and hotdogs and that 😂
  "
933371,"
   You're a beautiful woman.
  ","
  Thank you honey
  "
933372,"
   On no 😕
  ","
  Tragic
  "
