,Question,Answer
402300,"
   I love your hair!!
  ","
  aw, thank you!! ♡
  "
402301,"
   why are you going for normal colors? lol
  ","
  i like going dark in the winter.
  "
402302,"
   Your hair looks gorgeous Leigh!! ?
  ","
  ahh, thank you !! ♡
  "
402303,"
   _?
  ","
  new hairrrrr. ?
  "
402304,"
   Do you hate any of your bf/fiance or husband clothing
  ","
  lol, no. my boyfriend actually has a fairly decent sense of style when it comes to clothing.
  "
402305,"
   Are you into old school cinema?
  ","
  no, not really. movies aren't really very important or interesting to me besides a select few favorites.
  "
402306,"
   hey boss
  ","
  hello -- do you have a question?
  "
402307,"
   Did you have a good day
  ","
  yes, my day was rather good !! i had an extremely productive day at work, and then i went to my friend's salon and colored/cut/shaved my hair. :'))
  "
402308,"
   Has this ever happened to you you're tired in the day and wide awake in night
  ","
  yes, that's fairly common for me in particular. if it's negatively affecting you during waking hours, then perhaps try adjusting your diet/water intake, your sleep schedule, etc etc. you may also need to discuss this with your doctor and maybe run some bloodwork, you could be lacking in some nutrients or vitamins.
  "
402309,"
   You ever listen to pure instrumental music? ??
  ","
  a majority of the music i listen to is purely instrumental (whether it's classical piano, or some sort of television, movie or video game soundtrack).
  "
402310,"
   Do you ever argue with your bf?
  ","
  on very rare occasions, yes. we've argued a few times in the past, but it isn't something that happens often at all.
  "
402311,"
   Have you ever gotten waxed before? ? How was it? ?
  ","
  i used to get my eyebrows & upper lip waxed routinely. now i just wax my upper lip myself & tweeze my eyebrows.
  "
402312,"
   Hi Leigh, my psychiatrist prescribed an antipsychotic for me for BPD and I can’t sleep normally! I like I am sleeping but my mind isn’t in deep sleep and it’s affecting me so much. I really want to stop taking it because it’s only been a few days since I started because I want to sleep! My
  ","
  (cont) ... Next appointment is in January and I don’t want to wait so long to be honest. Sleep is important to me and i haven’t been able to sleep properly for a few days now. :(
  
  --
  
  most medications don't reach their full potential/effect until after 1-2 weeks of taking the medication consistently. although you're having negative symptoms now, it should dissipate within those 1-2 weeks once your body adjusts to having the medication. don't give up on it just yet & wait and see what happens after that time period.
  
  if you're still experiencing these issues after that 1-2 week period, then call your psychiatrist and explain what's going on. you can probably schedule a sooner appointment and try something else.
  "
402313,"
   Do you smile much
  ","
  i smile when something makes me chuckle or brings me joy, but that's pretty much it.
  "
402314,"
   What is the healthiest thing to get from McDonalds?
  ","
  idk, perhaps a salad or something. i don't normally order from mcdonalds (although their coffee is pretty good).
  "
402315,"
   Do you know if it is possible to block a Facebook post so certain people can't see it
  ","
  yes -- when you go to post something on facebook, you can change the privacy settings of that particular post. it's usually automatically set to ""friends only"" or ""public,"" but if you tap on setting prior to posting, you can type in certain friends' names and facebook will hide that post from those particular people.
  "
402316,"
   Have you ever fall asleep in class
  ","
  yeah, i fell asleep during one or two of my college courses, haha.
  "
