,Question,Answer
901152,"
   Something that makes you proud.
  ","
  My little sister
  "
901153,"
   How many meals have you burned when cooking?
  ","
  Like 3
  "
901154,"
   What is the next big thing that will blow people’s minds?
  ","
  Flying cars
  "
901155,"
   Hi
  ","
  Hello
  "
901156,"
   Blocked someone. She keep pushing me go to gym. She keeps saying I have penalty time. I work in kitchen for four hours I would be tired
  ","
  You dont have to go to the gym unless you want to and want to change how  you look and are unhappy. Dont let others try to force you into things.
  "
901157,"
   A cosa stai pensando ultimamente?🤔🤔
  ","
  relazioni passate
  "
901158,"
   Favorite Disney Pixar movie? 🤠🚘🐠👾🐛 What about it do you like so much? 😊
  ","
  Toy story the little animations are so cute especially the aliens ahah
  "
901159,"
   Are you a Star Wars fan? Do you have a favorite character? Maybe even a favorite quote / scene? 😁✨💥
  ","
  I dont like starwars sorry
  "
901160,"
   Top😍
  ","
  😊
  "
901161,"
   Do you judge people by the way they type in texts and such? ⌨ Is there any ""way"" of typing that annoys you? 🤔
  ","
  No I dont. I just get annoyed when people keep misspelling or abbreviations everything or you write a long message and they only write like k to reply
  "
901162,"
   Is it easy for you to confess that you are in love?
  ","
  No I'm scared to say it way to quickly when the other person may not feel the same
  "
901163,"
   Buon pranzo,noi mangiamo al Mc donald, tu che mangi di buono?🍔🍔🍔
  ","
  sto avendo braciole di maiale con barbecue e patate smerlate
  "
901164,"
   Would you date lance bass?
  ","
  No hes way to old for me ahaha
  "
901165,"
   Brice said he welcomes me back as long as i stay cool. Any advice ? 
Also thank you for being here for me.
  ","
  Just dont be obsessive and treat him like how you would want to be treated and you're welcome
  "
901166,"
   What's you do when you feel bore and alone?
  ","
  Self care day or I find something to do like write music or play a game
  "
901167,"
   💙💖🦁🍉
  ","
  Lol
  "
901168,"
   Spiaggia libera o villaggio?🏖
  ","
  ragazza da spiaggia
  "
901169,"
   pap of you at age 8?
  ","
  Pretty sure I was like 12 but close enough
  "
901170,"
   🌊🌬
  ","
  But baby I'm okay with drowning if you are the water
  "
901171,"
   Paisley will be happy. But poor McKinsey
  ","
  Ahah
  "
901172,"
   What names do you want to give to your future children? 💓
  ","
  I want them to have lole unique names or names that not many people really have. Like luna rose or Londyn rose, paris Leanne, paisley Raeanne, grayson wyatt, kody james, ryan james, and so on
  "
901173,"
   Buongiorno, programmi per la giornata?🧜🏼‍♀️
  ","
  preparare la cena, pulire la casa e poi nuotare
  "
901174,"
   Do you fitness?
  ","
  I go for walks/runs and so stretches and like small weights and stuff and try to eat healthy
  "
901175,"
   Do you play any instruments?
  ","
  Yes I do. As a child I played the violin. Then learned keyboard/piano which i still play. Tambourine and now I'm learning guitar
  "
901176,"
   apples or peaches?
  ","
  Peaches
  "
901177,"
   Cool 😎
  ","
  Yeah 😊
  "
901178,"
   How much for the blue Hoodie my favorite?
  ","
  Which one the multicolored one or the straight blue and orange?
  "
901179,"
   What's your favorite thing to order at Wendy's?
  ","
  Spicy Chicken nuggets, a frosty and fries
  "
901180,"
   Ask me something👀❤️
  ","
  Favorite band?
  "
901181,"
   USA or UK?
  ","
  I live in the usa but their are some places I've enjoyed in the uk while touring that I would love to return to.
  "
901182,"
   Thanks for sharing this! They say time heals all wounds. Which is true. But sometimes people leave an essence on a person that doesn't go away. Perhaps the smallest things remind us of them. The fact that ur wondering will u feel this way 6 months from now means you believe u will get thru.
  ","
  You're welcome 💙
  "
901183,"
   Is it possible to go to the YMCA and just use the pool to go for a nice swim? Just wondering. Thank you
  ","
  If the YMCA is open and the pool is then I dont see what the issue would be besides having restrictions  due to covid
  "
901184,"
   Share your music 🎶 band !!!
  ","

   https://youtu.be/C_uNeQmQmBY
  






















"
901185,"
   When u post something from ur camera roll on to ur Instagram gram story , an use a song from “music” : is it working rn ?
  ","
  It did work for me ?
  "
901186,"
   How´s the police there?
  ","
  Normal. They just do their job here
  "
901187,"
   Favorite Marvel movie?
  ","
  Spiderman series
  "
901188,"
   So I guess they ruined your night and scared you off of here so I will talk to you later
  ","
  No I just been busy with things and disconnecting from social media and living in the moment that surrounds me
  "
901189,"
   Nice display 
Miss Lauren
  ","
  Thank you 😊
  "
901190,"
   Then please follow me on Instagram
  ","
  I'll think about it
  "
901191,"
   This why I hate ask
  ","
  Eh
  "
901192,"
   I got more of a chance then him 99.9% to be exact
  ","
  Not at all
  "
901193,"
   And you know it Just admit that I will see them for he does
  ","
  No you won't 😂
  "
901194,"
   Sorry you got to deal with that kind of garbage
  ","
  It's totally fine I'm used to it.
  "
901195,"
   😁
  ","
  That's why shes spice ahah
  "
901196,"
   What is your calling? Or are you still searching?
  ","
  I'm currently  doing what I love but somewhere in the future I do want to go back to college and take classes for interior design or psychology. I also would love to do something still involved in music
  "
901197,"
   i was curious coz neither of you really like eachothers posts anymore
  ","
  I've been busy and trying to clear my inbox out lol
  "
901198,"
   What would make you feel more “free”?
  ","
  Not sure I kinda have everything I need at the moment
  "
901199,"
   are you and alice still friends??
  ","
  Yes of course we are why?
  "
901200,"
   Happy birthday to the Amy please pass it on?
  ","
  I just now seen this but she thanks everyone who took the time out to write her posts and wish her a happy birthday
  "
901201,"
   Great pics are u good or very good at skateboarding?
  ","
  Good bc I still mess up and fall at times and no where professional like tony hawk
  "
901202,"
   why x
  ","
  Because we were the first band to ever be on mtv that was individually  self ran and signed to our label ahh
  "
901203,"
   I met a girl named Jill Johnson. I am in love. 
My name is Ricky.
What is your name ? 👿
  ","
  Lauren
  "
901204,"
   Ah I wouldn't like neither.
  ","
  Or you have like a certain person who helps you not feel nervous and it like your safe place and if they're not there or around then you kinda wanna avoid that place or situation
  "
901205,"
   Ok cool I am just relax and watch video and play video game is fun I do lot time in my daily life.
  ","
  That's good :) atleast you have fun that's what matters
  "
901206,"
   That freaks me out when someone starts following me on Twitter and it has a little girls face. Then I realise it's a picture of Little Lisa they use 😂
  ","
  Yeah it was from her one song I think I dont deserve it she used that picture for
  "
