,Question,Answer
734868,"
   hi
  ","
  some of y’all on here are real life morons
  "
734869,"
   inspired by a recent anon on my page ; does money matter to you when you're deciding on dating someone? if yes, to what extent?
  ","
  tbh as long as they have some type of job or can get one . i rly don’t care lol
  "
734870,"
   What are you opinions on having children before marriage? 🤔 I think it's totally fine, I mean it's their life, they get to decide what to do. But some (mostly old) people are really stubborn and actually think of this as a sin (??) 😓
  ","
  tbh i rly don’t care . marriage before kids isn’t something that should be do important to ppl
  "
734871,"
   How clean is your house?
  ","
  y’all claim to hate me blah fxcking blah
  "
734872,"
   What do you like about fall.
  ","
  the weather , crisp air , leaves changing
  "
734873,"
   When was the last time you deep cleaned your home??
  ","
  last weekend
  "
734874,"
   Do you consider yourself an introvert or an extrovert?
  ","
  i’m a lil bit of both
  "
734875,"
   What is the first life changing moment that comes to your mind?
  ","
  birth of my kids
  "
734876,"
   Do you value your parents/friends opinion when it comes to your relationship?
  ","
  i mean it would bother me if they didn’t like him . but i’d still be with him
  "
734877,"
   How do you feel about sharing your password with your partner?
  ","
  i don’t rly care
  "
734878,"
   What has been your biggest influence?
  ","
  my kids & my dad
  "
734879,"
   What’s your favorite board game?
  ","
  monopoly
  "
734880,"
   What’s your favorite “cult classic” film?
  ","
  mhm i don’t rly have 1
  "
734881,"
   How many bones have you broken? (What were they)
  ","
  1 & my ring finger
  "
734882,"
   How’s your night?
  ","
  my night is alright
  "
734883,"
   You sound tight
  ","
  if you say so lmao
  "
734884,"
   Are you more of a summer or winter person?
  ","
  i’m more of a fall person
  "
734885,"
   Have you ever popped a balloon? If you have, how did you pop it?
  ","
  what’s with your nasty fetish
  "
734886,"
   Who is the last person you met?
  ","
  idk
  "
734887,"
   Happy birthday cutie
  ","
  blocked for being stupid
  "
734888,"
   When’s ur birthday?
  ","
  november 8th
  "
734889,"
   Explains all the Jersey Mikes
  ","
  how would me hating being pregnant twice relate to me eating Jersey Mikes???
  
  and if you’re trying to say i’m pregnant. jokes on you cuz i’d get an abortion
  "
734890,"
   Jasmine page is deleted
  ","
  she’ll be back i bet
  "
734891,"
   Hello
  ","
  fun fact : i hates being pregnant
  "
734892,"
   Wyd?
  ","
  i’m about to smoke & eat.
  "
734893,"
   delete it then
  ","
  nah i come on here when i’m bored
  "
734894,"
   If you could eliminate one social network from the site, which one would it be and why?
  ","
  this dumbass one
  "
734895,"
   Did either of your parents attend your court house wedding?
  ","
  nope
  "
734896,"
   Do you think that people should be forgiven for past comments? Like if they made racist comments or sexist ones or even worse than that.
  ","
  if their apology is honest & truthful and they don’t go back to doing it .
  "
