,Question,Answer
772416,"
   how many contacts do you have?
  ","
  74
  
  🌷 honest week 🌷
  "
772417,"
   pad or tampon?
  ","
  Pad
  
  🌷 honest week 🌷
  "
772418,"
   Do you work today?
  ","
  No
  
  🌷 honest week 🌷
  "
772419,"
   wax/shave/remover?
  ","
  Shave
  
  🌷 honest week 🌷
  "
772420,"
   5'4
Curly Hair
Glasses
And Perfect!

You forgot that last one!
  ","
  Lmao. I’m not perfect but thanks.
  
  🌷 honest week 🌷
  "
772421,"
   tell me three super average things about you!
  ","
  I’m 5’4
  
  Curly hair
  
  Glasses
  "
772422,"
   have you ever thought a boy was soooooo handsome and you wanted to like him bc he was a cutie who actually was NICE to you but then you didn’t because you suck :(( or a girl
  ","
  No lol
  
  🌷 honest week 🌷
  "
772423,"
   what’s the most regrettable mistake you’ve made in a relationship? are you still w that person ?
  ","
  Allowing that person to walk all over me. And hell no
  
  🌷 honest week 🌷
  "
772424,"
   its only 12:05am
  ","
  That’s cool.
  

  🌷 honest week 🌷
  "
772425,"
   How did you feel when you woke up?
  ","
  1:05am . I need some sleep
  "
772426,"
   what’s ur opinion on n00dz ?
  ","
  Nothing wrong lol
  
  🌷 honest week 🌷
  "
772427,"
   what’s ur honest opinion on sixty nine
  ","
  It’s a good position
  
  🌷 honest week 🌷
  "
772428,"
   do you like muscly guys ?
  ","
  Sure
  
  🌷 honest week 🌷
  "
772429,"
   what’s ur opinion on: french braids? (how are they done best? do you like one braid? pigtails ?)
  ","
  I love them tbh ; they’re cute
  
  🌷 honest week 🌷
  "
772430,"
   does your mom have any sisters?
  ","
  Yes
  
  🌷 honest week 🌷
  "
772431,"
   what’s ur opinion on: BOOTY 🍑
  ","
  Love the booty 🍑
  
  🌷 honest week 🌷
  "
772432,"
   Where is it better to train - at home or in the gym? Where are you doing it?
  ","
  Gym I suppose. I’m not working out.
  
  🌷 honest weekend 🌷
  "
772433,"
   How do you feel about other people who have weird kinks
  ","
  Who cares
  
  🌷 honest weekend 🌷
  "
772434,"
   What are your kinks
  ","
  Let’s not get into that
  
  🌷 honest weekend 🌷
  "
772435,"
   You said everybody hates your mom, is there something wrong with her
  ","
  I said her kids do.
  
  🌷 honest weekend 🌷
  "
772436,"
   How would you describe your style in clothes
  ","
  Stylish
  
  🌷 honest weekend 🌷
  "
772437,"
   How many bras do you own
  ","
  Plenty
  
  🌷 honest weekend 🌷
  "
772438,"
   Are you into ddlg?
  ","
  Nah. Not for me
  
  🌷 honest weekend 🌷
  "
772439,"
   How did you meet your bf
  ","
  We live on the same block . Couple houses down. He noticed me in school.
  
  🌷 honest weekend 🌷
  "
772440,"
   Which concert do you wish to see most? 🎤
  ","
  Drake
  
  🌷 honest weekend 🌷
  "
772441,"
   Why would you get an abortion if you want more kids?
  ","
  Right now isn’t a good time
  
  🌷 honest weekend 🌷
  "
772442,"
   Please follow my new account!! Love you guys!!
   
    @nessam_
   
","
  Following
  
  🌷 honest weekend 🌷
  "
772443,"
   Who was your first crush
  ","
  Some kid back in first grade
  
  🌷 honest weekend 🌷
  "
772444,"
   When was the last time you did stuff with a girl
  ","
  Years ago
  
  🌷 honest weekend 🌷
  "
772445,"
   EBT FOOD BOXES. NEXT WELFARE ENDED. YAY.
  ","
  Idc
  
  🌷 honest weekend 🌷
  "
772446,"
   What was the longest conversation you have had with someone recently? What was it about?
  ","
  Come on.
  
  Keep asking me whatever you’d like.
  
  🌷 honest weekend 🌷
  "
772447,"
   Why
  ","
  Because you shouldn’t be smoking while pregnant
  
  🌷 honest weekend 🌷
  "
772448,"
   Did you smoke during pregnancy
  ","
  No
  
  🌷 honest weekend 🌷
  "
772449,"
   How long have you been smoking
  ","
  Since I was 16.
  
  🌷 honest weekend 🌷
  "
772450,"
   What do you smoke
  ","
  Answered already
  
  Marijuana
  
  🌷 honest weekend 🌷
  "
772451,"
   Do you smoke
  ","
  Sigh I answered this already.
  
  Yes
  
  🌷 honest weekend 🌷
  "
772452,"
   Why did you barely took some
  ","
  Because I was only 18.
  
  🌷 honest weekend 🌷
  "
772453,"
   Did you post any pregnancy pictures
  ","
  I barely took any
  
  🌷 honest weekend 🌷
  "
772454,"
   When did you have him/her
  ","
  I just said I had a son .
  
  So idk why you would say him/her.
  
  But I had HIM 10/21/2013
  
  🌷 honest weekend 🌷
  "
