,Question,Answer
1040610,"
   My school is having a football game tomorrow and he's coming to see me
  ","
  awhhhhh how cute
  "
1040611,"
   He's also 20 years old 😂
  ","
  oh that's okay tho😁
  "
1040612,"
   He lives 30 minutes away from me. And omg he's so freaking sweet.
  ","
  Oh my goodness
  
  that's amazing
  "
1040613,"
   NIKKI. I MET SOMEONE. OMG.
  ","
  OH MY WHO?
  "
1040614,"
   You're beautiful
  ","
  thanks bb❤️
  "
1040615,"
   Post the picture on your instagram with the most likes
  ","
  just go look yourself
  "
1040616,"
   What makes you sad?
  ","
  I'm so bored
  
  I
  "
1040617,"
   What is the best way to start summer?
  ","
  yall follow me on Instagram
  
  mysterious_nicole 🌚🌚
  "
1040618,"
   THE FACE OF THE FACE OF THE FACE OF THE FACE
  ","
  What are you saying
  "
1040619,"
   HOLY FUCKING SHIT
  ","
  EXCUSE your language
  "
1040620,"
   HA HA HA HA HA HA HA HA HA HA HAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
  ","
  dude
  "
1040621,"
   that's unfortunate
  ","
  what is?
  "
1040622,"
   They were in Atlanta like 2 weeks ago
  ","
  OMG yes I know 😩😩
  
  I'm gonna see them liveeee
  "
1040623,"
   I WILL NEVER FORGIVE YOU
  ","
  LARRYYYYY I WAS LOOKING FOR YOU
  
  literally been watching them all day today
  "
1040624,"
   Show them
  ","
  excuse me?
  "
1040625,"
   Do you think you're often missunderstood
  ","
  yes I do
  "
1040626,"
   Baby
  ","
  let's not
  "
1040627,"
   Speaker knockerz was a better producer than rapper this beat is valid #ripspeakerknockerz
   
    https://open.spotify.com/track/08NUBmiXavb1fUxnhSvNYy?si=H0ACojut
   
","
  currently watching impractical jokers 😂
  "
1040628,"
   I wanna meet you
  ","
  Good luck with that
  "
1040629,"
   Hi lover
  ","
  not your lover (;
  "
1040630,"
   Why wouldn't you date a guy that wears thongs?
  ","
  smh
  "
1040631,"
   id break u your so skinny
  ","
  yes you probably would
  "
1040632,"
   Hiii
  ","
  hellooooo
  "
1040633,"
   We will keep it as secret don't tell tikki
  ","
  shhhhh tikki is here
  "
1040634,"
   Nikki where is tikki
  ","
  tikki is currently sleeping
  "
1040635,"
   Until you tell me why, yes I will keep asking. So, Why?
  ","
  what are you even talking about?
  "
1040636,"
   Why
  ","
  Are you just gonna keep asking why?
  "
1040637,"
   Why
  ","
  this song 😍😭
  "
1040638,"
   How many times have you been proposed to?
  ","
  are you kidding me?😂
  
  I'm only almost 18
  "
1040639,"
   Hey it's Adam Levine
  ","
  OH MY asdfghjkl
  "
1040640,"
   you single?
  ","
  yes lol
  "
1040641,"
   What makes you sad?
  ","
  now someone talk to me
  "
1040642,"
   If you are straight, how can Beth be your wifey?
  ","
  yall don't  get anything lmao
  "
1040643,"
   why ?
  ","
  why just why
  "
1040644,"
   I'm sure you are very tight down there 💦
  ","
  excuse me
  "
1040645,"
   Why Victoria Secret?
  ","
  duhhhh vs is lifeeew
  "
1040646,"
   Hey where are you from?
  ","
  I'm from California
  "
1040647,"
   Are you ticklish?
  ","
  lmao no
  "
1040648,"
   hey
  ","
  lmao hello
  "
1040649,"
   Holy crap are you real?
  ","
  no I'm plastic
  "
1040650,"
   Victoria Secret or La Senza?
  ","
  definitely Victoria secret
  "
1040651,"
   if a guy came on your face, how pissed would you be?
  ","
  Lmao what even
  "
1040652,"
   are you bi?
  ","
  No I'm straight
  "
1040653,"
   Do you like getting cute compliments
  ","
  Of course I doooo
  "
1040654,"
   do you like or hate having big boobs?
  ","
  the fact I don't even have any
  "
