,Question,Answer
1067425,"
   Hey i gtg but send me a question and ill tty tomorrow
  ","
  See yaaa
  "
1067426,"
   I love you😂 (sent to everyone I follow)
  ","
  I wuv you more😂
  "
1067427,"
   Hi love can like
   
    @itmadellebeer
   
   's new answers and i'll like your answers and ask her some questions interesting and i will give u gifts thank you. ily 🐼
  ","
  K
  "
1067428,"
   What song best describes your life right now?
  ","
  In your pocket
  "
1067429,"
   What gift will you never forget?
  ","
  M5 tickets🙌😍
  "
1067430,"
   Shall we look for love, wait for love or forget totally about it?
  ","
  Totally forget about it
  "
1067431,"
   What are you addicted to?
  ","
  Obvious
  "
1067432,"
   Do you whistle in public?
  ","
  I try
  "
1067433,"
   Do you like to dance?
  ","
  It's not really my thing
  "
1067434,"
   What are you busy with today?
  ","
  GH
  "
1067435,"
   Who is your favorite teacher?
  ","
  Mr. Dobbs👌
  "
1067436,"
   What's your favorite holiday?
  ","
  I be gaining followers faster than Taylor swift be breaking up with her boyfriends
  "
1067437,"
   Where do the happiest people live?
  ","
  In Los Angeles
  "
1067438,"
   Have you ever played tennis?
  ","
  Duh that's my sport
  "
1067439,"
   Cats or dogs?
  ","
  Unicorns 😂
  "
1067440,"
   What motivates you?
  ","
  Ain't it obvious
  "
1067441,"
   Should animal hunting be banned?
  ","
  Yes please
  "
1067442,"
   Who is your favorite artist?
  ","
  the guy in my picture🙌
  "
1067443,"
   On a scale from 1 to 10 how weird are you?
  ","
  1000
  "
1067444,"
   Are you happy with the amount of information in your head?
  ","
  Yas
  "
1067445,"
   iPhone or Android?
  ","
  iPhone 😂
  "
1067446,"
   When one should stop learning?
  ","
  After they're done
  "
1067447,"
   What song makes you feel happy?
  ","
  JUAT SAID IT🙌
  "
1067448,"
   If you had 24 hours to spend anyway you wanted, and money wasn't a concern, what would you do?
  ","
  Have the time of my life
  "
1067449,"
   What is the root of all evil?
  ","
  This kid I know😂😂
  "
1067450,"
   If you were granted an autograph from anyone, who would it be?
  ","
  Isn't that kinda obvious
  "
1067451,"
   What is your all-time favorite song?
  ","
  SUGAR DUH
  "
1067452,"
   Where were you born?
  ","
  California
  "
1067453,"
   What color toothbrush do you have?
  ","
  Blue
  "
1067454,"
   Do you prefer to talk or to listen?
  ","
  Both lol
  "
1067455,"
   Are you usually late, early or right on time?
  ","
  On time
  "
1067456,"
   Where will you go on your next trip?
  ","
  Idk yet
  "
1067457,"
   What is your favorite magazine?
  ","
  Teen Vogue
  "
1067458,"
   Would you call yourself a “happy person”?
  ","
  Yes I would
  "
1067459,"
   What problems did you have in school?
  ","
  None lol
  "
1067460,"
   Who inspires you?
  ","
  Adam Levine 👊👊👊
  "
1067461,"
   Do you always smile for pictures?
  ","
  Sometimes
  "
1067462,"
   Do you prefer day or night?
  ","
  Night😴😴
  "
1067463,"
   What is your all-time favorite song?
  ","
  SUGAR🙌🙌😍💓
  "
1067464,"
   Are you romantic? Why or why not?
  ","
  Nope
  "
1067465,"
   If you were candy, what would you be?
  ","
  Gummy bears
  "
1067466,"
   What is the secret to a happy life?
  ","
  To be happy
  "
1067467,"
   How to find true love?
  ","
  You won't 👌
  "
1067468,"
   Where do you feel most safe?
  ","
  Home🙅
  "
1067469,"
   Have you ever got into trouble with the police?
  ","
  Noo
  "
1067470,"
   Who is the best movie villain?
  ","
  MegaMind
  "
1067471,"
   w2w?
  ","
  What.?
  "
1067472,"
   What is your favorite sporting activity?
  ","
  Tennis
  "
1067473,"
   What are you most proud of?
  ","
  Adam and bee 🙌
  "
1067474,"
   omg how are you still single!
  ","
  Cuz I'm ugly duh😂
  "
1067475,"
   What kind of movies do you most enjoy?
  ","
  Scary
  "
1067476,"
   What makes you laugh the most?
  ","
  Franko😂😂
  "
1067477,"
   Is it more important to love or be loved?
  ","
  To be loved
  "
1067478,"
   well it sounds familiar and i think elizabeth told me bout it yesterday
  ","
  Who's that?😂
  "
1067479,"
   Who is your favorite live performer?
  ","
  Adam Levine 😍🙌
  "
1067480,"
   What is your favorite month of the year?
  ","
  September
  "
1067481,"
   What is the best color for a car?
  ","
  Black
  "
1067482,"
   Do you spend too much time on smart phone playing ‘stupid games’?
  ","
  Nooooh
  "
1067483,"
   What is your relationship status?
  ","
  Single 😂😂
  "
1067484,"
   How do you relax at the end of the day?
  ","
  Listen to M5
  "
1067485,"
   When the electricity goes out in your home, what’s the first thing you miss?
  ","
  My phone
  "
1067486,"
   What is your least favorite food?
  ","
  Pizza
  "
1067487,"
   What is your favorite potato chip flavor?
  ","
  Ranch
  "
1067488,"
   ohhh.....whats that lol
  ","
  oh my. 😮 how could you know heard of it? 1.5 million Armenian Turks died and were killed by the Turkish people
  "
1067489,"
   marching? like in a band?
  ","
  No marching for the Armenian Genocide.
  "
1067490,"
   same tbh what did you do?
  ","
  mhm nothing much, On Friday went marching Saturday chilled like today
  "
1067491,"
   so how was your weekend
  ","
  It was chill lol yours?
  "
1067492,"
   im good i missed ya tho
  ","
  hah I miss ya too 😊
  "
1067493,"
   how are you :)))
  ","
  I'm doin homework lol but I'm good you?
  "
1067494,"
   Heyy
  ","
  Heyyyyy😊
  "
1067495,"
   What is your favorite activity?
  ","
  Doing homework 😂
  "
1067496,"
   What's your favorite smell?
  ","
  The smell of Adam 😂
  "
1067497,"
   Like
   
    @calumok
   
   s answers for 50 likes :-)
  ","
  Nah I'm good
  "
1067498,"
   #followback 😊
  ","
  Thank you 😘💓
  "
1067499,"
   If you had wings, where would you fly?
  ","
  I've got the moves like jagger😂😂
  "
1067500,"
   What would be your ideal lifestyle?
  ","
  You guys I'm happy😜😜
  "
1067501,"
   When was the last time you tried something new?
  ","
  Today🙌🙌
  "
1067502,"
   If you had more money than you ever need, would you give it away?
  ","
  I COULD SMELL UR SCENT FROM MILES
  "
1067503,"
   Which is the most stylish celebrity?
  ","
  Behati Prinsloo 🙅🙅🙅👅
  "
1067504,"
   Do you need money to be happy?
  ","
  hell no 😷😷
  "
1067505,"
   Would you rather be rich and famous or poor and happy?
  ","
  poor and happy. Being happy is the most important 👏👌
  "
1067506,"
   What is the thing you hate the most?
  ","
  Some people 😪😪
  "
1067507,"
   Salted or sweet popcorn?
  ","
  sweet sometimes
  "
1067508,"
   Who had the most positive influence on you?
  ","
  Adam Levine 💓💓
  "
1067509,"
   Are you afraid of people?
  ","
  Yeah that's why I live with people 😂👌
  "
1067510,"
   What would you like to change?
  ","
  My face😂😂
  "
1067511,"
   What's the best movie you've seen lately?
  ","
  The Conjuring
  "
1067512,"
   Are you left handed or right handed?
  ","
  Right
  "
1067513,"
   Ok i gtg ill hopefully ttyl night
  ","
  Night
  "
1067514,"
   well can you try to come on here more so we can still talk?
  ","
  I'll try to.
  "
1067515,"
   I miss u
  ","
  Bye.
  "
