,Question,Answer
418392,"
   Any gift ideas for your loved ones?
  ","
  ugh, i literally have NO IDEA what to get people this year. i haven't even started thinking about xmas shopping, it's so daunting.
  
  i'll probably browse etsy and amazon for ideas in a week or two.
  "
418393,"
   When does ur household usually start putting up Christmas decorations?
  ","
  we usually start decorating two or three weeks before xmas. and we usually leave them up for about two weeks after xmas has ended.
  "
418394,"
   Would you rather lose all of your money and valuables or all of the pictures you have ever taken?
  ","
  i'd rather lose all of my money. you can always make more money, but the memories that go alongside photos can't be replaced. i've always relied heavily on photographs to remind me of good memories, because often i can't remember incidents alone.
  
  i have at least three or four photo albums full of photos from the past few years.
  "
418395,"
   Have you ever had the feeling you were being watched?
  ","
  this pretty much defines my life, lol. i've always experienced paranoia, both warranted and unwarranted, and i'm constantly afraid that people are watching me.
  "
418396,"
   What word do you always misspell?
  ","
  i don't generally misspell words, so i can't really think of any. i've always been terrific at spelling.
  "
418397,"
   If your life had a mascot, what would the mascot be?
  ","
  a phoenix. i've always risen from the ashes of my former failures or hardships to create something new.
  "
418398,"
   what do you remember about 2008?
  ","
  i was 16 years old and a junior in high school. i don't remember much except that i was extremely depressed, svicidal, & self harming during that time. it was also when i first started getting into drinking and drugs.
  "
418399,"
   Do you usually find new songs from movies to listen to?
  ","
  sometimes, yeah !! i haven't watched a new movie in ages though, lol.
  "
418400,"
   Looks so pretty but glad to not be in the East Coast rn. too soon for snow!!! especially of that volume already. Drive safe. hopefully have plows by then :o
  ","
  thank you !! i'm going to wait maybe two hours and see how my street looks. i still have to get ready & pack and whatnot anyway.
  "
418401,"
   Stay safe & drive slow if you have to ❤️
  ","
  thank youuu. ?
  "
418402,"
   It took my mom about the same to get home. and she only works 8.0 mile from our house lol. i hope it doesn’t snow again for a while lol.
  ","
  i have a feelings it's going to be a bad winter, especially considering what it's like right now and it isn't even thanksgiving, lol.
  
  i still have to go to my boyfriend's house tonight, and i'm so not looking forward to going back out and driving later.
  "
418403,"
   yeah i know . i wonder why they aren’t telling the plows to come out & put some salt down. granted it suppose to rain but still . it’s dangerous out rn
  ","
  it took me over two hours to get home from work, and i only work like 18 miles away from my house. i'm so tired of this already lmaoo.
  "
418404,"
   That’s what i’m saying . ?. Ny weather needs to get it together lol
  ","
  ""don't worry guys, it'll be less than an inch.""
  
  five hours later: ""LOL JK LOOK OUT FOR FIVE INCHES AND LITTLE VISIBILITY.""
  
  five inches isn't much but considering no one was prepared for this and there are no plows out on the road, this is some bullsh*t.
  "
418405,"
   Are you afraid of heights?
  ","
  it's way too early in the fuckin season for this shit.
  "
418406,"
   What’s your occupation or jon title?
  ","
  writer/editor. it's also in my bio, lol.
  "
418407,"
   What are your thoughts on people who have never seen an episode of Game of Thrones!! ?
  ","
  i don't have any thoughts, i know a lot of people who haven't watched or don't have a desire to watch game of thrones.
  "
418408,"
   Ugh. Why is my link being sent around. Stop. Also anon, don't use my gender to invalidate Leigh's. My identity doesn't somehow negate theirs. I'm begging y'all at this point to find something more interesting and productive to do.
  ","
  anons will use anything to fuel their own personal agenda, even something as simple as you saying you're cjsgender which has absolutely nothing to do with me, lol.
  "
418409,"
   leigh i like you eyes, that's soo beautiful
  ","
  thank you !!
  "
418410,"
   im waiting for you to realize that you’re a woman. there’s no such thing as non binary
  ","
  keep waiting then, i suppose ?? idk what else to tell you.
  "
418411,"
   Send a photo, which is not available in social networks?
  ","
  i haven't posted this online yet.
  "
418412,"
   Saying that is disrespectful to autistic people because they don't understand social things
  ","
  how is it disrespectful ??
  
   @dovbts
  
  didn't even say anything bad about not having social skills. y'all are reaching.
  "
418413,"

    https://ask.fm/misphire/answers/151170437116
   
","
  i'm proud of
  
   @misphire
  
  for figuring out her identity !! it's one of the hardest things for us to wrap our heads around. she's grown leaps and bounds over the years, i'm so proud of her. ?
  "
418414,"
   Would you say that you are in good and healthy shape
  ","
  no, not at all. i'm overweight and haven't exercised in months.
  "
418415,"
   That's really nice to hear! I hope that will continue ? Stay strong always
  ","
  aw, thank you !!
  "
418416,"
   What does coke feel like?
  ","
  i honestly just felt invincible, lmao. like i could do anything and get away with it.
  
  i would never do it again, though. the come down was really hard for me and it always sucked. it wasn't worth it.
  "
418417,"
   What drugs did y'all do
  ","
  cocaine and marijuana.
  "
418418,"
   If you were arrested with no explanation, what would your friends and family assume you had done?
  ","
  public intoxication, lmao.
  "
418419,"
   Biggest achievement in 2018?
  ","
  i got a better grip on my mental health, thanks to therapy & finding the right combination of medication.
  
  i still have panic attacks, but perhaps one every two or three months. in 2017, especially early 2017, it would be at least once per week. i also haven't had a severe depressive episode in months, and my mood swings are very seldom and not as extreme as they used to be.
  "
418420,"
   Post your fav GIF
  ","
  mainly because this is one of my favorite movies.
  "
418421,"
   ......wait your bf and you were having sxx and doing drugs in a random house? Why?
  ","
  LOL.
  
  because that's just what we did when we were younger. it wasn't a stranger exactly, it was an acquaintance's house, but that was during a time in my life where we would give any excuse to party.
  "
418422,"
   literally no one, in any generation, asks people on the street to be friends unless they’re in prek and don’t “get” social stuff yet. pointing that out isn’t rude, because irl etiquette SHOULD be followed online as well? i????
  ","
  this anon is *so* angry for no legitimate reason, lmao.
  
  friendships happen naturally. you can't force a friendship to happen, it doesn't work that way.
  "
418423,"
   Wasn’t following you in the first place ??‍♀️ don’t assume everyone likes you, they don’t.
  ","
  who said i was assuming that ?? i figured you followed me because you saw my answers.
  "
418424,"
   The world has gone to shit bc of people like you. You’re a rude ass.
  ","
  ¯\_(ツ)_/¯
  
  if you're so offended, then unfollow me.
  "
418425,"
   Older than you, princess.
  ","
  that doesn't answer my question, but either way, i've met more rude people who are in the generation older than me (around 40+) than people my age & younger.
  
  the fact that you're so offended by what i'm saying and are retaliating proves this, tbh.
  "
418426,"
   People are just rude these days. Your generation sucks.
  ","
  i can guarantee you're from the same generation as me, lmao. how old are you ??
  "
418427,"
   then maybe you should change ??‍♀️
  ","
  there's nothing i wish to change. there's nothing wrong with not sugar coating things, especially when it comes to something as mild as what i said to you.
  "
418428,"
   We should be friends
  ","
  you can't force friendship.
  
  you're also anonymous.
  "
418429,"
   you seem sanctimonious
  ","
  how so ??
  "
418430,"
   Well that's a good memory right there :)
  ","
  you're really determined to prove that my memory is fine, aren't you ??
  
  i wish i had a better memory. it sucks sometimes to have no idea what people are talking about because you can't remember previous conversations, or the obvious fact that i can't recall my entire childhood.
  "
418431,"
   Ever seen Frank Zappas kids names?
  ","
  i'm not answering any more questions about this dude.
  "
418432,"
   How many times have you had the Frank Zappa question put to you?
  ","
  it's been at least five times, but i obviously can't put an exact number to it.
  "
418433,"
   Say you were to get me a random gift, what type of gift would you likely choose, and why?
  ","
  i have no idea who you are, so i would give you a visa gift card.
  "
418434,"
   I feel like many of us do that.
  ","
  almost everyone i know does it, with the exception of a few people. i also usually use whatever birthday money i get for xmas gifts, so i don't start until december anyway.
  "
418435,"
   Do u work better under stress ?
  ","
  not generally. i work my best when i know i don't have a *strict* deadline, but i can work at my own pace (which is fast anyway).
  
  working under stress leads to a greater chance for mistakes, and i can't risk that at my job.
  "
418436,"
   Do you have any unique or interesting Christmas traditions?
  ","
  no, not really. my only tradition is that i always unintentionally wait until the last second to buy gifts for people, LOL.
  "
418437,"
   You come across a magic book and whatever you write in it becomes reality. What's the first thing you would write in it?
  ","
  i would write that i'm living in a nice apartment with my boyfriend, we're both happy at our jobs, and we have a cute dog to take care of.
  "
418438,"
   what decision was probably the hardest yet the best one you ever made?
  ","
  within the last few years, it was making the decision to leave my last job and start a new job (my current job).
  
  i was stressed out beyond belief at my last job and would cry every day, but i was terrified of the prospect of starting a new job because of the unknown of how it will be. i decided to go for it anyway, and i'm really happy with the outcome. i'm not nearly as stressed out as i was one year ago.
  "
418439,"
   What’s the most insane thing you’ve ever been caught doing?
  ","
  my boyfriend and i were having sxx & doing drugs at some random person's house years ago, so we got walked in on a bunch of times, LOL.
  "
418440,"
   Could you run 100 miles in one week
  ","
  if i set my mind to it, then perhaps. i would at least try if the outcome was good enough, lol.
  "
418441,"
   ✨looking for more people that i have followed on my previous acc and for those who have followed me too✨

also, use this as a filler to tell me about any special weekend plans you might have coming up!
  ","
  i'll tag a few, but i'm sure you follow them already:
  
   @babycadiex
  

   @urlsareshittbh
  

   @shehitsback
  

   @CelineM96
  

   @Courrtana
  

   @lillehjort
  

   @country_peach
  

   @princess_tal
  

   @ManicMartyrdom
  

   @HeartOfStitches
  

   @my_name_isnt_eric
  

   @dovbts
  

   @misphire
  

  as for my weekend plans, i'm going to a wine tasting event with my boyfriend this weekend & staying overnight at a hotel within walking distance from the venue !! it should be a lot of fun.
  "
418442,"
   Hey guys, I'm going to deactivate this account today and move to
   
    @misphire
   
   so please follow/ask me questions over there! Only if you want, of course. ? (Feel free to use this as a filler).
  ","
  everyone go follow steph's new account !! ?
  "
418443,"
   Would punch someone if he flirted with you?
  ","
  no ?? i'd tell someone off, but i wouldn't punch them. lmao.
  "
418444,"
   What is your wildest fantasy?
  ","
  being wrapped up in blankets with a glass of wine in my hand, while listening to music and talking to my boyfriend.
  "
418445,"
   What date is it appropiate to play Christmas songs?
  ","
  much like my answer regarding the xmas tree, i think it should be after thanksgiving.
  "
418446,"
   When is the earliest should the Christmas Tree be put up?
  ","
  after thanksgiving, in my opinion.
  "
418447,"
   You say your memory recall is not good but you were able to remember a question asked of you about Frank Zappa.  That questions was about 2 or 3 months ago so your memory can't be that bad?
  ","
  my memory is pretty bad, and there's no rhyme or reason behind why i remember some things and forget others. i think the only reason why i remember the whole frank zappa thing is because it's happened continuously for many months, multiple times.
  "
418448,"
   so i’m a whole idiot & forgot my psswrd to my littesha acc & am now locked out of it. sadly, i had to make a new page as annoying as it is so follow me here ?? if you follow me on fb, you can message me to confirm this isn’t a fake acc.
  ","
  everyone follow morgan's new account. ^^
  "
418449,"
   You were my 100th follower on twitter. 

I noticed you on one of Courtney's posts
  ","
  awesome !!
  
  if anyone else wants to follow me on twitter, my handle is
  
   @poetalunam
  
  .
  "
418450,"
   Did you play Spyro when you were younger? How do you feel about the remastered version? Will you be buying it at midnight tonight?! Heh.
  ","
  i *think* i played spyro when i was younger, but i honestly can't remember because that's way too long ago for me to even recall. i have memories of playing crash bandicoot, so i assume i played spyro as well.
  
  i think the remastered version is a brilliant idea, though. not only does it bring back nostalgia for adults who played the game on the original console, but it also introduces the game to a brand new audience who will be experiencing it for the first time.
  "
418451,"
   Fv youtuber
  ","
  i mainly watch achievement hunter, rooster teeth, markiplier, chilledchaos, seananners (even though he doesn't upload videos anymore), and buzzfeed unsolved.
  "
418452,"
   What turns you off from a guy
  ","
  i'm turned off automatically from all men because they're simply not my boyfriend.
  "
418453,"
   Who do you enjoy hanging out with the most and why?
  ","
  i enjoy hanging out with my boyfriend the most. he makes me feel the most comfortable, as well as the safest, and we never run out of things to talk about when we're together. even something as simple as sitting down and watching a youtube video together is entertaining because it'll usually bring forth random discussions that lead into deeper things.
  "
418454,"
   What do you think is wrong in the world right now?
  ","
  this is an incredibly open-ended question, and it would be impossible for me to list everything that's wrong in the world at the moment.
  
  climate change has been wrecking havoc on the earth. so little people are being brought to justice for crimes they've committed. the media has brainwashed most people into focusing on insignificant events while ignoring larger events. social media has taken over people's lives to the point where everyone feels entitled. there's rampant ableism in today's society when it comes to physical & mental disabilities, and a lot of it is so ingrained in our culture that most people aren't even aware it exists.
  "
418455,"
   Does the world have a good future?
  ","
  i'm 50-50 on this -- on the one hand, i see a lot of progression in terms of science and technology. however, in terms of social reform, i feel as if the world (or, at the very least, the united states) has halted.
  
  the midterm elections have given me a little bit of more hope, but other than that, i'm fairly neutral about the future. it could go either way.
  "
418456,"
   How's your memory?
  ","
  my memory has always been terrible. on top of the amnesia, i also have pretty bad short term memory and i constantly need to set reminders for myself. i have trouble recalling conversations sometimes too.
  "
418457,"
   Do you know much about your country's history?
  ","
  i used to know a lot about the history of the united states, but these days, not so much. i haven't taken a history class in eight years.
  "
418458,"
   Have you ever posted a poll on here? Why/why not? If you have, what was it of?
  ","
  i've posted a few polls, & i'm pretty sure they were all about what i should do next with my hair, LOL.
  
  my most recent poll was me deciding between coloring my hair pink/purple or blue/green, and i think the pink/purple had more votes.
  "
418459,"
   Some people can't believe that I eat never had an iPhone but I've just never enjoyed them and would prefer to support other companies. Are you more of an iPhone or Android user and what are your opinions on both?
  ","
  i've always owned android phones, & i can't imagine owning an iphone because it would be too different from what i'm used to.
  
  however, i do have an ipad and it helped me a lot when i was in college when it came to assignments and writing.
  
  i don't have strong opinions about the whole android v. iphone debate because it's all about personal preference.
  "
418460,"
   Ever heard of Frank Zappa?
  ","
  yes, and you've asked me this question a number of times before.
  "
418461,"
   Would you want to know when your going to die & how? or are you better off not knowing?
  ","
  it would give me way too much anxiety to know when i was going to die, it would permeate everything i do. i'd rather not know.
  "
