,Question,Answer
434484,"
   i hate ask
  ","
  😂 I’ve deleted so many questions I understand you
  "
434485,"
   do you love sweden? its landscape is breathtaking!!!
  ","
  I want to go .. it’s on my list of countries
  "
434486,"
   Do you like concerts ?
  ","
  Love them
  "
434487,"
   Have you tried to wear a wig?
  ","
  Lol lots of times 🤣🤣😂😂🤫🤫🤫
  "
434488,"
   On a scale of 1 to 10 how crazy are u?
  ","
  😂😂😂😂😂😂
  "
434489,"
   What’s the first thing you noticed that attracted you to your significant other or crush ?
  ","
  Smile and sense of HUMOR
  "
434490,"
   🍁What’s your favorites things about fall??🍁🍁
  ","
  The leaves the weather
  "
434491,"
   👍
  ","
  Ok??
  "
434492,"
   😪
  ","
  Why the tears??!! Okay
  "
434493,"
   😪
  ","
  Why the tears ??
  "
434494,"
   What do you fear?
  ","
  Of falling for the wrong person
  "
434495,"
   Are you pregnant
  ","
  🤣🤣
  "
434496,"
   What should I do if the vehicle won't turn on again after I turn it off, and the butterfly stays open?
  ","
  Don’t know
  "
434497,"
   Do you like people that are way to serious in life ?
  ","
  No
  "
434498,"
   Usual late night activities or thoughts?
  ","
  Thoughts ...
  "
434499,"
   Anyone else confused on how to use this app lol or is it just me 😆
  ","
  Start preparing !!
  "
434500,"
   frosted flakes or fruit loops
  ","
  Honey comb 🥰🥰😍😍
  "
434501,"
   Would you ever try the blueberry gum off Charlie and the chocolate factory?
  ","
  Lol no I wanna win .. but if it’s in the store yea 😂😂😂😂🤣🤣🤣🤣
  "
434502,"
   Do you talk much?
  ","
  Depends on who you are.. lol I stay into trouble because some people don’t understand me.. lol my heart comes from a good place ...
  "
434503,"
   You ever want to tell someone you love them but you're afraid to...?
  ","
  Yea weird I know
  "
434504,"
   What are your plans for Christmas? 🎅🏽
  ","
  Was going dress up as Mrs. Clause for my man but ion know now! 🤦🏽‍♀️🤦🏽‍♀️
  "
434505,"
   Are you high School student? Or college student? What you take and where your School?
  ","
  Neither already did both
  "
434506,"
   Which flavor of ice cream is your favorite?😍
  ","
  Cookies & cream 🥰🥰🥰🥰
  
  And 1 more but I ain’t sharing lol only one other soul knows
  "
434507,"
   Who else likes to stay up till 3 am on Netflix watching your favorite movies or shows all curled up either on the couch or in bed while enjoying a couple snacks.
  ","
  Meeeee lol
  "
434508,"
   What have you preordered (in the distant past or just recently)?
  ","
  🤣🤣🤣🤣🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️
  "
