,Question,Answer
525672,"
   I bought the American curricula in Chemistry 😍 
It's really amazing ❤ 
But I want to know something. .
Grade 12 = the final grade before the university?  
Right or not ?
  ","
  That's correct.
  "
525673,"
   If you were to win an award for anything, what would it be for?
  ","
  Not sharing pictures?
  
  Seems to be my inbox right now so seemed fitting.
  "
525674,"
   Which movie do you think is overrated?
  ","
  Not sure. No titles are coming to mind.
  "
525675,"
   Sexy
  ","
  These are cute to get at times but questions would be ideal 🎃
  "
525676,"
   What do you do to give yourself a special treat for accomplishing a goal?
  ","
  I don't really do awards but I do think they can be helpful!
  "
525677,"
   Which insect is the most irritating?
  ","
  Definitely flies and mosquitoes!!
  "
525678,"
   Do you have any grey hairs
  ","
  I don't believe so.
  "
525679,"

    https://twitter.com/sana_aswad/status/1026136071065751553?s=21
   
   c my friend playing pianooo! What do u think of it??!!❤️❤️❤️
  ","
  cool
  "
525680,"
   didnt mean today but lately thought u had argued and stopped talking cuz i havent see him on ur page anymore or u on his
  ","
  We usually do private messages here :P and he hasn't been on as much on here.
  
  We're good as far as I know. We haven't argued at all lol
  "
525681,"
   When did you last take a train?
  ","
  It's been years!
  "
525682,"
   What are your deal breakers when it comes to a friendship?
  ","
  I'm not sure! I feel like I get along with a bunch of different groups of people.
  "
525683,"
   Same. I liked it better the second time!
  ","
  Cool. I've only watched it the one time
  "
525684,"
   Do you own any vintage property/item?
  ","
  A few things. Nothing worth mentioning
  "
525685,"
   send
  ","
  Would you like to be blocked?
  "
525686,"
   How would you describe your eating habits?
  ","
  Lifestyle change
  
  moderation
  
  a bit like intermittent fasting
  "
525687,"
   fb link pls
  ","
  private
  "
525688,"
   What is your favorite show?
  ","
  I feel like currently it's The Voice and This is Us.
  
  I haven't really been watching shows lately
  "
525689,"
   putlocker should have it uploaded by Tuesday fyi. I don't see many movies in theatre anymore
  ","
  Good to know.
  
  The last one i watched was hans solo
  "
525690,"
   I wanna be friends
  ","
  Cool :)
  "
525691,"
   have you ever bought an album as a present? what album was it
  ","
  No but I gave CDs if those count
  "
525692,"
   how are u
  ","
  I just answered this.
  
  Good.
  
  You?
  
  sigh, I hate small talk
  "
525693,"
   hi
  ","
  Hello
  "
525694,"
   I will watch the movie in the next week or so online cause love her and Bradley Cooper mancrush <3
  ","
  I want to see it!
  "
525695,"
   Just regular music then pls. What are you listening to today?
  ","
  latest ones added
  
  in love with the lady gaga one
  "
525696,"
   On a scale from 1-10, how tired are you right now?
  ","
  3
  "
525697,"

    https://www.youtube.com/watch?v=aqDgTUpamDU&ab_channel=RustyBrewer
   
","
  🙆🙆🙆
  "
525698,"
   would u kiss a girl if u were dared to or paid
  ","
  Maybe
  "
525699,"
   Good afternoon Leopard! Any music recommends for the Yankees/Red Sox game tonight? I was thinking the Imperial March from  The Empire Strikes Back?
  ","
  No clue. We are the champions helps lol
  "
525700,"
   well hope that helps but considering ppl also ask a lot bout ur age i doubt they read it
  ","
  True. oh well
  "
525701,"
   How are you?
  ","
  I'm good. Just got back about an hour ago. The debate was ok but boring too. Expected more lol Had to watch a few ""vote yes/no"" people then the constable one was last.
  
  Made a snacky lunch when I got back.
  "
525702,"
   were u rly asked if u were married that much? lol
  ","
  Maybe once a month or something? I get asked if I'm single more often
  "
525703,"
   What's your weight goal? How close are you?
  ","
  118-125. Maybe 130 at most. Depends more how I look/feel and clothing.
  
  I haven't weighed myself since July and even then my weight can be high due to pcos and insulin resistance. My sister and mom commented on my weight today saying i looked smaller so.... always nice to hear. lol They don't always say stuff so it feels good when they notice too
  "
525704,"
   Oh thanks, Anon
  ","
  😂😂😂
  "
525705,"
   wow u changed ur bio guess u got tired of ppl asking if u were married? XD nobody reads bios tho
  ","
  You did!
  "
525706,"
   Are politics important to you?
  ","
  Not really. The West Wing did make me interested in the process...
  
  I asked the question since I'm actually going to my brother-in-law's first debate with the other candidate today. Should be interesting.
  "
525707,"
   She's too good for you anon.
  ","
  aww
  "
525708,"
   But, I'm leaving so long to you . I'm 22
  ","

   https://youtu.be/AgFeZr5ptV8
  






















"
525709,"
   Do you like to answer sexual questions or hate it? How you deal with those?
  ","
  In the middle. It can be nice if I'm in the mood for those kinds of questions. People can go a little too far at times.
  
  Patience, humor, blunt answers etc
  
  I deleted one today since I knew they wouldn't shut up about it.
  "
525710,"
   Would you like to be my girlfriend ?
  ","
  I don't know who you are
  "
525711,"
   Not really and no but I’ve heard it is a good show lol.
  ","
  Which show?
  "
525712,"
   Are you single ?
  ","
  yes
  "
525713,"
   What was your biggest failure when purchasing things in the Internet?
  ","
  Most dealt with Asian companies. I always had coupons or won stuff so it didn't really matter if it was too small. Still sucked. Even if i went up in sizes and still had the same result.
  
  I think I need to stick with tshirts if I ever try something again. They usually work better than dresses etc
  "
525714,"
   what brand?
  ","
  of what, exactly?
  "
525715,"
   Made a new account
   
    @mamuschu
   
   , follow suggestions?
  ","
  The people who you actually miss 😂
  
  I have a few @ pages in my top likes. it hasn't really changed much
  "
525716,"
   i was sitting opersite a lady druing lunch and her nips were showing through
  ","
  congratulations
  "
525717,"
   And definitely not when its cold out eh ? lol
  ","
  if I'm inside it wouldn't matter
  "
525718,"
   were your parents good role models for parenting? why or why not?
  ","
  mom is
  "
525719,"
   XP
  ","
  awkward lol
  "
525720,"
   What was the last thing you ate/drank? How much did you enjoy it?
  ","
  tea
  
  vanilla yogurt with blueberries, strawberries, cashews and honey drizzled on top.
  
  👌
  "
525721,"
   have you worn a t-shirt without a bra before?
  ","
  like right now lol
  
  I have when camping or going to the store but staying in the car.
  
  I wouldn't feel comfortable legit going out somewhere though!
  "
525722,"
   Good night beautiful
  ","
  Night all
  "
525723,"
   no u wont XD
  ","
  3 hours ago.
  
  damn
  
  youtube can be addicting
  
  anyways, good night for real this time
  "
525724,"
   have you ever been in a relationship where you clearly were not equals? who had more power, and why.
  ","
  one. probably me since I was a few years older.
  "
525725,"
   Night, my friend
  ","
  will sleep fairly soon too.
  "
525726,"
   k sorry for wanting to ask something other than a fetish dirty stuff or the stupid things ben posts
  ","
  I appreciate the effort  <3
  "
525727,"
   Its too late for me to think about spam but I'll try again soon. I'm happy to see you Lynds <3
  ","
  Good night John
  "
525728,"
   Great song ♫♪ :)
  ","
  yes :)
  "
525729,"
   can u describe the pokemon a bit more
  ","
  nope.
  
  I think it was probably mentioned already from what I do remember.
  
  bored with this Q
  "
525730,"
   Of course. I'm trying to stay dirty tho ;)
   
    https://www.youtube.com/watch?v=OjyZKfdwlng&ab_channel=WarrantVEVO
   
","

   https://youtu.be/AJtDXIazrMo
  






















"
525731,"
   If someone said they'd give you 100 dollars an hour but you had to go somewhere and just tickle kids mercilessly would you do it
  ","
  IN A CLOWN COSTUME
  "
525732,"

    https://bulbapedia.bulbagarden.net/wiki/Flareon_(Pok%C3%A9mon)
   
","
  That's not the one but I did like him too!!
  "
525733,"
   Seems like you'll finally stick to it! 😂😂 You've said several times you'd share less but until now you always came back to it lol.
  ","
  Probably will at times but oh well.
  "
525734,"

    https://www.youtube.com/watch?v=xCChxBSRo1Y&ab_channel=poisonVEVO
   
","
  I like this one more
  

   https://youtu.be/j2r2nDhTzO4
  






















"
525735,"
   wow i had it all wrong 😅 i just figured that the only ones who kept at it were the ones who only wanted s3x from u the rest would just got naughty once in a while
  ","
  *shrugs*
  "
525736,"
   That's what SHE said

>>>> Bar lowered >>>>>
  ","
  bar breaks
  "
525737,"
   is it true u have a new fave now? u dont seem to talk to each other anymore
  ","
  news to me!
  
  We both had busy days today.
  
  I'm just not over sharing as much.
  "
525738,"
   tbh i thought u had talked naughty with every single one of them at least once but most arent obsessed with it so u could also talk bout other stuff XD
  ","
  no 😲
  "
525739,"
   My bad. I'll try to lower both our standards..
  ","
  done, done and done.
  "
525740,"
   sometimes its rly hard to tell cuz most if not all guys who post here always say a dirty comment or 2 lol
  ","
  Tell me about it -_-
  "
525741,"
   You came across my feed recently and I followed you   hope you don't mind? Like to follow back
  ","
  followed back
  "
525742,"
   another of your guys has returned? lol
  ","
  nah. We've never talked dirty.
  "
525743,"
   What do you гusually eat?
  ","
  I'll just say what I had today instead. Pretty light day. Sometimes I forget to eat a real lunch.
  
  vanilla yogurt for breakfast
  
  I had a small dish of blueberries and cashews because I wanted something a few hours after the yogurt
  
  string cheese a few hours before dinner. I thought we were leaving sooner
  
  at the restaurant : chicken, mashed potatoes and green beans.
  
  Beverages : tea in the morning, water throughout the day including dinner.
  
  ice cream. I was hungry for something and also had to take a pill with food. Not too bad since haven't had much today.
  "
525744,"
   *gives you all the bras*  I forgot to uncheck anon, still learning lol
  ","
  I figured it was you lol
  "
525745,"
   If you wanted to change your name to something 100% gender neutral (like if people heard the name they’d have no idea) what would you change it to?
  ","
  No clue.
  "
525746,"
   Oh no! Better make am emergency salon appointment,
  ","
  I'll probably go next month, hopefully.
  "
525747,"
   good to see not much has changed lol
  ","
  give me all the bras. Walmart had a few cute ones.
  "
525748,"
   do u have more bras than panties or less
  ","
  less
  "
525749,"
   What will you never wear
  ","
  Brown
  
  Also V necks don't work for my body. The shoulders and boob area is too big and I'm always pulling it back into place whereas the rest of it fits good.
  "
525750,"
   it can be his evolution
  ","
  perhaps
  "
525751,"

    https://bulbapedia.bulbagarden.net/wiki/Arcanine_(Pok%C3%A9mon)
   
","
  Could be or the other one mentioned
  "
525752,"
   have u ever had a date that went bad so u had to make up something and leave?
  ","
  No but it's good to have that option if the date is going very badly
  "
525753,"
   Your right it does resemble your emoji, except for the blonde hair.  Are you working on something,  or just awake?
  ","
  During the winter my hair was basically that color lol
  
  my highlights are dying at the roots :(
  "
525754,"
   would you be more interested in getting ur palm read or a tarot card reading? (i’m sure lots of you are non-believers so let’s just say for free and for FUN.)
  ","
  both
  "
525755,"
   What kind of backup plan?
  ","
  to leave early...
  "
525756,"
   Eevee?
  ","
  no but that one is cute!
  "
525757,"
   how was your fun time tonight?
  ","
  it was ok. My BIL's brother doesn't like sushi even though they serve other food so we ended up going to Dickey's barbecue instead. First time eating there. Wasn't the best, wasn't the worst. I ended up getting chicken, mashed potatoes and green beans.
  
  Then the bil's dad came over afterwards, spent time talking.
  
  My mom and I just got back from Walmart a few moments ago. There's some beast cancer rally soon so I ended up buying a pink shirt. Didn't plan on it but cool that i got one now to help support.
  "
525758,"
   Good evening Lynds/leopard!
  ","
  hey. You too :)
  "
525759,"
   Hi night owl, is that portrait your artwork?
  ","
  no. thought it looked similar. I wish
  "
525760,"
   why do u follow me if u never like any of my qs but u like pretty much all of other ppl
  ","
  Can't say since I don't know who you are
  "
525761,"
   growlithe is like a small tiger is from the first ones thats prob the one
   
    https://bulbapedia.bulbagarden.net/wiki/Growlithe_(Pok%C3%A9mon)
   
","
  Maybe. I just remember the card and it looks tougher..
  "
525762,"
   You don't notice any truth here? They have a point.
  ","
  I noticed but it was still rude since nobody was talking about pictures or anything.
  "
525763,"
   u wanted the mean anons back lol
  ","
  mission accomplished :)
  "
525764,"
   have u ever waxed anything? did u do it yourself or get a pro?
  ","
  Just my eyebrows.
  "
525765,"
   A Pet Sematary remake is on the way.
   
    https://www.imdb.com/title/tt0837563/
   
","
  Halloween is getting one as well
  "
