,Question,Answer
37548,"
   So what i had to do. Do u have any other app from which we can call.
  ","
  No. I don't. I have this. That is it.
  "
37549,"
   What do u mean
  ","
  I do not have the app. How do you not understand this? I don't have it to give. I don't use the app thing.
  "
37550,"
   Oh dear i luv u give me your whatsapp number
  ","
  I don't use this app. I don't know why you keep asking me for it. I don't have this
  "
37551,"
   What do you miss doing the most while everything is cancelled?
  ","
  Going out to eat with my husband at the Chinese restaurant
  
  going fishing
  
  and going four wheeler riding
  
  visiting my family and friends.
  
  Traveling to different places.
  
  Window shopping.
  
  Flea market shopping.
  
  Window shopping.
  
  Antique shopping.
  
  Being able to go freely throughout my day without feeling like I'm going to get infected with some kind of sickness.
  "
37552,"
   Recommend a youtuber to watch during this self isolation time ?
  ","
  Omargoshtv. Moe sargi. The FAM. Chelsea Luna. CJ Faison. Sunny Deeds.
  "
37553,"
   Does anyone often invite you to some discos?
  ","
  No one ever really does this anymore. It would be really cool if they still did.
  "
37554,"
   What's your biggest fear?
  ","
  Losing loved ones
  "
37555,"
   ? FREE ⚡ SPACE ?
  ","
  ❤??
  "
37556,"
   Do you feel anger or anguish when you are very hungry?
  ","
  Nah. Not really.
  "
37557,"
   Give me your whatsapp number
  ","
  I don't have that
  "
37558,"
   Sweety follow for follow?
  ","
  Sure. Followed.
  "
37559,"
   A B C D E F G.
Gummy bears are chasing me.
One is red, one is blue, one is chewing up my shoe.
Now I'm running for my life, cuz the red one's got a knife.
  ","
  Oh woe. Wow.
  "
37560,"
   If you had to listen to only one kind of music for the rest of your life which would you choose? ?
  ","
  Hard to pick from alternative rock country rap country music and
  "
37561,"
   What is your favourite flavour of tea... if you like tea at all that is
  ","
  I like regular just sweet tea and then I like green tea.
  "
37562,"
   How long do you realistically think this quarantine will last?
  ","
  Prob still like August almost.. ????
  "
37563,"
   Do you like fast food? what is your favourite kind to get?
  ","
  I only like to eat fast food really on occasion. Not often often. I like a good burger and some fried pickles
  "
37564,"
   Do you often use a microwave?
  ","
  Yes. But I use all of my appliances equally.
  "
37565,"
   You ever do something Dangerous?
  ","
  Honestly I don't try to do anything too dangerous or risky. Life is too short
  "
37566,"
   What's classy when you're rich, but trashy when you're poor?
  ","
  Not exactly.
  "
37567,"
   Do you like horror movies?
  ","
  Yes. Very. Especially paranormal one's.
  "
37568,"
   Snap ?
  ","
  I don't have that.
  
   Have this tho.
   

     View more
    

"
37569,"
   What have you been doing to keep busy this week?  Are you still going to work/school or are you home?
  ","
  They do still have me going to work. I've been doing my everyday regular. Just trying to stay at home more.
  "
37570,"
   Yeaah?✨??❤️
  ","
  ??
  "
37571,"
   What’s the coolest thing you have ever seen ?(:
  ","
  I have seen a lot of really cool things in my life. Don't really know where to start with the COOLEST but one thing for sure that was cool was getting the opportunity to be able to go to the Myrtles Plantation home. And getting to tour it and walk around and investigate. I really appreciate the opportunity to be able to go to this place. The history behind it was intense.
  "
37572,"
   have you been coming more? or your parents?
  ","
  Been cooking the same as always.
  "
37573,"
   Who is your favorite artist?
  ","
  Avril Lavigne
  "
37574,"
   White or Yellow Cornbread?
  ","
  Either.
  "
37575,"
   Follow
   
    @justmeheretoanswer
   
   Good person active almost everyday and good to talk to, follow her ✌
  ","
  Followed.
  "
37576,"
   You’re naturally ? percent ! I like that ?
  ","
  Thanks. I appreciate it!
  "
37577,"
   have you guys been cooking more? have your parents? ***
  ","
  Nope. Cooking the same as I did before all this stuff happened.
  "
37578,"
   yes...??❤️
  ","
  ?❤
  "
37579,"
   Do you trust your instincts about someone?✨
  ","
  Most of the time. Yes. Yes I do.  I rather be safe than sorry. But I don't try to be ugly or rude about any of it. I just move on more or less.
  "
37580,"
   Better smell oranges or apples?
  ","
  Apples! Def!
  "
37581,"
   what summer activities are you looking forward to? (hoping the coronavirus is gone by then.)
  ","
  Going traveling and fishing. More four wheeler riding
  "
37582,"
   So Sweet ??
  ","
  ?Thx ?
  "
37583,"
   8 ? Fast Game ? Purple or Brow? ?
  ","
  ? Purple
  "
37584,"
   serious question: do you love yourself??
  ","
  Of course.
  "
37585,"
   I just wanna know who out there is gaining weight vs losing it during this lock in
  ","
  Working on losing here.??
  
  Been and doing good with it.
  "
37586,"
   If you eat meat, what's your favourite type? ? ? ?
  ","
  Any honestly. I am not picky.
  
  I absolutely love Seafood. I'm not sure if you count that but that's a type of food that I love to eat. And then I love chicken beef pork. And then a various of strange meets. I don't mind frog legs. Alligator, deer, squirrel, and lots of other types of meats.
  "
37587,"
   ? Viruses are contagious. — But so is panic, fear, hysteria, calm, grace, empathy, love and kindness. ?Choose wisely which one you will spread. ?
  ","
  Yes! We must do our best to not spread the virus and try our best to stay at home and do our everyday health routines. Always wash your hands multiple times throughout the day. Try not to touch your face. Keep a six to eight foot distance from people. Try not to stay in a inclosed room with a bunch of people for too long. Sanitize platforms and anything that you touch before and after. Try to wear a mask and gloves if you can and more.
  
  And just have hope and be careful. Do your best to be cautious and prevent. I wish the best to all of you. Keep safe. ???
  "
37588,"
   Beautiful ?
  ","
  Thank you!
  "
37589,"
   Tag your favourite account on ask fm ??
  ","
  Couldn't just tagged one. These people know who they are, my favorites. I have quite a few too. Haha
  "
37590,"
   Weekend's Plan?
  ","
  Spending time with jj and a another fam member.
  
  Have just been cleaning.
  
  Taking care of our pups.
  
  Keeping the grass up.
  
  Cooking and just chilling.
  
  Watching YouTube.
  
  Enjoying the beautiful weather out.
  
  Talking with family on the phone and checking in with them.
  "
37591,"
   Do u know someone who sings very well
  ","
  I personally love to sing.
  
  I've been singing since I was real real young. Practicing every day or anytime that I get. I have seen for many people and events and places. I have lots of friends and family that love to sing to. Singing definitely runs in my family. Lots of creative folk on my side. I love talking about it because it's one thing that I'm very passionate about. Singing.
  "
37592,"
   How would you rate yourself without the makeup and wigs ?
  ","
  I honestly don't wear a lot of makeup when I'm at home. I usually don't wear any and I've never put a wig on. ? so yeah. Idk what to rate myself. Lol.
  "
37593,"
   Do you have a nice handwriting?
  ","
  My handwriting can be decent and it can be pretty
  "
37594,"
   Do you like daffodils?
  ","
  I do.
  "
37595,"
   9 ? Fast Game ? White or Grey? ?
  ","
  White
  "
37596,"
   7 ? Fast Game ? Green or Yellow? ?
  ","
  Yellow
  "
37597,"
   6 ? Fast Game ? Blue or Black? ?
  ","
  Blue
  "
