,Question,Answer
643680,"
   I never really do this but if you this I follow you,
Also what's your current favourite song?
  ","
  The road to hell is highway 59 - suicide boys
  "
643681,"
   Have you ever kissed a guy on the lips who is not your boyfriend?
  ","
  Ugh seeing her bullshit on my feed makes me wanna vomit.
  "
643682,"
   Is it normal that when I was 10 my parents let me drink (in moderation)?
  ","
  Youre making me want to drink right now
  "
643683,"
   ??
  ","
  Awh i know im cute huh (;
  "
643684,"
   How's it going? Also, what's your favorite band member? (:
  ","
  Im goooood ❤ craig owens, he should let me be is beauty queen
  "
643685,"
   pap cockadoodledoo
  ","
  You wanna see my cute face
  "
643686,"
   Age? Snapchat?
  ","
  Im coloring rn so im gonna be slow replying and just posting selfies lol
  
  Oh and btw, learn to check out someones bio every once and awhile.
  "
643687,"
   What sound can put you to sleep?
  ","
  Suicide boys?
  "
643688,"
   Your favorite emotional dialogue? ?
  ","
  (Its long but you asked lol)
  
  Connor:Now you will receive us.
  
  Murphy:We do not ask for your poor or your hungry.
  
  Connor:We do not want your tired and sick.
  
  Murphy:It is your corrupt we claim.
  
  Connor:It is your evil that will be sought by us.
  
  Murphy:With every breath, we shall hunt them down.
  
  Connor:Each day, we will spill their blood till it rains down from the skies.
  
  Murphy:Do not kill. Do not rape. Do not steal. These are principles which every man of every faith can embrace.
  
  Connor:These are not polite suggestions. These are codes of behavior, and those of you that ignore them will pay the dearest cost.
  
  Murphy:There are varying degrees of evil. We urge you lesser forms of filth not to push the bounds and cross over into true corruption, into our domain.
  
  Connor:For if you do, one day you will look behind you and you will see we three. And on that day, you will reap it.
  
  Murphy:And we will send you to whatever god you wish.
  
  Connor/Murphy/Il Duce:And shepherds we shall be, for Thee, my Lord, for Thee. Power hath descended forth from Thy hand.
  
  Yakavetta:Vaffanculo! [""Fuck you""]
  
  Connor/Murphy/Il Duce:That our feet may swiftly carry out Thy command. So we shall flow a river forth to Thee, and teeming with souls shall it ever be.
  
  Il Duce:In nomine Patri.
  
  Connor:Et Filii.
  
  Murphy:Spiritus Sancti
  "
643689,"
   I'm a very good speller so I always notice mistakes
  ","
  I just wanted to post my picture lol
  "
643690,"
   Anon penises doesn't have the letter u in it
  ","
  HAHAHAH i didnt even notice that
  "
643691,"
   ILY
  ","
  ❤❤❤❤❤
  "
643692,"
   What hurts the most is that I had a crush on her since we're 13. I drowned myself in sadness watching her with all her several past boyfriends hoping and dying to have a chance. And when I miraculously had a shot and I thought I suceedingly reached the stars I once thought impossible. THIS HAPPENED
  ","
  Awwwwwwwh  wait thats actually sad
  "
643693,"
   Why are fat women obsessed with big penuses whereas slim women aren't to bothered?
  ","
  Yay or nah?
  "
643694,"
   Black people are good at all sports except for swimming, weight lifting, wrestling and boat racing
  ","
  Idk about this look
  "
643695,"
   ?? 10ft tall yes
  ","
  Yasssss bitch yaaas
  "
643696,"
   Be proud of yourself!!!! Never be ashamed
  ","
  Im a fuckin good time, i got nothing to be ashamed about ?
  "
643697,"
   5 PARAGRAPHEs: parle-nous de la GUERRE
  ","
  All i know is i got a selfie with my cat
  "
643698,"
   Thank you Boom, my monkey friend, for the positive vibes and energy :)
  ","
  Of course ❤❤❤❤❤❤
  "
643699,"
   selfie please?
  ","
  Oh my lord i decided to take selfies LOL
  "
643700,"
   LADY BOOMETH
  ","
  I HAVE TO GO FOLD LAUNDRY
  "
643701,"
   *dun dun* *dun dun*
  ","
  YAAAAAAAS ??
  "
643702,"
   Ive noticed that she doesnt give a shit
  ","
  Way to be observant
  "
643703,"
   Why is it always the darkies that are on the news for heinous crimes?
  ","
  Whenever i read ""heinous crimes"" i just think law & order special victims unit
  
  Damn i miss that show
  "
643704,"
   Have you noticed that with slim women they don't complain about the size of your penis but fat women do?
  ","
  No i havent noticed cause i dont give a shit
  "
643705,"
   Very true words ima get back to it though ill try and get back on later but idk whatll happen lol
  ","
  Good luck ❤❤
  "
643706,"
   Do you dance with other giants? I feel an earthquake
  ","
  I have a whole village of giants
  "
643707,"
   What is your opinion on abortion?
  ","
  KEEP EM COMING
  "
643708,"
   Well you did before but not anymore
  ","
  If youre talking about jake, he wasnt from ask LOL he just used it cause i did.
  "
643709,"
   Dont disown me if i fail
  ","
  Omg sometimes you have to fail to succeed, i wouldnt disown you lol
  "
643710,"
   whys that
  ","
  Because i like real life relationships
  "
643711,"
   Yes you are you don't remember
  ","
  No i dont remember because they dont exist HAHA
  "
643712,"
   Yeah me too lmao otherweise ima be P to the issed
  ","
  S to the ame
  "
643713,"
   Anon she is actually dating someone from ask and she told me
  ","
  I am?
  "
643714,"
   Ahahahah
  ","
  I really need to go through the pictures on my phone..
  "
643715,"
   PAP or describe the sexiest clothes you've ever worn?
  ","
  This will be me one day
  "
643716,"
   would you date anyone from ask?
  ","
  No.
  "
643717,"
   Didnt do assignments on time and so im cramming them all out hoping they will be taken late and at least sort of make sure i pass since this is my 2nd time taking this class
  ","
  Omg, i hope that all your hard work will pay off!
  "
643718,"
   What are your opinions on 'friends with benefits' and 'one night stand'?
  ","
  Well, they both just want meaningless sex without commitment.
  
  I dont think it should matter what people are doing with their bodies honestly.
  
  I like to let people do what they want to do.
  "
643719,"
   You're catchphrase should just be ""BOOM!""
  ","
  Wow, can i be original like you?
  "
643720,"
   What's the last thing you bought your significant other? If you don't have one when's the last time you bought yourself something?
  ","
  The last thing i bought i think it was food LOL
  "
643721,"
   wanna have some fun in the tumble dryer
  ","
  Will it give me a tan?
  "
643722,"
   What does a ""bold pic"" means? ? Please help
  ","
  Im just as lost as you ?
  "
643723,"
   It's okay lol just sucks a load of ass and I dug myself a deep hole so :/
  ","
  What happened?!
  "
643724,"
   Is Islam a religion of peace?
  ","
  I like to assume thats their bombing for but the way they go about it probably isnt going to show that...
  "
643725,"
   bi?
  ","
  Doing laundry is oh so fun ?
  "
643726,"
   What do you think is a big dick size?
  ","
  I need to read, ill be back in a couple hours ❤
  "
643727,"
   What is your best Valentine's Day moment?
  ","
  Omg when i was in elementary school omfg it was awesome, everyone was your valentine and you bring candy for your whole class and you spend all day making cute little baggies for it then at the end of the day you pass out your candy then go home with a fuckton of candy like its halloweeeen
  "
643728,"
   What's your plan B in life? Like when all your current endeavors, short or long term, utterly fail?
  ","
  Fall back on my trust fund thingy mabobber
  "
643729,"
   thank you for doing that x
  ","
  Wait what did i do
  "
643730,"
   Should black people be allowed to support a football team?
  ","
  Dude, you do realize black people are AMAZING at sports..
  "
643731,"
   Do you agree that one cannot judge a book by its cover?
  ","
  Yes, but you can judge the title.
  "
643732,"
   I courted this girl for 3 months but just after two days when she finally said yes she dumped me just because of my belief that we have to wait until after marriage to have sex. Why? ? I thought loving someone is more than just sex. I never opened sex topic while courting bec. i believe it's wrong.
  ","
  Maybe she just wanted a good pounding?
  "
643733,"
   I'm doing okay for the most part college is just becoming super stressful
  ","
  Im so sorry ):
  "
643734,"
   You look fat
  ","
  I know ? im huge
  "
643735,"
   Would you take part in a fight which consisted of 100 whites vs 100 blacks?
  ","
  Time to go like some shiiiit ❤
  "
643736,"
   Have you ever experienced a pregnancy scare? If yes, how have you dealt with it?
  ","
  I feel like i come on when everybody isnt on or ask is dead..
  "
643737,"
   hi:(
  ","
  When we grow older, we learn how to die.
  "
