,Question,Answer
563220,"
   cor de olhos preferida? :)
  ","
  Azuis.
  "
563221,"
   Vou-vos fazer algumas asks, e depois vou resonder, se quiserem, podem pedir jogos, ou assim *--*  #Gizmo
  ","
  Tranquilo.
  "
563222,"
   Bom dia *-* Que planos teem voces para hoje? #Gizmo
  ","
  Boas.
  
  Trabalhar. xd
  "
563223,"
   tens skype ?
  ","
  Não uso.
  "
563224,"
   9 curtia
  ","
  Obrigada.
  "
563225,"
   a: 9 :)
  ","
  Obrigada.
  "
563226,"
   linda
  ","
  Obrigada.
  "
563227,"
   es linda *o* e conhecia $:
  ","
  Obrigada e podes. ^^
  "
563228,"
   a. 10000 :3
  ","
  Ena. '-'
  
  Obrigadaa.
  "
563229,"
   As músicas estrangeiras são cantadas por mim à minha maneira quando as estou a ouvir ahah (Com a minha língua estranha) ~ E vocês? Cantam como percebem ou falam a 100 % alguns idiomas? ~ ♡
  ","
  Algumas músicas consigo cantar bem.
  "
563230,"
   Quem já está de férias? O que têm andado a fazer meus anjinhos? ~ ♡
  ","
  Os meus amores.
  

   https://vine.co/v/OgdAAuTJA62
  
"
563231,"
   Vamos começar com Coisa x Coisa ❤ 
Computador ✖ Telemóvel?
~Mrs. Hemmings
  ","
  Os dois.
  "
563232,"
   bom dia pessoas *-* eu sou nova adm e espero que gostem das ask's que vou fazer. :3 ~ panda
  ","
  Boas.
  "
563233,"
   O que acham que é mais importante convencer com grandes palavras ou supreender com grandes atitudes? ~Panda
  ","
  Atitudes a cima de tudo.
  "
563234,"
   Escrevem num diário os vossos dias? ~Panda
  ","
  Isso é para quem tem 12 anos.
  "
563235,"
   trocas 5 ask's ???
  ","
  Não.
  "
563236,"
   São do tipo de pessoas que se importa com demasiadas com certas pessoas enquanto essas pessoas não se importam com voces? ~Panda
  ","
  Cagativo.
  "
563237,"
   então? ;o
  ","
  Como sempre, não ando a dormir nada. xd
  "
563238,"
   Bons dias pessoas lindas desse mundo ❤ Como estão?! Eu estou muito bem para quem costuma perguntar❤
~Mrs. Hemmings
  ","
  Boas.
  "
563239,"
   Que estão a pensar em fazer hoje? Eu (maybe) vou para casa de uma amiga tal como ontem xd só que não é the same friend xb
~Mrs. Hemmings
  ","
  Trabalhar. xd
  "
563240,"
   seguindo
  ","
  Obrigada.
  "
563241,"
   0-10 --> 6
  ","
  Obrigada.
  "
563242,"

    http://ask.fm/PaulinhoFerreira127
   
   0-10 ?
  ","
  8.
  "
563243,"

    http://img0.ask.fm/assets2/067/168/897/536/normal/1779171_610108772388514_1454763475_n.jpg
   
   0-10? :3
  ","
  8.
  "
563244,"
   +
  ","
  Cabelo Verde. xd
  "
563245,"
   Não dá para esquecer ___________________ . 

 #catte
  ","
  Que tenho que acordar cedo.
  "
563246,"
   Quando ___________________, a saudade aperta. 

 #catte
  ","
  Acordo.
  "
563247,"
   Não seria nada mau ter ___________________ em casa. 

 #catte
  ","
  Chocolate.
  "
563248,"
   Antes ___________________ do que ___________________. 

 #catte
  ","
  Só do que mal acompanhada.
  "
563249,"
   Quando começo a ___________________ vou até o fim.

 #catte
  ","
  Dormir.
  "
563250,"
   Eu ainda vou ___________________. 

 #catte
  ","
  Ser rica.
  "
563251,"
   Quando choro, ___________________. 

 #catte
  ","
  Parto tudo.
  "
563252,"
   Às vezes esqueço que ___________________ existe. 


 #catte
  ","
  Os humanos ainda existem.
  "
563253,"
   Eu não consigo ___________________. ´

 #catte
  ","
  Resistir a chocolate.
  "
