,Question,Answer
842148,"
   are you bored
  ","
  kind of not really
  "
842149,"
   yeah..I was lucky touching her pussy tho..
  ","
  lol you were lucky
  "
842150,"
   i cant asked 


talk everything
  ","
  I don't know how to help if you don't ask me questions, get one of your friends to ask me it then if you can't or idk then
  "
842151,"
   then thing I liked the best was when she got on top of me and kissed me all over...
  ","
  y'all were basically humping lol
  "
842152,"
   i dont know anything aboit sex who can asked you
  ","
  wait what? I can't understand what your typing to me sometimes
  "
842153,"
   yeah a lot..
  ","
  lol good
  "
842154,"
   ok talk about sex??
  ","
  okay ask me questions about it and I'll answer it
  "
842155,"
   I use to suck her boobs..and lick them..
  ","
  you like that ?
  "
842156,"
   who's that anonymous
  ","
  I have no idea
  "
842157,"
   nooo you dont know mee plz talk on fb
  ","
  I don't give out my Facebook. I'm sorry you can ask me questions on here, your anonymous anyways
  "
842158,"
   she use to kiss me even harder when ever I told her that..
  ","
  awww,
  "
842159,"
   okey on fb you know mee cuz i cant to share my name
  ","
  I know you ? what
  "
842160,"
   does he eat you out good
  ","
  very fucking good ;)
  "
842161,"
   yeah I did ...
  ","
  and what she say
  "
842162,"
   her boobs were very big but I loved them...
  ","
  did you ever tell her that
  "
842163,"
   what year were you born
  ","
  1994
  "
842164,"
   whhy 

i am girl not boy
  ","
  cause I still don't know you , your an anonymous stranger
  "
842165,"
   okay :) can I talk more about my make out with my ex or anything about sex ? it just interests me :)
  ","
  if you want
  "
842166,"
   fbb
  ","
  I don't give that out
  "
842167,"
   nooo i cant talk everything u have kik
  ","
  no I don't
  "
842168,"
   everything if you want to talk
  ","
  you gotta ask questions
  "
842169,"
   if you ever get annoyed by anons..I am here..will shoo them away :)
  ","
  lol they don't annoy me
  "
842170,"
   talk me about sex??
  ","
  what do you wanna know?
  "
842171,"
   awe thanks :) you are very caring :)
  ","
  your welcome :)
  "
842172,"
   your bf love eat ur pussy and boobs
  ","
  yeah and he doesn't eat my boobs he sucks on them
  "
842173,"
   but now I am over with her and I just want someone special ..some one who will just love me for who I am ...
  ","
  you'll find that person soon
  "
842174,"
   you love to do sex noow?
  ","
  well I'm not having sex now
  "
842175,"
   you like eat dick??
  ","
  I don't eat dick I suck
  "
842176,"
   that is mean but I didn't mind it cuz I was madly in love with her and I just wanted her...
  ","
  still that's mean you should of cared
  "
842177,"
   you know sex website??
  ","
  search on Google ""porn""
  "
842178,"
   yeess
  ","
  I use to a long time ago
  "
842179,"
   you watch sex video??
  ","
  as in porn ?
  "
842180,"
   becuz I am Muslim and she was christian and she didn't like me being Muslim
  ","
  that's mean
  "
842181,"
   why don't you want to take a picture of your body
  ","
  cause I don't want to get up
  "
842182,"
   i love youu 

last time do sex??
  ","
  lol anonymous and 8 hours ago
  "
842183,"
   I did...but she even broke up the friendship...
  ","
  why ?
  "
842184,"
   ok
  ","
  anything else ?
  "
842185,"
   she was an amazing kisser ...
  ","
  you still like her
  "
842186,"
   noooo plz noww
  ","
  noooo, I'm not getting up. soddy
  "
842187,"
   but we did have an amazing night tho..
  ","
  that's the good thing
  "
842188,"
   you give good advice
  ","
  why thank you
  "
842189,"
   ok.take pic right now
  ","
  to lazy to get up. maybe tomorrow. any other questions ?
  "
842190,"
   well I wanted sex but she said no...she was also disabled
  ","
  well you should wait for that special person or at least until you know your ready
  "
842191,"
   i dont see boobs without wear 
pap of body
  ","
  I don't have one on my phone
  "
842192,"
   at first we were both nervous but then we took off our clothes and then started slowly..
  ","
  no sex tho ?
  "
842193,"
   whyy noo
  ","
  cause I don't want to put my boobs out there especially for strangers and there only for my boyfriend
  "
842194,"
   size boobs ?? pic of boobs
  ","
  36C and no lol
  "
842195,"
   I once made out with my ex in her apartment...
  ","
  was it good
  "
842196,"
   some guys actually lick all the cum off the girl :)
  ","
  yeah sometimes they do
  "
842197,"
   when did you have your son
  ","
  when I was 18
  "
842198,"
   your 19
  ","
  you could read
  "
842199,"
   nice :) did you cum alot ? :)
  ","
  I always do.
  "
842200,"
   how rough was the sex ? :)
  ","
  pretty rough
  "
842201,"
   creep
  ","
  your the creep
  "
