,Question,Answer
809964,"
   0-10 how bad did your new tattoos hurt?
  ","
  My Roman numeral one didn't hurt much only the infinity did like maybe a 9
  
  My Joseph one only the J and the P hurt the most maybe a 7
  "
809965,"
   Have you ever had carpal tunnel or suffered from any wrist pain? If so do you have any tips for alleviating it?
  ","
  No
  "
809966,"
   What do you think is the one question you've been asked the most in the history of you having an Ask.fm account?
  ","
  My age
  "
809967,"
   Did/Do you Co-Sleep with your child(ren)?
  ","
  Nope
  "
809968,"
   Are there any careers you would never feel comfortable dating someone in?
  ","
  No wtf
  "
809969,"
   Are there any careers you  for
  ","
  What?
  "
809970,"
   What battery percentage do you charge your phone at?
  ","
  Idk it's random and plus I charge it and take it off maybe 10 minutes later lol
  "
809971,"
   It's 4 pm and I'm not sure whether to take a nap first or do my homework first?
  ","
  Do your homework first
  "
809972,"
   If you follow me, I want to know how long you've followed me for. Curious to see who's stayed with me✨
  ","
  Since day 1 lol
  "
809973,"
   Lol is it because you and Jody are friends
  ","
  Lol what are you taking about?
  "
809974,"
   Why don't you like Taylor ?
  ","
  Because . I . Don't
  "
809975,"
   Your boyfriend tried having sex with me lol
  ","
  Lol no bad you tired and failed and that was like 3 years ago 😂. To bad you failed 😊😂
  "
809976,"
   Do you like
   
    @taylor1188
   
","
  No
  "
809977,"
   What's your favorite sit down chain restaurant? (Not fast food!)
  ","
  BWW 😋
  "
809978,"
   Are there any celebrities who aren't traditionally considered super hot, that you find very attractive?
  ","
  Lil Wayne 😏
  "
809979,"
   BQOTD; How do you take care of your skin? What's your routine? Are you more oily or dry?
  ","
  I really don't besides washing my face . I'm more oily
  "
809980,"
   I hope you all had an amazing night ♡
  ","
  I hope you do to 😍
  "
809981,"
   What age should a child really be out of diapers?
  ","
  I say by 3 but that doesn't always happen
  "
809982,"
   Is there someone you have gotten used to letting you down?How come you keep them around in your life?
  ","
  Yes and to be nosey aha
  "
809983,"
   Oh lots of people said you were ugly
  ","
  Lol key word ""were"" 😹😏
  "
809984,"
   Why do people think you're ugly?
  ","
  Who said I'm ugly 😹
  "
809985,"
   Someone called you the n word?
  ","
  No lol
  "
809986,"
   How many piercings do you have?
  ","
  4
  "
809987,"
   You should be verified
  ","
  Awh thank you .
  
  I think so to aha
  "
809988,"
   What would you like to see in the next ask.fm update? What are some changes and additions that they should make?
  ","
  The blocking system going into affect and they should let you see who follows you 😊
  "
809989,"
   Which iPhone do you have and do you have q case on? If so what it is?
  ","
  The 6 and yes I have a pink water proof one on lol
  "
809990,"
   How long did it take
  ","
  For my tattoos ?
  
  Both of them like took an hour lol together
  "
809991,"
   How many followers do you have?
  ","
  1322 😊
  "
809992,"
   SC name?
  ","
  GxCxD
  "
809993,"
   Whoa the emojis
  ","
  Lmfao
  "
809994,"
   What do you put on pancakes?
  ","
  Syrup
  "
809995,"
   Pap of your text stream
  ","
  Nosey people lol 👀
  "
809996,"
   ☠What are some questions on here that you never answer?
  ","
  Stupid ones
  
  Fetish
  
  To personal
  "
809997,"
   How much pain was each tattoo on a scale from 1-10. With 10 being high
  ","
  My roman numeral didn't hurt the infinity symbol hurt the most so id say a 10
  
  Joseph didn't hurt only the J and the P so id say a 8 1/2
  "
809998,"
   What's your reaction to the words ""We need to talk..""?
  ","
  I can't wait for my Starbucks later 😍.
  
  On the plus side I want more ink 😩💉
  "
809999,"
   What happened with your friendship with Taylor
  ","
  People change, things change
  "
810000,"
   When will you be engaged
  ","
  I have no idea lol
  "
810001,"
   What's your least favorite breakfast food?
  ","
  I'd have to say McDonald's
  "
810002,"
   What's the most romantic thing someone has ever done for you?
  ","

   @GDanzy
  
  does everything romantic for me 😍🔐
  "
810003,"
   What's your favorite way to eat potatoes? (French fried, hashbrowned, baked, mashed, etc.)
  ","
  All the above
  "
810004,"
   What's your favorite kind of cake?
  ","
  I don't eat cake
  "
810005,"
   Does anyone play the Kylie and Kendall Jenner game? I started today and I haven't got off it since🙈🙊
  ","
  Nope I haven't heard of it lol
  "
810006,"
   What kind of person do you find attractive?
  ","
  My boyfriend
  "
810007,"
   Who is someone that means the world to you?
  ","
  My son 👦🏽💙
  "
810008,"
   Have you ever been in love?
  ","
  Yeah I am now
  "
810009,"
   Are you allergic to anything?
  ","
  Peanuts
  "
810010,"
   Do you spend or save your money?
  ","
  Both
  "
810011,"
   What does everyone think of the new update? I think it's awesome that they finally made it where we can choose the color here. What color did you choose? Also hope all of you have a wonderful day. 💕
  ","
  I love it and it's easier lol .
  
  I change my 24/7 mines the reddish color lol
  "
810012,"
   What opinions?
  ","
  My moms religious and my and my bf aren't .
  
  So is my dad a little lol
  "
810013,"
   Can you think of any opinions you have that differ dramatically from your family?
  ","
  Yeah I can
  "
810014,"
   What's the worst way to get bad news?
  ","
  Over a text or phone call
  "
810015,"
   Do you keep a diary?Would you care to read us all a passage from it?
  ","
  I don't have one I usually use my Twitter
  "
810016,"
   I'm having an honesty week. If you're interested in knowing my views for anything, feel free to ask. Other than that, use this to post a picture of something cool or use this as a space to vent or rant or talk about something.
  ","
  I love my new tattoo's
  
  Inks number 4 and 5 😊
  "
810017,"
   Pap of your tattoos now 😍
  ","
  Ink # 4 and 5 😍💉👦🏽
  "
810018,"
   What would your reaction be to the we need to talk text?
  ","
  Don't copy the question of the day lol
  "
810019,"
   At what age do you think it's inappropriate to let your kids run around naked?
  ","
  I don't think its appropriate period
  "
810020,"

    @lifewith5_nannystyle
   
   didn't buy her child something for her first birthday. She a terrible parent and should have her taken. Poor kid :(
  ","
  You're annoying anon
  
  Go find someone else to complain to
  "
810021,"
   I need suggestions on who to follow, considering it's only 7 atm. 😂😅 please.
  ","

   @Ashleyhey848
  

   @reacheldavis
  

   @redheadmomma
  

   @mrsfrankenstein
  

   @Rezlivingstoner
  

   @laikenpercic
  

   @babycadiex
  

   @mariahhhdiamond
  

   @mommabearxxtwo
  

   @angiewaasup
  

   @fabbielousxo
  

   @herrowkells93
  

   @Jodylovex
  

   @caitlinfladager
  

   @heathreneeee
  

   @bethenycee
  
"
810022,"
   I love love your tattoo and the placement. Im so ready to be able to get another. 😩😍
  ","
  Awh thank you love 😍
  "
810023,"
   What's your tattoo say?
  ","
  9-4-11
  
  And Joseph 😍
  "
810024,"
   Are you a city or a nature person?
  ","
  City
  "
810025,"
   Does a person deserve a third chance even after being forgiven twice for repeating the same mistake?
  ","
  3 times is the last straw lol
  "
810026,"
   Why do you think women are considered rude or even disgusting for talking about sex? Do you think women are shamed if they admit they masturbate compared to men? Why?
  ","
  I don't think it's rude lol
  
  I think they are but shouldn't be lol
  "
810027,"
   Don't answer if uncomfortable; what things from your childhood you recall your parents/guardians doing with you that you now consider something you'd never to with your children?
  ","
  Smoke
  "
810028,"
   (Inbox me if you want to do a Q4Q) What was your favorite candy, sweet, or food as a child? Has it changed? If so, what is it now?
  ","
  I've always loved M&M's lol
  "
810029,"
   Do you usually eat soft candy or hard candy?
  ","
  It depends
  "
