,Question,Answer
498852,"
   what is ur lucky number
  ","
  I have a few
  "
498853,"
   What do you do when you feel down?
  ","
  listen to more music
  
  watch movies
  
  think/analyze shit
  
  run it out, apparently 🏃 (exercise in general can be a good outlet)
  
  maybe talk to someone about it
  
  i think reading can help
  
  pampering stuff
  
  Now I have Dawson's Creek nostalgia lol
  "
498854,"
   Whats on your mind
  ","
  Not much. Would like to keep it that way XD
  "
498855,"
   Are you scared of injections
  ","
  Yes. I would look at it in my arm when getting bloodwork when younger 😂
  
  I just don't look anymore and its not too bad.
  "
498856,"
   Do you ever talk to yourself
  ","
  rarely.
  "
498857,"
   One reason people resist change is because they focus on what they have to give up instead of what they have to gain


GOOD MORNING
  ","
  All about the context
  "
498858,"
   Have you ever been to any aquariums
  ","
  Yes. Mainly the Boston one on 13568854321 field trips.
  
  One in Rhode Island, i believe or its somewhere else like that.. has a cute whale and dolphin drawing on it ¯\_(ツ)_/¯
  
  been years since I've gone to one.
  "
498859,"
   Who deserve a second chance?
  ","
  Most people do?
  "
498860,"
   What’s your passion?
  ","
  I think the gym is one of them. going any moment 💪🍑
  "
498861,"
   Are you a morning person? Or do you like to sleep in a bit? If you had to work either a morning shift or an afternoon shift, which would you prefer?
  ","
  Not much. Sometimes I can be. Definitely like to sleep in a bit.
  
  afternoon
  "
498862,"
   what’s an innocent mistake you made... that had dramatic consequences...?
  ","
  Too fresh. Not quite a mistake but do feel stupid among other things. Rather not get into it on here though :)
  "
498863,"
   what period in history... had the best fashion...?
  ","
  1920s
  
  1912 titanic
  
  50-80s
  "
498864,"
   what’s the most ridiculous thing... you have convinced someone... is true...?
  ","
  🙆
  "
498865,"
   what’s the best thing... you could tell someone... to cheer them up... when they are feeling down...?
  ","
  idk. just be there for them. make them laugh. every situation would be different, I'd rather not tell them lines either.
  "
498866,"
   if you had a underwear  wedgie  would you sort it out  in public or private?
  ","
  private or secluded area in public lol
  "
498867,"
   tell me something good. or bad, its up to you..
  ","
  I think you are good.
  "
498868,"
   Hello sweet pie
  ","
  Lyndsey/Lynds would do just fine :)
  "
498869,"
   no problem and always here for you try to be anyways
  ","
  very sweet of you.
  "
498870,"
   Tell the story of meeting a friend of yours for the first time?
  ","
  1st grade. She sat beside me. We talked.
  
  She ended up telling her mom that day that we were going to be best friends. aww. only found that out a few years ago so its adorable to me.
  "
498871,"
   Girlfriends and Boyfriends will come

  and go in our life but true friends

  will forever with us.

  Good Night my friends.
  ","
  near and far
  "
498872,"
   I asked a girl I'm looking to f**k if she's been tested for the usual things lately, and she got kinda mad and didn't give me a straight answer. Is that a bad sign? Was it a bad question to ask?
  ","
  You probably asked in a much ruder mannet so ya.. that's bad.
  
  But in general, no. You should ideally both get tested and know what's up. Especially if more partners too...
  "
498873,"
   Are you still watching nowadays!?*
  ","
  nah, not really.
  "
498874,"
   Could send me who have a lot if plots!?...Have you been
  ","
  No. That's weird however the one that I watched was called ""A Serbian Film"". Some taboo subject matter in some of it too.
  "
498875,"
   Sometimes I'm so tired, I look down at what I'm wearing, and if it's comfortable enough to sleep in, I don't even make it into my pajamas. I'm looking down, and I'm like, 'T-shirt and stretchy pants? Yup, that's fine. It's pajama-y, good night.'
  ","
  same xD
  "
498876,"
   your a good person i hope your weekend will be a good one
  ","
  Thanks.
  
  Me too. need it
  "
498877,"
   “We must reach out our hand in friendship and dignity both to those who would befriend us and those who would be our enemy.”
  ","
  :)
  "
498878,"
   hey how are you today
  ","
  The day is still young...
  "
498879,"
   Would you like to go on a date with someone you meet on the Internet?
  ","
  That would depend on a lot of different factors.
  "
498880,"
   <3
  ","
  hi
  "
498881,"
   Ogni persona è fatta di ciò che ha vissuto. Buongiorno ❤️
  ","
  beautiful. you too
  "
