,Question,Answer
343296,"
   مساء الخير شبايب 🤣🤣
  ","

   مساء النور
  
"
343297,"
   اللهم صلِ وسلم على نبينا محمد
  ","

   اللهم صل على محمد وال محمد
  
"
343298,"
   - عشاق الشوكولاته 🍫 شنو تحب ..!؟ 🥰
  ","

   كل شيي ماعدى الباونتي 🤣
  
"
343299,"
   ناركوس احلى او الجابوا ؟
  ","

   شنو ذا
  
"
343300,"
   الا خطه زين هدية 5  GB اليوم الرياضي

*888#
  ","

   اللي خطه زين
  
"
343301,"
   ختمت الروايه الاوله و الحين تابعت هاذي روايه
  ","

   اي رواية ؟
  
"
343302,"
   شايب يسلم عليكم
  ","

   الله يسلمه
  
"
343303,"
   ‏هل تود أن تعرف حقيقة مايضمره الذين حولك لك أم أنك لا تهتم لذلك ؟
  ","

   على حسب الشخص ممكن اي
  
"
343304,"
   وشَ حِيلَتِي لَآ صِرَّتَ لِيَّ فِ الدَنِيا هَذِي حَاجَتِيِ؟😴
  ","

   مادري 😂
  
"
343305,"
   Hi sweetie what you doing
  ","
  Am good what about you
  "
343306,"
   صباح الخير ، ‏لست بخير ! أيمكنك احتضاني..؟
  ","

   صباح النور
   
   لا
  
"
343307,"
   صباح الخير ❤️
  ","

   صباح النور
  
"
343308,"
   من بين هذه الأماكن.. أين تود قضاء عطلتك؟ ١- شاطئ البحر
٢- الجبال  ٣- تخييم في البر ٤- غرفة في فندق فخم
  ","

   فندق
  
"
343309,"
   هل في وظيفة لطالب جامعي يدرس ويبي يشتغل ؟
  ","

   ماعندي خبره بس ابحث
  
"
343310,"
   في شخص كنت احترمه مع اني ما اعرفه
بس اليوم اكتشفت شيء وصدمني!
صدق الدنيا تخوف!!
  ","

   لاتحاولون تكتشفون الاشياء وخلوا علاقاتكم سطحية عشان ماتنصدمون
   
   طبيعي الشخص عنده اسرار واطباع وحركات ممكن ماتعجب الطرف الاخر لان كل شخص بيئته وحياته وظروفه مختلفه
  
"
343311,"
   طولك ?
  ","
  ١٦٠
  "
343312,"
   اسود، أبيض، أسيوي أو أعجمي يعني مثل هالقبيل 😊
  ","

   احس اسود ابيض يعني عادي ماتفرق بالنسبة لي
   
   عجمي هم لا
   
   اما اسيوي او من بلد غير بلدي ممكن اي تفرق معي 😅
  
"
343313,"
   هل أنت متصالح مع نفسك، ومتقبل نقاط قوتك ونقاط ضعفك؟
  ","

   الحمدلله اي
  
"
343314,"
   Hello.How was your day?
  ","
  Hi
  
  Good
  "
343315,"
   الحَياة بِكَلمتين ..؟
  ","

   الحياة صعبة
  
"
343316,"
   Hello! How are you feeling?
  ","
  Hi
  
  Great
  "
343317,"
   تحبون القباقب ؟؟🦀🦀🦀
  ","

   ماجربتها
  
"
343318,"
   - مسلسل تحبه و لو تطالعه مليون مرة ما تتملل منه ..!؟ 🎬🎞📺
  ","

   الحيالة
  
"
343319,"
   الي مو لابس كمام بفتن عليه 😷😂
  ","

   اوكيه
  
"
343320,"
   هل اختلاف الأعراق أو لون البشرة بالتحديد من الممكن أن يكون عائقاً في تكوين علاقة بالنسبة لك؟
  ","

   شلون اختلاف الاعراق
   
   من دولة ثانية يعني ؟
  
"
343321,"
   أجمل شي صار في ٢٠٢٠؟
  ","

   تخرجي 🎓
  
"
343322,"
   صفه فيك تعجبك ..؟??
  ","

   طيبة قلبي 😂
  
"
343323,"
   - تحب تقرا رسايل محفزّة عن تطوير الذات والايجابيه ؟.
  ","

   ايه
  
"
343324,"
   اذا كرهت شخص كيف يصير اسلوبك معه ؟
  ","

   اجاوب على قد الكلام
  
"
343325,"
   عندك ثقه بأن الحب الألكتروني يدوم 🌸🎶..'؟ -
  ","
  Why not?
  "
343326,"
   thank you dear 😍🥰🌹
  ","
  Welcome
  "
343327,"
   و هل لي بنظرة لِعَينِك؟
  ","

   لا
  
"
343328,"
   هاي.
  ","

   هاي
  
"
343329,"
   *إلهي من لي غيرك اسأله كشف ضري والنظر في امري، وتيسر امري، يارب يا مقسم الأرزاق ارزقنا خير الدنيا والآخرة .*  


*صبحكم الله بالخير* 💐
  ","

   صبحك الله بالنور
  
"
343330,"
   إن الشَّدائِد لتهُون بكثرةِ الصَّلاةِ على النَّبيِّ ﷺ
  ","

   اللهم صل على محمد وال محمد
  
"
343331,"
   - ترتيبك بين اخوانك و خواتك ..!؟ 👩‍👩‍👧‍👧👨‍👦‍👦
  ","

   آخر العنقود 😋
  
"
343332,"
   في عيد ميلادكم شتسوون 🎉🎁🎀🎊 ؟؟ في هدايا تجيكم ؟؟ 🎁🎁🎁
  ","

   مااسوي شي 🤣
   
   ايه توصلني
  
"
343333,"
   سلام
  ","

   عليكم السلام
  
"
343334,"
   يالربع عطوني اسم فلم حلو او مسلسل او انمي اتابعه شي زقرت من ذوقكم😁
  ","

   انا اتابع كونان 🤣🤣
  
"
343335,"
   مساء الخير 🌺
  ","

   مساء النور
  
"
343336,"
   في احد شفته صدفة وسلمت عليه المهم، قالي مو كأن وجهش متنان و صاير اكبر!، شكلش متنانة؟؟ قلت لا وجهي جذي من الله
المشكلة اني ضعيييييفة والله بس وجهي من الله دائري يعني وزني تحت الطبيعي ما اقدر اضعف واجد، شو اعمل،المشكلة الشيء يضايقني وما احبه و لين احد يقوله لي يفتح جروح، احس ماله داعي يخبرني احس عيب
  ","

   اولاً لازم انتي تتقبلي نفسك مثل ماانتي
   
   وتفهمي انك جميلة كذا الله خلقك كذا وطبعاً الله يخلق الانسان في احسن تقويم وهذي مافيها جدال
   
   فتخيلي لو وجهك كان ضعيف بالشكل اللي انتي تتمنينه صدقيني ماراح يكون حلو ولا مناسبك 🌸🌸
   
   وماعليك من كلام الناس اللي مايزيد ولا ينقص خلك واثقه بنفسك 💓💓🦋🦋
  
"
343337,"
   شنو تفضل سماعة اسلاك او بلوتوث
  ","

   همم اسلاك
  
"
343338,"
   يا من هواه اعزه واذلني
  ","

   كيف السبيل الى وصالك دلني
  
"
343339,"
   السلام عليكم رد السلام واجب
  ","

   عليكم السلام ورحمة الله وبركاته
  
"
343340,"
   بالغلط هالكلام حق كومنت ثاني في الفيس بوك كتبته هني 🤣🤣🤣🤣🤣🤣🤣🤣🏃🏻‍♂️
  ","

   اوكي 🤪
  
"
343341,"
   آمييين تسلمين يا حلوه
  ","
  💓💓💓
  "
