,Question,Answer
193104,"
   te irrita si cuando pelas una naranja te salpique en la cara??? :D
  ","
  Hubo un tiempo que si :s
  
  Así que por si las dudas, con cuchillo y de lejos 🙈
  "
193105,"
   cómo estás? owo
  ","
  Bien, aquí descansando de no hacer nada
  
  ¿Tú qué tal?
  "
193106,"
   Cómo estás linda
  ","
  Hola ö.ø/
  
  Bien, como tamal oaxaqueño, hace frío..
  
  ¿Y usted?
  "
193107,"
   daya o.O
  ","
  Meow ö.ö/
  "
193108,"
   Soy la única que las ganas de vivir y las fuerzas las recupera viendo películas de terror ?
  ","
  Creo que sí
  
  Ya te raptó la monja u.ú
  "
193109,"
   Hola
  ","
  Hola, buenas noches
  "
193110,"
   Que te resulta hilarante?
  ","
  Casi todo o.ö
  
  Soy fácil para eso u.ü
  "
193111,"
   Si no tienes novio entonces... tienes marido?o.O
  ","
  Ño
  
  Sabes lo que tengo.. anonim@s
  
  Esos sí tengo.. poquitos pero tengo
  "
193112,"
   ¿Cuál es tu receta favorita? ??
  ","
  La receta secreta del pollo tender 🤤
  "
193113,"
   ¿Puedes darle a alguien cuando ya ha caído?
  ","
  Solo puedo darle ánimos.. 🤔
  "
193114,"
   ❤️
  ","
  Si me sueñas no despiertes, quedémonos dentro del sueño, juntos en un abrazo.. si me sueñas tiremos la llave y cerremos por dentro, quedémonos soñando hasta que todo se haga realidad ❤️
  "
193115,"
   ¿Cuál es la canción más pegadiza que has escuchado nunca?
  ","
  Me acordé de esta! XD .. pero 🤣
  

   https://youtu.be/KTfXUXqtkQw
  






















"
193116,"
   ¿Qué es lo mejor para hacer tras un largo y duro día?
  ","
  Un baño rico, una cena deliciosa.. y una peli antes de dormir *-*
  "
193117,"
   JAJAJAJAJAJAJAJAJAJAJAJAJA
  ","
  Jajajaja bobo!
  
  Ya te vi 🤣🤣
  

   https://youtu.be/eAO7CEcCD3s
  






















"
193118,"
   Dicen x ahí q siempre hay algo new q Aprender!!.. y eso fue lo q me pasó a mí hoy día.. Graxs..
   
    @domlunae
   
   .. x enseñarme eres un Sol!!💕.. y la pregunta es: Tu sabías esto?.. cuenta cuenta.. (((.^)/💕
.
   
    https://ask.fm/mydreamistofly23/answer/149983297563?utm_source=copy_link&utm_medium=android
   
","
  No tengo mucho que me enteré..
  
  En las clases de maquillaje salieron con eso y tuve que preguntar xD
  
  Pensaba que era como por el ojo pero neh x)
  "
