,Question,Answer
311112,"
   Почему всегда так страшно становится когда люди такое предлагают....что вы такого откровенного хотите узнать? по-моему Антон на все вопросы отвечает честно и открыто!
  ","
  Ну а вдруг люди не видели половины ответов, постов много, поэтому предлагают что-то подобное. В общем, если есть желание, то просто задавайте вопросы, я не кусаюсь
  "
311113,"
   Люка не хватает😜
  ","
  без него лучше
  "
311114,"
   Лучшая новогодняя фотка я считаю🤗
  ","
  потому что там есть я и ёлка
  "
311115,"
   Хотим чего-то откровенного. Го?
  ","
  Вечер откровений? А вы готовы?
  "
311116,"
   С наступающим Новым 2021 Годом!🥳🎁🎄крепкого здоровья,взаимной любви,счастья,удачи и отличного настроения 🎄🎁🥳❄️
  ","
  Спасибо большое. Вас тоже с наступающим
  "
311117,"
   Давай фоточку
  ","
  Я считаю, что это должно быть здесь
  "
311118,"
   Есть время на аск?
  ","
  Найдем. У меня же как раз отпуск
  "
311119,"
   бука, кот и дед мороз в одном
  ","
  всё я. всё на мне
  "
311120,"
   ой, я была бы не против)
  ","
  ой, ну вот такой я дед мороз в этом годут
  "
311121,"
   Ой, я тоже еду в Карелию завтра, встретимся там 🙃
  ","
  исполню ещё одной желание?
  "
311122,"
   А шо,куда?
  ","
  Махнули в Карелию
  "
311123,"
   В Москве остаётесь?
  ","
  Нет
  "
311124,"
   А ты посмотрел как ты записан у Арсения?
  ","
  Шаст вроде
  "
311125,"
   Я ожидал что в коментах будут предлагать менее адекватные имена, чтобы записать Арса у тебя в контактах. Но так есть реально смешные предложения 😂
А как ты думаешь какой из уже написанных коментов может быть потенциальным контактом у тебя? Или не следишь за ними?
  ","
  Думаю все может быть
  "
311126,"
   Было бы очень странно, если бы он был бы записан как ""Муж❤️"". Звонит такой Арс. Телефон лежит на тумбочке. Подходит Ира. Немая сцена. Антон: Это не то что ты подумала! Но таких коментариев нет. Что очень даже хорошо. Многие послушали просьбу Арса
  ","
  слава богу
  "
311127,"
   ЛУЧШИЕ! ПРОСТО ЛУЧШИЕ! СПАСИБО💚💚💚
  ","
  🖤🖤
  "
311128,"
   Что делал бы, если бы в комментах к выпуску с Арсением самый залайканный был бы ""любимый"" или ""муж"" или тп?
  ","
  Не знаю
  "
311129,"
   Почему-то я не сомневался что именно в этом выпуске будет побит рекорд😂 Это было просто шикарно. Спасибо огромное❤️ Мы вас очень любим ❤️❤️❤️
  ","
  🖤!
  "
311130,"
   Теперь тебя будут донимать вопросами, когда же в Контакты придут Дима и Серёжа😂
Прости)
  ","
  нет, давайте не будем
  "
311131,"
   Самый большой секрет. Это что было написано в контакте Галина на тридцатой минуте🤔
Но я просто весь выпуск не могла удержать смеха. Это был самый лучший выпуск для меня✨
  ","
  Спасибо всем за оценку
  "
311132,"
   Ну все, теперь тебя больше не будут донимать этими бесконечными вопросами）Спасибо за офигенный выпуск）
  ","
  Самое главное, что не будет этих вопросов!
  "
311133,"
   Спасибо огромное! Это просто лучший подарок на новый год! Хоть мы и остались, к сожалению великому, без новогоднего выпуска ""Импровизации"", но сегодняшний выпуск ""Контактов"" компенсирует все потери. СПАСИБО!❤️❤️❤️
С Наступающим!
  ","
  Год был непростым, я решил выполнить желание многих
  "
311134,"
   Неужели совсем скоро люди перестанут во всем винить 2020 😜
  ","
  и начнут винить 2021
  "
311135,"
   Спасибо тебе за такой подарок в виде контактов с Арсом❤
  ","
  Всегда пожалуйста
  "
311136,"
   Я сначала даже подумала, что это шутка какая то😏  Очень классный выпуск, спасибо вам огромное!😘
  ","
  Вы ждали - мы сделали
  
  Вы заслужили
  "
311137,"
   ААААРС В КОНТАКТАХ ААААААААА. ПРОСТИТЕ, НО ТУТ БЕЗ МАТА НИКАК. @ХУЕТЬ
  ","
  Мечты должны сбываться, я считаю
  "
311138,"
   Так нравятся твои ответы в последнее время
  ","
  Спасибо большое
  "
311139,"
   Готов завтра новый год встречать?
  ","
  не сказал бы
  "
311140,"
   Что тебя расстраивало в этом году? Ну,очевидно что вся эта хрень с короной, ну а еще, целом?
  ","
  В целом для меня год был полон и счастья, и лишений. Я вспоминаю его с благодарностью. И отпускаю с лёгким сердцем
  "
311141,"
   Ты о планах своих обещал поговорить перед нг)
  ","
  31 опубликую вопрос, который висит у меня уже пару недель
  "
311142,"
   Посидишь тут?
  ","
  Ну да, давайте. Вспомним уходящий год. Или это лучше завтра?
  "
311143,"
   бука ты, Антон
  ","
  есть такое
  "
311144,"
   Что тебе не нравится в новогодней аватарке? блин
  ","
  Я просто очень вредный человек
  "
311145,"
   Что ты бы предпочёл – быть богатым и некрасивым, или бедным и привлекательным?
  ","
  Почему, когда встаёт выбор, он такой тупой? Почему я не могу быть бедным и некрасивым? И богатым, но красивым? В чем прикол таких выборов?
  "
311146,"
   Не, я про инстаграм
  ","
  аааа, да не, наверное не буду
  "
311147,"
   Антон Андреевич, а вы будете аву менять на новогоднюю, а?👉🏼👈🏼
  ","
  А это не новогодняя?
  "
311148,"
   Где будете праздновать новый год?
  ","
  Надеюсь весело и сытно
  "
311149,"
   Ты не на все вопросы отвечаешь. Какие бы ты хотел получать? Полегче? Поинтереснее?.. Или нужно больше времени, чтобы подумать?
  ","
  Да любые задавайте, разберемся
  "
311150,"
   Это на самом деле реально страшно, когда к тебе приходит толпа незнакомых людей с неизвестно какими намерениями
  ","
  согласен
  "
311151,"
   С кем тебе бы хотелось сфотографироваться?
  ","
  Не знаю, у меня нет такой хотелки
  "
311152,"
   Твоё самое экстремальное приключение?
  ","
  Нет такого
  "
311153,"
   Как часто мучает совесть?
  ","
  практически никогда
  "
311154,"
   Считаешь себя добрым человеком?
  ","
  что-то между
  "
311155,"
   Согласен с тем, что злых людей не бывает, бывают только обиженные?
  ","
  Обиженные или трусливые. Но на самом деле злые люди есть. И тут уже не в этом дело. В характере больше говна
  "
311156,"
   Просто смотри, у тебя такие фанаты, что на утро под дверью, скорее всего, будет лежать поднос с горой бутербродов.
  ","
  и это мило, и пугает одновременно
  "
311157,"
   Kак тебе кажется, почему люди скрывают свою любовь, но открыто выражают ненависть?
  ","
  Проще ненавидеть, чем любить, наверное. Хотя, это всё зависит от самого человека. От его окружения , воспитания. Я сталкивался со многим проявлением ненависти в свою сторону (ну не многим, но один раз было точно). Ну суть в том, что человек тратил свои силы на ненависть ко мне, а я тратил силы на работу в юморе. И где он, а где я
  "
311158,"
   А когда постоянно в реальном мире находишься, это не выматывает?
  ","
  Нужно иметь какую-то грань. Вообще я реалист и мне так удобно
  "
311159,"
   Так нравится делать людей счастливыми. Можно сделать что-нибудь для тебя?
  ","
  счастливым меня сделает бутер
  "
311160,"
   Всегда был таким приземлённым?
  ","
  стараюсь таким быть. слишком много энергии уходит на то, что не важно
  "
311161,"
   Спасибо большое, мне безумно приятно, сижу и плачу от счастья ❤️🙏
  ","
  мне было не сложно 🖤
  "
311162,"
   В тебя тоже?
  ","
  ну я больше верю в свои силы, чем надеюсь на что-то эфемерное
  "
