,Question,Answer
359388,"
   ‏مزاجك أثمن ما تملك
‏لا تعطي أي شخص فرصة لتعكيره ♥️?
  ","

   هاي من أصعب الأمور التي يمكن انك تتحكمي فيها. الي حوليك هو بتحكم فيه.
  
"
359389,"
   مسااااااحة ?
  ","

   من أصدق ما قرأت
  
"
359390,"
   هَل تَعْرضْت لكلماتٍ صَادِمَةْ مِن شَخصٌ مَقربْ وما كانتْ رَدةْ فِعلُك ..؟؟
  ","

   ﻟﻴﺲ ﻫﻨﺎﻙ ﺭﺟﻞ ﻻ ﻳﺘﺄﻟَّﻢ، ﻓﻬﻮ ﺣﻴﻨﻤﺎ ﻳﺤﺰﻥ ﻻ ﻳﺒﻜﻲ ،
   
   ﺑﻞ ﻳﻜﻮﻥ ﻓﻲ ﺩﺍﺧﻠﻪ ﻧﺎﺭ ﻟﻮ ﺍﺷﺘﻌﻠﺖ ﻷﺣﺮﻗﺖ ﻣﺪﻳﻨﺔ
   
   ﺑﻜﺎﻣﻠﻬﺎ !
   
   ﺍﻟﺮَّﺟﻞ ﺣﺰﻧﻪ ﻭﺃﻟﻤﻪ ﻭ ﻭﺟﻌﻪ ؛ ﺻﻤﺖ
  
"
359391,"
   لهذهِ الليلةالبارِدة.?
  ","

   أهى ليله باردة. .....
   
   أم هو الحنين إليك.......
   
   لمس قلبي فأرتجف.......
  
"
359392,"
   صباحكَ رَاحہ هَ تُعانق قُلبك ❤
  ","

   قهوة الصباح...
   
   هي الخطوة الاولى لمحاولة التفاؤل❗️
   
   صباح مُبارگ نسرين
  
"
359393,"
   عيوني سوار هو في اطيب منها ?????
  ","
  ???
  "
359394,"
   جبر الله كسر قلبك و أعطاك مما تحب واكثر
  ","

   اللهم آمين
   
   وإياكِ ان شاء الله
   
   أسعدني مرورگ المميز?
  
"
359395,"
   إذاً ما عليك إلا ان تحتويها حينما تنتابها مثل هذه الحالة ، تكفكف عليها و تحنحن عليها بإيدٍ حانية
  ","

   ليس لنا غير...
   
   فانا لها أمان ومأمن...
   
   وأن كنت قد أشتكيت..
   
   في نهايه لا استطيع العيش من غير نبض قلبها...
  
"
359396,"
   لا يٓ عزيزي 
الرجل مرة في قلب المرأة ان دخلت فيه اقفلت عليك بإحكام و لا ترتجي غيرك بديل ..فلا يغررك مزاجها المتقلب و الهالة الضبابية التي قد تنتابها في فترة من فترات شهرها..
  ","

   قلب المرأه ياعزيزتي كبلورة فيها ماء على ظهر حصان جامح لا تهدئ ابداً.
   
   كلمه واحد تقلب الدنيا عليك وبما فيها. واذا هدءت جاءت إليك كا حمامه سلام لا حول لها ولا قوى..
  
"
359397,"
   ليلـﮧ ﺷ͠تاء ☂
  ","

   ذات ليله شتاء كنت أحادث اختى الصغرى عن حظها السيء..
   
   فنظرت الي وكلها ثقه وقالت :
   
   تأكد يا عزيزي
   
   (الحظ السعيد لا يصادق الجميلات)
  
"
359398,"
   هيك ربنا خلقها وهاي هي تكوينتها ..لكن عليك ان تعلم ان دخلت قلبها فأنت آمن
  ","

   لا مأمن في قلبها فالداخل مفقود والخارج مولد.
  
"
359399,"
   قلب المرأة هاد حينما تسكنه تكون قد ملكت جنان الله على الأرض ..
  ","

   لا ثقه بقلب المرأه فإن قلبها يتقلب بتقلب مشاعره سريعه الغضب سريعه الرضا شديده الغيرة لا تأبه للون الرمادي ولا للحلول الوسطى.
  
"
359400,"
   لِهذا الشّتاء ! ?☂️
  ","

   لا تثق بشمس الشتاء ولا بقلب المرأة.
  
"
359401,"
   قُل ما تشاء ?:
  ","

   ذات مساء.. أرسلت  الي قائلة ً
   
   خلعت خلخالي كي لا تستدل على مكان
   
   أختبائي وظننت أنني ماكرة وأن
   
   كيدى عظيم ولكنني لم أكن أعلم
   
   أن رنين قلبي كان أشد صخبا .
  
"
359402,"
   لو شخصك المفضل طلب باسورد حسابك تعطيه
  ","

   الي بدي اعطي باسورد حسابي
   
   بدو يكون وصل عندي مرتبه ما حد وصلها من قبل
  
"
359403,"
   هذا المــساء?
  ","

   زادت قناعتي ياعزيزتي
   
   فأنا لا أجيد التعامل مع الزهور،،
  
"
359404,"
   مشان سؤال ال٢٤ ساعه ياعفو الله ترا تخويت عم نمزح شو هالردود الجميله تبعتكوا ??‍♀️ بتخلوا الواحد يبطل يحب يمزح معكوا ليش هيك ?? خص دعتزل الحياه اثرت فيي زناختكوا???
  ","

   بالعكس أسئلتك حلوه
   
   ما تردي عليهم
   
   مقهورين هههههههه
  
"
359405,"
   وهہ‏‏ذهہ‏‏ آلآروآح آلمـرهہ‏‏ق‏‏هہ تحتآج آلآحتوآء لآ آلعتب وآلنصـيـﮯح‏‏هہ
  ","

   الاحتواء ياعزيزتي ليس بأن تطيل البقاء.. ولكن أن تجيد الحضور...
  
"
359406,"
   -‏أنا اذا حبيت شخص أحب اكون معاه٢٣ ساعه و٥٩ دقيقه وباقي اليوم اخليه براحته ما أحب اضغط عليه ??
  ","

   لا ابد مش كثير.
   
   شو هل الكرم ياشيخه كثير هيك????
  
"
359407,"
   إذا كل دولة بتصنع اموالها؟ المفروض مافي دولة فقيرة والاموال لازم ماتنقص!؟ صح؟!
  ","

   صح انو الدوله هي الي بتطبع الأموال.
   
   بس اذا الدوله طبعت الفلوس بشكل واسع وكبير وانتي صرتي غنيه وانا صرت غني ما حد رح يشتغل ليجيب فلوس وهيك صار في خلل في مجتمع هذا الي بسمو تضخم يانجمه
   
   والدوله ما بتطبع بشكل عشاوئي بتطبع حسب مخزون الذهب والعملات صعبه الموجوده عندها. حتى ظل الأمور متوازنه ?
  
"
359408,"
   ولستُ أدري ماسَبب تعلق قُلبي بك رُغم بعدُك .
  ","

   أغَرّكِ مني أنّ حُبّكِ قاتِلي, وأنكِ مهما تأمري القلب يفعل. ?
  
"
359409,"
   ?
SpacE..♨
  ","

   من يقاسمك لحظاتك لا يأخذ منك نصفك بل سكينتك، فأنت لا تنفق مع الآخرين من وقتك، بل من روحك.
   
   شهيًّا_كفِراق
  
"
359410,"
   مساؤك استثناء ❤
  ","

   إن كلٌ التوليب الذي نبت بين أصابعي...
   
   كنتِ أنتِ السبب فيه:
   
   منذ مسكتَ راحة يدي و تسلقتِ معي أطراف الغيوم !
   
   مساءك سعاده نسرين
  
"
359411,"
   ‏﮼مُعوذات،ربِي،عليه♥️?
  ","

   دعواتي لك بأن تحتويك الدنيا بالفرح في كل أمر وأن ترعاك عين الرحمــن أبد الدهر وأن يبارك لك الله في أهلك وفي مالك ويرفع لك منزلتك بين خلقه ويجعل لك الخير في يومك وفي سائر أيامك إن شاء الله.
  
"
359412,"
   همس.. ?
  ","
  ‏""إذا رأيتَ أحدهم منطفئًا
  
  فحدّثه كثيرًا عن مزاياه
  
  حدّثه عن جمال قلبه وروحه
  
  حدّثه أنه أجمل شيء على وجه الأرض
  
  ابتسم له ابتسامة حب
  
  وانثر عليه كلماتك الطيّبة
  
  كرر ذلك واستمرّ
  
  حتى ترى منه الإضاءة والإشراق
  
  فإنَّ جبر الخواطر عبادة !"" ❤️
  "
359413,"
   أمَا بَعد .. ✒️✒️
  ","

   لك حق التخلي وإفلات الأيادي إن لم يعد أصحابك كما كانوا، لا تستمر بعلاقة معطوبة استنادًا على ماضي جميل..
   
   ذلك ينهش روحك ببطء.""
  
"
359414,"
   لِكُل روحًا أحبَتْ رُوحًا أُخرى وخَافَتْ اللهُ فِيهَا .
مَسَاءُ الخَير .
  ","

   لا تنطفيء ..ربما كنت لأحدهم سراجا"" وأنت لا تعلم
   
   مساء النور ياصديقي..
  
"
359415,"
   「 مساء مختلف 」 ч
  ","

   انت تشبه بقعة نور انارت عتمتي الداخلية. مساءك سعاده يارا
  
"
359416,"
   بالمختَصر_؟
  ","

   تلك الارواح الايلة للسقوط تكون بامس الحاجة لكلمة ترفع من معنوياتها بعد ان ازهقت بفعل الظروف...
  
"
359417,"
   صَباح سَعيد .♥️?
  ","

   أسعد الله جميع اوقاتك هاربه.. ??
  
"
359418,"
   أسعد الله صَباحُك يَ رَفِيْقِـــيْ 
..
  ","

   وصباحك ياصديقي الصدوق ???
  
"
359419,"
   لِهذِهِ السّاعَةُ المُتأخِرَة مِن اللّيل .. إحكِي
  ","

   كُلّ علاقة تنتهي بعدَ معرفةٍ طويلة . تكونُ تكلفةَ الألم فيها عالية .. فالعلاقةُ الطّويلة فرصةٌ لتخزينِ تفاصيلَ كثيرة .. نزدحمُ حنيناً لها
  
"
359420,"
   صَباحُ الخَير 
لِقلوبٍ ام تَنَم حُزنًا
وإن نامَتْ فَقد أرهَقهَا الحُلم
  ","

   إن سحر جمال روحگ الطاهره يعانق أنفاس العالم
   
   وتغرس كل حياة فيها...
   
   صباح الخير صديقي محمد..
  
"
359421,"
   لِمَاذَا سُمِّي القَلب بِهَذا الإسم ؟؟
  ","

   سمي القلب قلباً لسرعة تقلبه وهو شديد التقلب كما وصفه النبي صل الله عليه وسلم بقوله ::
   
   ( لقلب ابن آدم أسرع تقلباً من القدر إذا استجمعت غليانا )
   
   والله أعلم..
  
"
359422,"
   للكَلمات أيضاً يَدٌ رَحيمة؛
  ","

   أحيانا تقتلنا كلمة عابرة...
   
   وتحيينا جملة قالها شخص...
   
   لا نعرفه ولا يعرفنا !
  
"
359423,"
   في مثلِ هذا الليل؛
  ","

   جادلوني بگ كثير..
   
   واقسمت انگ مختلف..
   
   ولگنگ خذلتني..
  
"
359424,"
   مسّاء الخير لتفاصيلنا الصغيرة ، 
‏للضياء ، لكوب القهوة ولكُل شيء يجعلنا نبتسم “♥️?
  ","

   مساءك سعاده رنا ?
  
"
359425,"
   مالذي يُلهِمُك.?
  ","

   ملهمتي...
   
   سلامآ عليكي حين يمر طيفك على بالي❤
   
   .فيرتجف له القلب إجلالا❤
  
"
359426,"
   بوحً أنيق ?
  ","

   ﻧﺮﺣﻞ ﺍﺣﻴﺎﻧﺎ ﻟﻜﻲ ﻻ ﻧﻔﺴﺪ ﻋﻠﻴﻬﻢ ﺣﻴﺎﺓ ﺍﺻﺒﺤﺖ بغيرنا ﺍﺟﻤﻞ،
   
   ﻟﺬﺍﻟﻚ ﻧﺮﺣﻞ ﻋﻨﻬﻢ ﺩﻭﻥ ﻛﻠﻤﺔ ..
   
   ﻭﺍﺣﻴﺎﻧﺎ ﻧﺮﺣﻞ ﻟﻴﺲ ﺣﺒﺎ ﺑﺎﻟﺮﺣﻴﻞ ...
   
   ﻟﻜﻦ ﻻ ﻓﺎﺋﺪﺓ ﻣﻦ ﺍﻟﺒﻘﺎﺀ ..
  
"
359427,"
   سـ⭐️ـآمـ⭐️ـى
  ","
  ""من أخبرك أن صدري متين، وأن ظهري جدارٌ لا يُهد ولا يلين؟ من أخبرك أن روحي لا يتعكر لونها وأن قلبي لا يُكسر كجرةِ طين؟""
  
  جلال الدين الرومي
  "
359428,"
   تحدث/ي?
  ","

   نْحٍنْ لُآ نْرتٌبْ أمآگنْ آلُأشُخـآصٍ فَيَ قلُۆبْنْآ
   
   أفَعآلُہم تٌتٌۆلُﮯ ڏآلُـگ...
  
"
359429,"
   أوقاتــــــــــ ||||~•
  ","

   وأشتهي معك شتاءً طويلآ ..                                       ومدفأة تجمعنا
   
   وأكواب قهوة نتبادلها
   
   أشتهي معك عُمرآ لاينتهي..
  
"
359430,"
   لـ ِوَجَعٍ قَدِيمْ يُلَازِمُ أَبْجَدِيَتَكْ ✍
  ","

   اعترفُ لـكَ ..
   
   لا أستطيعُ أنْ أتجاوزكَ...
   
   فـَ أنتَ وحدكَ محطتي الأخيره...
   
   و لا شيءَ بعدك ..
   
   ومُنذُ أن  فقدتـُكَ ..
   
   فَـ ليسَ لديَّ ما أخسرهُ أكثر ..
  
"
359431,"
   صباح التفاؤل ?
  ","

   صباح النور والسرور
   
   يوم سعيد باذنه تعالى لكِ
  
"
359432,"
   صَباحُ الخَير 
تَوَاجِدُك يُسعِدُنِي كَغيثٍ مَاطِر يَروي مَساحَات حرفِي .
  ","

   صباحكم سحابة مثقلة بالسعادة
   
   تمطر قلوبك بالخير و التوفيق و الرحمة و العافية.
   
   أسعد الله صباحك بكل الخير محمـــد
  
"
359433,"
   مهما كان ليلگ طويل فلا بد أن تشرق الشمس.. صباحگم سعادة ?
  ","

   صباح النور سلمى.
  
"
359434,"
   أدم♂️ 
هل صحيح أن قبلة العنق ... خلقت ل إرضاء غرور النساء♀️ ...؟؟
  ","

   نعم ياعزيزي خلقت
   
   لإرضاء غرورهن..
   
   ورد كيدهن..
   
   وكتم غضبهن..
  
"
359435,"
   بتعطيني اياهم باليمين بعطيك اياهم بالشمال هههههههه غسيل كوينزات شغالين ??????
  ","

   هههههههه
  
"
359436,"
   على وتر الحساس?
  ","

   وَعِندَمَآ ظَنَّنتُ أَنِيْ وَحِيِدَاً ... إِبتَسّمَ لِيّ الحُزنِ وَقَآلَ بِنَبرَةً وَفِيّة "" لَنْ أَترُكَكَ وَحدَكْ
   
   بعض الظنون إثم وبعضُها وهم وبعضُها ألم ..
  
"
359437,"
   لحن المساء ?
  ","

   ‏‎لا تبرر تصرفاتگ لأحد
   
   فلا هم ملائكة السماء السابعة
   
   ولا أسفل أقدامهم جنتك.
  
"
359438,"
   Space ??
  ","

   ها ﺃﻧﺖَ ﺃﻫﻤﻠﺖَ ﭐﻟﻔﺆﺍﺩَ ﻭخُنته ، ﻟﻠﻪ ﺫﻧﺒُﻚ، ﺃﻣﺜﻞُ ﻗﻠﺒِﻲ يُهمَلُ ؟
  
"
359439,"
   -❤?
  ","

   صباحك سعادة
  
"
359440,"
   نورت استاذ سامي
  ","

   هذا من نورك?
  
"
359441,"
   من القلب.. ♡
  ","

   الاء
   
   كرساله لطيفه لقلبگ..
   
   أتمنى أن يزدحم قلبگ بالفرح..
   
   وأن لا ينبض وجعاً أبداً..
  
"
359442,"
   _للصباح ?
  ","

   غيابگ يترك أثراً واضح.. كحضورگ الطاغي أتمنى أن تكونِ بخير... لوميتا.. ?
  
"
359443,"
   سامي البنا ?
  ","

   ثم إنك تهرب من الضجيج إلى العدم، والعدم يفزعك، لا هدوء في الهدوء كما تظن.
  
"
359444,"
   أكَانت الحَياة جَمِيلة بِك ؟ أَم أَنّك الحيَاة ؟
  ","

   كلاهما  ?
  
"
359445,"
   السامي.. ♠️
  ","

   شكراً لعينيك
   
   فما عدتُ اقول
   
   ان الاساطير
   
   بدعة الاجداد
  
"
359446,"
   مِےـسًےـٱحًےـةّ ?
  ","

   يقتُلني جبنُكِ يا امرأةً
   
   تتسلى من خلفِ ستارِ
   
   إني لا أؤمنُ في حبٍّ
   
   لا يحملُ نزقَ الثوار
   
   ِ لا يكسرُ كلَّ الأسوارِ
   
   لا يضربُ مثلَ الإعصارِ
   
   آهٍ.. لو حبُّكِ يبلعُني
   
   يقلعُني.. مثلَ الإعصارِ
   
   نزار قباني
  
"
359447,"
   「 تشبه مين ❓ 」 ч
  ","

   لا أرى لــها شبيها..
  
"
359448,"
   فليكن يقينُكَ بالله أعمق من خوفك. ⁦?

صباح الخير ??
  ","

   صباح النور
  
"
359449,"
   تابعتك 
باك بقاا ?
  ","

   باك?
  
"
359450,"
   How many hats do you own?!
  ","
  Three
  "
