,Question,Answer
509580,"
   Almost 4000 followers... dang. I'll bring the confetti when you hit that number
  ","
  I probably have that amount of affirmations in my inbox, tbh.
  "
509581,"
   I am so scared of that feeling
  ","
  I don't think it's a feeling..
  "
509582,"
   I should find smth to do,to make myself better
  ","
  Good luck
  "
509583,"
   Creeps everywhere ,just block them,find a passion
  ","
  The passion of blocking them
  
  jk
  "
509584,"
   How do you like your 🍳 eggs scrambled boiled fried
  ","
  scrambled
  "
509585,"
   Where
  ","
  The gym
  "
509586,"
   Do you ever have cheat days from keto?
  ","
  I haven't yet. I view cheating as anything not keto like pasta etc
  
  I've had fastfood but its still been prepared keto ways.
  "
509587,"
   Where is your favourite place in your town
  ","
  This should be already known 😂
  "
509588,"
   How far is AZ from LA or San Diego? It would be cool to visit there.
  ","
  San Diego is closer. Been once. Would like to travel to more California areas and also Las Vegas.
  
  about 200-400+ miles
  "
509589,"
   What do you usually eat at the cinema? 🤔😋
  ","
  I've only gone once or twice while on keto
  
  I had a quest bar, nuts and a cheesestick
  
  the better answer :
  
  popcorn or chocolate candy 👍
  "
509590,"
   a one decision... a biggest one of ur life... n it is a way too tough one... but U have to make it... U have to take a step... for your life n happiness... r U confident enough to take that step... n not to regret later... ?
  ","
  depends on what the decision is..
  
  yes
  "
509591,"
   What's your thoughts on the recent black hole pictures?
  ","
  Haven't seen
  "
509592,"
   How many family members are in your family??
Introduce them...
  ","
  mom, dad, brother, sister, me
  
  My brother is married, two boys.
  
  Sister is married. No kids yet besides the furry kind.
  
  My sister-in-law's family is also out here so its usually 20+ people when we do get together.
  "
509593,"
   morning :) ... what do u think, is life really that complicated... or we by our-self makes it so... ?
  ","
  bit of both
  "
509594,"
   did u watch movie wander?
  ","
  Yes. I saw it in theaters.
  "
509595,"
   Yup,good things take hard work.
  ","
  si
  "
509596,"
   U r so kind.
  ","
  drowning in affirmations now 😂 omg
  "
509597,"
   I used to write styles of dance in my notebook and was going to zumba and watching youtube
  ","
  That's nice.
  
  I've done zumba at my college since it was free. My gym does it but its so much money ontop of the damn actual gym membership -_-
  
  YouTube is usually good for stuff like that. I did mma ones, 30 day shred, blogilates..
  "
509598,"
   Do u have ocd?
  ","
  No.
  "
509599,"
   Who's going to win at 1) Crazy golf 2) Eating and drinking the most popcorn and coke at Hell Boy later 3) laser Tag/Quasar 4) Bowling. Assign moi matt or liz a number of who you think will win each of these incredibly hard events 🤔 eg neil 1 2 and 4
  ","
  you - golf and bowling
  
  Liz - laser tag
  
  matt - the food
  "
509600,"
   Not you,but anon person.
  ","
  oh. my anons usually are creepy lol
  "
509601,"
   That all happened irl,they are motivational
  ","
  seems emotional too
  "
509602,"
   Creepy dudes around here.
  ","
  Very true
  "
509603,"
   Good night sweetie
  ","
  Good night
  "
509604,"
   I'm sorry
  ","
  You redeemed yourself
  
  I should sleep now
  
  night
  "
509605,"
   I knew that :P
  ","
  sure you did
  "
509606,"
   I don't have to cover my neck anymore but vampires are still inherently scary o.O #teamjacob
  ","
  Teamnessie :p
  "
509607,"
   What's  RP writing and have faith and believe in yourself and your abilities :)
  ","
  role play
  "
509608,"
   Quick story: I used to be terrified of vampires as a kid, even covered my neck every night with blankets, pillows etc. That's back when vampires were just scary, not sparkly and cool lol
  ","
  and now? 😂
  "
509609,"
   It was Katherine that freaked me out!!!! O.o
  ","
  😂😂😂
  "
509610,"
   Watched the rest of Season 1 of Vampire Diaries, went to sleep, then had a nightmare lol. Cant sleep... Stealing a smoke and WiFi atm :)
  ","
  Did Katherine scare you? 😂
  
  my mom had a nightmare about her and we ended up stopping it
  
  so i don't know everything else that happens in it. Been years
  "
509611,"
   You do draw or write poetry
  ","
  I haven't drew anything in forever. I don't think I'm that good either way.
  
  I found that prompt on ig and figured I'd give it a go. I have done RP writing before and just felt like writing something so poetry it is ¯\_(ツ)_/¯
  "
509612,"
   9
  ","
  It's not that good lol
  
  ---
  
  Good morning, heartache
  
  It's been a while since I've seen you
  
  felt you
  
  here you are standing in front of me
  
  with longing in your eyes
  
  with kind words
  
  a happy ending
  
  nowhere in sight
  
  since I don't have you by my side
  
  the heartache that hides
  
  tears spring to our eyes
  "
509613,"
   It was autoplay, no coincidences :)
  ","
  surprised to see you on so late/early :o
  "
509614,"
   What sound annoys you the most?
  ","
  Trains at night can be annoying
  
  Birds in the early morning if an all nighter
  "
509615,"
   lol, you are funny xo
  ","
  Tell me something i don't know 😉
  "
