,Question,Answer
584676,"
   Quer ganha 30 likes facil ?   Só fazer oque a bio pede e nos mandar ""curtido""!
  ","
  Tá
  "
584677,"
   Oi , segue ? troca 5 likes ? começa q eu retribuo pf ? obg
  ","
  Dv.*
  "
584678,"
   hey moça linda *-* to seguindo aqui, sdv? >< se puder me segue no face? pfvr, custa nada :( link na bio.. beijoss princesa ♥♥
  ","
  Tá xz
  "
584679,"
   e. es linda :)
  ","
  Obrigada! *-*
  "
584680,"
   Qual a tua musica do momento ?
  ","
  Hey Brother. - Avicii
  "
584681,"
   Seguindo, segue? Curte 80 respostas minhas que curto 85 suas logo em seguida, só avisar <3 se não puder, tudo bem :D
  ","
  Tá :)
  "
584682,"
   e: fofa
  ","
  Obrigada! :)
  "
584683,"
   25 likes pros 2 primeiros?
  ","
  1 like aos 5.
  
  avalio fotos √
  "
584684,"
   quero socializar xD
  ","
  Força. e.e
  "
584685,"
   Seguindo, Segue de Volta? Curti 50 Respostas minhas ? *-* , te dou 60 Ask's, ou 2 Presentes ou Retribuo <3 ( Quando acabar me avisar. )
  ","
  Tá :)
  "
584686,"

    http://ask.fm/ritaisabel1/answer/106423096046
   
   americana? pk?
  ","
  Hoje durante a tarde, um anónimo brasileiro veio dizer-me que me acho e quero virar americana. Parti-me a rir na aula. xD
  "
584687,"
   seguindooooo, Sdv ? curti algumas respostas minhas se for possível (avisa que retribuo)... Me Faz Perguntas? add face link na BIO ♥
  ","
  Tá :)
  "
584688,"
   uma Pessoa ?
  ","
  Eu
  "
584689,"
   e:lindaa
  ","
  Obrigada! :3
  "
584690,"
   uma imagem ?
  ","
  Agora virei americana e nem sabia. *rindo*
  
  Quem gostou?! *----*
  "
584691,"
   uma frase ?
  ","
  ""Só serei feliz quando todos pararem de inventar minha história.""
  "
584692,"
   um momento
  ","
  Eu e a minha almofada. xD
  "
584693,"
   uma musica ?
  ","
  Eu e a minha almofada. hmm
  "
584694,"
   um facto ?
  ","
  Sou muito sábia, no entanto ninguém entendeu isso ainda.
  "
584695,"
   fofa de 0 a 10 dou 10 i curtia <3
  ","
  Obrigada! :o
  "
584696,"

    http://ask.fm/QU3ST1ONSs/answer/107619219885
   
   curtte pra mim obg :)
  ","
  Tá :3
  "
584697,"
   Eii Linda :3 estou te seguindo aqui , me segue de volta ?? <3 ' Se quiser me adc no face ta na bio <3
  ","
  Tá :)
  "
584698,"
   e:n da pra te ver mto bem mas curti mto os oculos e o stilo bjs seguindoo
  ","
  Obrigada. *--*
  
  Dv.*
  "
584699,"
   1 like aos 10 ?
  ","
  Tá o:
  
  avalio fotos √
  "
584700,"
   sdv ? ♥
  ","
  Dv.* *--*
  "
584701,"
   fofa quero conhecer <3
  ","
  Podes conhecer. :3
  "
584702,"
   segui
  ","
  Dv.*
  "
584703,"
   5 likes aos 5 primeiros?
  ","
  Ok :)
  
  avalio fotos √
  "
584704,"
   nossa -' :'( ... se tem pai e mae?
  ","
  Tenho, felizmente tenho uma família que me ama e que amo muito. *---*
  "
584705,"
   ◯ free space ◯
  ","

   http://isa-lifeandchange.tumblr.com/
  
  Δ
  
  avalio fotos √
  "
584706,"
   ah eu quero *-*
  ","
  Então é assim;
  
  Vivi uma vida tal como inúmeras crianças viveram, com sonhos, desejos raros de se concretizarem, brinquedos para nos ajudar a sonhar, amigos imaginários para nos ajudar a pensar, imaginações, tudo. Depois há aqueles tempos em que as crianças sofrem devido a descriminação, rejeitadas por serem como são, acabando por serem apunhaladas a tempo inteiro por gente que nos rebaixa, para se sentirem melhor consigo mesmos. Passado aquelas fases de infância, passando para o Básico escolar, as coisas foram piorando, rebentando com toda a minha força e me implicando a permanecer calada durante 9 anos, sofrendo da pior invenção em todos os tempos: O ""Bullying""; Sofrer de 9 anos dessa coisa, faz-nos odiar-nos, enojar-nos, magoar-nos psicologicamente e fisicamente, levando todos a nos odiar muito mais, criticando por tudo e por nada. Mas quando se sofre de algo, aprende-se a lidar com a dor, levando-a a desaparecer, por não termos mais razões para a permanecer dentro de nós, ajudando-nos a crescer e a sorrir quando queremos e não queremos, partindo inúmeras caras de quem nos olhava como ""fracos"". Eu cresci aos poucos, aprendi a sorrir, a lutar por mim, a ajudar quem sofre e sofreu o mesmo como eu, aprendi a sonhar de novo, enquanto andei vazia por dentro e seca por fora, durante anos, como se tivesse a mente morta, que nunca viveu, pensou e viu. Sou uma rapariga que mal se conhece, ,as que todos aprendem a conhecer e ficam fascinados sem explicação. Tímida, insegura, carente, mimada, paciente, conselheira, compreensiva, divertida, bipolar quando lhe apetece e consegue e muito misteriosa. Quando digo misteriosa, só quem me quer conhecer, consegue, talvez... Sou muito desinteressante, portanto.. chega de escrever. Fim! xD
  "
584707,"
   e fala purtugueis? *o* kkkk como isso moça? ceonte sua historia pra mim *u*
  ","
  Eu sou portuguesa a 100%. *---*
  
  A minha história é muito confusa e deprimente, não vais querer saber. kk
  "
584708,"
   se e de onde rs ?
  ","
  Portugal :3
  "
584709,"
   Quais os seus objectivos principais na vida?
  ","
  Ser eu própria, 24 horas por dia! (:
  "
584710,"
   espaço livre. ✿
  ","

   http://isa-lifeandchange.tumblr.com/
  
  Δ
  
  avalio fotos √
  "
584711,"
   olaa
  ","
  Oi o:
  "
584712,"
   E: linda
  ","
  Obrigada! :3
  "
584713,"
   espaço livre ✞
  ","

   http://isa-lifeandchange.tumblr.com/
  
  Δ
  
  Avalio fotos √
  "
584714,"
   feito
  ","
  Feito! :)
  "
584715,"
   es linda faz video
  ","
  Não tenho web, obrigada. ^^
  "
584716,"
   trocas 5 likes ?
  ","
  Começa e depois avisa! :)
  "
584717,"
   e: bonita
  ","
  Obrigada! :3
  "
584718,"
   belo cabelo *o*
  ","
  Obrigada! *-*
  "
