,Question,Answer
504216,"
   I’m all yours. You’ll always be my Queen. Hugs you🌹👑
  ","
  ok, this was super cute
  "
504217,"
   For a girl before the text and after the other half .... Because it is my right to see your body Did you like it or not ...... For whom I will know me .... Do you have an Instagram or Facebook
  ","
  This doesn't make sense. It's also not a right but a privilege to see someone's body.
  
  yes, I have both. Doesn't mean you'll get them.
  "
504218,"
   And hugs too🌹👑🤗🤗
  ","
  aw the best
  "
504219,"
   Oh okay😊 when would you say your last bare foot one was posted?
  ","
  Maybe last month?
  "
504220,"
   what ??
  ","
  What are you referring to?
  "
504221,"
   Could I have that vid?
  ","
  none have been made *yet*
  "
504222,"
   For you🌹👑😘😘
  ","
  flowers and kisses?
  "
504223,"
   you wanna earn 50$ now ??
  ","
  When you seen this circulating
  "
504224,"
   Let’s play tonight
  ","
  😂😂😂
  "
504225,"
   Ok do you agree to talk to me video call for $ 1000
  ","
  Why do I feel like you wouldn't pay up?
  
  also that seems pretty desperate and I don't know who you are
  "
504226,"
   Have you posted a pic of your beautiful feet lately?
  ","
  Not really. Some sock ones though
  "
504227,"
   You’re lovely
  ","
  I know
  "
504228,"
   Do you like money a lot
  ","
  be nice to have more
  
  but no, I don't like money either o.o
  "
504229,"
   What is your favorite song?!!♥
  ","
  I added these ones lately
  
  I'd say its a  tie between god only knows and when she comes home tonight out of the ones shown
  "
504230,"
   How much?
  ","
  How much would you be willing to pay?
  "
504231,"
   Queen🌹👑😪
  ","
  king
  "
504232,"
   would you say you were raised by “feminists?” (would you say say you were raised by A “feminist?”) (i’m partially just putting it in quotes bc i feel like it’s one term w many different definitions and meanings and interpretations.)
  ","
  nope
  "
504233,"
   Do you like korean music?
  ","
  I haven't heard enough to have an opinion on it
  "
504234,"
   Cuz everyone hates me
  ","
  I doubt that!
  "
504235,"
   id say lmao
  ","
  haha
  
  you love it
  "
504236,"
   Legs looking good?
  ","
  Apparently not :(
  "
504237,"
   So that’s a no?
  ","
  It's a yes according to that
  "
