,Question,Answer
150192,"
   .
  ","
  it's Sunday and I don't have anything to drink yet my partner is late coming home but send in your questions anyway
  "
150193,"
   Are you wealthy?
  ","
  why do I keep getting this question
  
  I'm middle class.
  "
150194,"
   why would people vote for Trump?
  ","
  don't ask me. I think people who support him are disgusting losers
  "
150195,"
   What would you say to Trump voters?
  ","
  put people before property for once in your disgusting lives
  "
150196,"
   But Buttigeig is gay
  ","
  so? he's still a cis white male who has fucked up policies and has no non-white support whatsoever
  "
150197,"
   Opinion on Buttigeig?
  ","
  way too moderate
  "
150198,"
   Do you think Trump could win 2020?
  ","
  no
  "
150199,"
   Do you know anyone who voted for Trump?
  ","
  my inlaws
  "
150200,"
   What should the top tax rate be on the wealthy?
  ","
  I have no idea
  "
150201,"
   What did the customer service rep job pay?
  ","
  $15/hr
  "
150202,"
   OK, I must confess something to you. I voted for Donald Trump. What do you think of me now?
  ","
  I already knew that based on your questions. I wouldn't want to be friends with you.
  "
150203,"
   Opinion on Elizabeth Warren?
  ","
  I'd be glad to vote for her but I don't think she's going to get the nom
  "
150204,"
   opinion on Barack Obama?
  ","
  I have no strong opinions. He was okay.
  "
150205,"
   What did your previous job pay?
  ","
  I just listed like dozens of jobs which one do you mean
  "
150206,"
   Opinion on Ted Cruz?
  ","
  zodiac killer
  "
150207,"
   Opinion on Bernie Sanders?
  ","
  his fans are the worst but he's ok
  "
150208,"
   Opinion on Mike Pence?
  ","
  I hate him.
  "
150209,"
   When did you last go to the dentist?
  ","
  about 6 months ago, my next cleaning is scheduled in 2 weeks
  "
150210,"
   What jobs have you had?
  ","
  in order:
  
  gallery assistant, jewelry sales, piercing assistant, tour guide, bulk mailer, college librarian assistant, figure model, diner waitress, retail at a gift shop, cocktail waitress, window dresser/visual merchandiser, art sales, visual merchandising assistant manager, cell phone sales, office manager, chain restaurant waitress, time share sales, cocktail waitress, exotic dancer, furniture sales, visual merchandiser, overnight stock at a box store, customer service rep, and now.... artist
  "
150211,"
   ever seen a male gynecologist?
  ","
  are you 12?
  "
150212,"
   maybe that person is a gynecologist...
  ","
  ....oh ok, an ANON gyno, questioning random women, makes perfect sense
  
  you're a fucking idiot
  "
150213,"
   When were you last on your period?
  ","
  what in the world makes you think that's your business? What a creepy and childish thing to ask
  "
150214,"
   What is your position on abortion?
  ","
  I believe abortion should be safe and legal everywhere.
  "
150215,"
   Ever fired an AR-15?
  ","
  no and I never want to.
  "
150216,"
   What is your position on gun ownership?
  ","
  I see no issue with owning a pistol for home defense/range shooting or a hunting rifle. I have 4 rifles in my home.
  
  I think guns that shoot faster and more than those types of guns- what we refer to as ""assault rifles"" should be banned.
  "
150217,"
   Opinion on Donald Trump?
  ","
  I can't wait to vote against him. Again.
  "
150218,"
   Ever fired a gun?
  ","
  many guns
  "
150219,"
   Ever gotten a speeding ticket?
  ","
  yes but not in like 15+ years
  "
150220,"
   Do you believe in God?
  ","
  no
  "
150221,"
   What is your favorite place to have sex?
  ","
  read my bio
  "
150222,"
   Not a mom? Sorry
  ","
  you should be apologizing for objectifying a woman and then sexually harassing her, creep
  "
150223,"
   Does someone watch you pee in a cup when you get drug tested?
  ","
  no you have privacy. At least, when I've had them. Which have all been for like, jobs? maybe like law enforcement ones are different.
  "
150224,"
   What will it be like when I go for a drug test next week?
  ","
  you'll be handed a specimen container and given a list of rules on how to use it, maybe an antiseptic wipe for your hands and genitals but not always. You'll be ushered into a bathroom and you will pee in your cup and then you will either leave it there or hand it to someone, depending on how they do things there.
  "
150225,"
   Ever been drug tested?
  ","
  yes probably a dozen times. I passed all of them.
  "
150226,"
   Height?
  ","
  5'7""
  "
150227,"
   What is the most in a row you have ever sneezed before?
  ","
  I have no idea is this another weird fetish
  "
150228,"
   Are you rich?
  ","
  noooooo I wish. We're middle class. Our needs are met but we still live mostly paycheck to paycheck and have a hefty amount of debt (mortgage and medical)
  "
150229,"
   Which animal has the most beautiful fur?
  ","
  all of my cats
  
  today's makeup:
  "
150230,"
   Should I pierce my nose?
  ","
  absolutely
  "
150231,"
   What do you do when the guy you're talking to seems more interested in an Instagram model he's never met more than he's interested in you?
  ","
  move on
  "
150232,"
   Ur pretty 💗
  ","
  thx
  "
150233,"
   What are some chill things you like to do during a snow storm?
  ","
  knit, make art, watch tv, sleep, eat food
  "
150234,"
   Beautiful milf! 😍💖
  ","
  gross
  
  and I'm not a mom? double gross
  "
