,Question,Answer
439848,"
   Hey and follow back
  ","
  just did. :)
  "
439849,"
   Lol, your my bitch! ??
  ","
  but I don't wanna be anybody's bitch lol
  "
439850,"
   Me too! Bitch do not call yourself fat! I will personally come o your house smack you and say no you are not fat! I'm fat!
  ","
  ???? she just called me a bitch guys.
  "
439851,"
   Np, and I'm leaving in 7days and I still have to get tank tops and shorts an a suitcase and sheets for the beds there and I need to pack and 4th of July and I am gonna buy snacks!
  ","
  I love snacks, that's why I'm so fat.
  "
439852,"
   GAYYYYYYSSSS EWWWIE
  ","
  If you're apart of the LGBT group, you're amazing. ?
  
  The LGBT group will always be the most misunderstood. We shouldn't make life hard for them. Instead, we should comfort them, and accept them for who they are.
  
  #PRIDE
  "
439853,"
   Um, I honestly love you so much! And IK we barely know each other but ily! And I hope we are always together! And even though in two years younger i still see you as a best friend and as a sister!
  ","
  awwwww thanks babes!! ??? I love my babiieeess.
  "
439854,"
   Fuck, is it jakey?
  ","
  Noooope! ??
  "
439855,"
   Pap or Stop
  ","
  what?
  "
439856,"
   Is it jb!?
  ","
  ??? No babe.
  "
439857,"
   Do you have google plus
  ","
  IM 3 SECONDS AWAY FROM BLOCKING UR ASS!
  "
439858,"
   Do I get a kiss
  ","
  No
  "
439859,"
   like my 20 ans i will like ur 20 ans ?
  ","
  hmmmn
  
  no
  "
439860,"
   lol ok dont follow
  ","
  ?
  "
439861,"
   I won't tell nobody I promise
  ","
  Get
  
  Lost.
  "
439862,"
   I love you so much beautiful
  ","
  No
  "
439863,"
   If only I cud do that lol
  ","
  you can pooh. it's summer do what you wanna do. ?
  "
439864,"
   Likers get?
  ","
  a kiss. ?
  "
439865,"
   [+18]?
  ","
  huh??
  "
439866,"
   Lmao dontt lie ..again
  ","
  wymmm I ain't ever lied.
  "
439867,"
   So his username has a j in it?!
  ","
  yeeesss my love.
  "
439868,"
   Can I give you my phone number
  ","
  Omfg
  
  NO!
  
  Cuz if I text you, then you automatically get my number.
  
  So No.
  "
439869,"
   It's was good was at the pool like all day long but had a lot of fun and I didn't talk to any guys prob. Why I'm such in a good mood lol
  ","
  Lmfao sounds fun. All I did was sleep all day ??
  "
439870,"
   Is he on your ask?
  ","
  yesss ??
  "
439871,"
   But texting you on text messaging is quicker
  ","
  I
  
  don't
  
  wanna
  
  give
  
  you
  
  my
  
  number
  
  Understand???
  "
439872,"
   How's your day? ?
  ","
  good. thanks for asking. ?
  "
439873,"
   Sorry babe! Just please tell me!
  ","
  His name has a J in it. ?
  "
439874,"
   Lol lawd ???
  ","
  Lmfao ""lawd""
  "
439875,"
   Hehe how was ur day beautiful?? (lowkey in a really good mood rn)
  ","
  Awww it was fine. what about yours Hun?
  "
439876,"
   I love you
  ","
  love you too hun.
  "
439877,"
   Lol me too ??
  ","
  lol I messed up my whole sleep pattern.
  "
439878,"
   You be up till 4a.m??
  ","
  not really lmfao
  "
439879,"
   Hi beautiful
  ","
  hey babes.
  "
439880,"
   What you been up to lol
  ","
  Nothing... staying up hella late.
  "
439881,"
   It would be so much easier to tell me!
  ","
  don't yell at meeee ?????
  "
439882,"
   Hey baby girl
  ","
  awww baby girl ur so adorable!! ??
  "
439883,"
   Who is your baby!
  ","
  Ask around? ?? you'll find him.
  "
439884,"
   Who's the special someone? Not everyone knows like me!
  ","
  My baby. ?
  "
439885,"
   Share something you're grateful for today.
  ","
  grateful for that special someone. ? You know who you are pooh.
  "
439886,"
   ?
  ","
  thanks mamas. ?
  "
439887,"
   How long you staying up tonight, baby girl!?!?!! ❤???
  ","
  2am. like always. lol
  "
439888,"
   By a supermarket/corner store near you :)
  ","
  mean ass.
  "
439889,"
   Hey
  ","
  Hey ?
  "
439890,"
   followed
  ","
  thanks babes. ?
  "
439891,"
   You my fav rat
  ","
  Lmfao where the cheese at?
  "
439892,"
   Wassupp pretty rat , i missed you ?
  ","
  I'm a rat?? ok roach.
  "
439893,"
   Um.. So my friends were like hold up: room service yas bitch! ??????
                              ============
                              |                         |
  ","
  lmfaooo ???
  "
439894,"
   how many languages do you know?
  ","
  29
  "
439895,"
   If I'm adorable what that make you?
  ","
  lol ?
  "
439896,"
   Hi
  ","
  hey lil baby
  "
439897,"
   See this video :D
   
    https://www.facebook.com/YouthImpactSociety/videos/vb.273897562665077/10151652411170755/?type=2&theater
   
   This is awesome :') Markhor conference by Youth Impact.
Register here:
   
    http://theyouthimpact.org/markhor-registration/
   
   This is something worth attending :D
  ","
  I'm not tryna be mean, but go away.
  "
439898,"
   follow me
  ","
  I don't take orders from anyone.
  "
439899,"
   you have an instagram ?
  ","
  It's in my bio. ?
  "
439900,"
   Can I be ur shoe or foot slave
  ","
  ?  ??  ???
  "
439901,"
   Do u follow me??
  ","
  Ofc babes.
  "
439902,"
   first 5 likers gets spammed?
  ","
  Maybe.. ?
  "
439903,"
   what are u giving me kisses for ???
  ","
  Guess you don't like kisses and that's NOT my problem. ???
  "
