,Question,Answer
557856,"
   Av : 8 , conhecia xd
  ","
  Kay.
  "
557857,"
   boa noite rita segui ?
  ","
  Boas, Obrigado.
  "
557858,"
   a:9
  ","
  Thnks.
  "
557859,"
   5 likes aos 2 primeiros?
  ","
  Ok.
  "
557860,"
   Gnt, sei que é chato ficar pedindo isso, mais ngm começa lá de cima recebendo milhões, mais peço que me ajudem! Fiz um vídeo cantando.
   
    https://www.youtube.com/watch?v=V55NE_vlo7g
   
   Quem tiver canal; avisa na resposta pra eu poder me inscrever tbm Se não quiserem ver o vídeo deixa tocando sozinho,Obg
  ","
  Ew.
  "
557861,"
   A:9
  ","
  Kay, Thnks.
  "
557862,"
   tipo de música favorito?
  ","
  Dubstep.
  "
557863,"
   O que achas da reciclagem?
  ","
  Uma coisa boa.
  "
557864,"
   ""Skinny Love"" novo cover da minha best... Like? :$
   
    https://www.youtube.com/watch?v=QDAb2uKNwoc
   
","
  No.
  "
557865,"
   Olá anjinhos ♡ Como está a correr o vosso dia? [Imagem, à vossa escolha.] ♡
  ","
  Fine!
  
  Juro que amo este anime.
  "
557866,"
   Olá lindos/as ♡ [ Espaço quase livre - Beijo ] ♡
  ","
  Hello babe.
  "
557867,"
   Quem é o melhor cozinheiro que conheces? O que é que faz?
  ","
  Sou eu.
  
  Tostas!!!
  "
557868,"

    http://ask.fm/luanadiasofficial/answer/132793520179
   
   ajudem-na sff, ela precisa de ganhar
  ","
  Ugh, não.
  "
557869,"
   Qual é o teu talento inato?
  ","
  Dormir.
  "
557870,"
   das fb?
  ","
  Não.
  "
557871,"
   Hi babes ♡ Já vos contei que sou a representante dos alunos da noite, à noite? Ahah tipo que vocês querem saber -.- ♡ Contem-me algo que querem que eu saiba, que tenha acontecido recentemente. ♡
  ","
  Hey!
  
  O c.o.d. black ops III ficou esgotado e estou a morrer de desgosto. Ugh
  
  Parabéns babe!
  "
557872,"
   Sigo
  ","
  Kay.
  "
557873,"
   tens fb?
  ","
  Sim.
  "
557874,"
   Hobbie ?
  ","
  C.O.D.
  "
557875,"
   Bonita e conhecia
  ","
  Obrigado.
  "
557876,"
   Qual é o teu ditado ou mote favorito?
  ","
  Imensos.
  "
557877,"
   Foto
  ","
  Preguiça.
  "
557878,"
   segui
  ","
  Obrigado.
  "
557879,"
   segui ✌?
  ","
  Obrigado.
  "
557880,"
   a: 10
e: linda :)
  ","
  Muito Obrigado.
  "
557881,"
   um pouco longe
  ","
  Certo.
  "
557882,"
   és de onde?
  ","
  Alentejo.
  "
557883,"
   trocas 10 likes? :3
  ","
  Hm, não.
  "
557884,"

    http://hellolalsthings.tumblr.com/
   
   gostas?
  ","
  Sim, gosto.
  "
557885,"
   ♡ Listem, pelo menos, 2 cores que vocês gostem e 2 que não gostem. ~ Digam o porquê de gostarem e de não gostarem. ♡
  ","
  Preto e Vermelho. -> Top.
  
  Rosa e Laranja. -> Ew.
  "
557886,"
   Qual a última pessoa que conheceram? Falem sobre. [Imagem, caso queiram.] ♡
  ","
  De momento, nenhuma.
  "
557887,"
   segui ☺
  ","
  Obrigado.
  "
557888,"
   e:linda :)
  ","
  Obrigado.
  "
557889,"
   A-10 s2
  ","
  Obrigado amor.
  "
557890,"
   avalias ?
  ","
  Porque é que não me avaliam? Hm.
  "
557891,"
   e: linda
  ","
  Obrigado.
  "
557892,"
   tens instagram ?
  ","

   https://instagram.com/isa.btx
  
"
557893,"
   avalias ?
  ","
  Hm, sim.
  "
557894,"
   elogias?
  ","
  Sim.
  "
557895,"
   Os possíveis para se viver ☺️
  ","
  Muito bem, tem que ser.
  "
