,Question,Answer
890424,"
   Open you kik up a minute
  ","
  Check it
  "
890425,"
   Also this app is getting boring
  ","
  It is filled of nothing but hate and pervs now
  "
890426,"
   anyways ignore it I'm about to go to get some groceries but I will call you when I get home or I might text
  ","
  Okay
  "
890427,"
   shoot I got yall's numbers and yall got mine so if i need to talk to you or anyone I can either call or text
  ","
  Yeah 🧡
  "
890428,"
   one of the reasons I don't mess with it I've been meaning to delete it because I have other ways to talk to you so I really don't need this app
  ","
  That's why I'm hardly on as much on here anymore. I just can't deal with it anymore
  "
890429,"
   how can you tell how many you have
  ","
  I use the browser not the app... and I'm so tired of people creating new accounts under various names just to start stuff with me
  "
890430,"
   Will you please stop
  ","
  Stop what? I'm confused
  "
890431,"
   Please tell me is there a way to delete questions on here I don't feel like answering over thousand questions
  ","
  There should be a thing in the top left corner of your inbox that says delete all questions... I feel you I have over 1200 now...
  "
890432,"
   Are you single like a $1 bill?
  ","
  I'm actually with someone but they've been away
  "
890433,"
   Me and that
   
    @Nicolas_Barazza
   
   going to tag team you soon
  ","
  🙄
  "
890434,"
   Happy new year's Lauren and going to eat today I had Swiss mushroom burgers with chilli fries and rootbeer?
  ","
  Happy new years and sounds delicious!!!
  "
890435,"
   aww call them 🙂
  ","
  I could but I rather see them face to face
  "
890436,"
   Have you ever watched Victorious
  ","
  Yes I have 🧡
  "
890437,"
   Happy new year 💖
  ","
  Happy new year!!!
  "
890438,"
   Fuck this role playing why can't any of you be real once?
  ","
  What are you talking about?
  "
890439,"
   Happy New Year’s Eve 🥳🤩
  ","
  Happy new years eve 🎆🎉🎊
  "
890440,"
   upset why what happened?
  ","
  Just missing someone so much ahaha
  "
890441,"
   Do you have a special tradition for New Year’s celebration?
  ","
  Dont think I ever been this upset lol....
  "
890442,"
   China is kicking USA´s economy. Do you understand politic humor? SMHO
  ","
  ANYWAY IM GOING TO GO CLEAN UP A BIT
  "
890443,"
   I'm not sure how it works now but when I was 18 and I register I didn't register to be in the army I register in case a war broke out that they would be able to draft me if they need it to
  ","
  I think that's what I meant I just remember something about it being a law for males
  "
890444,"
   Merry Christmas
  ","
  Happy new year
  "
890445,"
   ya u did say that in the past. when u moved to Nashville. I couldn't remember the name though sorry.
  ","
  Its fine
  "
890446,"
   Were you in the golden gate?
  ","
  I lived in el Dorado hills, Sacramento, and malibu definitely not anywhere near golden state area
  "
890447,"
   sorry
  ","
  Its fine
  "
890448,"
   what was the sense bringing Trump into this Nicolas?
  ","
  😂😂
  "
890449,"
   Was your ex in the army?
  ","
  That's not information anyone needs to know
  "
890450,"

    @nicolas_barraza
   
   What is wrong with someone being gay?
  ","
  .
  "
890451,"
   Who´s that soldier?
   
    https://www.youtube.com/watch?v=8UDknCNL8aI&ab_channel=cimorelliVEVO
   
","
  A lot of our friends and family were ""extras"" in that music video. We also used to have actors and that  at the time in our music videos bc we were signed to universal until 2015
  "
890452,"
   Cimorelli Construction
  ","
  I think it was changed to TI builders now tho
  "
890453,"
   Bruh, not everybody in the USA has to serve. That’s not how it works. Go take some US history lessons for once. (Talking to the other person, not you Lauren)
  ","
  I know I explained this already to him but he still continues
  "
890454,"
   Yo
   
    @Nicolas_Barraza
   
   just stop okay
  ","
  Please
  "
890455,"
   What is your favorite Chinese food?
  ","
  Not surif sushi is considered Chinese or not. But I also love orange chicken and rice
  "
890456,"
   Lol shit yeah
  ","
  Mhm
  "
890457,"
   You should serve to your country.
  ","
  I dont have to
  "
890458,"
   If you have a buisness you do not go to army?
  ","
  🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ go take a us history class
  "
890459,"
   Trump is going to kick you of USA
  ","
  😂😂 trump isnt president anymore in a few days
  "
890460,"
   It’s cool
  ","
  Okay
  "
890461,"
   You and lisa share clothes?
  ","
  We used to not so much anymore
  "
890462,"
   Holy fuck is that guy Nicholas desperate or what???
  ","
  More like obsessed
  "
890463,"
   Damn. I’m physically disabled. Sadly
  ","
  I'm sorry to hear that
  "
890464,"
   Was you dad in the army?
  ","
  No my father runs his own buisness which was originated when we lived in California
  "
