,Question,Answer
847512,"
   Haha it doesn't matter
  ","
  Please 🙊
  "
847513,"
   سكان اربد وين
  ","

   بين دوار القبة و اشارة الاسكان
  
"
847514,"
   Sert ahsan?
  ","
  R7 seer a7sn law a3ref ur user 😬
  "
847515,"
   Space of this night 😴💙
  ","

   شو لون عيونك 🙈
  
"
847516,"
   Sorry for this
Allah yerzo2ak ya rab please ma te2la2 L2nu akeed rah yser kolshi mneh
Just have a little faith
  ","
  Ya rab
  "
847517,"
   ما اظن 😂😂
  ","

   ليه 😶
  
"
847518,"
   Why don't you get yourself a job
  ","
  I lost my job by covid19
  "
847519,"
   برضو اربد✌️
  ","

   يا هلا وغلا تخيلي نطلع جيران 😁
  
"
847520,"
   You can work hard and everything is going to be alright Inshaallah
  ","
  Inshallah
  "
847521,"
   جدا 🥶
  ","

   انا في اربد الجو برد كتير ، انتي من وين
  
"
847522,"
   احسلك اصلاا الجو مو مشجع
  ","

   فعلا عنا برد وشتا اليوم الجو بيتوتي
  
"
847523,"
   No please tell me😭
  ","
  No job no money i am nothing now
  "
847524,"
   Why what happened you can open up to me
  ","
  Nothing but feeling sad i dont know why 😔
  "
847525,"
   You okay??
  ","
  Not much
  "
847526,"
   Hahaha am kidding
  ","
  ✈
  "
847527,"
   شو بدكم تعملو بعد الحجر✌️
  ","

   ولا شي بعدني بالبيت
  
"
847528,"
   بتحكّم قلبك او عقلك ؟
  ","

   بوازن بينهم
  
"
847529,"
   اعاملهم بالمثل ولا بالاصل؟
  ","

   بالاصل
  
"
847530,"
   •🍂 S P A C E 🍂•
  ","

   هلا بالنابلسيه بنت عمي 😁
  
"
847531,"
   عمان ☻
  ","

   هههههه متل ما بدك ، عمان 😁
  
"
847532,"
   اسطنبول ☻
  ","

   اربد 🙈
  
"
847533,"
   لِ روند~♡
  ","

   انتي اجمل من اسطنبول و ما حولها
  
"
847534,"
   يسلمو كثير غلبتك معي 💙🖤
  ","

   الله يسلمك 💙🖤
  
"
847535,"
   ما شاء الله تبارك الرحمن 😍
عقبال الدكتوراه يا رب 💙
ما بتعرف حدا شاطر بالرياضيات 🙁يساعدني
  ","

   لا والله ما بعرف
  
"
847536,"
   لا بسألك شو تخصصك 😂
بدي قطاعه رياضيات 🥺
  ","

   معي ماجستير محاسبة
  
"
847537,"
   شو تخصصك 🙂
  ","

   انت بدك اقتصاد رياضي صح ؟ انا نزلتها باليرموك ٩٥ من ١٠٠ بس والله زمااان
  
"
847538,"
   بدي تساعدني بالامتحان بماده
  ","

   ناسيها من ١٠ سنين اخدتها بس انت ابعثلي المواضيع يلي ضعيف فيها لحتى اقدر اساعدك
  
"
847539,"
   اغنيتي المفضله حاليا ☹🥺
  ","

   وانا كمان 🦉🖤
  
"
847540,"
   مسا الخير 
بدي اسأل مين تخصصو محاسبه متلا او اقتصاد او ادارة اعمال او من هاي التخصصات😅
يساعدني بمادة الرياضي بلييز 😢
اذا اخذها او شاطر فيها او بعرف حدا 💔
  ","

   تفضل
  
"
847541,"
   اغنية اهداكي اياها انسان او انسانه غالي/ة عليكي?
  ","

   محمد سعيد .. وحدي لكن
  
"
847542,"
   غداً سنرمي الكمامات والقفازات ستُغلق وحدات العزل للأبد غداً يجف الدمع وستكبر الجوامع من لا يصافحك ستضحك معه وتقول (انتهت الكورونا) فيغمرك بحضنه غداً سيعود الأطفال لمدارسهم لحدائقهم وألعابهم ستزدحم الأسواق، الطرقات كما المطاعم والجامعات غداً سيكون كورونا كابوساً انتهى 🌹🌹الحمدلله مؤمنين بقضاء الله
  ","

   الله يسمع منك ، تدمرنا بسبب كورونا مصالحنا تعطلت
  
"
847543,"
   سؤوال ممهم ...🧐
وجاوب بصراحه تتوقع في احد يفكر فيِك هذا الوقت ولا لا ؟؟
  ","

   لا
  
"
847544,"
   مفيش حب دايم ولا صُحاب هتفضل للأخر ، متتعلقش بحد مترتبطش بحد متحبش حد ..
  ","

   انتحر ، ما انت كده كده ميت
  
"
847545,"
   كيفك
  ","

   تمام ، كيفك انت يا انون ١
  
"
847546,"
   شکریہ
  ","

   معذرت
  
"
847547,"
   محتاط رہیں ایسے لوگوں سے 🙏 جو پہلے یقین دلاتے ہیں کہ  پانچوں انگلیاں برابر نہیں ہوتیں  اور بیڑا غرق کرنے کے بعد کہتے ہیں  تالی ایک ہاتھ سے نہیں بجتی
  ","

   ہاں ، خدا کی قسم ، آپ کے الفاظ درست ہیں
  
"
847548,"
   رديتلك متابعه
  ","

   شكرا بس مين حضرتك
  
"
847549,"
   ‏‎كان لك معايا اجمل حكايه في العمر كله
 سنين بحالها ما فات جمالها على حب قلبي
 سنين ومرت زي الثواني في حبك 
انت وان كنت اقدر احب تاني هاحبك انت😍
  ","

   نيالي 🙈
  
"
847550,"
   كيفك
  ","

   بخير
  
"
847551,"
   احبك
  ","

   😶 مين
  
"
