,Question,Answer
1024521,"
   you are so beautiful 😍
  ","
  Awh thank you❤️
  "
1024522,"
   Spending the holidays in California?
  ","
  yeah I guess so haha😇
  "
1024523,"
   Oh that’s exciting. Where are you now?
  ","
  yes haha and right now I’m in California gonna go back to Greece soon tho😋
  "
1024524,"
   No I always feel safe with my puppers and we have so little crime anyway. Where do you live?
  ","
  yes same haha! And in California and Greece ☺️
  "
1024525,"
   Yeah I’ve been studying so much so I just wanna chill for a bit. What are you up to tonight?
  ","
  oh gosh studying is so fun 🙃 haha jk jk it’s not! not much about to take my doggo for a walk at 9 pm it’s never too late to walk a dog 😂
  "
1024526,"
   Yeah I hate getting those with no questions on their wall and a weird pic. I’m good just tired
  ","
  yeah it’s like creepy and oh no you’re tired? Get some sleep ☺️
  "
1024527,"
   Hey😊 How are you doin girl? Looks like you may have an admirer😂
  ","
  Hey lovely ☺️ I’m doing okay! you? and oh god no he is creepy tbh 😂
  "
1024528,"
   hmu
  ","
  how can I you’re on anon 😂
  "
1024529,"
   Then you don’t scare easily 😂😂 I had to grow some basket balls just to watch cause I’m horrified of movies like that , I can’t go around in the dark
  ","
  what? omg it wasn’t even scary though 😂🤦‍♀️ I have watched it already like 10 times. It’s just so good 🙄
  "
1024530,"
   What's the best dating advice you have?
  ","
  well first of all you shouldn’t date.
  
  you’re gonna end up getting hurt in the end and I know you may not think that but trust me it’s gonna happen sorry if that sounds harsh. But I’m just saying. It has happened to me every single time. So like I’ve gotten so used to it.
  "
1024531,"
   hey listen
  ","
  okay anon I’m listening
  "
1024532,"
   Is that Anthony
  ","
  lmao see anon you already knew
  "
1024533,"
   Who’s your ex?
  ","
  lmao I’m not about to tag him. You should know by now who he is.
  "
1024534,"
   Hi
  ","
  I don’t wanna be your lover
  
  I don’t wanna be your fool
  
  Pick me up whenever you want it
  
  Throw me down when your through
  
  ‘Cause I’ve learned more from what’s missing
  
  I know I made some bad decisions
  
  But my last one was you
  
  Next to you are those lies, lies lies
  
  How it feels when love dies, dies, dies
  
  And you told me goodbye, bye, bye
  
  I don’t know when it’s over, over
  
  You don’t know Love ‘til it tears up your heart
  
  And cuts it and leaves you with scars
  
  You don’t know Love
  
  You say I can’t do better
  
  Better than someone like you
  
  What I feel, can’t write in a letter
  
  So I wrote this for you
  
  Next to you are those lies, lies lies
  
  How it feel when Love dies, dies, dies
  
  And you told me goodbye, bye, bye
  
  You don’t know love ‘til it feels like you died when it’s missing
  
  It leave you blind with no vision
  
  You don’t know love
  
  You won’t ever get no better
  
  Got a lot more to lose
  
  You won’t ever, ever get it
  
  ✨
  "
1024535,"
   Are you ticklish?
  ","
  Am I really that stupid? Lmao why am I still talking to him🤦‍♀️
  "
1024536,"
   What is your favourite TV show?
  ","
  @@ you know who
  "
1024537,"
   How much bullshit are you willing to go through for a partner that treats you like shit?
  ","
  basically my last relationship 😂
  
  I was stupid enough and ended up going through a lot of bull just to have him ignore me at the end. 🤷‍♀️
  "
1024538,"
   Nikki Nikki
  ","
  Daquarn that’s not gonna happen
  "
1024539,"
   What scares you?
  ","
  Ask is acting upppppp
  "
1024540,"
   oof
  ","
  okay dude you can leave now I’m done talking to you tbh. Clearly like you said I’m not a good friend. Then move along. I’m not gonna be friends with someone who says sh*t like that to me. Bye ☺️ and I’m done wasting my time with you.
  "
1024541,"
   Tony says hey
  ","
  I don’t care once again 🤦‍♀️
  "
1024542,"
   I love you ❤🔥🔥😍😍
  ","
  oh anon anon 🤫
  "
1024543,"
   You cute
  ","
  thank youuuu anon🥰
  "
1024544,"
   This is a nickelback song lyric ""You're so much cooler when you never pull it out. 'Cause you look so much cuter with something in your mouth
  ","
  I thought I kept you safe and sound
  
  I thought I made you strong
  
  But something made me realize that I was wrong
  
  ’cause finding what you got sometimes is finding it alone
  
  and I can finally see your light when I let go ‘cause you don’t know what you got until it’s gone ✨
  "
1024545,"
   Yeah thats east coast weather for ya
  ","
  oh goodness glad I don’t live in the east 😂
  "
1024546,"
   stop, its 35 degrees where im at. you dont know what cold is 🙄
  ","
  Okay that’s true it’s 59 here🙄
  "
1024547,"
   I bet your ice cream scoops bring all the girls to the yard!
  ","
  You mean guys** but anywho it’s cold
  "
1024548,"
   You have to be down for anything
  ","
  Nah anon I’m into guys 😂
  "
1024549,"
   Been cheated on?
  ","
  I have yes 🤷‍♀️
  "
1024550,"
   You should try dating women you might have better luck
  ","
  lmao no I’m straight
  "
1024551,"
   You good?
  ","
  yes I’m great anon 😊
  "
1024552,"
   Why Nikki? I'm sure you'll find the right guy.
  ","
  nah I won’t. And that’s okay because like I said I’m done ☺️
  "
1024553,"
   like anyone?
  ","
  Oh hell nah I’m done in that department 🤫
  "
1024554,"
   Miss anyone?
  ","
  nope I do not 😊
  "
1024555,"
   Which is your favorite pair of shoes? PAP!
  ","
  Just put up our Christmas trees now gotta decorate woo😋
  "
1024556,"
   you should dye your hair black again
  ","
  the fact it was never black 😂
  "
1024557,"
   That's what I told him 😂 he's trippin
  ","
  He definitely is😂👏🏻
  "
1024558,"
   What are you afraid of?
  ","
  I’m afraid of never being good enough and never finding the right one. Not being able to be happy. And losing my loved ones.
  "
1024559,"
   Tony is making me laugh lmao 😂 he thinks you're stalking his page
  ","
  nah lmao why would I waste my time stalking someone like that?😂 no thank you
  "
1024560,"
   I have a new poll so vote if you want 💫
  ","
  damn why did this get so many likes 😂
  "
