,Question,Answer
295020,"
   What’s your favorite thing to do on a rainy day?
  ","
  I like drizzle, not down pour.
  
  I like movie or TV marathons.......
  "
295021,"
   Do you regret anything?
  ","
  No.
  "
295022,"
   Has someone ever said something that really hurt your feelings? Did you forgive them in the end or not? ☆
  ","
  That is why i like this......proof.   Actions speak lounder then words
  "
295023,"
   Are you confident in yourself
  ","
  Yes, but not concieded........
  "
295024,"
   Ponytail 

Or

Pigtails
  ","
  Ponytail
  "
295025,"
   Thank you! 🥰 X
  ","
  🥰X
  "
295026,"
   Are you more likely to message someone first?
  ","
  Most likely......just to say Hi, hows it going?
  "
295027,"
   spring is my fav szn
  ","
  spring is nice
  "
295028,"
   my bday month
  ","
  are you making Fun Birthday Plans?
  "
295029,"
   wby
  ","
  Im excited for April and Easter; My job gives Good Friday as a paid Holiday!
  "
295030,"
   how many followers do you have on here?
  ","
  3002; Thank you all!!!!!!
  
   I appriciate you!!!!!!!
   
    Have a Blessed Week🥰X
    

      View more
     

"
295031,"
   Favorite color of heart emoji
  ","
  ❤
  "
295032,"
   Have you ever watched The Resident on FOX?
  ","
  No.
  
  This is what i do watch.........
  

   https://youtu.be/LPlOQdt-7Nw
  
























   https://www.instagram.com/p/CKZbcpXDCsZ/?igshid=qe4xvwokzy1v
  


   https://youtu.be/yd2XoBpuVXc
  
























   https://youtu.be/QtSuFedH-3k
  
























   https://youtu.be/LnqiYg7BZ4A
  
























   https://youtu.be/CkSfMj8D-7c
  
























   https://open.spotify.com/track/3yhVmOZSpZqnhRrEiYI0EJ?si=677XcqYwTsmEPmQltcAcHg
  


   https://youtu.be/M4T-3KDBTr4
  
























   https://youtu.be/c59Vm5jLcPc
  
























   https://youtu.be/InEiGxSkad8
  
























   https://youtu.be/TG8IkUoZ6j0
  
























   https://twitter.com/AuschwitzMuseum/status/1350736317831905281?s=19
  


   https://youtu.be/JvLLx0cpJVI
  
























   https://youtu.be/XiQ1co8-D9A
  
























   https://youtu.be/kxLG2yqTPWU
  
























   https://youtube.com/playlist?list=RDXiQ1co8-D9A
  


   https://youtu.be/_cGEAzA5ctM
  
























   http://click.messages.webmd.com/?qs=20e9b8bc5438b621547b0341b97af35f448f4420b9299bbb9b6327e68570f56720cd1747ff68e9106a77ebdfb858aa7f3dd58bf97cc74f137612f3dc1d4e9a08
  


   http://click.messages.webmd.com/?qs=20e9b8bc5438b621d115ee75756d9e0911fdc0c989842b7b814fe2dc1d817593e570a84e94566ccebd994c1b31982500fa4cd17e5d5e663cf5ea214616c56002
  


   https://youtu.be/1c8M2zlUSsY
  






















"
295033,"
   What is your best failure?
  ","
  Sometimes, not realizing that those bridges need  exploded....never to be crossed again.
  
  Forgive and forget; dont make the same mistakes again!!!!!!!!!!!
  "
295034,"
   Throwback music day: Drop a link to an old school track everyone can groove to!
  ","

   https://youtu.be/CkSfMj8D-7c
  






















"
295035,"
   PAP your talisman!
  ","
  Watched The Bodyguard last night........
  "
295036,"
   How are you? )
  ","
  My thoughts on relationships....
  "
295037,"
   I never really tried it but saw it yesterday when I was at Albertsons buying stuff I was just asking though
  ","
  it does sound good .........
  "
295038,"
   How fast can you lose trust in someone?
  ","
  Lies; im done
  "
295039,"
   What won't you stop doing that makes you happy?
  ","
  Its a brand new day.........Thanks be to God daily.
  
   Pray without ceasing
   

     View more
    

"
295040,"
   Space
  ","
  Here is some random YouTube and Twitter........
  

   https://youtu.be/InEiGxSkad8
  
























   https://youtu.be/TG8IkUoZ6j0
  
























   https://twitter.com/AuschwitzMuseum/status/1350736317831905281?s=19
  


   https://youtu.be/JvLLx0cpJVI
  
























   https://youtu.be/XiQ1co8-D9A
  
























   https://youtu.be/kxLG2yqTPWU
  
























   https://youtube.com/playlist?list=RDXiQ1co8-D9A
  


   https://youtu.be/_cGEAzA5ctM
  
























   http://click.messages.webmd.com/?qs=20e9b8bc5438b621547b0341b97af35f448f4420b9299bbb9b6327e68570f56720cd1747ff68e9106a77ebdfb858aa7f3dd58bf97cc74f137612f3dc1d4e9a08
  


   http://click.messages.webmd.com/?qs=20e9b8bc5438b621d115ee75756d9e0911fdc0c989842b7b814fe2dc1d817593e570a84e94566ccebd994c1b31982500fa4cd17e5d5e663cf5ea214616c56002
  


   https://youtu.be/1c8M2zlUSsY
  






















"
295041,"
   Free Space ☀️
  ","

   https://twitter.com/AuschwitzMuseum/status/1350736317831905281?s=19
  
"
295042,"
   Song🎵🎶
  ","

   @rpstylesharry
  


   https://youtu.be/kxLG2yqTPWU
  






















"
295043,"
   What songs should I add to my playlist?
  ","

   https://youtube.com/playlist?list=RDXiQ1co8-D9A
  
"
295044,"
   What movie should I watch?
  ","

   https://youtu.be/_cGEAzA5ctM
  






















"
295045,"
   If animals could talk, which would be the rudest?
  ","
  Im thinking Giraffe or a camel
  "
295046,"
   Do you go on YouTube a lot?
  ","
  Yes.......
  

   https://youtu.be/cK90915clqQ
  
























   https://youtu.be/BrKZwYqpWag
  
























   https://youtu.be/dOFl5t4LZxw
  
























   https://youtu.be/cVRZnXoRrGo
  
























   https://youtu.be/O8GYvBCBYEI
  
























   https://youtu.be/-H2jSmKdgII
  
























   https://youtu.be/ZQG_SMaVHNU
  
























   https://youtu.be/ZQG_SMaVHNU
  
























   https://youtu.be/9JVt-JdM4e4
  
























   https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ?si=H4uevXnESW2eFZlWpvt4Ow
  


   https://youtu.be/xdiFzcpmmJc
  
























   https://youtu.be/mbiYSJctjX8
  
























   https://open.spotify.com/track/6BrBNdXZpbZKg6Y3HbLJxX?si=yU_jAn53S9KInaDxnCFL-g
  


   https://open.spotify.com/track/7kSLdGdXLey7pzLsWpdg1h?si=xn6J3EjcTruAyHDxuqPUaA
  


   http://click.messages.webmd.com/?qs=3a47a07683e0c71876fe4566341ebb88eab5cd156543d31cde98e578b15efe458c86a907b2433a36b592c6a4e295ff2fae24472d8e8405cdb2d9a396738f6586
  


   https://youtu.be/J_9Mpoc0irw
  
























   https://s.amsu.ng/1Wx4V4d0rCqN
  
"
295047,"
   lol did you ever wonder  about the 3 red bars  that make up the E in his name?
  ","
  who are you talking about?
  "
295048,"
   What is your favorite show
  ","
  Criminal Minds....Ried and Morgan.
  "
295049,"
   One thing that you would like to have in your room!
  ","
  We got a New President today!!!!!!!!
  

   https://youtu.be/cK90915clqQ
  






















"
295050,"
   Hablamos de diferentes formas de amar.
  ","
  I'm not fluent in Spanish; I have said that before to you
  "
295051,"
   omg. I love Twix. since I was a kid.
  ","
  They taste great............
  "
295052,"
   thoughts on the covid vaccine?
  ","
  Im going to get it.....so i could be with family again; with Masks on.  But, together
  "
295053,"
   Yes that would be nice! 🥰 X
  ","
  🥰X
  "
295054,"
   Fresh or frozen steam green beans are the best..
  ","
  yes
  "
