,Question,Answer
793872,"

    @themedicalcanereturnzz
   
   is bashing the mothers on ask.fm because he thinks they're unfit to be mothers. Thoughts opinions?
  ","

   https://www.amazon.com/gp/aw/ls/ref=cm_wl_huc_view?ie=UTF8&lid=359IJL1QVN1L1&ref_=cm_wl_huc_view&ty=wishlist
  
"
793873,"
   What's your favorite thing about Christmas? Is it the food? The decorations? The presents? Being with family? What are you most looking forward to this holiday season and new year? What's your favorite holiday scent? (Candle, bath and body works, etc)
  ","
  The feeling in that air around this time TBH. I'm looking forward to a great 2017. Hopefully we can move out and stuff . I can't wait for Joe to open his presents .
  "
793874,"
   What did you have for breakfast today?
  ","

   https://www.amazon.com/gp/aw/ls/ref=cm_wl_huc_view?ie=UTF8&lid=359IJL1QVN1L1&ref_=cm_wl_huc_view&ty=wishlist
  

  Someone buy me something?
  "
793875,"
   Does anyone read books? If so, could you suggest some you'd think I'd like?
  ","
  Fifty Shades of Grey
  
  The Great Gatsby
  "
793876,"
   So I've not been on in awhile but I'm trying to get back into the swing of ask since I'm officially broke into my work schedule lol.  How's everyone been?  What's new and how is your December so far?
  ","
  I'm okay
  "
793877,"
   Do you think we should have mandatory recognition of all holidays represented by all children in any given school?
  ","
  No
  "
793878,"
   What are your thoughts on circumcision?
  ","
  All for it
  
  ~ end of story
  "
793879,"
   What Christmas gifts have you boughten yet?
  ","
  Nothing yet 😩😩
  "
793880,"
   could you send some questions my way by your followers haha, i'm like super bored! (use as a filler if you like)
  ","
  Heading to my bfs cousins house. Turn up
  "
793881,"
   Thanks. 😊
  ","
  No need to thank me
  "
793882,"
   What are your thoughts on the use of leases on children?
  ","
  Not for me
  "
793883,"
   What is your honest opinion about me? (STAIF)
  ","
  Love your hair
  "
793884,"
   Should transgender people be allowed to adopt? Why or why not?
  ","
  Yes bc they are human like us
  "
793885,"
   Should we require abortion if the fetus has one or more genetic illnesses?
  ","
  No
  "
793886,"
   Should we make gloves free and finger condoms available as frequently as free condoms? Why or why not?
  ","
  I don't use condoms
  "
793887,"
   Can you be in love with more than one person at the same time?
  ","
  Yes
  "
793888,"
   What do you think the legal drinking age should be and why?
  ","
  19 and bc 21 is too old lol
  
  But I've been drinking before all that
  "
793889,"
   What are your thoughts on the use of condoms in porn? Are you for or against it?
  ","
  Why would I care?
  "
793890,"
   What's your honest opinion of me? Staif 💗
  ","
  You're amazing and fucking gorgeous 😻😻😻💗
  "
793891,"
   When did you last go ice skating?
  ","
  I have never went 😫
  "
793892,"
   Do you like
   
    @mazonbr
   
   or do you think she goes through too many guys?
  ","
  Can we stop sending me pointless links
  "
793893,"
   If you believe in god, can you give me a reason to believe in him? If you don't believe in him, just delete this question. Or give me a reason not to believe in him.
  ","
  You can believe in whatever you'd like
  "
793894,"
   Does it usually snow where you live?
  ","
  Eh, usually in late January/ early Feb
  "
793895,"
   What is the cutest robot ever?
  ","
  Who ever bought me the 2 items on my wishlist ily 💖💖💖
  "
793896,"
   Do you get along well with most people that you meet?
  ","
  Yeah pretty much
  "
793897,"
   What is your favourite kind of flavoured water?
  ","
  I like vitamin water
  "
793898,"
   What normally is in your stocking for Christmas ?
  ","
  Candy probably
  "
793899,"
   You're given £50/$50 to spend on yourself, you can't use it to pay bills, buy things for other people etc. you have to spend it on yourself, what do you spend it on?
  ","
  Bags, case, shoes, clothes, jewelry
  "
793900,"
   Do you have your tree up yet ? Pap!
  ","
  Yes but I don't want to pap TBH
  "
793901,"
   - not done a question of the day in awhile- either post the outfit you are wearing or the 20th photo in your camera roll :).
  ","
  Well all my photos got deleted again 🙄
  "
793902,"
   Happy Saturday everyone. What are your plans for today?
  ","
  I'm not sure I want to go back to
  
   @GeeDnz
  
  cousins but yeah lol
  "
793903,"
   Due to my phone being broke , I wanted to have a huge honesty night so feel free to ask me anything !!! 
Besides Christmas , is there Anything you're looking forward to in December ?
  ","
  Not really
  "
793904,"
   Why are condoms so baggie?
  ","
  I wouldn't know
  "
793905,"
   because in your name it has GD which everyone knows means Gangster Disciples.
  ","
  GD is mine and my bf's initials
  "
793906,"
   Are you in a gang?
  ","
  Lmfao wtf where would you come up with this
  "
793907,"
   id love to be in a riot, you can break into stores and take stuff, id take an xbox and a bunch of games.
  ","
  Lmfaooo you're funny
  "
793908,"
   have you been in a riot or would you be
  ","
  Never been in one but I probably would be
  "
793909,"
   Today we had a student walk out where we had a huge protest .. Have you ever protested ? What for?
  ","
  No I never been in one or done one but i definitely would
  "
793910,"
   Ya know lol
  ","
  ???
  "
793911,"
   In your opinion, what is the solution to the transgender bathroom controversy?
  ","
  To each their own
  "
793912,"
   Should millennials embrace ""tradition?""
  ","
  ???
  "
793913,"
   What is one thing you would like for people to learn from your social media accounts?
  ","
  That I'm amazing
  "
793914,"
   If you could go back in time, what is the one piece of advice you would tell your younger self?
  ","
  Life sucks
  "
793915,"
   Do you agree with making Caitlyn Jenner woman of the year?
  ","
  My opinion is irrelevant
  "
793916,"
   Wassup?
  ","
  Just chillen ya know
  "
793917,"
   Wyd?
  ","
  Trying to take selfies lmao
  "
793918,"
   Hey gorgeous
  ","
  Hi
  "
793919,"
   What do you usually forget?
  ","
  Send me questions guys
  
  My new case should be here soon 😜
  "
793920,"
   can i buy you something
  ","
  Off my Amazon wishlist yeah
  "
793921,"
   Have you ever pushed the emergency brake button aboard public transport?
  ","
  Send me questions guys
  "
793922,"
   Who's the last person to make you laugh/smile?
  ","
  My son & bf bc they funny
  "
793923,"
   i agree with anon, there is some animosity between ""light skin"" black people and ""dark skin"" black people. they refer to each other as such.
  ","
  Who cares. Skin color shouldn't define anything
  "
793924,"
   Well I've heard somewhere that a black person can be racist to another black person who is darker than them.
  ","
  Anybody can be racist
  "
793925,"
   Ask me anything, really bored and under the weather today 👎
  ","
  Ask this lovely girl questions
  "
793926,"
   if I am visit a  psychiatrist, and if I have a mental problem,  would it be hard to get a job? Employers look at it?
  ","
  I have no idea
  "
793927,"
   apparently i sent the good morning thing on anon, oops lol. sorry guys.
  ","
  Anon still
  "
793928,"
   Good morning y'all 💕
  ","
  Good morning
  "
793929,"
   Are you racist to other black people?
  ","
  You sound dumb
  "
793930,"
   Anyone online?
  ","
  Me
  "
793931,"
   What is something (besides the friends you've made) that keeps you active on Ask.fm?
  ","
  The questions and other ppls lives
  "
793932,"
   im not important to anybody
  ","
  Why would you say that ?
  "
793933,"
   Do you believe that we mature in certain aspects of our personality or is it all just a facade?
  ","
  I believe we mature within our personality and how we carry ourselves. I also, believe it's how your raised and how you go about things
  "
793934,"
   Would call yourself an eccentric person?
  ","
  Yeah I would
  "
793935,"
   What is something that you really feel can kickstart a boring conversation?
  ","
  When ppl ONLY talk about themselves
  "
793936,"
   Pap of your dreams house
  ","
  I don't have a picture of my dream house bc i don't have my dream house yet
  "
793937,"
   Waves baby
  ","
  What? Lmao
  "
793938,"
   I know your real name
  ","
  Yeah, I've put it on here before.
  
  Thanks for informing me tho
  "
793939,"
   You're good
  ","
  Am i?
  "
793940,"
   I love your name on here. It's unique
  ","
  Thanks
  "
793941,"
   What's your sons name?
  ","
  Joseph
  "
793942,"
   Trail trash
  ","
  That i will be
  "
793943,"
   Last thing you ate
  ","
  McDonald's
  "
793944,"
   Anons are idiots
  ","
  They are so annoying TBH
  "
793945,"
   Ask away
  ","
  How about you guys ask away
  "
793946,"
   You're glowing
  ","
  Wrong person
  "
793947,"
   Amazon wishlist?
  ","
  Bio
  "
793948,"
   What are you doing?
  ","
  Watching Everybody hates Chris
  "
793949,"
   You should block them
  ","
  I know I should
  
  Annoying af
  "
793950,"
   That anon is dumb
  ","
  I know and annoying they're asking irrelevant questions.
  
  I think I'm just gonna block them
  "
793951,"
   You're so sweet
  ","
  Aha, i try to be
  "
793952,"
   Why didn't you finish college
  ","
  I gave birth before I could finish my first semester. I want to go back tho
  "
793953,"
   If you're in school/college, what classes are you taking this semester? What about next semester?
  ","
  I'm not in school or college
  "
793954,"
   If you are going/went to college, how did you decide on which one to go to? If not, how did you decide your path in life?
  ","
  Well, I wanted to go to one college but at the time the way I was getting there wasn't so much help
  
  The other college I went to was closer at the time I was pregnant
  "
793955,"
   Anons are morons lol
  ","
  They are 😂😩
  "
793956,"
   She technically DID answer the question (which an English teacher anywhere would agree with), she just didn't answer it to YOUR liking/the way YOU wanted her to. 😊
  ","
  Thank you!!! They're just mad bc i didn't answer how they want me to lol
  "
793957,"
   The amount of her rent isn't your business so stop feeling like you're entitled to the answer. Point blank. It's rude to ask about that shit, especially to strangers, anonymously or not.
  ","
  Thank you!!!!
  "
793958,"
   I hate myself
  ","
  Don't say that
  "
793959,"
   Sigh
  ","
  What's wrong
  "
793960,"
   How many times a day do you guys kiss?
  ","
  Idk lol I don't count
  "
793961,"
   How old are you?
  ","
  Stupid question 🙄
  "
793962,"
   Does your bf touch your butt?
  ","
  25/8
  "
793963,"
   Phone company
  ","
  Sprint
  "
793964,"
   Have you tried Google's ""Quick, Draw!"" yet? Basically you're given objects and you have to draw them fast, and based on pattern recognition, the AI tries to identify what it is! Many YouTubers have featured it :) Try it out and post your opinions and how well it did!
   
    https://quickdraw.withgoogle.com
   
","
  lol I tried it seems cool the game
  "
793965,"
   Omg
  ","
  Bored guys sigh
  "
793966,"
   How do I become famous on here?
  ","
  I barely get questions lol
  
  I'm not famous
  "
793967,"
   Why is your bf sleeping?
  ","
  Bc he's doing overnight later
  "
793968,"
   Don't be scared
  ","
  But I'm creeped out
  "
793969,"
   I'm lowkey watching you
  ","
  You're creepy now
  "
793970,"
   I know where you live
  ","
  I'm sure you do .
  "
793971,"
   You amaze me
  ","
  Do I?
  "
793972,"
   You like white guys?
  ","
  Wtf
  "
793973,"
   My mom doesn't love me
  ","
  I'm sorry
  "
793974,"
   You're gorgeous
  ","
  Thnxs
  "
793975,"
   22
  ","
  You can read . Congratulations
  "
793976,"
   Haha.
That 500$ is extra, all bills paid.
What would you spend it on.
  ","
  Bags, phone cases, boots, clothes, sun glasses , makeup, food, new bed set,
  "
793977,"
   Let's have some fun
  ","
  No
  "
793978,"
   If you had 500$ to spend on whatever you wanted, for yourself, what would you spend it on?
  ","
  That's rent money in some states LOL
  "
793979,"
   Can we follow your twitter?
  ","
  Sure ya can
  "
793980,"
   Baby mama
  ","
  💆🏻
  "
793981,"
   What bad language
  ","
  🙄🙄🙄
  "
793982,"
   Wow
  ","
  Questions guys!!!!!
  "
793983,"
   Lesbians are hot
  ","
  So is gay p*rn
  "
793984,"
   Hello 2017
  ","
  I wish it was March 2017
  "
793985,"
   Mood?
  ","
  Little annoyed
  "
