,Question,Answer
659772,"
   hello miss how are you *^* your pizza is here *^*
  ","
  PIZZA
  
  PIIIIIIIIZZZZAAAAAAAA
  
  PI
  
  PI
  
  PIIIZZAAAA
  "
659773,"
   Would you be interested in converting to Islam ?
  ","
  im gonna be honest with ya chappy, not i am not.
  "
659774,"

    @EauanMorris
   
","
  you are so handsome
  
  god damn
  
  you still my twin in my heart.
  "
659775,"
   smile thats a great present ?
  ","
  awwwwwwwwh?????????????????
  "
659776,"
   Get me a present on your journeys
  ","
  i never got you a present):
  "
659777,"
   You are missing me
  ","
  am i?
  "
659778,"
   i got called on for work. you seem way to distracted anyways ? 
have a chill day! eat something for me lol
  ","
  you havent talked to me ):
  "
659779,"

    http://m.imgur.com/QJOoLMb
   
   ?
  ","
  i feel like im missing something
  "
659780,"
   What is your favorite pass time
  ","
  i really like playing games ?
  
  im a nerd
  "
659781,"
   ? “Those who dream by day are cognizant of many things which escape those who dream only by night.”? OMG, I have nearly 100.000 likes! ? I can't beleive it! ? Thank you very much each and everyone of you guys! ? I love you all! ? If you are interested, you are always welcome to check my answers! ?
  ","
  i mean 100k likes for boom would be pretty cool too ??
  
  congratulations ?
  "
659782,"
   Made a pic of you eating salami yet?
  ","
  i really want a tattoo
  "
659783,"
   What are you goals in life
  ","
  pure bliss.
  "
659784,"
   You sah hot girl. #obsessed
  ","
  thank you, i think
  "
659785,"
   If you could trade lives with one person for an entire day who would it be and why? ?
  ","
  i always get this question, and i will always pick miley cyrus
  "
659786,"
   Which one is the best sex position. 65 or dogy style?
  ","
  can you inform me what 65 is?
  "
659787,"

    http://ask.fm/ass4lyfe/answers/139300519545And
   
   also don't rape women,men,transsexuals and animals.
  ","
  oh yeah that too
  "
659788,"
   Sasha Banks is a professional wrestler (Currently signed to WWE),she also happens to be a cousin of Snoop Dogg.
  ","
  see thank you, i did not know this
  "
659789,"
   I better have a choice. That's like... horribleeee
  ","
  how bad is it?
  "
659790,"
   ? ""For every beauty there is an eye somewhere to see it. For every truth there is an ear somewhere to hear it. For every love there is a heart somewhere to receive it."" ?
  ","
  and now i shall play my game ?
  "
659791,"
   What's your top 5 favorite Netflix shows
  ","
  parenthood
  
  walking dead
  
  nikita
  
  z nation
  
  trailer park boys
  "
659792,"
   Sasha Banks
  ","
  is who?
  "
659793,"
   favorite movie???
  ","
  how does someone have just one?
  "
659794,"
   Are you broken
  ","
  no.... i think im whole
  "
659795,"
   Do you like to fight
  ","
  im gonna be honest im getting distracted from snapchat lol
  "
659796,"
   What's your favorite genre of music
  ","
  anything
  
  but
  
  country
  "
659797,"
   Are you a queen
  ","
  i wish i was ?
  "
659798,"
   Are you ready
  ","
  foooor?
  "
659799,"
   Streaks are meant to be broken
  ","
  awh this breaks my heart
  "
659800,"
   what can you say about the '5k likes 5k shares 5k comments' on facebook trend today
  ","
  i know nothing and want to know nothing
  "
659801,"
   What do you find attractive in males and/or females? Feel free to list.
  ","
  fuck i need to play emoji blitz ?
  "
659802,"
   Have you ever loved someone and they didn't love you back
  ","
  i mean i thought this was the case but learned they love me too
  "
659803,"
   If this is cute. send to your friends
   
    http://www.dailymotion.com/video/x4vumwj_funny-video-share-with-your-friends_fun
   
","
  omg lol
  "
659804,"
   cuz they're close
  ","
  Okay
  "
659805,"
   It's ok sometimes I Forget that I was born in 97 and think I was born in 98
  ","
  uh Why
  "
659806,"
   June 6th 1996 R u antichristina
  ","
  ew 96 no
  
  95'
  
  im 21 bro
  "
659807,"
   isn't jealousy a personal issue.......
only the person with the jelousy can do anything about?????
  ","
  thats true, jealousy is pretty much controlled
  "
659808,"
   When is your birthday
  ","
  june 6th
  "
659809,"
   If you had to transform one country into a country of zombies, which one would it be? I would choose England :p
  ","
  north Korea would be better ?
  "
659810,"
   Losing someone you care about can change your life
  ","
  im enjoying lucky charms, dont ruin my happiness
  "
659811,"
   look at your messages. have a good day ?
  ","
  no dont leave me.
  "
659812,"
   @
  ","
  you are the YouTube link king
  
  and we akways have something fun or interesting to discuss.
  
  never boring ever.
  "
659813,"
   I love you so fucking much omg!!!
  ","
  i love you more!!!
  "
659814,"
   @
  ","
  youre my favorite person on here
  
  and probably will stay that way till i leave ask.
  
  when you left ask, it was so sad like ive never experience such a boring time.
  
  your page, your answers and even your questions are just the base of how extraordinary your mind is.
  
  you are so funny, and intelligent.
  
  i need more people like you in my world.
  "
659815,"
   Haha no... But yeah I did once complement you ? it's okay
  ","
  awh (: okay
  "
659816,"
   Savannah.. haha how many Jake's you flirt with. ms shady ?
  ","
  only one, and not even on here ?
  
  people just want to make me have crushes on people cause they bored.
  "
659817,"
   ignore anon they always do this to any girl who talks to me. jealous f#cks I swear
  ","
  they just jealous no boy is fucking them?
  "
659818,"
   @@@
  ","
  you have grown to be one of the most pleasant people to talk to on here!
  
  its nice to know all i always have you by my side.
  
  i love you super duper mucho and tou deserve all the happiness this world can deliver.
  "
659819,"
   I would definitely dance with you like that ? we can do it whilst going to buy a pug
  ","
  I WANT A PUG
  "
659820,"
   you crush on jakefuckboi
  ","
  i dont crush on fuckboys ?
  
  they are called fuck.boys.
  
  if you want to get real technical,
  
  ""you are what we call a practice girl""
  
  ???? but in this context, the guy is saying that.
  "
659821,"
   @
  ","
  aren't you the person who comes random and compliments me sometimes? if youre not im sorry. other than that, i dont actually really know you.
  "
659822,"
   It's okay if you don't want
  ","
  im sorry lovely
  "
659823,"
   @
  ","
  im not really sure if we've really talked in past, so i dont really know what to say lol
  "
659824,"
   Boom ? can i get your Facebook cute?
  ","
  i dont give out my fb unless i know you
  
  Snapchat is different tho
  "
