,Question,Answer
573948,"
   ☀ Acreditas em Deus?
  ","
  Tem dias.
  "
573949,"
   ☀ Encontraste apaixonado/a por alguém neste momento?
  ","
  Talvez sim.
  "
573950,"
   ☀ O que não pode faltar no frigorífico da tua casa?
  ","
  Comida e DOCEEESSSS.
  "
573951,"
   ☀ Se pudesses, terias coragem para entrar no Secret Story (BBB no brasil)
  ","
  Acho esses tipo de programas uma pouca vergonha, portanto.
  "
573952,"
   ☀ Que música não te sai da cabeça neste momento?
  ","
  De momento, nenhuma. :/
  "
573953,"
   ☀ O que odeias que te façam?
  ","
  Odeio ser uma segunda escolha.
  "
573954,"
   ☀ O que mais valorizas numa pessoa?
  ","
  Personalidade.
  "
573955,"
   ☀ Se pudesses mudar alguma coisa em ti, o que seria?
  ","
  Mudava nada, porque sou quem estava destinado a ser.
  "
573956,"
   ☀ O que mais gostas de fazer quando ficas por casa?
  ","
  Gosto de me desligar do Mundo a partir da música.
  "
573957,"
   ☀ Que idade tens?
  ","
  Tenho 17 anos.
  "
573958,"
   ☀ Amores acabei de publicar, se ainda não fizeram os 8 likes de hoje não se esqueçam está bem? Eu vou fazer mais umas perguntinhas :3
  ","
  Fiz 10 likes, podes conferir. :3
  "
573959,"

    http://ask.fm/anahlifegoeson/answer/114694262262
   
   :3
  ","
  :3 tut.
  "
573960,"
   ☀ És feliz ou sabes sorrir?
  ","
  Ambos os dois.
  "
573961,"
   ☀ Uma música
  ","
  Skrillex - First Of The Year
  "
573962,"
   Denunciem este rapaz
   
    @BrunoFerreira734
   
   Ele esta a enganar muitas pessoas porque diz que oferece presentes por 90 likes e depois da pessoa fazer ele não faz nada... Denunciem que ele so quer likes...
  ","
  Se sabem que ele não dá os presentes, porque continuam a dar os 90 likes? Gente Burra Pah! xD
  "
573963,"
   Segui, sdv ? * trocas 5 likes ? (:
  ","
  Obrigada e não.
  "
573964,"
   ☀ Se tivesses que pedir um desejo agora, qual seria?
  ","
  Estar com ele.
  "
573965,"
   ☀ Para ti o mais importante é ________ ?
  ","
  Ter saúde e ser feliz, o resto é apenas detalhes.
  "
573966,"
   Uma musica calma?
  ","
  Pérsia- Let Me Happy.
  "
573967,"
   • JOGO •  ✞ chris .• • Advinhem de que cor é a minha camisola
• Não há pistas.
• Se houver 3 primeiras pessoas a acertar na cor eu meto os prémios assim:
1° lugar 15 likes
2° lugar 10 likes
3° lugar 5 likes
  ","
  Lou. xd
  "
573968,"
   • JOGO • Advinhem de que cor dos meus ténis • Tem 2 cores. • Se houver 3 primeiras pessoas a acertar na cor eu meto os prémios assim: 1° lugar 15 likes 2° lugar 10 likes 3° lugar 5 likes
  ","
  n.
  "
573969,"
   Podes por like pff
   
    http://ask.fm/SandriinaDiass/answer/116076124627
   
   (desculpa se já tinha mandado) *-*  Obrigadaaa
  ","
  n.
  "
573970,"
   ☀ A rapariga já apagou a ask que tinha copiado e espero que não torne a acontecer, muito sinceramente. Com isto estou agora a seguir 177 pessoas, não se preocupem, vou continuar com o ask, desculpem lá s2
  ","
  Ao menos isso, vê se logo que não tinha imaginação suficiente para ter o seu próprio ask há sua maneira. -.-
  "
573971,"
   ☀ Uma música? || Ps: deixei de seguir quem em vez de denunciar ainda meteu like na limpa da que me copiou.
  ","
  5SOS- She Looks So Perfect
  "
573972,"
   ☀ O que não largarias por nada deste mundo?
  ","
  O meu Manel.
  "
573973,"
   ☀ Melhor amigo
  ","
  Lua. s2
  "
573974,"
   ☀ Melhor amiga
  ","
  Lua. s2
  "
573975,"

    https://www.facebook.com/photo.php?fbid=522441324550712&set=a.105211979606984.3966.100003545468852&type=1&theater
   
   like sff
  ","
  n.
  "
573976,"
   1 like aos 5 primeiros ?
  ","
  Ok.
  "
573977,"
   ☀ Quantas perguntas tens por responder?
  ","
  566.
  "
573978,"
   Geral: Olá! Preciso da tua ajuda... Podes clicar like?
   
    https://www.facebook.com/pages/Filipe-Boavida/1502082070007885?ref=hl
   
","
  n.
  "
573979,"
   ☀
   
    http://ask.fm/cenasdeadolescentees/answer/116111116435
   
   DENUNCIEM ESTE ASK PESSOAL! Copiaram-nos a limpa, nem mudaram nada e ainda tiveram a lata de mandar para mim para eu seguir, vejam onde este mundo chegou -.- || Espaço livre:
  ","
  Done it.
  "
573980,"
   ☀
   
    http://ask.fm/cenasdeadolescentees/answer/116111116435
   
   Para quem está a perguntar de quê que vão reportar, reportem como ""Spam ou fraude"" va la pessoal não vos custa nada. Eu tive muito trabalho em construir este ask sozinha pra andarem a copiar!!!?
  ","
  Feito, não mereces isso. -.-
  
  ~ Gente sem imaginação.
  "
573981,"
   ☀
   
    http://ask.fm/cenasdeadolescentees/answer/116111116435
   
   AVISO, QUEM NÃO DENUNCIOU FICOU FORA DA LIMPA!!
  ","
  Vou denunciar agora, oh god, fdm. -.-
  "
573982,"
   ❖ Espaço Livre ❖ -Luna
  ","
  ~ Alguém acordado ainda? :cc ~
  "
573983,"
   Gosta das estrelas? Eu gosto muito. É uma pena que onde eu moro não se vê quase nada no céu durante a noite. :< -Luna
  ","
  Amo, embora só as consiga ver bem no mato, junto da minha Lua.
  "
573984,"
   Com o que costumavam brincar quando eram crianças? -Luna
  ","
  Carrinhos, awm.
  "
573985,"
   Heyo! Gostava de saber mais sobre o meu pessoal da limpa. s2 Digam apenas 4 factos sobre voçês. #>v<# -Luna
  ","
  Hey. s2
  
  ~ Sou teimosa.
  
  ~ Criativa.
  
  ~ Tímida.
  
  ~ Compreensiva.
  "
573986,"
   preciso de um concelho.das me? :)
  ","
  Fala.
  "
573987,"
   ☀ Espaço livre
  ","
  • Conversem Comigo.
  
  • Dou conselhos.
  
  • Avalio Blog, Tumblr e Fotos.
  
  • Aceito Desafios.
  
  ~ Boas. Respondo a Tudo. ~
  
  ~ Faço Honest Day. ~
  
  ~~~HappyHour~~~
  "
573988,"
   ☀ Espaço livre [labios]
  ","
  • Conversem Comigo.
  
  • Dou conselhos.
  
  • Avalio Blog, Tumblr e Fotos.
  
  • Aceito Desafios.
  
  ~ Boas. Respondo a Tudo. ~
  
  ~ Faço Honest Day. ~
  
  ~~~HappyHour~~~
  "
573989,"
   ☀ Bem amores, por hoje é tudo, espero que tenham gostado. Relembro que têm que fazer 8 likes de hoje (se ainda não o fizeram) porque amanhã ou assim eu vou conferir quem tem feito e deixar de seguir quem não tem feito e se quiserem sair da limpa mandem ask a avisar isso :) || Usem como espaço livre:
  ","
  Fiz 10 likes, espero que sirva. (:
  
  ~ Boa noite babe. s2
  "
573990,"
   ☀ Inverno ou verão?
  ","
  Outono.
  "
573991,"
   ☀ O que achas das meninas de 12 que se vestem como mulheres? [tacão alto, leggins a realçar os 'lábios', grandes decotes, etc]
  ","
  Aconselho a fazerem uma pequena greve de 2 meses da Disney Channel.
  "
573992,"
   ☀ És fã de quem?
  ","
  Da Pérsia. Sem dúvidas nenhumas.
  "
573993,"
   ☀ Uma música que te faz lembrar alguém
  ","
  Existe uma música do Boss A.C. que me faz lembrar a minha lua, mas de momento não me lembro do nome da música. Que triste eu!
  "
573994,"
   ☀ Quantos seguidores tens aqui no Ask.fm?
  ","
  3363 seguidores.
  "
573995,"
   ☀ Tens seguidores no facebook? Se sim, quantos?
  ","
  603 seguidores.
  "
573996,"
   ☀ As pessoas costumam achar que tens que idade?
  ","
  15 anos, devido à minha altura.
  "
573997,"
   ☀ Um doce
  ","
  Chocolate. :$
  "
573998,"
   ☀ Já foste a algum concerto? Se sim, a qual?
  ","
  Bob Sinclair, Ovibeja. AHAHAH
  "
573999,"
   ☀ Costumas ouvir rádio?
  ","
  Quando estou no carro, sou eu quem o controla. Eheh
  "
574000,"
   ☀ O que está em prioridade na tua vida?
  ","
  A minha felicidade.
  "
574001,"
   ☀ Quem é a pessoa mais importante da tua vida?
  ","
  Eles sabem quem são.
  "
574002,"
   ☀ Uma música?
  ","
  Pérsia- Let me Happy
  "
574003,"
   ☀ Nasceste no hospital de onde?
  ","
  Beja.
  "
574004,"

    http://ask.fm/susanacarm0/answer/115840079798
   
   ajudas sff ?
  ","
  Não.
  "
