,Question,Answer
745596,"
   Happy birthday!!! 😍🔥❤️😘
  ","
  Thank you love
  "
745597,"
   Happy Birthday To Youuuu 🎂 🎉 🎈 🎊❤️
  ","
  Thank you
  "
745598,"
   Nice! Oh! And HAPPY BIRTHDAY! 🤘😁

May all your wishes come true today on your birthday!
  ","
  Thank you
  "
745599,"
   Happy 15th Birthday Gabrielle
  ","
  Uh thanks?
  "
745600,"
   Kk 🤷‍♀️
  ","
  K
  "
745601,"
   Happy birthday
  ","
  Thanks
  "
745602,"
   Is there anyone who you jealous of?
  ","
  Uh no
  "
745603,"
   Your so very welcome beautiful I hope that you have a good birthday 🎂
  ","
  Thanks
  "
745604,"
   Name 5 things that are currently in your line of sight?
  ","
  Stop sign
  
  Cars
  
  Street light
  
  Houses
  
  Headlights
  "
745605,"
   Happy birthday 🎂 beautiful
  ","
  Thank you
  "
745606,"
   What is your favourite meal
  ","
  I don’t have one
  "
745607,"
   Does your family not like your bf, fiance or husband whatever you have
  ","
  They like him
  "
745608,"
   you ok
  ","
  Why wouldn’t I be?
  "
745609,"
   Favourite people you follow?
  ","
  Myself
  "
745610,"
   hi
  ","
  Bye
  "
745611,"
   Last time you had sex
  ","
  I’m on my period
  "
745612,"
   Follow for follow?
  ","
  Probably not
  "
745613,"
   do you believe in horoscopes?
  ","
  To a certain extend
  "
745614,"
   I have no woman because of tooth gap. 🎱
  ","
  This has nothing to do with this thread
  "
745615,"
   ❤️🤩
  ","
  ❤️❤️🥰
  "
745616,"
   IT'S ALMOST YOUR BIRTHDAY!!!!!! Any plaaaans?! 😊👏👏🎂
  ","
  In 6 more hrs 😁.
  
  I’m thinking of going to the city Saturday with my bff and man. Since my man works on Friday’s and it’s mandatory
  "
745617,"
   Do you like your job
  ","
  I don’t
  "
745618,"
   What is the most painful experience you had?
  ","
  Having a c section
  "
745619,"
   Do you like Spanish/Mexican food?
  ","
  I do indeed .
  
  I had some from the deli earlier this week .
  "
745620,"
   How many push ups could you do in a minute
  ","
  Zero
  "
745621,"
   What makes you feel special ?
  ","
  Mhm ....
  "
745622,"
   What's the most valuable thing you've held in your hands?
  ","
  My kids
  "
