,Question,Answer
820692,"
   hi
  ","
  hello
  "
820693,"
   to that anon
  ","
  the answer got deleted lmao 
  "
820694,"
   You have a face like a flower girl! A Cauliflower that is!
  ","
  haha I'm about to go cry 
  "
820695,"
   Youre such an angle and i love u. you're beautiful
  ","
  aww why thank you
  "
820696,"
   I'm talking about yo anorexic arms ho, Spanish my ass.
  ","
  lmao don't hate off my sexy ass body
  
  you probably some fat bitch
  "
820697,"
   Its appropriate, but you have lost some weight? You looking Ethiopian or Somalian is what I'm trying to say
  ","
  lmao I don't even look like any of that I look more Spanish you must be dumb Lmao
  "
820698,"

    http://ask.fm/babybean823/answer/125362790235
   
   more inappropriate behavior by adults.
  ","
  I guess this inappropriate to ?
  "
820699,"
   Have you ever embarrassed yourself in front of a lot of people? When?
  ","
  yeah and the other day
  "
820700,"
   Have you ever injured someone bad enough for them to need medical attention?
  ","
  nope
  "
820701,"
   If you getting married where are you gonna get married at
  ","
  we haven't decided yet maybe
  
  in a town hall
  "
820702,"
   you so drugs
  ","
  Maybe maybe maybe not
  "
820703,"
   Is it bad that I have the same thing for breakfast every day? I always have peanut butter and apple on a bagel or english muffin everyday.
  ","
  no that's what you like
  "
820704,"
   why do you show off your wrist tattoo in your pictures?
  ","
  because it's my tattoo ?
  "
820705,"
   Do you like the song uptown funk?
  ","
  yeah kinda
  "
820706,"
   What is your opinion on maci, Farrah, Amber and catelynn ?
  ","
  I love Maci
  
  Farrah is a dumb bitch
  
  Amber is trying to get her life together
  
  and Catelynn is cute
  "
820707,"
   Have you ever stayed home all day?
  ","
  yeah lmao but I'm out and about
  "
820708,"
   Do you have a Facebook?
  ","
  yes I do
  "
820709,"
   What do you spend the most money on?
  ","
  my son and man
  "
820710,"
   Do you watch teen mom?
  ","
  yeah I do but I missed it yesterday I was at a casino
  "
820711,"
   blow up my inbox guys
  ","
  ask me shit
  "
820712,"
   what you doing
  ","
  waiting for my day 1 niggas
  "
820713,"
   do you think the statistics on children born to teen parents are true?
  ","
  it went down
  "
820714,"
   Do you have spring break this week?
  ","
  I'm not in school I been graduated
  "
820715,"
   Do you believe in gay marriage?
  ","
  yea 100%
  "
820716,"
   What do you think are the pros and cons of internet censorship?
  ","
  I don't care
  "
820717,"
   Would you label yourself a pushover? Why or why not?
  ","
  nope because I don't let people walk all over me
  "
820718,"
   What are 5 diaper bag essentials?
  ","
  diapers
  
  wipes
  
  extra clothes
  
  food or formula
  
  toys
  "
820719,"
   Do you care about popularity?
  ","
  nope
  "
820720,"
   What are your thoughts on flag desecration?
  ","
  stupid
  "
820721,"
   Have fun!!
  ","
  thanks
  "
820722,"
   What do you think of the Kardashians?
  ","
  at the casino yeah
  "
820723,"
   Since it's been a very long time since I've done an actual video response, I will tonight since I am bored all by myself with nothing to do. Along with suggestions for the spam topics, inbox me questions that you would like for me to answer in a VR. Please include 'VR' at the end of your question.
  ","
  ^^^^
  "
820724,"
   Thinking about doing a butt load of spam for you guys tonight since it'll be my last night having access to a computer. Think about what you really want to be asked and inbox me suggestion topics. Thank you :) ❤️
  ","
  (:
  "
820725,"
   Gonna do a HonestyNight! Feel free to ask me some questions, and I'll probably ask you guys some soon.
  ","
  ^^^^
  "
820726,"
   What kind of family vacations are the most fun?
  ","
  mhm idk yet
  "
820727,"
   Rates
  ","
  on ?
  "
820728,"
   What completely hilarious absurdity makes you genuinely laugh?
  ","
  stupidity
  "
820729,"
   Pap of an unseen picture of joe?
  ","
  no
  "
820730,"
   What does joe like to watch on tv?
  ","
  idk tv
  "
820731,"
   Made a short quiz for the hell of it. 10 questions. Tell me how much you got right in the answers. Hopefully the link works.. Have fun lol.
   
    http://www.quizyourfriends.com/take-quiz1.php?id=1503282023055828&
   
","
  I'm so fucked up
  "
820732,"
   This might be an awkward question. Sorry. But any advice? I am honestly scared to have sex bc I'm so insecure. Like my ""below"" is kinda hairy and I have stretch marks every where. And when it goes to that point j don't think I wanna be 100% nude. And I don't want him to thing ""gross"" bc it's hairy.
  ","
  some guys just don't care you just have to tell them before you have sex you know
  "
