,Question,Answer
868968,"
   If money was no object, what would your wardrobe be like?
  ","
  I would actually have more dresses. Like more sophisticated ones.
  "
868969,"
   Describe your perfect Friday night.
  ","
  In bed. My boyfriend beside me. Big boxes of pizza, takeout, or taco bell. In pajamas. playing video games.
  "
868970,"
   A person crying out there in rain,nobody can see! Does it rain or person himself hiding those tears???🙂
  ","
  I cried last night and it was raining outside. The shower hid mine so idk
  "
868971,"
   Is there anything most people find scary / disgusting that you enjoy? Why do you like said thing? 🤔🤣
  ","
  Tbh dried seaweed or octopus. I love both. I can go through a 24 pack of the dried seaweed packages within an hour. To me it is so good. As for octopus i mean idk to me the texture and taste is pleasing
  "
868972,"
   Bored
Cant sleep 
Need friends
😢
  ","
  Friends will just hurt you
  "
868973,"
   What are your 5 most favorite things overall? 🤔😁
  ","
  Food
  
  Dogs
  
  My boyfriend
  
  Bed
  
  Games
  "
868974,"
   If you had a boat, what would you call it?
  ","
  St. Boaterson
  "
868975,"
   If you are a Queen I will bow down to you
  ","
  Oh okay. You don't have to but thanks
  "
868976,"
   Do you like your name or would you rather a different one?
  ","
  Mine is okay
  "
868977,"
   When's the last time you've been to a hospital? As a patient vs. as a visitor?
  ","
  Visitor...3 years ago
  "
868978,"
   What song makes you the happiest? ☺️
  ","
  oh Grave Mistake
  "
868979,"
   Who's your favorite Marvel hero? What about them do you like? 🦸‍♂️👊💥
  ","
  Marvel....avengers...thor because daddy
  "
868980,"
   Was your childhood fun?
  ","
  No
  "
868981,"
   Thanks for all the coins.  Appreciate it.  :)
  ","
  No problem! I love doggos. They are the best and deserve all of them ^^
  "
868982,"
   What’s the scariest thing you’ve ever done, and why did you do it?
  ","
  Went through a haunted house. I cried in my first haunted attraction. But me and my friend wanted to go and have fun so we did. I screamed so much I was hoarse. But we had so much fun
  "
868983,"
   plz reply
  ","
  I did
  "
868984,"
   Which do you like better, sunrise or sunse?
  ","
  Sunset
  "
