,Question,Answer
1045973,"
   Thougts  on men who treat women like objects
  ","
  they don't deserve anything
  
  I have no respect for them if they treat you like objects
  "
1045974,"

    @ascatalina
   
   AtE My CaT 🐱 with whiskers
  ","
  Thunder feel the thunder
  "
1045975,"
   Pap wearing Nike pros
  ","
  lmao no
  "
1045976,"
   You look native american
  ","
  lmao I'm not
  "
1045977,"
   Awww thank you 👌
  ","
  No problem ☺️
  "
1045978,"
   I want people to compliment me 🙈
  ","
  awhhhhh ahah
  
  well you're very funny and awesome
  "
1045979,"
   Why ant I have cute people on my ask ? 😭 I just get a ton of likes on my photos 😂
  ","
  what are you talking about?😂😂
  "
1045980,"
   How exactly do you make an account on ask ?
  ","
  are you kidding me rn
  "
1045981,"
   Are you a guy
  ","
  are you just plain stupid?
  "
1045982,"
   You're insanely gorgeous
  ","
  awh thank you
  "
1045983,"
   You're a good looking young lady
  ","
  why thank you anon
  "
1045984,"
   please be kind
  ","
  I'm very kind though
  "
1045985,"
   If you had a boat, what would you name it?
  ","
  why am I awake it's only 4:34 am
  "
1045986,"
   What vegetable do you hate?
  ","
  you
  "
1045987,"
   Do you like heavily colored eyebrows?
  ","
  oh god
  "
1045988,"
   What is the best way to fix a broken heart?
  ","
  the fact that you can't
  "
1045989,"
   HI i am james jons
  ","
  LMAO random
  "
1045990,"
   Whats your favorite sportswear brand?
  ","
  Probably Nike and Adidas
  "
1045991,"
   purelyhated is mine x
  ","
  I'll add you laterrrrrr
  "
1045992,"
   How frequently do you talk to distant friends?
  ","
  a lot
  "
1045993,"
   If you could have any wild animal as a pet what would it be?
  ","
  my favorite animal which is a bearrrrrrr
  "
1045994,"
   What question do you ask yourself a lot?
  ","
  why am k still on this app
  "
1045995,"
   When do you feel the most comfortable?
  ","
  In bed tbh
  "
1045996,"
   Where the happiness can be found?
  ","
  with the love of my life😍❤️
  "
1045997,"
   How many hours a day do you spend watching TV?
  ","
  let's see how about 0
  "
1045998,"
   What is something you want right now?
  ","
  my boo❤️
  "
1045999,"
   Take a picture of your home library.
  ","
  too lazyyyyy
  "
1046000,"
   If you could change your name to anything, what would it be?
  ","
  couldn't be more bored
  "
1046001,"
   What is your favorite hobby?
  ","
  sleeping
  "
1046002,"
   i'm gud too and yes trueee but the only thing i rly use is ig and sc now
  ","
  add me on sc omg
  "
1046003,"
   how're uuu
  ","
  good good we gotta talk more tbh
  
  how are youuuu?
  "
1046004,"
   hiiii
  ","
  HIIIII MACYYY the gorgeous
  "
1046005,"
   Followed you ✌ back maybe? 🙄
Dont post
  ","
  Is anyone awake
  "
1046006,"
   When you imagine yourself as really, really relaxed and happy, what are you doing?
  ","
  if you know me you would know what I would answer this with
  "
1046007,"
   Where do you get style inspiration from?
  ","
  honestly I'm my own style
  "
1046008,"
   What's your favorite things to do in the summer?
  ","
  sleep just sleep
  "
1046009,"
   Do you believe in horoscopes?
  ","
  I actually do
  "
1046010,"
   Listen to it. Fuck.
  ","
  Someone talk
  "
1046011,"
   Hello LP Lady
  ","
  Helloooo
  "
1046012,"
   What's wrong with it
  ","
  listen to it**
  "
1046013,"
   PUT ME*
  ","
  I figured
  "
1046014,"
   Listen it. Fuck.
  ","
  your grammar lol
  "
1046015,"
   Did you heard Sweet Child O'Mine?
  ","
  Nopeeee
  "
1046016,"
   PUT MY OUT OF MYY FU-CKING MISSERRYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY
  ","
  that put is awesome lmao
  "
1046017,"
   He's like so werever, you can do so much better. I think we should get together now.
  ","
  excuse me
  "
1046018,"
   Yo nicolas whats your snap
  ","
  nope that's not my name
  "
1046019,"
   I'm concerned, this child is being neglected on so many levels. ._.
  ","
  she/he is most likely
  "
1046020,"
   Okay, just change ""fuck"" for ""kiss"" if you want
  ","
  or nahhh
  "
1046021,"
   Shave trim or natural
  ","
  seriously
  "
1046022,"
   Nikki, Tabitha supports Trump, I checked out her Twitter. She also hates Jews. This girl is fvcking nuts.
  ","
  yup she clearly has issues
  "
1046023,"
   Color underwear
  ","
  nah
  "
1046024,"
   Answer according to the game
  ","
  excuse you
  "
1046025,"
   Nikki - Logic listen to that song
  ","
  I've heard it
  "
1046026,"
   Correction 10 year old
  ","
  trueeeeee
  "
1046027,"
   Chester Bennington, Justin Bieber & Chris Martin.

Who you fuck, kill and marry?

You can't say "" I'll fuck'em all"" or something like that.
  ","
  CHRISSSS
  "
1046028,"
   His wikipedia even says it wtf are you are supposedly a g eazy fan die
  ","
  I ammmmm thank you
  "
1046029,"
   G eazy isn't from urkraine?
   
    https://www.theodysseyonline.com/before-they-were-famous-geazy
   
","
  whoops losing followers
  "
1046030,"
   I'm breaking the habit
  ","
  tonight
  "
1046031,"
   What's your favourite movie
  ","
  the conjuring 1 &2
  
  love actually
  
  the great gatsby
  "
1046032,"
   G eazy is from Urakine I'm half ukrainian so I fuck with him
  ","
  are you kidding me rn
  
  G-Eazy is from Oakland, California
  "
1046033,"
   Oskuld means virgin in swedish
  ","
  I'm not Swedish
  "
1046034,"
   Hey nicko ever tasted sperm
  ","
  excuse you
  "
1046035,"
   Nick Huff and Logic
  ","
  Gerald
  "
1046036,"
   My sisters name is Nicole I call her Nikki too lol
  ","
  that's a common name what can i say
  "
1046037,"
   Oskuld?
  ","
  what
  "
1046038,"
   Speaking of Logic his first album he said Nikki all the time loln
  ","
  I know lmao
  "
1046039,"
   Nikki is very attractive, and clearly not a 12-year-old wannabe.
  ","
  THANK YOU ❤️
  "
1046040,"
   I heard logic and g eazy are making a song together lit
  ","
  OHHH YAS they're
  "
1046041,"
   Hybrid theory is linkin parks best album
  ","
  I love one more night
  "
1046042,"
   I know it's hard to keep an open heart when even friends seem out to harm you, but if you could heal a broken heart, wouldn't time be out to charm you
  ","
  no one can fix what's broken
  "
1046043,"

    https://ask.fm/johenayalaa/answers/140088219905
   
","
  YESSS GERALD
  "
1046044,"
   Just wanna lyk that i think you're cool af 😩
  ","
  thank you v muchhh☺️
  
  you're cool as well
  "
1046045,"
   Gorgeous
  ","
  thank youuuu
  "
1046046,"
   SHE SAID SHE CANT FEEL HER FACE RIGHT NOW I CANT FEEL MY HEART FOR YOUR FEELINGS THERES NO PLACE BUT YOU KNOW THAT FROM THE START YOU AND I WERE MADE OF GLASS WE'D NEVER LAST
  ","
  Ohhhh that's a hit
  "
1046047,"
   Please kick me in the nuts hot yet dumb redhead xo
  ","
  did you just call me dumb
  
  excuse you
  "
1046048,"
   So you are livin' the dream of Californication.
  ","
  Nahhhhh
  "
1046049,"
   I want to have sex with a girl to the song tumblr girls
  ","
  omg lol
  "
1046050,"
   La la big city of dreams but everything ain't really what it seems
  ","
  nah it's not tbh
  "
1046051,"
   Are u from la
  ","
  yessss
  "
1046052,"
   New york > california
  ","
  I love New York
  "
1046053,"
   Logic is the GOAT 🐑
  ","
  G-eazy is king
  "
1046054,"
   If you're from California then you must know blink-182, do you like them?
  ","
  I haven't listened to them
  "
1046055,"
   I will name my son Gerald
  ","
  that's honestly goals
  "
1046056,"
   Logic > G hoe
  ","
  excuse you
  
  G-eazy>>> life
  "
1046057,"
   California gurl
  ","
  dasssss me
  "
1046058,"
   DOWNTOWN LOVE DONT WANT NONE OF YOUR DOWNTOWN LOVE
  ","
  that song is my jam
  "
1046059,"
   Where are you from?
  ","
  I'm from California
  "
1046060,"
   I like your best friend, how can I date her?
  ","
  Whoo?
  "
1046061,"
   U look indian are you from india
  ","
  Lmao no I'm not
  "
1046062,"
   I literally just said these things happen was a good album but all his other songs are bad
  ","
  no they aren't.
  
  his music is life
  
  everything he does is just amazing
  "
1046063,"
   Guns N' Roses > any other fucking person or thing in the universe.
  ","
  nahhhh disagree
  "
1046064,"
   My farts > g eazy
  ","
  that's it
  
  man
  "
1046065,"
   Eminem > everybody in rap
  ","
  g-eazy>>> rap god
  "
1046066,"
   I like his music but most of his songs suck but his album these things happen was probably his best album almost all the songs on that album were good
  ","
  did you just say most of his songs suck?
  
  excuse you
  
  no they don't
  "
1046067,"
   You know eminem?
  ","
  yes I do
  "
1046068,"
   Do you know Guns N' Roses?
  ","
  yes I've heard of them
  "
1046069,"
   I wish g eazy made music like on his album these things happen
  ","
  excuse me
  
  he will always be amazing
  "
1046070,"
   Obviously never heard the song professional rappper by lil dicky
   
    https://ask.fm/NicoleBuckleyyx/answers/143856035940
   
","
  whooooo
  "
1046071,"
   Nikki....
  ","
  how may I help you?
  "
1046072,"
   Have you ever heard of AC/DC? I won't believe you if you tell me you don't. Is in the Iron Man movies soundtrack.
  ","
  yes I know them
  "
1046073,"
   Do you know who Freddy Mercury is?
  ","
  Freddy Kruger yes I do
  "
1046074,"
   Shit, do you live under a rock or something?
  ","
  yes I live under a rock
  "
1046075,"
   I'm sure you have heard the song ""Wonderwall""... Well, that's from Oasis.
  ","
  no I haven't
  "
1046076,"
   Who's Tabitha? xD
  ","

   @gir1ygir1swag
  
  a little 11 year old hat on on people because she has nothing better to do with her life.
  "
1046077,"
   Omg you don't know Oasis
  ","
  nope¿
  "
1046078,"
   What shoes did you wear today?
  ","
  Tabitha you're like 12 go away and find something. Better to do instead of hating on people just because you're jealous of them
  "
1046079,"
   Do you like Oasis?
  ","
  what's that
  "
1046080,"
   whyyyy you're very welcome
  ","
  yessss why you're kind
  "
1046081,"
   rate; 8/10 cuz u super nice
  ","
  why thank youuuuu
  "
1046082,"
   Google it. He is hotter than any of those you mentioned.
  ","
  wrong wrong and wrong
  "
1046083,"
   it's cuz i just reactivated my acc 😂😂 i had it deactivated for like a year maybe two now 😂
  ","
  that makes sense 😂
  "
1046084,"
   Fuckkk. That's why the world is a mess nowadays. People need more Axl Rose in their lives.
  ","
  more like Adam Levine and G-Eazy and Chris Martin
  "
1046085,"
   tbh; i literally just followed you so i don't know you well enough to judge your personality but like you're really pretty and you look like someone who's a sweet heart :)
  ","
  oh gosh thank you girly!💕
  
  I just followed you too
  
  pop up
  "
1046086,"
   Wtf you don't know the one and only Axl fn' Rose!?
  ","
  nopeeee
  "
1046087,"
   ohh okok i feel that
  ","
  I've never seen you on here
  
  hello
  "
1046088,"
   Hey Rasta Wah gwan wid di ting deh 😂
  ","
  wasdadealwithkramer
  "
1046089,"
   you dunno who snoop dogg is?? shittt
  ","
  no no I know who he is but I don't like him lol
  "
1046090,"
   Axl Rose, Justin Bieber & Snoop Dogg

Who you kill, fuck and marry?
  ","
  I only know Jb😂
  "
1046091,"
   We were ment to be, supposed to be but we lost it
  ","
  excuse me?
  "
1046092,"
   Look at the hate we're breathing, look at the blood we're spelling, look at the world we're killing... They way we've always done before.

Look in the doubt we've wallowed, look at the leaders we've followed... The way we've always done before.
  ","
  woahhhhhhh that's deep
  "
1046093,"
   I'm going to call u gilbert
  ","
  that's so random
  
  but okay I guess ¿
  "
1046094,"
   Donald Trump, Adolf Hitler and Enrique Pena Nieto.

Who you kill, fuck and marry?
  ","
  I kill them all
  "
1046095,"
   What came first in orange , the color or fruit.....
  ","
  lol I'm 💀
  
  the color
  "
1046096,"
   What is the root of all evil?
  ","
  UGH
  "
1046097,"
   Do you like modern art?
  ","
  okay okay
  "
1046098,"
   What business or company do you wish you owned?
  ","
  Woah now
  "
1046099,"
   Are you afraid of people?
  ","
  I don't wanna live foreverrrrrrr
  
  cuz I know I'll be living in pain
  "
1046100,"

    https://ask.fm/ascatalina/answer/141717737442
   
","
  what is all this drama
  "
1046101,"
   Okay, I hope so.
  ","
  yeah yeah
  "
1046102,"
   Listen to it. Please. You'll make you a favour.
  ","
  okay relax I will do that later
  "
1046103,"
   I don't fucking know why. Is one of the best fucking songs ever fucking made in the fucking history of fucking humanity.
  ","
  Okay okay calm down
  "
