,Question,Answer
155556,"
   Favorite band?
  ","
  The pixies
  "
155557,"
   What’s your motto?
  ","
  Just survive
  "
155558,"
   What question do you often ask yourself?
  ","
  What was I doing again
  "
155559,"
   Do you like Rick and Morty ?
  ","
  No and I loathe Rick and Morty fans
  "
155560,"
   Me and my ex girlfriend started dating again for 5 months, I only started dating her too test things out and see if it’s worth being in a relationship again. However, I have made the decision that I don’t want to be with her anymore in a relationship but as friends though. How can I tell her this ?
  ","
  Clearly and honestly?
  "
155561,"
   what’s a topic ur parents have a much more old fashioned view of than you?
  ","
  Racism
  "
155562,"
   How much time do you spend on your telephone daily?
  ","
  Lately a lot but normally hardly at all
  "
155563,"
   What is your favorite board game?
  ","
  Mancala
  "
155564,"
   Who would you like to be?
  ","
  I'm pleased with myself
  "
155565,"
   do u think ur pets ever feel embarrassed?
  ","
  My cats definitely do when they do something dumb like trip over something
  "
155566,"
   What do you find most attractive in a person?
  ","
  Physically a good nose
  "
155567,"
   It’s just a question. Chill the fuck out
  ","
  It's rude and fuck off
  "
155568,"
   Are you close with your family?
  ","
  Some of them
  "
155569,"
   Would you live with a nasty, smelly room mate if they paid over half of all your bills?
  ","
  Maybe
  "
155570,"
   Apple or orange
  ","
  Both
  "
155571,"
   What's the last restaurant you went to?
  ","
  Orapax, a Greek place
  "
155572,"
   Write down something that inspired you today
  ","
  Saw a woman with a head to toe mustard yellow floral outfit and it made me want to paint with yellow
  "
155573,"
   How frequently do you talk to distant friends?
  ","
  Depends on the friend. Some people are chattier than others
  "
155574,"
   What has been the scariest experience in your life?
  ","
  Don't ask people with PTSD this shot holy fuck
  "
155575,"
   Celebrity you detest the most?
  ","
  Trump
  "
155576,"
   What unsolved mystery fascinates you the most?
  ","
  Sasquatch
  "
155577,"
   I recently learned that Ireland now has more cigarette quitters than cigarette smokers. What's something about your country you recently learned?
  ","
  I haven't learned anything recently except the east coast has way too fucking many shootings
  "
155578,"
   What's your favorite movie scene?
  ","
  When Maude and Harold steal a tree to liberate it in Harold and Maude
  "
155579,"
   What was the longest conversation you have had with someone recently? What was it about?
  ","
  I feel like I've done nothing but listen to people talk all week but i don't remember the longest conversation
  "
155580,"
   Who is the most underrated ASKfm user?
  ","
  Me
  "
155581,"
   thats not a musical instrument
  ","
  Just want you to know this is the stupidest thing anyone has ever sent me here
  "
155582,"
   Funniest ""Laugh Out Loud"" moment you've encountered today?
  ","
  I haven't had one it's been a long day
  "
155583,"
   If you owned a luxury yacht, what would you name it?
  ","
  Melusina
  "
155584,"
   She would say ""thanks im good"" and lay a bunch more.
  ","
  Probably
  "
