,Question,Answer
579312,"
   bom dia
   
    http://ask.fm/D1GS/answer/108354049667
   
   :(
  ","
  AHAHAHAHAHAHAHAHAHAHAHAHAHAH, AI O QUE EU RI, AHAHAHAHAHAHAHAH... x""DD
  "
579313,"
   uma musica ? (:
  ","

   http://www.youtube.com/watch?v=buX2fxYuWsY
  






















"
579314,"
   Seguindo lindaa, Hey Tem Como Tu Curtir & Comentar Essa Foto Pra Mim
   
    https://www.facebook.com/photo.php?fbid=426837067461365&set=pb.100004052255472.-2207520000.1397685563.&type=3&theater
   
   É Para Um Concurso Que Tá Rolando, Pf Da Essa Ajudinha , Não Demora Nadinha Prometo *-* Agradeço Desde Já >.<
  ","
  ahm.
  "
579315,"

    https://www.facebook.com/Inv1ctusF1Team/photos/a.446345795458922.1073741833.427235197369982/624301787663321/?type=1&theater
   
   Like no Zé Miguel e na pagina PF <3 ele quer tanto ganhar :c
  ","
  hm, sei.
  "
579316,"
   Ele precisa mesmo de chegar aos 500 likes, ajudas-lhe?
   
    https://www.facebook.com/photo.php?fbid=780998011913208&set=a.186645974681751.46979.100000090490921&type=1&theater
   
","
  own, não sei.
  "
579317,"
   Segui
  ","
  Obrigada. ^.^
  "
579318,"
   * 0-10= 6 :3
  ","
  Obrigada. ^^
  "
579319,"
   A:7.5, talvez :)
  ","
  Obrigada. ^^
  "
579320,"
   uma foto tua de bikini
  ","
  ahahahahahahahah, ri. ^^
  "
579321,"
   e: lindaaa :33 0-9 :) e gostava de conhecer :33
  ","
  Obrigada e podes. ^^
  "
579322,"
   Seguindo, sdv? (=
  ","
  Obrigada. ^^
  "
579323,"
   segui.(:
  ","
  Obrigada. :3
  "
579324,"

    http://ask.fm/adolescentesbonitosask/answer/110612047445
   
   habilita-te a ganhar *-*
  ","
  ok. :J
  "
579325,"
   3 ask's aos 3 primeiros ?
  ","
  ok.
  "
579326,"
   podes por like, pf ?? hj eu amanhã tu !! obrigadaa :)) -->
   
    http://ask.fm/MargaridaSouto2000/answer/111645918487
   
","
  hm.
  "
579327,"
   queres? xd
  ","
  Tranquilo.
  "
579328,"

    https://scontent-a-lhr.xx.fbcdn.net/hphotos-frc3/t31.0-8/p417x417/1780105_425012270934622_693872885_o.jpg
   
   ;
   
    https://scontent-a-lhr.xx.fbcdn.net/hphotos-prn1/t1.0-9/1920327_423022374466945_1143933566_n.jpg
   
   0-10?
  ","
  8,2. :)
  
  ~MANDEM MAIS~
  "
579329,"

    https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-prn2/t1.0-9/1538775_542443732542147_7645385910917236282_n.jpg
   
   //
   
    https://scontent-a-lhr.xx.fbcdn.net/hphotos-ash3/t1.0-9/10152029_542443715875482_1141743937968227962_n.jpg
   
   0-10?
  ","
  tão fofa. o.o 9
  
  ~MANDEM MAIS~
  "
579330,"
   8,5 e gostava de conhecer
  ","
  Obrigada, conhece. *-*
  "
579331,"
   Gira e conhecia :)
  ","
  Obrigada, conhece. *-*
  "
579332,"
   tenho 18 ahahah
  ","
  Então muda Ritinha, ahahah!
  "
579333,"
   dameeee
  ","
  Aos 18 podes mudar de nome. o:
  "
579334,"
   segues os 3 primeiros no fb e poes like na foto de perfil?
  ","
  quero conhecer gente nova, falem comigo. *-*
  "
579335,"
   trocas ask's ? (:
  ","
  se me fizeres 5 asks, dou-te 5 likes. (:
  
  se sim, começa e depois avisa.
  "
579336,"
   rita :ccc
  ","
  Ai, podes ficar com ele à vontade princesa! *-*
  "
579337,"
   e: lindaaa :333 conheçia :DD
  ","
  Obrigada, conhece. *-*
  "
579338,"
   - fofa es tu, amava ter o teu nome poshaaa :c
  ","
  Isa ou Rita? :o
  "
579339,"
   e: linda e amo o teu nome :$
  ","
  ahahah, que fofa meu deus... obrigada princesa. *-*
  "
579340,"
   qualidade?
  ","
  Ajudar quem precisa.
  "
579341,"
   Bom dia :3
  ","
  Bom dia. *W*
  "
