,Question,Answer
1056699,"
   Are you depressed
  ","
  yeah man that's why I'm always smiling :(:
  "
1056700,"
   I'm sorry I thought you were some freak x
  ","
  oh gosh no
  
  ily❤️
  "
1056701,"
   you're a cutie lmao x
  ","
  girl smh
  
  I'm ur biggest fan
  
  and you ask do I know you?¿
  
  I cri :((
  "
1056702,"
   Black or white guys ?
  ","
  Tobiiiiii though. (;
  "
1056703,"

    https://www.youtube.com/watch?v=o1n0l4ijbEA
   
   <3
  ","
  BLAH this app is plain
  "
1056704,"
   What haha
  ","
  KAIII CAN I have your face?😍😩
  "
1056705,"
   I was down the gym with my friend and we made a bet, he said loser has to suck the others 🍆 I assumed that he was joking so I agreed I lost and now he says that I have to do it as a bets a bet :/ is he right!?
  ","
  refuse and walk away :))
  "
1056706,"
   But you're a little bi just like that other girl so your name should be Nicki
  ","
  I'm a little girl?😂😂
  "
1056707,"
   where in NY ?
  ","
  Dude
  "
1056708,"
   A nerd
  ","
  Nah
  "
1056709,"
   See you later(never again)
  ","
  Ffs
  "
1056710,"
   are you really in bay area ?
  ","
  No I'm in New York
  "
1056711,"
   That's what she was saying
  ","
  okay dude
  "
1056712,"
   Look up Nicki on urban dictionary
  ","
  it's Nikki *
  "
1056713,"
   You're not?
  ","
  I'm not wha
  "
1056714,"

    @thats_nikki
   
   stole your name
  ","
  lol
  "
1056715,"
   Are you a nerd?
  ","
  I'm a nerd?
  "
1056716,"
   Check Snapchat lol
  ","
  well I don't what your username is so
  "
1056717,"
   ok
  ","
  it's ""okay""
  "
1056718,"
   answer me right now ?
  ","
  right now right now
  "
1056719,"
   Check snap
  ","
  nope
  "
1056720,"
   whats your insta and tw ?
  ","
  why
  "
1056721,"
   same which apps do you have and i follow you
  ","
  I have many apps
  "
1056722,"
   Nice! How often?
  ","
  how often what
  "
1056723,"
   Are you close to Los Angles? I live there!
  ","
  Yes sir!
  "
1056724,"
   so how was your day ?
  ","
  I'm bored
  "
1056725,"
   it mean no okay its fine  i understand your feeling  dont worry i just  get to know you okay i dont know you but i need to get to  know you   sorry for bad english  i am from pakistan  and i am an pakistani boy i speak very bad in english
  ","
  lmao
  "
1056726,"
   What's up
  ","
  I'm so bored
  
  I can't
  "
1056727,"
   so do you wanna answer  me for this question  ?
  ","
  Anon
  "
1056728,"
   you need to click on that website
  ","
  I don't ""need"" to
  "
1056729,"
   Hey 😂😂
  ","
  Hey hey hey
  "
1056730,"
   ya its very person question
  ","
  lol what even
  "
1056731,"
   You're pretty 😍😍😍
  ","
  Thanks love💕
  "
1056732,"
   cool i am 18  so are you single ?
  ","
  lol that's a nice question
  "
1056733,"
   how old are you ?
  ","
  17
  "
1056734,"
   Love your stuff lol
  ","
  Thanks dude!😂
  "
1056735,"
   what you mean or nah
  ","
  dude
  "
1056736,"
   its me saqlain
  ","
  Okay lmao
  "
1056737,"
   Kik?
  ","
  nah
  "
1056738,"
   What are you up to?
  ","
  I'm legit just being lazy in bed
  "
1056739,"
   oh so where are you from
  ","
  what are bios for again?
  "
1056740,"
   Probably too many
  ","
  yes exactly
  "
1056741,"
   oh so i do work everyday and now i am at home  here is 11:30 PM in the night
  ","
  oh lord
  
  here it's 11:27 am
  "
1056742,"
   How many sex questions have you gotten 😂😂😂
  ","
  dude fr
  "
1056743,"
   What kind of questions do you not wanna answer
  ","
  the vs game
  "
1056744,"
   I can see em in the pic
  ","
  I'm not the blonde one lol
  "
1056745,"
   okay so what did you do today and what did you do everyday ?
  ","
  I'm on spring break and v bored
  "
1056746,"
   click on it
  ","
  Or nah
  "
1056747,"
   Big eyes beautiful eyes
  ","
  you can't even see my eyes
  "
1056748,"
   anythink for you
  ","
  you wanna ask meh questions
  "
1056749,"

    WWW.BIGLONGNOW.COM
   
","
  the name of this website 😂😂
  "
1056750,"
   OMG looking so adorable and beaufiful :) how are you
  ","
  thanks anon❤️
  "
1056751,"
   Selfie no glasses
  ","
  I don't wear glasses lol
  "
1056752,"
   Same lol
  ","
  lol Sam 😂
  "
1056753,"
   hey
  ","
  Hey dude
  "
1056754,"
   Why are you bored
  ","
  I never get any questions man
  "
1056755,"
   Go eat something bae
  ","
  bae¿
  "
1056756,"
   Because you're underweight
  ","
  lol that's true
  "
1056757,"
   Eat more fooooood
  ","
  whyyyy dude
  
  - hh-
  "
1056758,"
   Shorter than me 😂 So yea
  ","
  oh my gosh lol 😂😂
  "
1056759,"
   Bra size
  ","
  normal questions still exist right?
  "
1056760,"
   Ever had sex ?
-HH
  ","
  dude
  
  Hh -
  "
1056761,"
   OMG IT DOES FLY
  ","
  OMG I do fly
  "
