,Question,Answer
622224,"
   Have you ever gone through any kind of psychological disorder? If so then how did you overcame it?
  ","
  Is PTSD a psychological disorder?
  "
622225,"
   -
  ","
  You are wonderful!
  "
622226,"
   I stand by it! Butterflies and all!
  ","
  Theres no way
  "
622227,"
   That’s amazing!
  ","
  Thank you
  "
622228,"
   blonde I miss you
  ","
  Awh omg ❤
  "
622229,"
   pap
  ","
  Im addicted to tattoos
  "
622230,"
   You have a nice stomach
  ","
  Thank you
  "
622231,"
   Send me n*des and i'll
  ","
  You dont understand how tempting this is
  "
622232,"
   Very aptly put! I can assure you that you will not gross me out. Still, as a male, I am unaware of what periods are like, what’s actually involved for you, what you experience, how it affects you/aspects of your life, and likely much more. Care to elaborate, teach me, and help me understand better?
  ","
  I wish it were that easy!
  "
622233,"
   What job do you do?
  ","
  Im a bank teller
  "
622234,"
   You are so beautiful and charming woman xD
  ","
  Thank you so so much
  "
622235,"
   Hi you’re beautiful okay? Okay
  ","
  Okay goddamnit
  "
622236,"
   Good, it's been way too hot here. Over 100 degrees
  ","
  Its fucking insanely hot
  "
622237,"
   Well, your fans love you! I'm IN love with you also, but I feel like it's hard not to be ???
  ","
  Omg youre not IN love with me, thats crazy talk. ❤
  "
622238,"
   Alright
  ","
  I really do need a work out buddy
  "
622239,"
   What is your definition of pure happiness?
  ","
  When you wake up knowing you have a roof over your head and food in the kitchen.
  "
622240,"
   please stay on this site we miss and love you
  ","
  Ill stay as long as i can
  "
622241,"
   Do You Think anons Actually Think Anyone Carez What They Think N That Someone Would Live Their Life How A anonymous coward Wantz Them Too? ??
  ","
  Yeah i think thats what they like to believe
  "
622242,"
   Tattoos can be removed via tattoo removal surgery.Granted,it costs a lot of money and can probably be painful.But one does not have to stuck with them.
  ","
  This is very true
  "
622243,"
   anxious about what sweetheart ?
  ","
  Life gets too hard sometimes. Trying to save enough money to pay for a room to rent is so stressful when you dont make that much and you live in california ugh
  "
622244,"
   Yeah.... I'm an ask fan of yours for as long as I can remember! I wish I knew you better tho! Xxoo
  ","
  I love my fans!!! ❤❤❤
  
  I wish i knew you better as well!!
  "
622245,"
   Making out is probably amazing with you
  ","
  You said the same thing to sam.. leave
  "
622246,"
   Hey! How’s life!
  ","
  ill be on later!
  "
622247,"
   don't get more tattoos you are very beautiful as is and your skin is so soft and nice, it makes a statement without saying a word. Tattoos will get old and you will be stuck with them forever, your values will evolve and what you like today will not seem as important. trust me it's true.
  ","
  I love tattoos.. its my body, I will do what I want
  "
622248,"
   love your tattoos
  ","
  thanks hun
  "
