,Question,Answer
992340,"
   Good Morning❤️❤️
  ","
  it’s night here
  "
992341,"
   do you have any striking resemblances to any siblings, cousins or aunts?
  ","
  i guess I do lol
  "
992342,"
   hi guys.. how’s things?
  ","
  hey hey! I’m okay you?
  "
992343,"
   do you like Hank Williams? (i’m talking about the 1950s country music star lol)
  ","
  never heard of him lol
  "
992344,"
   You're so pretty
  ","
  awhhh thank you
  "
992345,"
   What do you crave when youre drunk? (I always am either craving fish and chips or Steak ‘n shake lol)
  ","
  I don’t get drunk lmao
  "
992346,"
   Wt it’s easy question
  ","
  your grammar 🥺
  "
992347,"
   What do you miss? 🥀
  ","
  i miss a lot of things tbh
  "
992348,"
   have any early drafts for your 2020 new years resolutions?
  ","
  I don’t make new year resolutions lol
  "
992349,"
   Yes 😅send me some send me some people
  ","
  i can send you some questions 🙂
  "
992350,"
   great gatsby?
  ","
  yesssss!
  "
992351,"
   see this is the song I was talking about:
   
    https://www.youtube.com/watch?v=araU0fZj6oQ
   
","
  okay lol
  "
992352,"
   What’s your favorite African country
  ","
  I’ve never been so I don’t know
  "
992353,"
   have you ever studied a second language in a classroom/academic setting? to what extent did you learn the language?
  ","
  no I haven’t
  "
992354,"
   Get a job on ch*turbate as a webcam model
  ","
  absolutely not
  "
992355,"
   Are you have big ass or not
  ","
  wtf lmao
  "
992356,"
   If you hate america so much go back to greece you dirty grease ball 🙄🙄
  ","
  oh stfu lmao
  "
992357,"
   i meant to say it a song by staind
  ","
  I’m lost lol
  "
992358,"
   And you are unamerican if you don't vote for trump!!
  ","
  nah that’s definitely not true. I hate him and hope he gets impeached. He deserves it
  "
992359,"
   like that song staind
  ","
  what? lmao
  "
992360,"
   Most people don't value their online privacy because the data companies like google etc are gathering information about them and selling it onto whoever wants to buy it from them.  That's how they make their money
  ","
  well that’s life for ya lol
  "
992361,"
   Last time you went on a date
  ","
  it’s been awhile
  "
992362,"
   Do you value your online privacy?
  ","
  who doesn’t?
  "
992363,"
   Favorite dessert?
  ","
  oh goodness I have so many 🙃
  "
992364,"
   I would be strong for you but also love and cherish and protect you always and Provide for you and never put you at risk and you would only have to work if and for as long as you wanted
  ","
  awhhhh that’s adorable
  "
992365,"
   ever received a tarot card reading?
  ","
  no I haven’t
  "
992366,"
   Are you patriotic?
  ","
  no I’m not
  "
992367,"
   Mother always said I was a great mistake
  ","
  yikes that’s sad
  "
992368,"
   A1 or one direction? 🤣
  ","
  none lmao
  "
992369,"
   Twerker?
  ","
  no lmao
  "
992370,"
   Wow
  ","
  wow?
  "
992371,"
   did you ever go to school / class drunk? (my sister just admitted to getting drunk at school before... ?????
  ","
  no lmao never
  "
992372,"
   Are you American?
  ","
  yes lol
  "
992373,"
   Thanks, and I love making people smile
  ","
  that’s cute 🙂
  "
992374,"
   hook me up with your dealer
  ","
  my dealer?😂
  "
992375,"
   Are you an active person
  ","
  yes very much
  "
992376,"
   Are you participating on no shave November?
  ","
  lol no
  "
992377,"
   How are you so beautiful love ?
  ","
  you’re so sweet
  "
992378,"
   Have you ever been to a spa
  ","
  of course
  "
992379,"
   did you read The Outsiders by SE Hinton in school?
  ","
  no my class didn’t read that
  "
992380,"
   Girl there’s so many people on your Ask Fm😂send some to me
  ","
  haha yeah I know! you want questions?
  "
992381,"
   Do you like to dance?
  ","
  no I don’t
  "
992382,"
   Queen of mine 😋😚
  ","
  not really lmao
  "
992383,"
   Do you do black Friday shopping
  ","
  nah i don’t
  "
992384,"
   Ever shaken a can of soda and given it to someone?
  ","
  hahahah no I’m not that evil 😈
  "
992385,"
   It explodes like a shaken can of soda when opened. Wear goggles if attempted.😁
  ","
  oh yes I’m aware haha😁
  "
992386,"
   Don’t lieeeeee
  ","
  I don’t know who you’re anon
  "
992387,"
   did you watch Sesame Street as a kid?
  ","
  yes I did 😁
  "
992388,"
   Queen of hearts? ❤
  ","
  I’m not lol
  "
992389,"
   Ever mixed vinegar and baking soda?
  ","
  no I haven’t lol
  "
992390,"
   Pumpkin chocolate chip pancakes or blueberry pancakes?
  ","
  I don’t know about pumpkin chocolate chip so blueberry pancakes
  "
992391,"
   Be mine?
  ","
  sure anon
  "
992392,"
   Kia mila usko minute k andr andr  reply kr k?👽
  ","
  okay going back to sleep 😴
  "
992393,"
   If I say you are beautiful don’t thank me thank God, He made you that way! If I say you have a beautiful heart thank your parents, they gave it to you on your birthday. If I say you show kindness to me and others with words and deeds, then thank YOU for caring and giving of yourself what we all need
  ","
  I appreciate this, positive vibes! thank youuuuu🙂
  "
992394,"
   I’m jealous of your body!
  ","
  you shouldn’t be anon! I’m sure yours is beautiful!🙂
  "
992395,"
   you can tell me ok
  ","
  lol can I?
  "
992396,"
   why
  ","
  it doesn’t matter tbh
  "
992397,"
   Guess, what is it: four in the office, and one working?
  ","
  what even
  "
992398,"
   you ok
  ","
  nah I’m not
  "
992399,"
   are you yawning rn nikki
  ","
  I’m sleepy
  "
992400,"
   Huh?
  ","
  oh goodness everyone is dead again lol
  "
992401,"
   Nachti 😁 was steht bei dir am Donnerstag an ?
  ","
  Nun, ich muss meinen Geografietest machen und dann meine Notizen beenden, aber jetzt schlafe ich wieder ein 😁
  "
992402,"
   Do you like small talk? Why or why not?
  ","
  yeah I like small talk because it’s good to have small talk sometimes and I’m a small talker. I don’t talk much to begin with lol
  "
992403,"
   ❤️❤️✨
  ","
  alright going back to sleep
  "
992404,"
   hi
  ","
  this isn’t a question
  "
992405,"
   Where is he?
  ","
  who? lol
  "
992406,"
   heb je een vriendje
  ","
  somebody hmu
  "
992407,"
   Do you reply privately?
  ","
  no why would I?
  "
992408,"
   Do you talk question to question?
  ","
  I’d rather you ask me questions
  "
992409,"
   are you bored?
  ","
  yes no one is asking anything
  "
992410,"
   Auto-Scooter oder Breakdancer?
  ","
  Ich weiß nicht, dass beide interessant klingen
  "
992411,"
   No nut November is fucking killing me
  ","
  tmi anon 🤢
  "
992412,"
   hi
  ","
  Hello!
  "
992413,"
   That was probably way too much information 🤣🤣🤣🤣🤣🤣 my bad
  ","
  it’s all good anon 🙂
  "
992414,"
   When’s the last time you wore a hospital gown
  ","
  a long time ago anon
  "
992415,"
   Redheads are fucking stunning. No wonder why you turn me on
  ","
  lmao oh thank you
  "
992416,"
   You’re so attractive, I kind of fancy you
  ","
  that’s cute anon
  "
992417,"
   When will you be 21? I’ll be 19 in December !
  ","
  I’ll be 21 in September 🙂
  "
992418,"
   if i translate a series for u will u watch it
  ","
  probably not
  "
992419,"
   Goodnight baby
  ","
  not your baby anon
  "
