,Question,Answer
756324,"
   Who had the biggest influence on you as a kid?
  ","
  No one really
  "
756325,"
   What are you up to
  ","
  Nothing
  
  My feet hurt so bad rn
  "
756326,"
   Have you ever dropped out of high school?
  ","
  I graduated in 2013
  "
756327,"
   What is your favorite music genre?
  ","
  Rap
  
  Hip Hop
  
  R&B
  
  Old school 90’s
  "
756328,"
   What is your favorite tv show?
  ","
  I have a lot of fav shows
  "
756329,"
   What’s for dinnner? I
  ","
  Chipotle
  "
756330,"
   Who is your favorite family guy character?
  ","
  Brian
  "
756331,"
   Post a picture of you and your significant other! If you don't have one, post a picture of you and your pet! If you don't have a pet, just post a selfie!
  ","
  🥰
  "
756332,"
   What is your favorite color?
  ","
  Lime green
  "
756333,"
   What is the last thing you said to someone?
  ","
  I’m so jealous my sons going to Florida to visit his uncles and cousins in July lol
  "
756334,"
   Just a little reminder that if you ever feel alone and need someone to listen or talk to please wall to wall me or twitter/Tumblr dm me anytime I'm always here ❤ i love you guys hugs😊 you deserve everything your heart wants and i hope one day you get it❤
  ","
  Positive vibes ✨
  "
756335,"
   Who would you like to be?
  ","
  I think I want chipotle for dinner 🤔
  "
756336,"
   You paid your phone bill?
  ","
  Obviously.
  
  Captain obvious
  "
756337,"
   Have your parents ever bribed a school to accept you?
  ","
  Nope. Lol
  "
756338,"
   When did you life change for the better ?
  ","
  10•21•13
  "
756339,"
   What one thing you hate doing but you have to do it anyway ?
  ","
  Waking up in the mornings
  "
756340,"
   What is your favorite fruit? 
I make this summer fruit slush with mixes of different types of fruit  if you want the recipe just ask❤ hugsss
  ","
  Strawberries
  "
756341,"
   If you could have one wish what would you wish for?
  ","
  Endless amount of money 💰
  "
756342,"
   Tomorrow is my wife’s birthday. She’ll be 42. Happy birthday to my amazing and beautiful wife!She really is special to me and is an amazing mother. I love her very much and it’s been an amazing 16 years together 13 years married. We are lucky to have to amazing daughters as well. Do u like bananas?
  ","
  Happy birthday to her
  "
756343,"
   Do you think more people went online shopping due to not being able to use FB/IG today?
  ","
  No.
  
  They mostly moved over to Twitter
  "
756344,"
   How often do you go to the cinema?
  ","
  Haven’t in years
  "
756345,"
   What is the prettiest city you have ever been to?
  ","
  Ask me some questions
  "
756346,"
   Name a few movies you can watch over and over?
  ","
  John Q
  
  Paid in Full
  
  Legally Blonde
  
  Addams Family
  "
756347,"
   Even though our alphabets are vastly different, I get many people speaking Russian and Arabic on my page. What foreign languages do you get questions typed in the most?
  ","
  Arabic or Spanish 🙄
  "
756348,"
   What do you refuse to pay for?
  ","
  I want a waterproof case but they’re like $100 .
  
  I refuse to pay THAT
  "
756349,"
   If you could be invisible for a day, what would your do?
  ","
  I’d prank ppl lmao
  "
756350,"
   Today is the international Ask a Question Day! What's one question you would like to ask all
   
    @ASKfm
   
   users worldwide?
  ","
  8,001 followers ☺️
  "
756351,"
   What's the most expensive thing you've ever broken?
  ","
  A car
  "
756352,"
   Booty pap for a minutes
  ","
  All for my man
  "
756353,"
   To your mind, what should every child have?
  ","
  2 parents to parent them.
  
  Together or not
  "
756354,"
   Why are your feet swollen?
  ","
  Bc I’m pregnant and that’s what happens to some pregnant women .
  
  It can also, be a sign of preeclampsia
  "
756355,"
   because i like spanking mulatto girls
  ","
  That’s good 4 you .
  
  Go find one then and fxck off
  "
756356,"
   have u ever been spanked?
  ","
  Why do you ask this EVERYDAY
  "
756357,"
   Which Twilight character are you?
  ","
  Why is the whole fxcking internet being stupid today?
  "
756358,"
   Allow me to rephrase: How come so many negative people use the internet to vent their frustration?
  ","
  Because it’s just the internet & people tend to feel more comfortable then venting to someone they personally know . Fear of being judged
  "
756359,"
   What’s the first thing you’d do if you were the opposite sex for one day?
  ","
  Now I’m 26.
  
  Why are you confusing me ask
  "
756360,"
   What’s your favorite time pass?
  ","
  Why am I 51 now?
  
  Wtf
  "
756361,"

    https://youtu.be/8TKzrRReKtM
   
   Britain First day of action in Manchester
  ","
  Stop sending me links ffs
  "
756362,"
   What is the most astonishing act that a person can do for you?
  ","
  Be kind to others
  "
