,Question,Answer
536400,"
   Would you want worship rn beautiful
  ","
  no thanks.
  "
536401,"
   🌹🌹👑👑😘
  ","
  The youtube addiction is real, man.
  "
536402,"
   You make me a great king my queen🌹👑
  ","
  I read that wrong the first time
  "
536403,"
   last time u were horny
  ","
  over the weekend
  "
536404,"
   So how is the adorable Jonny doing? I would ask him but he's been absent for a while and he won't talk to me anyways.
  ","
  Same
  "
536405,"
   Love you more🌹👑
  ","
  aw
  "
536406,"
   I'm ok🌹👑
  ","
  I hope you are  <3
  
  good vibes
  "
536407,"
   Does sex make you hungry?
  ","
  nah. can make me a bit sleepy, relaxed etc
  "
536408,"
   I wanna kiss your feet
  ","
  but they are comfy under the blanket
  "
536409,"
   I’ll buy them, if I get to see them first:)
  ","
  skirts can be tricky -_-
  "
536410,"
   That hair is for pullin:)
  ","
  Well it is up in a ponytail lol
  "
536411,"
   I’m ready for a bit of Lyndsey time!
  ","
  I don't get a say in it? :O
  "
536412,"
   If you were giving heed and it was near the “finish” but someone from the household cane home, you could stop and act like nothing happened or finish but in order not be caught it has to be swallowed. Make your choice
  ","
  take one for the team
  "
536413,"
   For however long you desire!
  ","
  sweet
  "
536414,"
   Which weather do you like?
   
    https://ask.fm/Guitar_And_Vocals/photopolls/100885258
   
","
  hot with some breezes too.
  "
536415,"
   Let’s clear the stuff from the table and use it for other things:)
  ","
  Nice idea :P
  "
536416,"
   Terk it baby!
  ","
  lol
  
  I wouldn't be good at twerking XD
  "
536417,"
   No one to open for him ?
  ","
  him who?
  "
536418,"
   What do you cherish most, these days? How does that differ from when you were a child? :)
  ","
  family, friends, technology devices, the gym, healthy foods, nature, swimming etc
  
  I don't think I've changed that much. Only real difference would be gym. I ate junk food but also had healthy stuff too when younger. I'm more aware of calories. We didn't really have as much tech stuff. Also video games were great
  "
536419,"
   If too personal, feel free to disregard... Not hard feelings :P How many ""first kisses"", have you had? How many had actually became and blossomed into something more, committed relationship-wise? :)
  ","
  not that many but I also don't go around kissing random people lol
  "
536420,"
   My queen! Allow me o worship you
  ","
  For how long?
  "
536421,"
   I cried when he died in ""Blood Diamond "" 😢
  ","
  I don't like when you cry :(
  "
536422,"
   Do you have any plans, for 4th of July? :) If you don't celebrate, have you ever launched some fireworks of your own?
  ","
  Going to the event the town is hosting. See the fireworks. My brother-in-law is running for constable so I'll probably end up giving out goodie bags? The dining room table is completely filled with his constable stuff
  "
536423,"
   Do you think that life is mainly about finding a partner, settling down and reproducing?
  ","
  yes. there should be more to it as well
  "
536424,"
   You have something like small one "" clitorisss""
  ","
  cool beans kiddo
  "
536425,"
   Why not both:)
  ","
  oh
  "
536426,"
   Well no:) I can’t blame you:) can act as both excerise and a good source at the end:)
  ","
  Good source 😂
  "
536427,"
   If someone said you could earn extra 200 bucks a week if you allowed your feet to be massaged and kissed twice w week, would you?
  ","
  yes
  "
536428,"
   Do u feel any sort of erection right now ?
  ","
  I don't have a d!ck
  "
536429,"
   Close your thighs right now
  ","
  they are, actually lol
  "
536430,"
   Painted your toes yet
  ","
  Purple color
  
  boring
  "
536431,"
   What effect do you think the plentiful availability of attachment-free, emotion-free, consequence-free sex has on people in the present day?
  ","
  lots of broken condoms😯
  "
536432,"
   What’s the last thing you learned about yourself?
  ","
  The pcos stuff. Sorry it's not something exciting! lol
  "
536433,"
   Do you keep a sex diary?
  ","
  names and dates would be ok incase something happened? but like writing out all the details would be quite strange lol
  
  but no, I don't.
  "
536434,"
   As far as being rejected do you mean?
  ","
  some can see rejection as a ""what can I do to make them like me more"" kind of thing. Like they should stop trying. It's not a contest to gain access to you more.
  "
536435,"
   No dollars $
Egyptian money 😂
  ","
  pass
  "
536436,"
   Do you think that most guys have a different understanding of sex and love compared to girls understanding?
  ","
  Pretty much.
  
  guys are worse at rejection too?
  "
536437,"
   Thong today
  ","
  I could make it one but rather not have extreme wedgie atm :P
  "
536438,"
   Rate my D?
  ","
  Divine
  "
536439,"
   Sexual tonight?
  ","
  not currently
  "
536440,"
   Princess + Teacher  = Lyndsey
  ","
  I should get paid for this then ;)
  "
536441,"
   therapeutic.
  ","
  That too
  "
536442,"
   Yes.  The psycho will be having it's shock-treatment tonight .
  ","
  kinky
  "
536443,"
   Who u hanging with rn
  ","
  I was hanging out in the pool earlier.
  "
536444,"
   ~ it must have been a nun who deleted the first  one . . . . . yeah , she sez ; ""we will have nun o that""
  ","
  Is it still up?
  "
536445,"
   «Change your thoughts and you change your world»

-Norman V.Peale .. :)
  ","
  True :)
  "
536446,"
   Tickle someone on video
  ","
  no thanks. That's lame
  "
536447,"
   Do you like going to the beach?
  ","
  love
  "
536448,"
   There ! ~ ~ I've done a much TAMER 'face-eating' study ! ~
   
    https://ask.fm/igotamatch/answers/149011051386
   
   ~ should amuse yer tame anons ; and slip by the gumption or the ASKEROO-psychos ! ~ HOPE!!!
  ","
  congratulations
  "
536449,"
   Have you ever been on a cruise ship?
  ","
  no but I'd like to
  "
536450,"
   Are you a good swimmer?
  ","
  I was in the pool less than an hour ago.
  "
536451,"
   Cheetos or Doritos?
  ","
  Doritos for sure
  "
536452,"
   Do you have any pets?Lets see a picture of them!
  ","
  There's two of them.
  
  Bruin - husky chow mix
  
  Lulu
  "
536453,"
   For those of you who have a dog... did you try the Whatthefluff trick? And if so has your dog fallen for it?  for and example here's a link to a video of it.  (very safe link)
   
    https://www.youtube.com/watch?50=&v=_3EmE1RwRCk
   
","
  yes. so funny.
  
  haven't done
  "
536454,"
   July 4 plans?
  ","
  see the fireworks.
  
  probably pass out the goodie bags?
  "
536455,"
   Do you tie your hair?
  ","
  when it's up, yes.
  "
536456,"
   Thank you very much, my teacher 😍 🌷
  ","
  :)
  "
536457,"
   What's more awkward, answering Dora or sitting in silence while someone stares at you? .-.
  ","
  The latter
  "
