,Question,Answer
1062062,"
   You're gorgeous
  ","
  Haha thank you love
  "
1062063,"
   You're one of a kind. You're unique
  ","
  How sweet of you. Thank you😊
  "
1062064,"
   You're special
  ","
  And what makes you say that?😂
  "
1062065,"
   Yes they are
  ","
  Not really. my eyes are brown
  "
1062066,"
   Oh cool. I love your eyes
  ","
  aw well thank you but there nothing special
  "
1062067,"
   Great thanks so wyd?
  ","
  I'm just sitting on my bed about to go eat lunch
  "
1062068,"
   How are you?
  ","
  I'm doing great you?
  "
1062069,"
   Heyy
  ","
  Hey anon😌
  "
1062070,"
   What is your favorite thing about summer?
  ","
  this summers gonna hurt like a mother...
  "
1062071,"

    http://ask.fm/talhabutt7/answer/132569140738
   
   You must be the speed of light because time stops when I look at you. 😛
  ","
  Haha thank you😋
  "
1062072,"
   what are your weekend plans from now thru tuesday?
  ","
  My birthday is on Monday
  "
1062073,"
   virgin?
  ","
  Yeah
  "
1062074,"
   Snapchat?
  ","
  yeah
  "
1062075,"
   What are your toughts on Itallian keeper Abbiati saying that all the refugees should be sent to America because 'they are the ones who made that problem'. Many people think he is right. What are your toughts on it?
  ","
  I don't know
  "
1062076,"
   The words "" i love you"" so cheap nowadays. Yes/No ?
  ","
  yeah I agree
  "
1062077,"
   Hey
  ","
  Hey
  "
1062078,"
   Your pp is gorgeous 😍
  ","
  Aw hah thank you
  "
1062079,"
   Send me your kik beautiful?
  ","
  idk you
  "
1062080,"
   why?
  ","
  Going to Palm Springs
  "
1062081,"
   Nicole come to school
  ","
  Hell nah
  "
1062082,"
   You're stunning! Do you have Kik?
  ","
  Thank you!😊 and yes I do
  "
1062083,"
   What emoji do you wish existed?
  ","
  The middle finger 😩😩 some people really need it like me.
  "
1062084,"
   How old you gonna be?
  ","
  16!
  "
1062085,"
   Lucky omg when's your birthday?
  ","
  On Monday
  "
1062086,"
   Why aren't you in school today?
  ","
  We're going to plan springs with the whole fam for my birthday and my cousins
  "
1062087,"
   Hey
  ","
  Hey
  "
1062088,"
   It’s the thing that satisfies
ur mind, body & soul!
Do it on bed, on a sofa,
in the car or anywhere!
It’s called Prayer!
God bless ur naughty mind.
  ","
  Lmao okay
  "
1062089,"
   Do you think you've changed in the last year? In what way?
  ","
  Hell yeah. Because of someone 😑
  "
1062090,"
   Tbh?
  ","
  Sure
  "
1062091,"
   You should hmu aha🙈☺️
  ","
  haha sure I will😝
  "
1062092,"
   Nicole I saw you walking at school and couldn't stop staring at your ass 😍
  ","
  Lmao okay nice
  "
1062093,"
   You're really cute 🙈
  ","
  Aww thank you so much! You too 😊
  "
1062094,"
   A+:)
  ","
  Aw omg thank you!☺️
  "
1062095,"
   Hey you have a booty
  ","
  😂😂
  "
1062096,"
   oh 😂😂 thankyou
  ","
  yeah any time 👌😉
  "
1062097,"
   Aw, that's sweet! Your name is beautiful.
  ","
  aw thank you! 😊 I love your name cuz my favorite guy name is George idk why 😂😂
  "
1062098,"
   Hey nicole
  ","
  Heya
  "
1062099,"
   Aw thankyou ;)
  ","
  it's gorgeous. I wish that was my name 😱😭😭
  "
1062100,"
   Rate- 8 x
  ","
  thank you! Omg I love your name!
  "
1062101,"
   I LOVE YOU
  ","
  COOL
  "
1062102,"
   HEY GIRL
  ","
  Hii
  "
1062103,"
   You walk so sassy
  ","
  Lol thank you?
  "
1062104,"
   You're pretty
  ","
  Thank you so muxh😚
  "
1062105,"
   What grade you in?
  ","
  11th
  "
1062106,"
   compliment: you're eyes are gorgeous
  ","
  Aw thank you😊
  "
1062107,"
   You're 😍😍😍😍
  ","
  Awww thank you
  "
1062108,"
   Why not?
  ","
  Cuz I don't
  "
1062109,"
   Do u think anyone in drama class is cute?
  ","
  Nah
  "
1062110,"
   Hey
  ","
  Hey
  "
1062111,"
   What country do you think hs the best school system? And what are your toughts on colledge? Should it be free like in Germany or should you have to pay for it?
  ","
  We do. California
  "
1062112,"
   How much sleep do you often get?
  ","
  A lot
  "
1062113,"
   Hey
  ","
  Hey
  "
1062114,"
   What's the last photo you took on your phone? Post it!
  ","
  Idk
  "
1062115,"
   first 2 likers get 15 likes
  ","
  Ugh some people
  "
1062116,"
   wat Ru doing
  ","
  I'm eating rn. I hate people in my class 😑
  "
1062117,"
   you're creep
  ","
  haha okay thanks
  "
1062118,"
   When you love someone, it""s nothing. When someone loves you, it""s somthing. When u luv someone & they luv you back, it""s everything.
  ","
  I know I know. I feel ya
  "
1062119,"
   going to bed talk to you later
  ","
  Okay
  "
1062120,"
   Who do you admire the most right now?
  ","
  Adam Levine always
  "
1062121,"
   Hey
  ","
  Hello
  "
1062122,"
   •ily🔮
  ","
  💗
  "
1062123,"
   Likers get thing or fling?
  ","
  What's that
  "
1062124,"
   Man utd fan?
  ","
  What
  "
1062125,"
   Beef patties stay winning!
  ","
  😂
  "
1062126,"
   your kik
  ","
  Why
  "
1062127,"
   Manchester United has send the documents about the De Gea transfer at 00:01, so 1 minute too late, and it is not going to happen! Welcome to the bench DDG
  ","
  Ummmmm
  "
1062128,"
   In a bath room,
a boy touches a girl everywhere!
You Know whose that boy?
Stupid It’s Lifeboy Soap!
Dirty people always think dirty.
  ","
  😂😂😂😂😂
  "
1062129,"
   Prof. Brian Greene: past present and future exist now
   
    http://m.youtube.com/watch?v=f9AiPuIsqck&fulldescription=1&client=mv-google&hl=ar&gl=US
   
","
  Yeah ahah
  "
1062130,"
   Sexy girl 😍
  ","
  😂😂
  "
1062131,"
   Are you usually late, early or right on time?
  ","
  On time
  "
1062132,"
   How much of an impact does music and art have on you?
  ","
  Music a lot
  "
1062133,"
   I follow you (check recent)
  ","
  😊😊
  "
1062134,"
   send something to everyone you follow?
  ","
  Okay
  "
1062135,"
   sorry it took me so long to answer you Its Justin Bieber again Im real busy. well you can learn to love me then baby doll. I have a concert the 12th of Sept in Washington DC  I can pick you up and fly you there.  Forget school you can do it on line.  we can be together sweetheart later on when your
  ","
  LMAO CREEP
  "
1062136,"
   17 we can get married and you can have my babies.  well got to go baby doll have fun see you later xoxoxoxoxo
  ","
  LMAO
  "
1062137,"
   Lol fun
  ","
  Totally
  "
1062138,"
   Wyd
  ","
  Homework
  "
1062139,"
   Just askin
  ","
  Lol
  "
1062140,"
   Hi Im Justin Bieber I love you soooo much baby doll
  ","
  OH MY GOD.😂 I hate you
  "
1062141,"
   What kind of music?
  ","
  Maroon 5
  "
1062142,"
   1d? 5sos?
  ","
  I hate them too
  "
1062143,"
   DO you like Justin Bieber?
  ","
  Ew hell no. I hate him
  "
1062144,"
   I agree sane
  ","
  right
  "
1062145,"
   😂😂
  ","
  Ikr
  "
1062146,"
   Do you like the people?
  ","
  Not really
  "
1062147,"
   Do u like school?
  ","
  I don't hate it
  "
1062148,"
   School tomorrow?
  ","
  Of course
  "
1062149,"
   No more like you're goals 😍
  ","
  Haha aw thank you
  "
1062150,"
   you are gorgeous
  ","
  Thank you!😚
  "
1062151,"
   HAIII
  ","
  Hey
  "
1062152,"
   What kind of dish can you make/cook?
  ","
  anything
  "
1062153,"
   Who did you last say “I love you” to?
  ","
  Idk
  "
1062154,"
   How many games do you have on your phone?
  ","
  1😂
  "
1062155,"
   Are you wearing socks right now? Post a picture.
  ","
  Nope
  "
1062156,"
   How much of a shopper are you?
  ","
  I shop a lot
  "
1062157,"
   What is your favorite salad?
  ","
  I like every salad mostly
  "
1062158,"
   Manchester City bought Kevin de Bruyne for 75 million euros. What are your toughts on football these days? Are the transfer fees and the player
wages to high or just right? Do they deserve them?
  ","
  What?
  "
1062159,"
   taking selfies
  ","
  Why?
  "
1062160,"
   Oh
  ","
  What?
  "
1062161,"
   Oops lmao i meant stop
  ","
  Stop what
  "
1062162,"
   Hey what's up
  ","
  Hey anon doing my poster
  "
1062163,"
   Lol whyd you sleep
  ","
  I didn't sleep
  "
1062164,"
   Lol niceee
  ","
  Ikr
  "
1062165,"
   Rate// instagram👌
  ","
  Thank you😊
  "
1062166,"
   well have fun got to go talk to you later
  ","
  Byeeeee
  "
1062167,"
   So wyd
  ","
  Taking selfies 😂😂
  "
1062168,"
   Lol well now you know again
  ","
  Lol yeah
  "
1062169,"
   doing what
  ","
  Partying
  "
1062170,"
   sure what do you think you will get for your birthday
  ","
  Idk were gonna be in Palm Springs
  "
1062171,"
   Oh yea lol i forgot i told you
  ","
  Yeah you did
  "
1062172,"
   I ill write it down so I can  say happy sweet 16 to you that day
  ","
  Haha thankssss
  "
1062173,"
   Thats good school starts on the 9th for me
  ","
  I know. that's cool
  "
1062174,"
   I heard you moved on
  ","
  I did😂
  "
1062175,"
   Youre welcome hows school goin
  ","
  It's good
  "
1062176,"
   the following Monday
  ","
  Yeah!
  "
1062177,"
   ok sounds like a plan I guess when is your birthday
  ","
  September 7th
  "
1062178,"
   Nice profile pic :)
  ","
  Aw thank you😊
  "
1062179,"
   thanks pretty girl so what are you doing today
  ","
  Haha idk homework lol
  "
1062180,"
   sure pretty girl we won our first game Friday night 28-17 I sacked the quarterback 4 times plus made 9 tackles not too bad for the first game
  ","
  Congrats! Haha
  "
1062181,"
   Cool
  ","
  Yup
  "
1062182,"
   Pap ur legs
  ","
  Nah
  "
1062183,"
   Good im glad wyd
  ","
  I'm just gonna do some homework later
  "
1062184,"
   Pap of ur boobs
  ","
  Nope
  "
1062185,"
   wow best picture of you yet!!!!
  ","
  Haha aw thank you
  "
1062186,"
   Opinion on Donald Trump? 😬
  ","
  I don't like him at all.
  "
1062187,"
   Im good are you feeling better
  ","
  I'm okay and yah
  "
1062188,"
   How are you
  ","
  I'm alright you?
  "
1062189,"
   Where do you envision yourself living in the future?
  ","
  I think I would wanna live in Cali still or maybe New York idk yet
  "
1062190,"
   Hey
  ","
  Hey
  "
1062191,"
   rate/// 9
  ","
  Thank you☺️
  "
1062192,"
   PS or Xbox? TV or Cinema? Football or American Football? PC or Smart Phone? Samsung or Apple? Twitter or Facebook?
  ","
  Xbox, TV, I don't like football, smart phone, Apple, Facebook
  "
1062193,"
   career choice
  ","
  Fashion designer, model and actress
  "
1062194,"
   Good morning sunshine 😊 have a good day ❤❤ xx
  ","
  Morning☺️
  "
