,Question,Answer
316476,"
   Не поделишься изначальной версией?
  ","
  Она была без ведущего
  "
316477,"
   Только честно, тебе интересно проводить с нами время?
  ","
  Ну, прикольно
  "
316478,"
   У тебя есть твоё любимое фото?
  ","
  Нет
  "
316479,"
   Расскажи, как вообще появилась идея шоу ""Контакты""?
  ","
  Идея не моя, ее создавал Стас и изначально она была другой
  "
316480,"
   Антон, у тебя есть любимая книга, может что-нибудь посоветуешь?
  ","
  Нет
  "
316481,"
   Какой самый странный контакт у тебя есть? (Не именно номер, а имя контакта или как правильно?? Боже, почему я такая тупая?)
  ","
  У меня только название самих контактов странные благодаря вашим комментам
  "
316482,"
   Что тебя перестало интересовать?
  ","
  То, что было для меня актуальным в студенческие годы, потому что уже вырос из этого
  "
316483,"
   Тогда уж простите,что вызвала это желание😂не надо было спрашивать,да?
Тебе придётся заказать фруктового льда,чтобы утолить жажду
  ","
  Я закажу и продуктов за одно
  "
316484,"
   Шутки шутками, а рекламные интеграции в твоих роликах огонь. Никогда не проматываю, хоть и понимаю, что оно мне нафиг не надо
  ","
  Спасибо конечно
  "
316485,"
   Кто знает тебя лучше всех?
  ","
  Даже я себя до конца не знаю, потому что всякое бывает
  "
316486,"
   За жизнью каких знаменитостей ты следишь?
  ","
  Нет такой знаменитости
  "
316487,"
   Интересно,ты весь день о мороженое думал или когда я спросила,тебе резко захотелось?😂
  ","
  После вопроса
  "
316488,"
   Нативная реклама:просто здравствуй,просто как дела
  ","
  Это мой талант
  "
316489,"
   А шутки про гречку ещё актуальны?
  ","
  Уже нет
  "
316490,"
   Чем сейчас занимаешься?
  ","
  С вами тут общаюсь
  "
316491,"
   Чего никогда не бывает много?
  ","
  Еды
  "
316492,"
   Антон, а какой фильм Марвел произвёл на тебя самое яркое впечатление?
  ","
  Где про камни бесконечности
  "
316493,"
   Даа,опасно,но и мороженку хочется(
Вот тот момент,когда сильно чего-то хочется,а потом ""обломись"". Зато ты можешь спокойно себе лёд купить у вас сейчас вроде тоже к 9 время,или лень?
  ","
  Да, время только к 9, но я не очень хочу именно сейчас куда-то выходить, поэтому оформлю доставку сбермаркет
  "
316494,"
   За рекламу в аске тоже платят?))
  ","
  Нет(
  "
316495,"
   Какие прозвища были у твоих школьных учителей?
  ","
  Я уже не помню
  "
316496,"
   Какая мелочь тебя сегодня порадовала?
  ","
  Не знаю, доставка Диливери
  "
316497,"
   Я вчера поехала за мороженым в час ночи...
  ","
  Всё с вами понятно
  "
316498,"
   Что-то тоже мороженку захотелось😂Как думаешь стоит сходить в магаз? (21:24)или потерпеть до завтра?
  ","
  Это может быть опасно
  "
316499,"
   Немного перефразирую, тебе нравятся татуировки у девушек?
  ","
  Я нейтрально к ним отношусь
  "
316500,"
   Тебя предавали, изменяли?
  ","
  Ляляля
  "
316501,"
   Какое предпочитаешь больше -
Ванильное или шоколадное?
Клубничное или фисташковое?
  ","
  Фруктовый лёд хочу
  "
316502,"
   Как относишься к девушкам, которые делают себе татуировки?
  ","
  Это личное дело каждого
  "
316503,"
   Торт Медовик или мороженое?
  ","
  Хочу мороженое
  "
316504,"
   Антон, расскажи, как стать таким же терпеливым человеком?)
  ","
  Я просто устал и берегу энергию
  "
316505,"
   Это аск удалил, из-за матов
  ","
  Скорее всего
  "
316506,"
   А где можно найти информацию о первой фотосесии?
  ","
  Не знаю
  "
316507,"
   У меня к тебе предложение, от которого ты не сможешь отказаться: хочешь я от лица вас четверых буду посылать всех анонимов? И ты остался вежливым и уебыши наказаны
  ","
  Жизнь пошлет
  "
316508,"
   У меня всего один вопрос: откуда у этих людей время, чтобы лезть в чужую личную жизнь?? Я не могу найти время поспать и поесть, а они находят часы, чтобы дотошно строчить одни и те же вопросы..
  ","
  У каждого разный род занятий
  "
316509,"
   Тебе в инбокс приходят ссылки? Или только мне?
  ","
  Приходят
  "
316510,"
   Как часто заряжаешь телефон?
  ","
  Один раз в день
  "
316511,"
   Зачем ответы удаляешь?)
  ","
  Я не удаляю ответы
  "
316512,"
   А анонимов тоже можно в черный список бросать?
  ","
  Можно
  "
316513,"
   Мне очень злят такие люди. Я, вроде, спокойный человек, но тут бы по лицу заехала, честно
  ","
  Я познаю дзен
  "
316514,"
   Таких чуваков, в последнее время, много
  ","
  Ну честно, не хочу кого-то обидеть, но у Бузовой намного круче треки
  "
316515,"
   Просто напишу то,что думаю)
Антон-это человек,который может одной своей улыбкой поднять настроение тысячам людей.Я как и Антон люблю носить кольца и браслеты-это круто,чувствовать тяжесть металла на пальцах.Этот человек прошёл огромный путь к сцене и они с парнями заслуживают уважения.
  ","
  Спасибо)
  "
316516,"
   Правда что он семью свою бросил?
  ","
  Предупреждение: ещё один такой вопрос и для вас откроется мой черный список. Это эксклюзивное предложение
  "
316517,"
   Какая самая необычная встреча с фанатом?
  ","
  Ну я рассказывал про первую фотосессию после концерта. Для меня это было необычно
  "
316518,"
   Знаешь Даню Милохина?
  ","
  Это тот чувак, который как Бузова, решил попробовать себя в музыке?
  "
316519,"
   Ну блин, буквально вчера же об этом говорили🤦
  ","
  Мне вот даже шутить на эту тему не хочется
  "
316520,"
   Но тебя это так сильно не задевает, как Арса?
  ","
  Я умею потом отпускать негатив
  "
316521,"
   У Арса дочь есть?
  ","
  Зачем вы лезет в личную жизнь?
  "
316522,"
   Трудно ли Импровизировать?Была ли раньше боязнь сцены?
  ","
  Попробуйте сами
  
  Сцены не боялся, но волновался
  "
316523,"
   Твои фобии?🤫
  ","
  У меня нет фобий
  "
316524,"
   А ты как поступишь? Ну, например, я захочу излить тебе душу, ты выслушаешь? (Это все чисто гипотетически)
  ","
  Я придерживаюсь того же мнения, что и Арс. Я, конечно, всё прочитаю, но брать ответственность за дачу каких-то советов я не возьму
  "
316525,"
   Какая команда КВН лучшая за всю историю? Выложи фото!
  ","
  БВ
  
  Фотки нет, так что простите
  "
316526,"
   Случалось ли такое, что твои фанаты делились с тобой чем-то откровенным? Как ты к этому относишься?
  ","
  Наверное люди больше любят изливать душу Арсу
  "
316527,"
   А сам че в громком разговоре не участвуешь?
  ","
  Участвую
  "
316528,"
   До карантина,как часто у тебя получалось ездить в родной город?
  ","
  Так же не часто
  "
316529,"
   А чем тебя Сережа не устраивает?)
  ","
  С ним мы не так часто работаем в дуэте. И он меня бесит после громкого разговора
  "
316530,"
   А если выбрать из них кого-то одного?
  ","
  Не могу выбрать одного. Потому что с Димой мы работаем слишком долго, поэтому нам комфортно. А с Арсом уже сформировался дует нормальный
  "
316531,"
   С кем тебе легче всего работается из вас 4?
  ","
  С Димой и Арсом
  "
316532,"
   Кого тебе приходится терпеть изо дня в день?
  ","

   @matvienko_impra
  
"
316533,"
   А какой фрукт тебе нравится? Я не знаю, задавали ли тебе этот вопрос🤷
  ","
  Яблоки
  "
316534,"
   А папа сильный мужик
  ","
  Я промолчу
  "
316535,"
   Только что увеличила твой глаз и слушай,если бы он был оранжевым,то было бы похоже на чёрную дыру,которые фоткали учёные. Я не знаю к чему это,но ладно
  ","
  Хорошая теория
  "
316536,"
   Можешь ли ты соврать во благо? Или обман в любом виде,все равно обман?
  ","
  Обман всё равно откроется и будет куда хуже
  "
316537,"
   А от сигарет?)
  ","
  Ну извините, тут вряд ли
  "
316538,"
   Мне нравится как на тебе сиреневый смотрится)
  ","
  Ну да, возможно
  "
316539,"
   Ты так быстро отвечаешь на вопросы(это хорошо), я не успеваю читать ответы и задавать вопросы😂
  ","
  Просто есть пока на это возможность
  "
316540,"
   Snoop Dog?)
  ","
  Да
  "
316541,"
   Вот твой любимый цвет чёрный,а какой цвет одежды тебе подходит больше всего?
  ","
  Думаю тоже черный
  "
316542,"
   Слушаешь ASAP Rocky?
  ","
  Да
  "
316543,"
   А вообще,есть какие-то жизненные правила,но у тебя не получается их не нарушать?
  ","
  У меня в голове пусто
  "
316544,"
   Какую музыку слушаешь?
  ","
  В основном репчик всякий
  "
316545,"
   Господи, Антон, а ведь час назад я думала, что не смогу полюбить тебя ещё больше❤️
  ","
  Да ладно вам
  "
316546,"
   ГАИ уже дистанционно нарушителей выявляют?
  ","
  Все перешли на дистанционную работу давно
  "
316547,"
   И это было бы самое лучшее желание 😊🙏🏼
  ","
  Спасибо, что оценили
  "
316548,"
   Какое правило ты постоянно нарушаешь?
  ","
  Ну я иногда за рулём беру телефон
  "
316549,"
   Что помогает тебе восстановиться, когда ты устал или пережил сильный стресс?
  ","
  Я просто сажусь один, чтоб максимально быть один, и слушаю музыку, пытаюсь погрузиться в нее и забыть о том, что у меня есть какой-то дискомфорт
  "
316550,"
   Какое бы желание ты загадал, если бы к тебе вдруг явился волшебник и пообещал исполнить одну мечту, абсолютно любой сложности?
  ","
  Здоровья огромного маме бы пожелал
  "
316551,"
   От чего ты не можешь отказаться?
  ","
  Не знаю, на самом деле. Я могу отказаться от много
  "
316552,"
   Какой именно едой ты бы ни за что не поделился, потому что настолько любишь?
  ","
  Мясом
  "
316553,"
   Как насчёт секретных ответов, только в реальной жизни и за деньги?
  ","
  Не, я бы не пошел на это
  "
316554,"
   А На ЧтО ПоХоЖа БоЛь От ШоКерОв
  ","
  А когда вы позовете МАШУГЛАШУДАШУПАШУ
  "
