,Question,Answer
927972,"
   why
  ","
  I don't have anyone who ever hurt me badly to be afraid of
  "
927973,"
   Hey
  ","
  Hi
  "
927974,"
   I tried to compliment you and it turned out bad lol
  ","
  I'm sorry
  "
927975,"
   Jerry was a race car driver 22 years old had one too many cold beers one night and wrapped himself around a telephone pole
  ","
  My condolences
  "
927976,"
   X
  ","
  If its not a love love Christinas and nicks I don't want it
  
   https://www.instagram.com/p/B1led6oDuoK/?igshid=k1enexgmu9n6
  
"
927977,"
   X
  ","
  I don't even post on tik tok anymore but yeah
  
   https://www.instagram.com/p/B1lUD7qDqOu/?igshid=h0t6np8gv875
  
"
927978,"
   Do you like lakorns? Girls are treated really bad in them.There's lots of violence, there are rape scenes too. This is not only in Thailand, but also around the world. Even kids can watch it on the TV. Do you find it acceptable or do you think they should be banned?
  ","
  I dont know what those are
  "
927979,"
   Your twin must be your mirror cause I see a beautiful girl when I look in the mirror lol
  ","
  She's not my twin aha that's my birthday twin though. Shes the oldest sister. We are 8 years apart
  "
927980,"
   nice
  ","
  The fact we look more like twins now is kinda scary being she's the oldest
  "
927981,"
   yea she love u
  ","
  Shes my little sister ofcourse i do
  "
927982,"
   X
  ","
  I would marry conor in a heartbeat 😩
  "
927983,"
   What are some personality traits you find attractive?
  ","
  Genuine
  
  Caring
  
  Gentle
  
  Respective
  
  Unique
  "
927984,"
   How would you sum up this past decade in one word?
  ","
  Unbelievable
  "
927985,"
   What are some goals you want to achieve before 2019 is over?
  ","
  At least have another European tour or even a world wide one but dont think that's going to happen
  "
927986,"
   Remember:
  ","
  Plp
  
  Peace. Love. Positivity ❤
  
  The last one should definitely be remembered.
  
  B+
  
  Be positive. So much negativity now a days
  "
927987,"
   X
  ","
  Can people just cut the boys a flipping break and stop trying to start drama 24/7!!?!? They are human, they have feelings, they live the same life as any of us. Just leave them be for once
  "
927988,"
   I swear you are dating bryant 😂
  ","
  🤷🏻
  "
927989,"
   Some of the new ones are okay
  ","
  Descendants is, I liked the zombie one
  "
927990,"
   X
  ","
  Its been chilly the past two days that I'm officially calling hoodie season back.
  "
927991,"
   You are a great singer.
  ","
  Thank you
  "
927992,"
   oh
  ","
  Yes
  "
927993,"
   You are always stunning.
  ","
  Thank you
  "
927994,"
   can we role play ? ( please dont post )
  ","
  No
  "
927995,"
   When you go out to dinner to you usually order an appetizer? How about dessert?
  ","
  I always start out with either a salad or soup. Sometimes chips and dip depending where I eat out at. And I eat the main meal and skip dessert 99% of the time
  "
927996,"
   Serious question: Would you date anyone who worked in the sex industry? Example an adult film star? Why or why not?
  ","
  Probably not. Never know what's goes around plus why would you want a partner that sticks their gentitials in everyone. Also you will never know if they actually love you or if there's a real connection because they're so used to making it look real
  "
927997,"
   Have you ever been unintentionally responsible for breaking up a relationship?
  ","
  I don't think so ?
  "
927998,"
   oh ok
  ","
  Rye is ryan. Sonny is also a ryan. Its a nickname the boys gave him
  "
927999,"
   Thong or g string
  ","
  Wouldn't you like to know
  "
928000,"
   How do you keep yourself busy on a rainy day?
  ","
  Comfort food, movies, or writing
  "
928001,"
   What's one thing your parents do not know about you?
  ","
  Normally when it comes to someone I like lol
  "
928002,"
   Who knows some cool Americans? I want some American friends✌🏻
  ","
  I don't know a lot of people on her who are from the us. But
  
   @Gabbybartolone
  

   @JOZIESM
  

   @kevwes5
  

   @tiny_lord
  
  are pretty cool to talk to
  "
928003,"
   What is your dream guy/ girl like?
  ","
  I don't really have a type
  "
928004,"
   are you love travel?
  ","
  Yes! I love to travel. Especially to new places I have never been to before and learn new things as well as try them. My favorite place I been to is brazil and in the usa ... Probably chicago!
  "
928005,"

    https://youtu.be/sFu_4QraZiw
   
","

   https://youtu.be/7Lk4eZ21F0I
  






















"
928006,"
   What are you doing for yourself today?
  ","
  Buying myself a food I been craving and relaxing
  "
928007,"
   What will you never do?
  ","
  Twerk
  "
928008,"
   Love dance?
  ","
  What about it? I love to dance
  "
928009,"
   Likes & coins 🌸
  ","
  No one likes a beggar.
  "
928010,"
   Question, ever heard of Dulce Maria, she's a spanish pop singer
  ","
  I have not. Not really big on the other cultures lol
  "
928011,"
   How much money do you really need?
  ","
  Enough to pay the bills and provide food to last
  "
928012,"
   What is your instagram name?
  ","
  My username
  "
928013,"
   X
  ","
  Why does james have a better butt then me .....
  "
928014,"
   do you like dj cummberbund?
  ","
  I don't really know who that is
  "
928015,"
   pap of you at age 10?
  ","
  Nah
  "
928016,"
   What you doing?
  ","

   https://youtu.be/aRwy8FyH8ik
  






















"
928017,"
   same 🤗
  ","
  That's good 😊
  "
928018,"
   Zindagi mein baar baar ye mukaam aaye
Tum hamare – hum tumhare kaam aaye
Bas itni he dua khuda se ki agle janm me
tumhare dosto me hamaara naam aaye…
  ","
  OOF chance, drew, and connor 😍
  
   https://youtu.be/TXTMIhhdRpE
  






















"
928019,"
   X
  ","
  I LOVE U AINT THAT THE WORST THING U EVER HEARD
  "
928020,"
   Whats up
  ","
  Nothing much, you
  "
928021,"
   hai
  ","
  Hay
  "
928022,"
   Go something funny ?
  ","
  I dont have anything
  "
928023,"
   What do you get when you mix the song ""Man I feel like a women"" by shaina twain and the song ""the beautiful people"" by marilyn manson? You get the song ""Man I feel beautiful""
  ","
  Its good to feel beautiful
  "
928024,"
   Have you ever travelled first class
  ","
  Yes and privately
  "
928025,"
   X
  ","
  Don't forget we have a live stream and a special announcement coming this monday!!
  "
928026,"
   Do you have any noise canceling headphones
  ","
  No I don't :(
  "
928027,"
   If you had the choice, would you prefer to not be born again after you die in this life?  Or would you rather be reborn again after you die in this life?
  ","
  I think chop to be reborn. Make a new memory and experience other lives :) rumors have it that our birthmarks are actually how we died in a past life
  "
928028,"
   Have you ever used tinder
  ","
  No amd dont think i ever will
  "
928029,"
   If you could say just one thing to someone what would it be?
  ","
  I hope you're happy
  "
928030,"
   What is your biggest fear?
  ","
  Being left alone at night
  "
928031,"
   What advice would you give to children today?
  ","
  Be you. You don't have to try to impress anyone or fit it. Be unique. That's more attractive
  "
928032,"
   Ah I see😂
  ","
  Its like Lisa on her a hotfish one
  "
928033,"
   Do you edit your photos or use filters? Thoughts on that?
  ","
  Sometimes I do but most of the time no, or its professionally done
  "
928034,"
   Do you like hugging,  holding hands, etc. with friends?
  ","
  Sure :)
  "
