,Question,Answer
26820,"
   oh okay
  ","
  yee
  "
26821,"
   Why winter
  ","
  Just a cold type person. Love it. Love the look. Feel. Snow. Just peaceful feel type part of the year. Love it.
  "
26822,"
   Is it rude to tell people you don't like human interaction?
  ","
  Eh... Depends. Haha 😆 Def depends what the convo is. If your just discussing it with someone. Yeah sure. But like.. Yeah. Hard to explain.
  "
26823,"
   Space
  ","
  People are dumb if they think I have to answer to them. Have to do what they say. If your gonna be disrespectful you can drop out my space just like the rest of thems. 👋 don't have time for it. Period. I don't have to do or say a thing. 🤷 You don't own me. 😆 So pish off and have fun with it.
  "
26824,"
   What is your favorite animal?
  ","
  Swan.
  
  Dolphins and orcas.
  "
26825,"
   Out of the fours seasons, which one is your favorite?
(Spring, Summer, Fall, Winter)
  ","
  Winter. 😊 My fav. Def.
  "
26826,"
   What did you learn today?
  ","
  That there are so many people that don't know respect and morals.
  "
26827,"
   Pizza with ranch?
  ","
  Eh..I've heard it's good but not my thing.
  "
26828,"
   Update on the ex loooool: so I woke up to find he’s followed me on insta again🤣 probably because I ignored his message yesterday and he doesn’t want me to move on. Don’t worry guys, I haven’t followed him back. I hope that’s the best thing to do anyways😊
  ","
  Hope he ain't tryna play games or something. Def be careful.
  "
26829,"
   Hola como estas
  ","
  Estoy bien hoy.
  "
26830,"
   Space
  ","
  Good night everyone! I wish you all the best for tonight and tomorrow and be safe!
  "
26831,"
   Cloudy days or sunny days ✨
  ","
  Sunny!
  "
26832,"
   Do you like Turkey?
  ","
  I don't mind it. It is okay. 🦃
  "
26833,"
   What's for dinner
  ","
  Some simple pic around type things
  "
26834,"
   If you need a sign to keep going, this is it. My box is open if anyone needs it 🖤
  ","
  Thxxx. Your sweet. 😊
  "
26835,"
   Have you ever bought food and immediately dropped it or ruined it somehow
  ","
  Yep unfortunately
  "
26836,"
   Any advice for studying?
  ","
  Read this stuff have someone explain the stuff to you then reread the stuff then read back to them the stuff and then explain to them how to do the stuff. Best way to study. If you can have someone teach it to you and then you understand it and then be able to teach it to them back then you truly have understood the information
  "
26837,"
   Have you ever tried fried ice cream?
  ","
  I have not been I would love to try this one day
  "
26838,"
   What causes happiness in your heart, or a smile on your face? Mine is  seeing friends healthy and happy. I'm easy to please.
  ","
  That is most definitely the same thing that makes a smile on my face to see my family and friends and pets really happy
  "
26839,"
   Do you like yoghurt?
  ","
  Do I like yogurt? Yes
  "
26840,"
   When you wake up, do you usually feel refreshed and energized? Or do you typically feel tired for a while?
  ","
  Definitely depends some days I feel energized and some days I wake up I feel a little tired like I should have gotten a couple more hours of sleep maybe
  "
26841,"
   What should I do with my hair this 2021 color and length??
  ","
  Maybe just add highlights but don't color all of it and I'd just let it grow out don't add any extensions to it. But that's just coming from me. You do what you really want
  "
26842,"
   What was the worst phase in your life?
  ","
  13 to 15
  
  Worst. Just depressing.
  "
26843,"
   Why do my ex BFs keep looking at my profile on dating sites?
Why do they do it and not message me? What are they doing?
  ","
  They jealous that you gonna find better! Good luck! You deserve better!
  "
26844,"
   I hope you have a great day
  ","
  Thank you. Today has been great.
  "
26845,"
   Do you have a true poker face?
  ","
  I doooo
  "
26846,"
   Anybody else here an identical twin/triplet? Or know any sets?
  ","
  I know many twins and triplets fams. More twins thrn triplets but yeah.
  "
26847,"
   did you ever listen to drake?
  ","
  Nooo. Never got into him for some reason
  "
26848,"
   This made me LOL 😂🤣😭😂🤣 you’re so silly girl 🤣
  ","
  Did you do it?! it's so funny yo.. Jk 😆 But really! It is! Glad I could make someone's day.
  "
26849,"
   What is a shoutout
  ","
  On here. This. What you just did. Basically you shout someone out send a question or you just ask people to ask you questions or to follow you or something. That's basically what a shout-out is. Is to get you out there to get more followers and to meet more people on here. To get noticed.
  "
26850,"
   Before Covid did you wash your hands often ?did you take care of yourself more ? Or you doing this now?
  ","
  I have always been bad about people touching me especially people that I don't know and of course I have always taken care of myself and washed my hands. It has never been different from me. Seeing all of these people buying a ton of soap and products is kind of scary to know that they probably have never in their life taking care of themselves for some reason
  "
26851,"
   fine.wby
  ","
  That is good to hear. I am great. Doing great.
  "
26852,"
   Do you wash your face every morning?
  ","
  Morning and night. Even sometimes in the evening.
  "
26853,"
   where’s the last place you drove to or went to?
  ","
  My work. That was the last place. And I am super tired now.
  "
26854,"
   my bad i didn’t realize it . sorry
  ","
  Your okay. But mine is seeming to be going by pretty slow for some reason. Idky. Which is good. I don't want this year to go by super quick. Like last year did. But yeah. I just feel like this has been a reeally long month. But Jan. Is always like that to me for some reason.
  "
26855,"
   Do you think January is flying by? or is it going slow to you?
  ","
  Oh. Well I just asked this earlier.
  "
26856,"
   Do you like art?
  ","
  Love it. I love art.
  "
26857,"
   What is a good way to get your attention?🤔💛
  ","
  Just by saying. Hey... Like.. Can I talk to you? You git a moment? My name. Say... Bella. Hey can I speak with you. And I more than likely will be like. What's up?
  "
26858,"
   What does it mean when someone says ""just the tip""?
  ","
  O.o Oh man... Just don't sound right. That's all. 😆 XD HAHA
  "
26859,"
   Do you eat a lot of a certain food?
  ","
  Not good to eat alot of the same at all. Never.
  "
26860,"
   Would you like to be famous? In what way?
  ","
  Maybe me wanting to help people and make them laugh. Or maybe with my singing. But idk still. Hard to go back once you enter that life.
  "
26861,"
   How are you
  ","
  I'm greeeaat! Thaanks. 😁✌😊
  "
