,Question,Answer
997704,"
   Any song stuck in your head today?
  ","
  hurricane by thirty seconds to Mars
  "
997705,"
   Is there anything you find embarrassing about your country?
  ","
  yeah the president we have. He’s such an embarrassment to this country
  "
997706,"
   Do you believe that dreams can sometimes predict the future?
  ","
  yeah I do
  "
997707,"
   Is that okay when a girlfriend hugging her male friends?What do you think?
  ","
  yeah why not? I think it’s okay. It’s not like she’s doing anything bad lol
  "
997708,"
   How’s it going ?(:
  ","
  I’m doing alright you?☺️
  "
997709,"
   brown eyes or blue eyes?
  ","
  blue eyes!
  "
997710,"
   Do you think about love or do you just feel it instead?
Do you love with ll your heart or just with your head?
Or  does love speak to heart and also to your mind?
when you discover true love that is what you’ll find! Don’t ever settle for less 😄
  ","
  I do think about love and when you’re in love you feel it but honestly I’ve given up in that department so who knows. I love with my heart mostly not my head tbh and that’s why I get hurt every time or played with. 🤷‍♀️ and yeah I totally agree anon!
  "
997711,"
   fruit or chocolate?
  ","
  I like both lol
  "
997712,"
   Hey cutie !
  ","
  hello!☺️
  "
997713,"
   maple syrup or honey?
  ","
  honey of course!
  "
997714,"
   is the joker your favorite movie
  ","
  no that’s not my favorite movie
  "
997715,"
   do you like american movies?
  ","
  yeah I do
  "
997716,"
   What about randomly piercing your nose this weekend
  ","
  yeah I don’t think I would tbh
  "
997717,"
   do you like slapping?
  ","
  oh you know it lmao
  "
997718,"
   Pumpkin spice latte or caramel apple spice?
  ","
  I don’t like pumpkin spice tbh so caramel apple definitely
  "
997719,"
   do you prefer bar soap or body wash when in the shower?
  ","
  definitely body wash!
  "
997720,"
   thank you so much! ❤️
  ","
  of course lovely ☺️
  "
997721,"
   you’re really pretty!
  ","
  awh thank you love, so are you😌
  "
997722,"
   nikki do u remember the username of the guy who had popcorn in his mouth as dp?
  ","
  no lmao I don’t
  "
997723,"
   can you dance?
  ","
  no lmao I can’t
  "
997724,"
   Do you answer phone numbers that you don't know?
  ","
  yeah and sometimes I don’t talk and they just hang up or I mess with them lmao
  "
997725,"
   block Courtney walker and report him he is a sex pervert likes little girls
  ","
  Alright anon lol
  "
997726,"
   جماعه انتوا ليه بتفرحةا ببكانا😂😂😂💪
  ","
  Anons are delusional it’s so funny
  "
997727,"

    @courtney_rocks1028
   
   oh baby  I have missed you so much
  ","
  you can go away
  "
997728,"
   Are you a hot weather or cold weather type of person?
  ","
  definitely hot weather person!
  "
997729,"
   Dayum you up too
  ","
  yeah anon lol
  "
997730,"
   do you like boys or girls
  ","
  I like boys lol
  "
997731,"
   Do you prefer to answer questions or ask them?
  ","
  I prefer both tbh
  "
997732,"
   Do you like tic tacs candy?
  ","
  yeah I do lol
  "
997733,"
   What you doing
  ","
  imma sleep night y’all
  "
997734,"
   Hi. How're you?
  ","
  hello! I’m okay you?☺️
  "
997735,"
   Do you know if Egypt is a a safe holiday destination for women to visit? 🛫🌞🕌👙
  ","
  I don’t know I’ve never been!
  "
997736,"
   Sleepwell 😂🖤
  ","
  thank you lol😁
  "
997737,"
   Its boring lol
  ","
  totally lol
  "
997738,"
   How are you doing 💕💕💕
  ","
  I’m okay you?😌
  "
997739,"
   Do you regard seagulls as vermin? 🕊🔫
  ","
  no I don’t lol
  "
997740,"
   Chilling in my bed
  ","
  fun lol
  "
997741,"
   Id hope you enjoy your sleep time🌚
  ","
  yes I absolutely will lol
  "
997742,"
   Have you ever, in your post adolescent years, found yourself listening to a Taylor Swift song, and LIKING it? 😳🙈 (be honest!!)
  ","
  yes I have! lmao
  "
997743,"
   Weekend Goals..🌚
  ","
  sleeping in lol
  "
997744,"
   I'm new in town, could you give me directions to your apartment?🙈
  ","
  I’m sleepy lol
  "
997745,"
   If I did that I’d hate myself for not having any good food around
  ","
  lmao I guess so
  "
997746,"
   So other line of thinking what are you up to? Isn’t it late for you?
  ","
  I’m watching Halloween baking championship and yeah it’s 1:00 am lol
  "
997747,"
   highlight of your day?
  ","
  sleeping in lmao
  "
997748,"
   Have u
  ","
  have I what?
  "
997749,"
   if you could do anything in the world right now, what would you do ?
  ","
  y’all hmu
  "
997750,"
   One can only hope, but that doesn’t mean I should lose hope right
  ","
  no you shouldn’t! She’ll be back soon☺️
  "
997751,"
   I might still have her number but she’s gotten a new one before and it’s not like she’s replied the last few times that way anyways
  ","
  yeah that’s okay you can talk to her when she comes back lol
  "
997752,"
   Convince me what makes you not innocent?
  ","
  that’s for me to know
  "
997753,"
   Darn, we used to talk all the time but we ended up drifting apart for well I’m shit at staying in contact is way but I was hoping to make an attempt again even though it’s probly too late
  ","
  yeah she hasn’t been online in ages so maybe when she does you can talk to her!
  "
997754,"
   Know she hasn’t been on in forever but are still in contact with Chloe? Aka
   
    @mk98xx
   
","
  no I’ve only ever talked to her on here!
  "
997755,"
   Don’t know if I can really call in a favor with someone I don’t know but if you’re a kind soul I do have a question
  ","
  what’s up?
  "
997756,"
   Weekend plans?
  ","
  death lol
  "
997757,"
   People ask you VERY WEIRD QUESTIONS
  ","
  I totally agree!😭
  "
997758,"
   Lmao you are really innocent as you look?
  ","
  lmao nah I’m not
  "
997759,"
   Do you believe in doing the rear way?
  ","
  okay seriously dude?
  "
997760,"
   When will you like to join a group of scantily clad women club?
  ","
  excuse me?
  "
997761,"

    https://ask.fm/HeyGuysWantStuffJustAsk/answers/157979126410/
   
","
  yes cheese pizza is bomb!
  "
997762,"
   Is this true If love does not take your attention maybe size does?
  ","
  no that’s not true
  "
997763,"
   AnthoNikki was the goal. Instead, we will get NikkiSingleForever.
  ","
  no anon we weren’t goals at all. I disagree on that
  "
997764,"
   Has anyone become a reason for you to take a shower yet?
  ","
  excuse me? lmao
  "
997765,"
   are you ready for halloween
  ","
  of course I am
  "
997766,"
   Have you ever used your mouth other than talking and eating?
  ","
  normal questions please lmAo
  "
997767,"
   I am here to help you with your stress
  ","
  ask me questions?
  "
997768,"
   You're clearly better at asking questions then I am, I'm sorry if i pass out, it's 3 am, BUT YEAH conjuring and the IT movies are really good, you have good taste!! what are your plans for the furture?
  ","
  that’s okay hah! You can sleep and thank you!☺️ definitely to be happy and successful!
  "
997769,"
   Pressure is never good
  ","
  someone hmu
  "
997770,"
   if you could travel anywhere, where would you go first ?
  ","
  Australia! ask me more!
  "
997771,"
   It's almost 3 am and I should sleep soon but fuck it, lets go! what's your favorite movie :)?
  ","
  IT chapter 1 &2
  
  the conjuring 1 & 2
  
  and many more lol
  "
997772,"
   How’s girl
  ","
  Who’s girl?
  "
997773,"
   you wanna float too ?
  ","
  I’m already floating anon
  "
997774,"
   have you seen Chapter 2?
  ","
  YES I saw it twice! I absolutely loved it! Older Bill is hot especially in those skinny jeans he wears 😩
  "
997775,"
   You like chilling with pennywise?
  ","
  oh yes absolutely!
  "
997776,"
   I wanna start asking you questions:)
  ","
  yes you definitely should! I’m bored 😩
  "
997777,"
   Biggest lie you been told in your childhood?👻
  ","
  all those fairytales turned out to be so fake and not even realistic one bit. 😩
  "
997778,"
   Yes we should if we wanna live
  ","
  that’s not true anon
  "
997779,"
   Fear is a part of us that we should ignore not let it take over
  ","
  we shouldn’t ignore it
  "
997780,"
   You really have to make me wait?
  ","
  yes anon
  "
997781,"
   Hey it was me on anon SO SORRY
  ","
  I figured and it’s okay lol
  "
997782,"
   this is the first time I logged into this thing for like a month,
  ","
  oh lol you’re on anon!
  "
997783,"
   I followed you, hope that's alright :)
  ","
  of course that’s okay! I appreciate it😌
  "
997784,"
   Hey you seem cool!
  ","
  hey thank youuu☺️
  "
997785,"
   How ticklish are you?😂
  ","
  someone should hmu
  "
997786,"
   Let me tell you something we will start with lust and move our way upto love
  ","
  no I’m not saying I’m sorry maybe one day will meet again
  "
997787,"
   Oh😂😂well why like ffs🤬😂Bruh really 😂😂
  ","
  yeah bruh I didn’t read it😂
  "
