,Question,Answer
960156,"
   selfie?
  ","
  👻😋
  "
960157,"
   Is there something you feel that you get questioned about too much on here?
  ","
  My age and height lol🤣
  "
960158,"
   He used to be the bass player of the band Foss
  ","
  Never heard of it
  "
960159,"
   You think we can get Larry King down here?
  ","
  Whatttt? Lol
  "
960160,"
   I wake up every morning believing today is going to be better than yesterday.
  ","
  Well that’s positive thinking!
  "
960161,"
   Amen
  ","
  Haha right? 😁
  "
960162,"
   Why are you like that?
  ","
  Why am I like what?
  "
960163,"
   Are you okay cutie?
  ","
  Yeah, I’m fine anon
  "
960164,"
   What’s the most interesting documentary that you have seen ?
  ","
  Wrinkles the clown was really interesting tbh
  "
960165,"
   What do you love most about Beto O'Rourke? Is it his eyes?
  ","
  Who’s that?
  "
960166,"
   Favorite comedian?
  ","
  Don’t necessarily have a favorite comedian lol
  "
960167,"
   As a man I would find a way to confess to you that I was once madly in love with you! <3
  ","
  Well that’s very kind anon😊
  "
960168,"
   What was the last song that you sang along to?
  ","

   https://youtu.be/jIoEaTN7GGo
  






















"
960169,"
   Do your half brothers have the same mom or dad as you?
  ","
  I have 2 half brothers anon.
  "
960170,"
   You sure drink carbonated alcoholic beverages Nicole
  ","
  Not soda though lol so
  "
960171,"
   If someone liked you, how would you like them to tell you?
  ","
  Just straight up tell me and be honest with me lol
  "
960172,"
   orange soda or grape soda?
  ","
  Neither, I don’t drink soda!
  "
960173,"
   How do you say ""I love you"" in actions?
  ","
  Well there’s many ways you can say “I love you” in actions like:
  
  By putting in effort in the relationship
  
  By communicating with your partner and telling them how you feel and just talking on the daily
  
  Learn to apologize
  
  Say “thank you” and show them appreciation
  
  Surprise your partner
  
  Cook for them
  
  Go out of your way for them
  
  Compromise
  
  Thoughtful gestures
  
  Pay attention by giving your partner your uninterrupted undivided attention
  
  Lend a helping hand
  
  Give space
  
  Etc!😁
  "
960174,"
   Do you use the public toilet?
  ","
  Only when I really need to and when I’m out
  "
960175,"
   I spoke to Pennywise last night and he's going to do his best to see you on Halloween, no promises though
  ","
  Why did this make me laugh? Lol
  "
960176,"
   ""people deserve a second chance""? No! Others will just take advantage.
  ","
  I definitely agree with that!
  "
960177,"
   You have no clue how attractive you are
  ","
  I’m not lol but thank you!
  "
960178,"
   How tall was Anthony?
  ","
  As if I remember how tall he is 🤣
  "
960179,"
   How tall are you? 
Are you more attracted to tall 
Or short people?

My answers: Kinda tall 6'7"" or 201cm.
I am more attracted to short women never really had a tall girlfriend
  ","
  I’m 5’7. I’m more attracted and into tall guys. And oh my goodness you’re tall lol
  "
960180,"
   You too?
  ","
  What do you mean?🤨
  "
960181,"
   makes sense everything about is interesting
  ","
  What? Lol
  "
960182,"
   عمرك سويت مصيبة وللحين ما احد يدري عنك 🤓😂😂🌝
  ","
  Goodnight y’all
  "
960183,"
   Yea dark wings like Lucifer not saying ur evil just not the same brush as the others😍
  ","
  Hmm that’s interesting lol
  "
960184,"
   For an ice breaker, when meeting someone for the first or second time, I'll joking use some of the lines just to get the person to laugh at how horrible they sound. lol
  ","
  Ohhh aha that’s awesome!
  "
960185,"
   Are you short?
  ","
  No I’m pretty tall lol
  "
960186,"
   Would you rather have an old phone with fast internet or a new cool phone with super-slow internet?
  ","
  I would say old phone with fast internet
  "
960187,"
   They can be amusing if the right person delivers them correctly. lol
  ","
  I definitely agree with that!
  "
960188,"
   What is your most time wasting internal subject?
  ","
  I would say this app lol
  "
960189,"
   NikNik do you like Twix Twix?
  ","
  I doooo
  "
960190,"
   what was your worst wardrobe malfunction ?
  ","
  I honestly don’t remember having one 🤔
  "
960191,"
   What is the worst pickup line you've ever heard?
  ","
  Oh boy I’ve heard so many
  "
960192,"
   Do you use calculator or are you good at math?
  ","
  Noo I’m not good in math at all!
  "
960193,"
   What is your favourite non veg joke?
  ","
  Non veg joke?
  "
960194,"
   That's horrible hope u and ur fams and friends will be ok sending good vibes out to everyone u love stay safe!!
  ","
  Thank you anon, I really appreciate it🤍 stay safe as well!
  "
960195,"
   Do you ever socialise in groups of more then 6 people?
  ","
  Not really, no lol
  "
960196,"
   Name something that you regard as being about as much use as a waterproof tea-bag?
  ","
  🤨🤨
  "
960197,"
   Where u live r u near any of the wild fires if so how r u coping with it?
  ","
  Yeah it’s pretty close tbh and the air has been so unhealthy due to the smoke in the air oh my 🙃
  "
960198,"
   Exactly. If you have no idea who it'll be, you can't definitively say it won't be me.
  ","
  You can keep dreaming anon😊
  "
960199,"
   Do you know who your future husband is?
  ","
  Nah how would I know?
  "
960200,"
   How often do you act like a Karen if ever?
  ","
  I don’t 🤷‍♀️
  "
960201,"
   As your future husband, everything you do matters to me on a personal level
  ","
  You’re not my future husband lol
  "
960202,"
   When you go to a movie, do you like to sit in the back, middle, or front?
  ","
  Usually in the middle or back even 😁
  "
960203,"
   It matters to me
  ","
  Why’s that?
  "
