,Question,Answer
611496,"
   I'm so bored right now (and in general) that I just spent about ten minutes trying to line one of your pictures up with a bikini bottom in an ad on the bottom of my screen. I think I need help.
  ","
  i wanna see this so bad. how can i see this? ahhah
  "
611497,"
   Busy day ? Is everything ok?
  ","
  i had such a long day. i deep cleaned my room today and it feels so good but i ended up having a pretty busy day but im doing ok.
  "
611498,"
   I wanna impregnate you
  ","
  such an odd thing to say lol
  "
611499,"
   cuz she's a baby
  ","
  i am a baby
  "
611500,"
   You look great in all hair colors.
  ","
  awh, thank you so much
  "
611501,"
   this is the spell hehe
  ","
  i knew i was a witch
  "
611502,"
   i love you beautiful misses ames
  ","
  i love youuuuu
  "
611503,"
   Who is someone you envy?
  ","
  its time to ask that ass.
  "
611504,"
   I got one
  ","
  What is it?
  "
611505,"
   Why are you so sexy?
  ","
  I wish i had the answer to this
  "
611506,"
   Is there any tattoos saying boom girl is on fire hehe
  ","
  No but you should get it tattooed on you
  "
611507,"
   you are stunning
  ","
  Thanks ?
  "
611508,"
   Why would i not believe lol past is prolouge ?
  ","
  Yesss it is!
  "
611509,"
   But you’ve always been absolutely gorgeous and you continue getting more and more gorgeous!?
  ","
  I love u girly ??
  "
611510,"
   Where is it
  ","
  In Washington with my dad
  "
611511,"
   Is it you lol
  ","
  Yes you can tell by the tattoos
  "
611512,"
   Grisly bear?
  ","
  No, it was way too small.
  "
611513,"
   Is it in your house
  ","
  Nope
  "
611514,"
   Post the colourful full version of this pic i never saw this before tho
  ","
  I dont have them. Its on my old computer which is in storage.
  "
611515,"
   How much?
  ","
  The car? Starting is 2 million but thats just for the engine and frame - theres only gonna be so few made because each car is designed for the driver. No two cars will be the same.
  "
611516,"
   This isn't black
  ","
  Is this black enough for you? ☠️???
  "
611517,"
   Are you an actress
  ","
  No but i wish i was a model
  "
611518,"
   What’s your dream car?
  ","
  This beautiful beast omg
  
  parafina battista
  "
611519,"
   Is there any dangerous animals live near your city like if you went hiking in the wild city of your city what are the odds of you getting attacked by wild animals?
  ","
  Omg two nights ago i saw a bear with her cub cross the road omg right in front of my car and they like knew i wasnt gonna hurt them, they kept looking back and being a little playful
  "
611520,"
   Have you dyed your hair? What’s your favourite colour that you’ve dyed it ?
  ","
  Ive dyed my hair so so many different colors!! I think my favorite on me by far was black!
  "
611521,"
   Waiting ?
  ","
  Im here ??☠️
  "
611522,"
   Hey hun
  ","
  Whats going on darling ?
  "
611523,"
   How many rooms do you have in your house
  ","
  Like 4-5 but im only cleaning mine.
  "
611524,"
   Hey!? I’ve been doing okay. I’m glad you’re well!
  ","
  ITS ALMOST YOUR BIRTHDAY!!
  "
611525,"
   cuz i got my freedom back
  ","
  Freedom is the best!
  "
611526,"
   What's the story of this pic
  ","
  Not sure but I feel this picture hard
  "
611527,"
   i need to say i've fallen in love with you Misses Ames
  ","
  Oh no! My spell worked on you ?
  "
