,Question,Answer
879696,"
   What is the perfect night with the guy of your dreams like and why?
  ","
  Jab koi right person milayga tb sochungi perfect night ka.....
  "
879697,"
   Tiktok k actors or Pubg k fauji? 😂
  ","
  Ask user
  "
879698,"
   Followed!!!""back may be.""
  ","
  Followed u
  "
879699,"
   Follow for follow
  ","
  Followed u
  "
879700,"
   How good is your guessing?
  ","
  9/10 times sahi guess kr leti hun
  "
879701,"
   Yar faixa?
  ","
  What ""yar""😡
  
  Do I know u 🤔😏😏😏
  "
879702,"
   What would you say to someone who is thinking 😍 about you now ?
  ","
  ""Someone""
  
  Ku apna waqt barbaad kr rahay ho........
  "
879703,"
   OL: Your Displays are 🔥 Bio 👌
  ","
  Ty
  "
879704,"
   You're cute ❤
  ","
  Ty
  "
879705,"
   Follow for follow
  ","
  Followed u
  "
879706,"
   Follow for follow?
  ","
  Done✔
  "
879707,"
   Acha.🌚
  ","
  Yup☺
  "
879708,"
   Aakhir msla kia hai ? 🤔
  ","
  Ye masla e kashmir se b bara masla hai
  "
879709,"
   Hottie 💥😍🤤
  ","
  Ahaan okay.....👍👍👍👍
  "
879710,"
   Followed you!! Back milega?? 🌸🙂
  ","
  Followed u
  "
879711,"
   Esa dekha nahi khobsurat koi🙈🤩🔥
  ","
  Pr mene boht dekhay hain........
  "
879712,"
   Why are all the girls crazy for burak deniz?
  ","
  What......
  
  Me tou nhi hun 😏😏😏😏
  "
879713,"
   Hey :)
  ","
  Hi
  "
879714,"
   Followed Faixa.
  ","
  Followed you
  "
879715,"
   Do you like the way you're living your life rn?
  ","
  Ofc YES
  "
879716,"
   Talkin about uh 😂
  ","
  Lol
  
  Me tou ab insta pr hun hee nhi ......
  "
879717,"
   Insta p 😂
  ","
  Insta pr har lrki ""haseena"" hee hai pr lrkay phir b ""haseen"" nhi hain......
  "
879718,"
   Kitnay Dollar 💰💰💰💰 Milay Hain Eidi Par?💲💲
  ","
  ****
  "
879719,"
   Is dunia mai apka koi kaam hay !!
  ","
  Han bilkul.....
  "
879720,"
   کیسی رہی عید آپکی؟🌺😛
  ","
  Achi thi
  "
879721,"
   what's your skype id? so can we talk there
  ","
  I don't want to 😏😏😏
  "
879722,"
   Winter or Summer?
  ","
  Winter
  "
879723,"
   One word how was  your Eid ?
  ","
  Good
  "
879724,"
   What is your story?
  ","
  ................
  
  Jo marzi likh lo
  "
879725,"
   Khbi maar khaye aye ? 🌝
  ","
  Yeah bachpan me tuition teacher se
  "
879726,"
   Larkia sapnia hoskti h😂😂nagin😂
  ","
  Hahahaha 👍👍👍👍👍
  "
879727,"
   Neeli Neeli Roshni Kamre meh Bnd hai
Kya Krn yaaro, mujhe yeh larki bht pasand hai!!""
  ","
  😂😂😂👏👏👏👏
  "
879728,"
   Meethi Meethi behn
Utho aur Namaz-e-Zuhar ki tyaari kro!!!
  ","
  Me bohtttt karwi hun
  "
879729,"
   7 billion people in this world aur saab ke saab saanp hai😂
  ","
  Nhiiiii ..... sab saanp nhi
  
  lrkiyan saanp kaisay ho sakti hain
  
  Zara sochiye........😂😂😂
  "
879730,"
   rate dp
  ","
  ?/.
  "
879731,"
   MA 🌺
  ","
  F.A
  
  B.A
  "
879732,"
   Hn g 
Kitna rokraa ikhata kiya 3 din mein ?😂😎
  ","
  Bs na poocho
  "
879733,"
   How was the Eid? 😛😛

Eidi hogayi ka burger ajaye ga? 😭😂😂
  ","
  Was good
  "
879734,"
   Hey looking cute in your display 😍
  ","
  Thanku
  "
879735,"
   Display🔥🔥
  ","
  Ab kya dp ko aag lga doge😐😂
  "
879736,"
   eidi?
  ","
  Guzar gii eid
  
  Agli eid pr sahi
  "
879737,"
   You were Looking Crush Material  this Eid ❤
  ","
  😂😂😂😂😂😂😂kahan dekh liya hai
  "
879738,"
   Kesi guzri phir EID?😉
  ","
  Boht achi
  "
879739,"
   Neend aa rhi hy
  ","
  So jao phir
  "
879740,"
   Kwahishat kam rko khush rho gae
  ","
  Everything is possible if u believe.........
  "
879741,"
   Do you follow your brain or your heart?
  ","
  My brain......
  "
879742,"
   So gorgeous😍🔥
  ","
  🤔🤔🤔
  "
879743,"
   Alhamdulillah itni eidi ho gai hy k andy wala burger a hi jy ga😍Apki eidi s kya a skta hy?😂😂
  ","
  😂😂😂😂😂😂
  
  Khopra candy
  "
879744,"
   Eid Mubarik ❤️
May Allah flood your life with happiness on this occasion , your heart with love , your soul with spiritual , your mind with wisdom ! 💕
 May this special day bring peace, happiness and prosperity to everyone 💝
  ","
  Khair mubarak
  "
879745,"
   Eid Mubarak 🌸!
  ","
  Same to u
  "
879746,"
   Your fav eid ka Shair?  🎉
  ","
  Eid I hai zamanay me
  
  _____ gir gii/gya gusalkhanay me
  
  😂😂😂
  "
879747,"
   Eid Mubarak💕
  ","
  Same to u
  "
879748,"
   *السلام علیکم و رحمہ اللہ وبرکاتہ*

آپ سب کو میری طرف سے بہت بہت عید مبارک ہو۔۔۔
دعا ہے کہ اللہ رب العزت ہمارے روزے ،تراویح اور رمضان المبارک جیسے بابرکت مہینہ میں کی گئی دیگر عبادات کو اپنی بارگاہ میں قبول فرمائے ۔
*اور ہمیں عید الفطر کی حقیقی خوشیاں نصیب فرمائیں*

*آمین* 
والسلام
  ","
  App ko b boht boht eid mubarak。
  
  Ameen..
  "
879749,"
   Eid Mubarak To You & Your Family 🌙
  ","
  Thankyou
  "
879750,"
   Eid Mubarak to all Muslims ! 🙂
  ","
  Eid mubarak everyone
  "
879751,"
   Eid mubarak❤️
  ","
  Ap ko b
  "
879752,"
   Eid mubarik to you and your family! May Allah bless with all his blessings stay blessed.
Regards : Jahanzaib saeed
  ","
  Same to u
  "
879753,"
   May the magic of this Eid bring lots of happiness in your life💓and may you celebrate it with family & friends 💐may it fill your heart 🌹with wonders. 
              ✨عید مبارک🔥
(Regards)
SYED AMJAD JAMSHAID.👑
  ","
  Ameen
  
  Same to u as well
  "
879754,"
   ❤HAPPY EID❤       
      MUBARAK
To you and your family...
May Allah give you lots of happiness on this happy Eid.
  ","
  Thankyou
  
  Ameen
  "
879755,"
   Eid mubarak 💕
Pap in your eid ka suit maybe
  ","
  Khair mubarak
  "
879756,"
   Salaam,
I wish you n your family very happy and blessed EID-UL-FITAR. May ALLAH accept your all struggles regarding RAMZAN and grant you and your family best n best returns in DUNYA O AAKHIRA.❤
  ","
  Ameen
  "
879757,"
   May this special day bring peace, happiness and prosperity to you and everyone around you. Eid Mubarak!!!
  ","
  Thankyou
  
  Khair mubarak
  "
879758,"
   💕💕May ALLAH send his love like sunshine in his warm and gentle ways to fill every corner of your heart and fill your life with a lot of happiness like this Eid day..💕💕❤Eid-ul-fitr-Mubarak❤
Regards:-
Muhammad Muzammil Abbas😊😍
  ","
  Thankyou
  
  Same to u as well
  "
879759,"
   عید کسی گزار  ر ہی
  ","
  Boht achi
  "
879760,"
   Eid Mubarak✨
  ","
  Ap ko b
  "
879761,"
   May Allah flood your life with happiness on this occasion, your heart with love, your soul with spiritual, your mind with wisdom, wishing you a very Happy Eid Mubarak.
💕💞💞
  ","
  Same to u as well
  "
879762,"
   Suno! Ao Eidi Share krein 😂🙊
  ","
  Nhi mujhay iss type ki sharing nhi pasand
  "
879763,"
   Meethi EID parr apny kya Meethaa khaya..💕
  ","
  Bachon se candies le kr
  
  Jk
  "
879764,"
   EID UL FITAR manai ya eid ul filter?🌚
  ","
  Abhi tuk eid ul fitr
  "
879765,"
   Kesa guzra eid ka pehla din? 🌚
  ","
  Boht acha
  "
879766,"
   Mara mara rehta hu us ki yad ma ghum hua rahta hu😢
Mujha lagta ha ma kahi ishq kar behta hu💯
  ","
  Mubarak ho
  "
879767,"
   Chand raat mubarik ho sab ko mairee traf sai
  ","
  Aap ko b
  "
879768,"
   Chand raat Mubarak 🌙😊
  ","
  Same to u as well
  "
879769,"
   At the end of this month..1 word for me💞
  ","
  Stranger
  "
879770,"
   Jisky liye insta story lgati usy bhj dena 😂
  ","
  What do u mean ?
  "
879771,"
   Follow?
  ","
  Followed u ✔
  "
879772,"
   اُس کی آنکھیں دیکھنے والو ! تم پر واجب ہے..

شکر کرو، اِس دنیا میں کچھ اچھا دیکھ لیا..
  ","
  Wah wah ......
  "
879773,"
   Followed...
  ","
  Followed✔
  "
879774,"
   Aik follower phr km hogya mera.😢
  ","
  Hahaha
  
  Ab humain afsos krna hoga
  "
879775,"
   Kya kbi kisi ne pyar se janu kaha haiiii....😉
  ","
  My cxns 😏😏😏😏😏
  "
879776,"
   What city would you most like to live in?
  ","
  NYC
  "
879777,"
   Eid ki tyaari ho gyi?
  ","
  Yup...
  "
879778,"
   What country have you always wanted to visit?🌍
  ","
  USA❤
  "
879779,"
   Follow maybe?
  ","
  Followed✔
  "
879780,"
   Larkion ma Sab sy buri chez kiya lagti hai ??? 👻
  ","
  Jab wo aik hee bande se bar bar dhoka khati hain or bar bar roti hain uss k peechay......
  "
879781,"
   "" اتنا جو بدمزاج 
"" لڑکا ہوں میں،
"" کبھی سوچا ہے کہ اس کے پیچھے بھی کوئی کہانی ہو گی۔۔!!
  ","
  Chalo sunao wo kahani .......
  "
879782,"
   Followed=follow back
  ","
  Followed u
  "
879783,"
   Who knows you the best on the ask fm?😊
  ","
  Ohh achaaaa......
  
  Pta nhi.....😂😂😂
  "
879784,"
   Followed 😜 its ur turn
  ","
  Followed✔
  "
879785,"
   Followed❤️#!*
  ","
  Followed u
  "
879786,"
   aj kay match pr kya khayalat hei?
  ","
  Not interested.......
  "
879787,"
   Jumma mubarak💌🌺
  ","
  Aap ko b
  "
879788,"
   Other girls: I m sorry i was wrong 
Pak girls : bht buri hun na ma dua kro mar jaon 😂
#Hates Allowed 🙊
  ","
  Me.....
  
  ⬇️⬇️⬇️
  "
879789,"
   Who is your crush in the cricket??🏏
P.S you can't choose Imran Khan 😁
  ","
  Koi aik b nhi.....😐😐😐
  "
879790,"
   Ap kehti hain, haspataaal boldete 🤭
  ","
  Hahaha👍👍👍
  "
879791,"
   hey 
how are you 😉😊
  ","
  Hi
  
  I m good.
  
  Wby ?
  "
879792,"
   Gol Roti Bana Laty Hu🤔🤔🤔???😜😜😜
   
    @khilji143
   
","
  Yeah....
  "
879793,"
   Follow back maybe?
  ","
  Done✔
  "
879794,"
   Jumma tul widdah mubarik ♥️
Have a blessed one 😇
Remember me in your prayers 
Stay blessed😇.
  ","
  Same to u
  "
879795,"
   Jumma-tul-wida Mubarak❤️
Stay Blessed💕
  ","
  Aap ko b....
  
  Thanku....
  "
879796,"
   Followed you back maybe 😊
  ","
  Followed you already ....
  "
879797,"
   Follow for follow back😊

#anyoneup
  ","
  Followed✔
  "
879798,"
   Follow you
  ","
  Followed✔
  "
879799,"
   Followed
  ","
  Followed✔
  "
879800,"

    @amnashahid21
   
   is getting married to
   
    @Waqar_Jut
   
   😍. 
Barat at shama marriage hall lahore
Walima bandhan marriage hall faisalabad
  ","
  How coward u r na .......
  
  Identity hide kr k fazool baatain bol rahay ho 😏😏😏
  "
879801,"
   💥💥
  ","
  #Nevergiveup
  "
879802,"
   A Girl will always choose a guy Who is?? 🙊🙊
  ","
  Respectful❤
  "
879803,"
   Follow for follow
  ","
  Followed u
  "
879804,"
   Do you care for the society what they think about you? ☀️
  ","
  Nope........
  
  Idc what they think and what they say , I know who I m.......
  
  👑❤
  "
879805,"
   Do you share your headphones?
  ","
  Nope.....
  "
879806,"
   followed 😌
  ","
  Followed✔
  "
879807,"
   Kitna roza rakha?🌚
  ","
  Aik nhi
  "
879808,"
   😂😂😂
  ","
  👍👍
  "
879809,"
   Your curly hairs are pretty..
  ","
  Ty
  "
879810,"
   There is no attraction, what is the point of being rude to everyone?🤷🏻‍♂️
  ","
  👍👍👍
  "
879811,"
   ۰"" تیری تھوڑی سی دل لگی..

میرے دل پے جا لگی..🔥
  ","
  👍👍👍
  "
879812,"
   Mohtarma 22 rozay guzar Gaye ab to aftari karwa do 😂
  ","
  Baki b aisay hee guzar jayeinge
  "
879813,"
   I really want to recieve streaks from a girl so beautiful such as you 🌸
  ","
  Hahaha me streaks wala fazool kam krti hee nhi.
  "
879814,"
   Im waiting.
  ","
  Or kro
  "
879815,"
   Hey, add back on snapchat 🌸
  ","
  Do I know u
  "
879816,"
   Followed you
Follow back
  ","
  Followed✔
  "
879817,"
   who's is more responsible mother or father?
  ","
  Both❤
  "
