,Question,Answer
1013795,"
   Don't go outside you'll melt
  ","
  I’m going outside lol
  "
1013796,"
   Have you ever seen someone you know somewhere and when you said hi or nodded or whatever they just blew you off?Like they didn’t even acknowledge you?
  ","
  I usually try and avoid people lol
  "
1013797,"
   When it comes to getting gifts , do you like to be surprised or would you prefer to pick out your own present?
  ","
  I personally like being surprised lol
  "
1013798,"
   Do you do competitive swimming?
  ","
  no haha I don’t
  "
1013799,"
   New bikini pic yet? 😍😍😍
  ","
  yes on my Snapchat lol
  "
1013800,"
   I’m guessing you swim a lot? Oh okay well it’s 7 30 pm here
  ","
  yes I do haha and ooh that’s nice!
  "
1013801,"
   Good. Are you doing much today or tonight? I don’t know what time it is there?
  ","
  probably gonna go out and swim of course lol and it’s 11:28 am
  "
1013802,"
   Are you alright?
  ","
  yes I’m alright!
  "
1013803,"
   Looks like an angel made out of flame.
  ","
  Awh thank you ❤️
  "
1013804,"
   Pap
  ","
  ✨✨
  "
1013805,"
   Thong or g string
  ","
  none lmao
  "
1013806,"
   Nikki shark, doo doo doo doo doo doo 🦈
  ","
  oh god lmao
  "
1013807,"
   10am and already 104 degrees, no thanks Jeff
  ","
  I love it lmao
  "
1013808,"
   Kaseys fan page
   
    @MeganF1234Fanpage
   
   is suspended
  ","
  okay and ? lol no worries
  "
1013809,"
   Two people that flirt a lot and it's obvious that they like eachother?
  ","
  yes that makes it obvious
  "
1013810,"
   There you go 😘
  ","
  Thank you omg ☺️
  "
1013811,"
   Are you at Palm Springs still?
  ","
  yes lol
  "
1013812,"
   Have you ever had sex when other people have been in the same room
  ","
  Can someone give meh like 200 coins maybe?😅
  "
1013813,"
   How many followers do you have?I just reached my 900th. Happy day!!!
  ","
  woo that’s awesome 😁 I have 8,400
  "
1013814,"
   Good day so far?
  ","
  yes hmu peoples
  "
1013815,"
   I'm good thanks but i don't like the summer XD
  ","
  How could you not? I love the summer!
  "
1013816,"
   How do you cope with failure or rejection?
  ","
  I honestly just try and get over it I guess. I mean obviously I’ll be sad for awhile
  "
1013817,"
   Hey how are you? Oh wow, you are very beautiful
  ","
  hey! I’m okay you?☺️ and thank youuuu
  "
1013818,"
   didn't know you were a cow girl?
  ","
  I’m not lol
  "
1013819,"
   Howdy partner 🤠
  ","
  Howdyyy🤠
  "
1013820,"
   So slim omg
  ","
  thank youuuu
  "
1013821,"
   You’re very pretty!
  ","
  Thank you☺️
  "
1013822,"
   why sad?
  ","
  because it looks like I’m not gonna be #1 for much longer
  "
1013823,"
   Do people that hurt you deserve, “payback?”
  ","
  nah I don’t think that
  "
1013824,"
   I mean u r having 3 instagram
  ","
  yes lol
  "
1013825,"
   Ffs Anthony hasn’t been on for two days
  ","
  okay but who cares? loool
  "
1013826,"
   Lots of Instagram
  ","
  What about Instagram?
  "
1013827,"
   up to much today?
  ","
  just sad lol
  "
1013828,"
   socks vs no socks at home?
  ","
  I’m not gonna be #1 for long 😩
  "
1013829,"
   Has Anthony seen your bikini pictures?
  ","
  nope lmao let’s keep it that way
  "
1013830,"
   How u r so skinny
  ","
  I’ve just always been like that anon
  "
1013831,"
   OOTD?
  ","
  I’m losing more coins 😭😭
  "
1013832,"
   how are you? :)
  ","
  I’m doing okay anon you?☺️
  "
1013833,"
   Ohhh yes anon we should just skip the dating part and go straight to marriage right?
  ","
  I don’t think so lol
  "
1013834,"
   Do you want to be roasted for a bit of fun
  ","
  no lol
  "
1013835,"
   Are you going to Sunday brunch?
  ","
  Absolutely lol
  "
1013836,"
   So when we getting married?
  ","
  hmm I’m not sure lol
  "
1013837,"
   Hey! Why do your girls always create problems in other girls' areas? I dont want any quarrels among you guys.
  ","
  oof I’m bored
  "
1013838,"
   I don’t need one more day of you wasting me away (with no apologies)
  ","
  same anon same
  "
1013839,"
   Where he/she saw your pockets!?
  ","
  I have no clue lmao
  "
