,Question,Answer
777780,"
   * happy family
  ","
  ...
  "
777781,"
   Sometimes I wish I could work Christmas Day so I don't have to sit about the table and play a big happen family. Anyone else?
  ","
  Sure
  "
777782,"
   I still love my diaper bag. So? Lol
  ","
  That’s good for you?
  "
777783,"
   Do you think woman could carry a diaper bag with them when they don't have kids or their kids are too old to be in diapers?
  ","
  Wtf
  "
777784,"
   What is the best way to get a girl if you are scared to talk to her?
  ","
  Idk I’m not good with that
  "
777785,"
   What r u doing
  ","
  Sitting here.
  "
777786,"
   Do you think he’ll like my present. (He’s not my father btw. Just my daddy)
  ","
  Tbh I don’t care .
  
  Get that through your head
  "
777787,"
   I’m gonna put on my pink teddy and give daddy a special surprise for Christmas. Wait til he sees what Santa brought him this year. 😘👅💋
  ","
  Oh
  "
777788,"
   You’re so pretty
  ","
  Thank you
  "
777789,"
   Hi cutie
  ","
  In need of good questions
  "
777790,"
   Is Leisure Suit Larry a suitable computer game for a ten year old boy?
  ","
  Better questions
  "
777791,"
   Sexy
  ","
  Send me questions
  "
777792,"
   Blocked
  ","
  Cool kid
  "
777793,"
   Have you ever let a boy touch your special places and you weren’t sure what was going on but then it felt good so you let him go all the way? But then you realise he wasn’t wearing protection?
  ","
  Blocked 😇
  "
777794,"
   your background pic is so cute
  ","
  Thanks
  "
777795,"
   Is it okay for a 38 year old woman to arrange to meet a 12 year old boy she met online and take him to Butlins for the weekend and share a room with him?
  ","
  Blocked
  "
777796,"
   Omg I’m so jealous of how pretty you are
  ","
  Awh, don’t be
  "
777797,"
   Is it okay for a 38 year old woman to buy a cute 13 year old boy a gaming PC and a $100 steam gift card?
  ","
  Pedo
  "
777798,"
   You have a twin?
  ","
  Nope.
  "
777799,"
   You look so nice without glasses.
  ","
  Thank you 💕
  "
777800,"
   bit dumb
  ","
  Sigh, your mom is a bit dumb.
  "
777801,"
   I like the name Gabby
  ","
  K
  "
777802,"
   You’re gorgeous bbg
  ","
  Thanks and stop calling me “bbg”
  
  My name is Gabby
  "
777803,"
   FALSE ANON I LIKE HER
  ","
  They have nothing better to do with their life.
  "
777804,"
   What’s up cutie
  ","
  Refrain from calling me cutie.
  "
777805,"
   Hi
  ","
  Hi
  "
777806,"
   Was that you sending your link saying she grinds my gears ?
  ","
  Yeah. No.
  
  I was at work when my link was being sent around.
  
  Another salty anon .
  
  * Kayne Shrugs*
  "
777807,"
   Stay beautiful ❤️
  ","
  Thanks 💕
  "
777808,"
   Why why why
  ","
  Can I get some decent questions?
  "
777809,"
   Hi
  ","
  Seriously can’t wait for the holidays to be over
  "
777810,"
   Why do black girls ass cheeks turn grey when smacked?
  ","
  Why do you ask me such stupid questions ffs
  "
777811,"
   Thoughts on teens and adults wearing diapers even though they don't have a medical condition?
  ","
  You’re weird how about dat
  "
777812,"
   Dang. Can I just say I can picture you in that red sweater dress and you would look so good in it
  ","
  Oh
  "
777813,"
   What colour panties are you wearing?
  ","

   https://www.amazon.com/gp/aw/ls/?ie=UTF8&lid=359IJL1QVN1L1
  
"
777814,"

    @keeptestingdes
   
   starts drama!
  ","
  Let her do her.
  "
777815,"
   What color are you getting your nails next time?
  ","
  Mhm, idk maybe a nude color or maybe a sky blue with silver for a winter theme
  "
777816,"
   can i stay at your house one night?
  ","
  Lmfaooo. Ask my boyfriend and see what he says.
  "
777817,"
   I'm innocent so I say ""You have pretty lips, I bet you're a great kisser"" lmao
  ","
  Lmaoooo , these anons are so weird
  "
777818,"
   I wish I had your self confidence =) 💜💜💜
  ","
  Awh thank you ❤️.
  
  You’re gorgeous 💕
  "
777819,"
   You have really pretty lips, I’ll bet you give great head.
  ","
  Lmfaooooooooooo.
  "
777820,"

    @yesimshortxo
   
   and
   
    @urjustgae
   
   doesn’t like you 😂
  ","
  Damn anon you’re annoying 🙄
  "
777821,"
   Damn you’re sexy af
  ","
  I know m.
  
  Hehe
  "
777822,"
   What are you doing for New Years Eve?
  ","
  Mhm, we’re not too sure yet.
  "
777823,"
   What r u doing?
  ","
  Eating , drinking ice coffee. Then I’m going to wake up my son.
  "
777824,"
   Do you eat breakfast?
  ","
  Not really. But lately I’ve been eating oatmeal.
  "
777825,"
   Hey.
  ","
  Can’t wait for my Christmas present from my boyfriend 😍😩
  "
777826,"
   I apologise. Plz don't block.  😌😌
  ","
  Mhm
  "
777827,"
   My humor was boring or sex by urself is boring? I will try harder either way
  ","
  I feel like the block button might be used here.
  "
777828,"
   ""Wow nobody understands sarcasm"" Clearly, you don't.
  ","
  Lol. Silly anons.
  "
777829,"
   I was trying to be sarcastic myself. Used to know what sex was like.  Also I hear it's more fun with someone than by urself.
  ","
  Boring
  "
777830,"
   Sex is a verb. It's been a while for me but I hear it's fun. An activity people do.
  ","
  Wow nobody understands sarcasm
  "
777831,"
   Morning sex is fun. But yeah food with sex dumb
  ","
  Sex❓
  "
777832,"
   Thanks wifey 😍😊💕
  ","
  No need to thank me 💕
  "
777833,"
   I know a lot of people unfollow me so if you still follow me say I
  ","
  I follow you x
  "
777834,"
   I’m 28 m from Essex ? Any one up for a phone call ? I’m bored 😐
  ","
  Oh
  "
777835,"
   What means the most to you?
  ","
  My family
  "
777836,"
   Have you ever fallen asleep at work?
  ","
  No.
  "
777837,"
   can i judge you?
  ","
  Don’t all you anons judge already
  "
777838,"
   Have u ever used food item during sex? If so what was it?
  ","
  Why ask these questions at 8am?
  "
777839,"
   I hate being gay and all the hot girls are straight 😢
  ","
  Sorry
  "
777840,"
   how do you tell someone you love them for the first time? i’m so nervous. like what if they don’t feel the same way..?
  ","
  Just tell them if they don’t feel the same way then that sucks
  "
777841,"
   Hope you’re having a good shift at work girly 💕
  ","
  Thank you love x
  
  Almost off.
  
  About 30 more minutes to go 😘❤️
  "
777842,"
   Wyd?
  ","
  Still at work till 12am
  "
777843,"
   Do you like
   
    @yesimshortxo
   
","
  Yeah 😘
  "
777844,"
   What if something scary happened in real life?
  ","
  Then something happens
  "
777845,"
   f14) so like I have “made out” with a boy meaning intense kissing but nothing more, it’s impossible to get pregnant right? I know it’s such a preteen thing to do to stress about these things but I have been spotting and I’m like freaking out
  ","
  Yeah bc making out you make babies
  "
777846,"
   That’s basically like them saying you don’t exist because you’re not 100% black/white.
Like interracial couples/babies exist.
  ","
  Thank you. They’re trying to sound smart while being ignorant
  "
777847,"
   Well let’s ask a logical question. If you’re educated enough to understand. You said you want to go to college. Would you qualify for all or just half of the united negro college fund? Oh there’s no half? Hmm there’s your answer 😉
  ","
  No you’re just being ignorant while trying to sound smart lmao
  "
777848,"
   Sorry boo. It’s true though. There’s only white or not white. No in between.
  ","
  Lmfao.
  
  Why do kids go to school?
  
  Seems like they can’t retain any information smh 🙄
  "
777849,"
   Hi. What are you doing?
  ","
  Hello.
  
  I’m at work right now
  "
777850,"
   Ask my bestfriend some questions if you could! She rarely gets any!
   
    @Des_Spears01
   
   , what are some of your New Year goals ?
  ","
  Hopefully to save up & move
  "
777851,"
   Yeah
  ","
  ????
  "
777852,"
   Why do people ask this. There’s no such thing.
   
    https://ask.fm/NineGDxFour/answers/145077967430
   
","
  No such thing as what?
  
  And don’t say mixed bc if you do I don’t condone stupidity
  "
777853,"
   I want a you my girlfriend
  ","
  Sucks to be ya
  "
777854,"
   You mixed or black?
  ","
  Mixed
  "
777855,"
   I’m think u are so very beautiful
  ","
  Thanks
  "
777856,"
   Yeah
  ","
  Not a question
  "
777857,"
   I do care for you
  ","
  Oh
  "
777858,"
   Is it hotter to speak French or Spanish?
  ","
  Idc
  "
777859,"
   I’m think you about
  ","
  Cool
  "
777860,"
   Ever met someone under thirty named Mary?
  ","
  Ugh, dreading going to work 😩🙄
  "
777861,"
   Do you know any interracial couples that are black/Asian?
  ","
  No???
  "
777862,"
   do you use a facial moisturizer? what brand do you use?
  ","
  No I don’t
  "
777863,"
   dont you think 3 at 23 is way too young? why not live life and not get in debt from having kid after kid
  ","
  No I don’t think it’s too young. Obviously her and her husband are stable enough to have 3 kids.
  
  Stop complaining about her life.
  "
777864,"

    @hayleywilson21
   
   took anonymous off because people think shes trash for having 3 kids at 23 hahaha shes a joke
  ","
  I think she’s amazing .
  
  Shes also amazing for raising 3 kids amazing ❤️
  "
777865,"

    @keeptestingdes
   
   is irrelevant
  ","
  Ask me things.
  "
777866,"

    @keeptestingdes
   
   is irrelevant
  ","

   @NineGDxFour
  
  is too
  "
777867,"
   Why
  ","
  Why what?
  "
777868,"
   This my number 978 918 9381 text me please
  ","
  No
  "
777869,"
   I love you
  ","
  Sweet
  "
777870,"
   So u boyfriend now
  ","
  “So u boyfriend now”
  
  Like what even lmao.
  "
777871,"
   So
  ","
  So????
  "
777872,"
   would you care if i saw you in a bra and thong?
  ","
  Yawn
  "
777873,"
   want a hug?
  ","
  No.
  "
777874,"
   U are mine
  ","
  I’m my boyfriends 😘
  "
777875,"
   has anyone ever been in the bathroom while you were changing your pad?
  ","
  I’m going to block you bc your pad obsession is nasty
  "
777876,"
   have you ever gone a month without shaving your fanny?
  ","
  I’m so mad my pinky nail broke earlier
  "
777877,"
   Bae 😘
  ","
  Names Gabby
  "
777878,"
   you have tried tampons?
  ","
  No
  "
777879,"
   Stop being so damn fine!
  ","
  Lol.
  "
777880,"
   When you are old, what do you think children will ask you to tell stories about?
  ","
  The past life
  "
777881,"
   😍
  ","
  ❤️
  "
777882,"
   do you prefer tampons or pads?
  ","
  Pads
  "
777883,"
   Doing tbh send @s if you down for it
  ","
  ^^^
  "
777884,"
   Do u have a sister that's single? Step sister? A young aunt?
  ","
  Stop being desperate
  "
777885,"
   Oh damn
  ","
  K
  "
777886,"
   U have a friend single ?
  ","
  Not for you
  "
777887,"
   U have friends
  ","
  Yeah
  "
777888,"
   I like you
  ","
  That sucks
  "
777889,"
   Why
  ","
  ???!
  "
777890,"
   Hey cutie
  ","
  Don’t call me cutie
  "
777891,"
   you and me can't ever meet in case we fall in love
  ","
  I’m in love with my boyfriend
  "
777892,"
   Pop tarts... With or without icing?
  ","
  With
  "
777893,"
   What do you study or work?
  ","
  Retail
  "
