,Question,Answer
0,"
   Are you a fashionist/-a?
  ","
  No
  "
1,"
   Happy Valentine's Day! How are you going to spend it?
  ","
  Bad
  "
2,"
   Claustrophobic
  ","
  Bad feelin
  "
3,"
   Do you use Bluetooth often?
  ","
  Yes
  "
4,"
   How much sleep do you need to be able to function?
  ","
  Little
  "
5,"
   Would you break the law to save a loved one?
  ","
  I break the law everyday
  "
6,"
   morning 💤☀️
  ","
  Wyd today
  "
7,"
   Do you think there’s a difference between living and existing?
  ","
  Yes
  "
8,"
   iPhone or Samsung?
  ","
  iPhone
  "
9,"
   are you good at giving advive?
  ","
  Yes
  "
10,"
   Do you use wifi more or your own data?
  ","
  Wifi
  "
11,"
   Happiest moment of your life?
  ","
  Was my wedding
  "
12,"
   What’s the best place in your city for a romantic dinner?
  ","
  Taco Bell
  "
13,"
   If you learn that the person who broke your heart is crying, what will you do?
  ","
  Be the person I set out to b
  "
14,"
   Whats for breakfast?
  ","
  Tube steak
  "
15,"
   Do you prefer to do things before bed or after you awaken?
  ","
  Both
  "
16,"
   Thongs or undies
  ","
  Things now
  "
17,"
   Ita ok?
  ","
  Yes
  "
18,"
   how have you been lately
  ","
  Like shit
  "
19,"
   watch adds.
  ","
  At night
  "
20,"
   What is your dream bedroom?
  ","
  Sex swings and lights , toys the whole nine
  "
21,"
   Do you have a venmo ?
  ","
  For wat
  "
22,"
   Hi
  ","
  Hey
  "
23,"
   Have you ever traveled to Italy?
  ","
  Pretty much. Ended up there on skies
  "
24,"
   What's an unusual or uncommon phobia that you have?
  ","
  Reading out loud. It’s so stupid
  "
25,"
   What’s your go-to drink/food/activity when you’re sick and in bed?
  ","
  Water
  "
26,"
   Do you like Messenger ?
  ","
  Yes
  "
27,"
   When do you randomly get 🔥🔥 you know
  ","
  Idk when
  "
28,"
   Que hacen ??
  ","
  Yip
  "
29,"
   How does your body react to stress? And what do you do with it?
  ","
  Badly and I get a rub down
  "
30,"
   What’s your go to vacation spot?
  ","
  Was chincoteague va
  "
31,"
   tell me a fact about you.
  ","
  I am ready to get paid
  "
32,"
   Can girls who are Hispanic be named Deanna?
  ","
  Yes
  "
33,"
   how are you feeling today?
  ","
  Like it’s a new beginning
  "
34,"
   Do you have a cat ?
  ","
  No
  "
35,"
   Do you prefer watch old movies or more recent?
  ","
  New
  "
36,"
   How do your relatives manipulate you?
  ","
  They don’t
  "
37,"
   All tv show looks like the same ?
  ","
  Yip
  "
38,"
   Can a personal Facebook account get disabled if you insult someone? Just wondering. Thank you
  ","
  Idk
  "
39,"
   🌷
  ","
  Ty
  "
