,Question,Answer
718776,"
   From a source
  ","
  You going to tell me what source
  "
718777,"
   If you already know why should I tell you ?
  ","
  Because I want to know where you heard this information and where you got it from that states she single
  "
718778,"
   Do you think people can survive without there technology today? If not, why? If so, why?
  ","
  No cause people grip that shit as if it was the last bottle of water in the world. When you go into a apocalyptic state... a bunch of people are going to die because they rely to much on technology
  "
718779,"
   Who knows?? Sorry I brought it up. Good night or good morning wherever you are.
  ","
  Mine as well keep talking and tell
  
  me how she told you
  "
718780,"
   are you happy or sad right now?
  ","
  I suppose both
  "
718781,"
   How many people do you consider your ""best friends?""
  ","
  You have to trust someone to be your best friend... but I don’t trust anyone. Reason being you have to trust someone to be betrayed.
  "
718782,"
   We are talking about the same person right ?
  ","
  I think so...
  "
718783,"
   What is the last thing that you did that you were proud of?
  ","
  I passed my classes. That’s probably the only proud thing I’ve done in awhile tbh.
  "
718784,"
   Do you easily get annoyed by some of the questions on this app?
  ","
  Yes
  "
718785,"
   But she’s your girlfriend obviously
  ","
  Exactly so I’m asking why you know she’s single if she’s my girlfriend?
  "
718786,"
   Do you like Toronto Raptors
  ","
  I’m not much of an NBA fan but I follow a few players
  "
718787,"
   How to say respond that you’re well endowed without bragging?
  ","
  I’m well. I’m lucky enough to be able to have clean water and clothes to keep me warm. I wish everyone could have this life
  "
718788,"
   Why don’t you ask her
  ","
  You brought it up
  "
718789,"
   No it’s okay
  ","
  No go ahead and tell me. You brought it up so mind as well start saying stuff
  "
718790,"
   Never mind
  ","
  No go ahead and tell me
  "
718791,"
   I just saw that she’s single and just talking to you.
  ","
  Wdym that you just saw she’s single
  "
718792,"
   If you had an ability to look into other's past, who would be the first one on which you will use your power?
  ","
  My girlfriends to see where she needs the most support in life
  "
718793,"
   2 things you’re grabbing out the house Incase of 🔥🔥🔥 ..... GO 🗣
  ","
  My phone to call for help and emergency and as much water bottles as I can carry out
  "
718794,"
   Do you think crying is a sign of weakness or strength?
  ","
  Could be both
  "
718795,"
   Do you make fun of peoples skin color
  ","
  No. That’s fucked up if you do
  "
718796,"
   do u believe that the helicopter met with a UFO in the sky over the US?
  ","
  Possibly
  "
718797,"
   What's the best piece of advice you've ever given ?
  ","
  Never give up hope
  "
718798,"
   You broke up with her didn’t you ??
  ","
  No.
  "
718799,"
   are you a hypocritical person?if so, how far can you go?
  ","
  I don’t think I am
  "
718800,"
   Do you believe in destiny?
  ","
  Yea
  "
