,Question,Answer
80460,"
   اي يشيخ مش تزعلوا دي يشيخ😂😂😂😂
  ","

   مش إلك دعوة 😌
  
"
80461,"
   ياشيخ فكره الاختيار ومفيش ضمانات ان دا الاختياار الصح .. نعمل ايه !
  ","

   مفيش ضمانات تامة !
   
   أي موضوع فيه نسبة مغامرة ..
   
   الفكرة إننا بناخد بالأسباب (من استخارة وسؤال وتركيز) عشان نضيق مساحة المغامرة دي تماما، ما استطعنا.
  
"
80462,"
   ما ترد يا شيخ نوبك ثواب بتوع الشرقيه بيحبوك والله 😂♥
  ","

   أكرم ناس 💚
   
   مش تزعلوا :)
  
"
80463,"
   في الرؤية لو اتسالت هل كان ليك علاقات سابقة مع بنات ارتباط كدا اقول لا و اه مع العلم انه كان فين و لو أقسمت عليا اقول ؟!
  ","

   قل لأ !
   
   ولو زودت = يبقى تقول الماضي مش من حقك، ولا من حقي أسأل عنه.
   
   لو ارتحنا لبعض = يبقى لنا من أول يوم دخلنا حياة بعض.
   
   زودت أكتر = يبقى ابعد عنها، بلا تردد.
  
"
80464,"
   لما احس ان راجل متجوز معجب بيا اعمل ايه؟
(انا بنت وهو زميلي فالشغل)
  ","

   تبعدي عنه وتحجمي التعامل تماما !
  
"
80465,"
   اهلي لما غصبوني ع الخطوبة مش عارفه اصفالهم واتعامل عادي وواخده جمب وانام كتير اتفرجت ع اللايف بتاع قرارك بس مش قادره اصفالهم
  ","

   هنا نقطتان ..
   
   ١) عملت إيه في الخطوبة ؟
   
   ٢) أهلك عايزين مصلحتك حتى لو غلطوا !
   
   يبقى تاخدي القرار اللي يريحك .. وتحسني معاملتهم، وتنسي.
  
"
80466,"
   نفسى تجاوبنى مرة يا شيخ 
انا بيبقى عندى مشكلة بفضل ابعتلك كتير لحد ما انسى المشكلة ويبقى عدم ردك دا مشكلتى😂
  ","

   طب ده كويس خالص !
   
   كده مشاكلك اتحلت خلاص 😌
  
"
80467,"
   قولي حاجة تساعدني على الالتزام بالصلاه
عندي 21 سنه مصلتش قبل كدا نهائي
  ","

   إنك لن تحب أن تلقى الله مقطوع الصلة به !
   
   أنت ميت، لكنك تتنفس ..
   
   فتعال لتذوق طعم الحياة !
   
   ""العهد الذي بيننا وبينهم الصلاة ..""
  
"
80468,"
   أخبرت أخت من أحبّه بما في قلبي، هي فرحت أشد الفرح لكني أحس ان طريقتي خطأ.. ماذا أفعل؟
  ","

   ولا حاجة.
   
   الكرة في ملعبهم كما يقال !
   
   يا يتقدم، يا تنسي الأمر.
  
"
80469,"
   متى كانت آخر مرة شعرت فيها برغبة شديدة في التهام الشوكولاتة؟
  ","

   شوكولاتة يا آسك !
  
"
80470,"
   أيهما تفضل أن تلعب FIFA أم PES؟
  ","

   آسك !
   
   جيت في منطقتي يا ابن عمي 😃
   
   بالنسبة لي FIFA & PES ثنائية زي ios & android
   
   نظام فاتحلك كل حاجة وبيساعدك وتحسه كده طيب وابن بلد !
   
   ونظام شيك أوي وبيعاملك بالشوكة والسكينة .. لو فهمته هتشوف دلع ما يعرفش طعمه بتوع الشعبي 😬
   
   ٢٠١٣ & ٢٠١٤ ثم الإصدار الكارثي ٢٠١٥ كنت مع PES لدرجة التعصب .. وكنت بشوف FIFA لعبة رخمة ودمها تقيل ! (وكنت في الوقت ده بستخدم أندرويد برضه).
   
   في ٢٠١٦ حوّلت ل FIFA وكانت نقلة تانية خالص !
   
   الجيم بلاي في فيفا عايز واحد بيفهم كورة فعلا .. بيعرف يقرأ اللي أدامه ويلعب على نقط ضعفه .. بيعرف يصبر ومتى يجرى ومتى يراوغ ومتى يشوط من بره ال ١٨ ومتى يعطي زميله الثرو بالملّي يضرب به الأوفسايد !
   
   في الأول بتلاقيها صعبة، ومش بتساعدك في توجيه التمرير ولا الشوط ولا قطع الكرة ولا تحرك اللعيبة وفتح الملعب زي بيس .. لكن لما بتاخد عليها فعلا بتلاقي فيها متعة وطعم وشعور متميز بإنك فعلا عدت بتعرف تلعب ..
   
   نفس الصدمة اللي بياخدها حد حوّل ل ios أول مرة !
   
   في ٢٠١٧ زعلت من فيفا لما قفلوا ال friendly match lobbies في الأونلاين؛ لأني مش بحب شدة الأعصاب في ال divisions ومليش خالص لسه رغم السنين في الألتميت تيم !
   
   فرجعت لبيس !
   
   لكن فعلا مقدرناش نتأقلم خالص .. كنت حاسسها لعبة كرتون، مش واقعية ولا تمت للكرة الحقيقية بصلة .. رغم الجرافيك العالي اللي بتبدع فيه بيس الحقيقة !
   
   نفس شعوري وأنا لي حوالي شهر بتعامل مع موبايل أندرويد تبع شغلي !
   
   كل اللي على لساني: احنا مش لبعض يا أندرويد.
   
   وكذلك .. احنا مش لبعض يا PES !
   
   رجعت في نفس السنة لفيفا .. ومعاها وهفضل معاها 😌
   
   أي نعم فيها أخطاء بلا شك .. لكنها تبقى المميزة الفريدة، غير قابلة للمقارنة أصلا من وجهة نظري :)
   
   عموما ده الليفل بتاعي حاليا في FIFA19 online divisions .. والبقية تأتي بإذن الله :)
   
   هيفهمها الحريفة 😎
  
"
80471,"
   اقرؤوا هذا ..
  ","
  ""باب النجار مخلع"" .. ودكتور الصدر بيدخن .. وأنجح من يعالج السرطان مات به ..
  
  ابن نوح مات كافرا .. وخالد بن الوليد مات على فراشه .. والمتنبي قتله بيت من شعره ..
  
  أينشتاين كان ينسى بطريقة مضحكة .. خبير العلاقات الأسرية يعاني مشاكل خاصة طاحنة .. وطبيب نفسي مات منتحرا !
  
  تظل آيات الله في الآفاق وفي أنفسنا تؤكد على معنى واحد :
  
  لا تتكبر .. ولا تنس نفسك !
  
  فالله قادر على أن يعجزك من حيث نبغت ..
  
  أنت مهما بلغت = ضعيف لا يملك من أمره شيئا .. على الإطلاق.
  
  نعيش أياما خانقة للجميع .. نتسول فيها الضحكة (اللي من القلب) .. ونمتن فيها لأي دعم نفسي ولو بابتسامة مجاملة !
  
  لا ننكر أيّا من نعم ربنا، ونبوء بحقيقة عدم استحقاقنا لها .. لكننا في الوقت نفسه نرجو راحة تلك الروح التي أتعبها الانتظار ..
  
  انتظار الأمان الذي يرافقنا إلى الوجهة الأخيرة، ولا ندري في أي محطة سيصادفنا .. أم سيظل الأمل مجرد وقود يحركنا، ويحترق في دواخلنا !
  
  يا معشر المسافرين .. الرفق الرفق .. فكلكم أبناء سبيل مساكين، مهما ادعيتم من القوة واللامبالاة .. أنتم ضعفاء أمام آلامكم.
  
  لعل أحدكم يكون بحاجة لأهون مما تتخيلون لمواساته .. وأبسط مما يتخيل هو ليتخطاها !
  
  لا تمضوا غير عابئين بالمستندين إلى جدر الاستسلام .. لعل مكانكم المحجوز بينهم لم تبلغوه بعد ..
  
  فقدّموا ما تحبوا أن تجدوه.
  "
80472,"
   السلام عليك يا ابي 
انا بتابع حضرتك من قريب و كنت عايزة اشوف الليفات القديمة ممكن تحط الرابط لو سمحت
  ","

   دي كل اللايفات:
   
   اللايف:
   
   - اصنع عالمك الخاص:
   
   ‏https://www.facebook.com/m.atiia.soliman/videos/1300931739986668/
   
   - غلي نفسك:
   
   ‏https://www.facebook.com/m.atiia.soliman/videos/1305808432832332/
   
   - كن رجلا:
   
   ‏https://www.facebook.com/m.atiia.soliman/videos/1312807958799046/
   
   - فاستقيما:
   
   ‏https://www.facebook.com/m.atiia.soliman/videos/1321356817944160/
   
   - لأن الحلال أجمل:
   
   ‏https://www.facebook.com/m.atiia.soliman/videos/1333654656714376/
   
   - لماذا نتزوج، ومن نتزوج ؟! :
   

    https://www.facebook.com/m.atiia.soliman/videos/1349637431782765/
   

   - من أول نظرة:
   
   ‏https://www.facebook.com/m.atiia.soliman/videos/1366156033464238/
   
   - لقاء مفتوح:
   
   ‏https://www.facebook.com/m.atiia.soliman/videos/1373121009434407/
   
   - كرسي الاعتراف:
   
   ‏https://www.facebook.com/m.atiia.soliman/videos/1383095715103603/
   
   ‏https://www.facebook.com/m.atiia.soliman/videos/1383115048435003/
   
   - الحب .. أيها الزائر المنتظر:
   
   ‏https://www.facebook.com/m.atiia.soliman/videos/1427942897285551/
   
   - لا تذكره أبدا .. لا تتجاوزه أبدا:
   
   ‏https://www.facebook.com/m.atiia.soliman/videos/1454248847988289/
   
   - فرصة:
   
   ‏https://www.facebook.com/m.atiia.soliman/videos/1469011923178648/
   
   - ذكريات:
   
   ‏https://www.facebook.com/m.atiia.soliman/videos/1482898151790025/
   
   - النسيان قرار .. مش زرار:
   
   ( ١ / ٢ ) :
   
   ‏https://www.facebook.com/m.atiia.soliman/videos/1527835560629617/
   
   ( ٢ / ٢ ) :
   
   ‏https://www.facebook.com/m.atiia.soliman/videos/1527841867295653/
   
   - توضيح الواضحات:
   

    https://www.facebook.com/m.atiia.soliman/videos/1564614870285019/
   

   - خايف أظلم:
   

    https://www.facebook.com/m.atiia.soliman/videos/1626517180761454/
   

   - أنت مش بابا:
   

    https://www.facebook.com/m.atiia.soliman/videos/1806787436067760/
   

   - قرارك أنت:
   

    https://www.facebook.com/m.atiia.soliman/videos/1969550863124749/
   

   ألقاكم يا صحبة الجنة 💚
  
"
80473,"
   بحبها و ناوي علي خطوبه في اقرب وقت لا علاقة لي بها سواء من قريب ولا بعيد اريدها بالحلال
علمت من احد اصدقائي انها ع علاقة وفي انتظار خطوبه! 
ولكني ليت مقتنع ولا متاكد من الأساس !
رايك ياشيخ استمر في طريقي واتقدم ولا اخذ بالكلام واندم انه ممكن يكون مجرد كلام وابقي خسرت حتي التجربه 
جاوبني ارجوك
  ","

   نِعم الرجل أنت !
   
   اجهز وتقدم، وتبقى عملت اللي عليك ..
   
   نصيبك هتاخده !
   
   ربنا يسعدك ويرضيك.
  
"
80474,"
   يا أبي ارجوك رد ..
خطيبتي كان لها حبيب سابق وكل ما يظهر او يحدث شيء يذكرها به أتألم لأني أريد ان اكون انا اللي في دماغها وعاوزه ميكونش فارق معاها .
الموضوع ده مؤرقني جدا لاني بحبها جدا ومش عارف اتصرف  💔
  ","

   بتتعامل معاك ازاي ؟!
   
   وهل بيبان عليها رد فعل ؟!
   
   كل اللي قلته عن نفسك، مش عنها ..
   
   وأخشى تكون هي فعلا نسيت أو بتنسى وبتركز معاك أنت، وأنت للأسف بنظامك ده مش هتساعدها.
  
"
80475,"
   انا خريجة علوم ومش عايزة اشتغل ف الريب اعمل ايه ؟
  ","

   كملي ماجستير !
   
   أو خدي دبلومة مايكرو وبيو .
  
"
80476,"
   غير السائله 
بشكر حضرتك على الليف جدا بجد حضرتك حكيت اللي حصل معايا بالظبط .عندي سؤال اهلي عدوا الموضوع لكن خالي معدهوش ومش مسامحني ومعاملني معامله زفت اعمل ايه معاه كل ما اسمع اسمه قلبي يتقبض وخصوصا أنه مش ناسي اني مشيت اللي انا عايزاه
  ","

   بكل بساطة .. مع نفسه.
  
"
80477,"
   انا جوزي كان كدا خليته ياخد فيلاجين ٥٠٠ ويجيب مره يحط حبه صغيرين فمايه دافيه وهيدوبوا وبعد كدا يتمضمض بالمايه 
بس دا كله بعد م خليته يروح يغسل اسنانه
بس المره فعلا بضيع ريحة الفم خاالص والحبوب بتنضف المعده 
ودكاتره الاسنان الشاطره بتنصح بالمره برضو
  ","
  ....
  "
80478,"
   بدخل هنا وانا ف قمة حزني وكئابتي .. بخرج ب ابتسامة ع وشي وصدري مُنشرح والله💜 .. أسعدك الله في الدارين قول آمين 🤲🏻
  ","

   جميعا يا رب 🤲🏻
  
"
80479,"
   والله حضرتك honey
  ","

   بس don’t lick كله 😂
  
"
80480,"
   فقدت طاقتي ومش قادرة. اتعامل كع حد لأنهم جبرني ع خطيبي ومش بتكلم الفتره دي غير ع القد انصحني مش قادره اسامحهم لاحساس انهم دمروا حياتي وكسروا بخاطري قدام ناس قريبي كتير
  ","

   اسمعي ده:
   

    https://www.facebook.com/m.atiia.soliman/videos/1969550863124749/
   

"
80481,"
   انا بحب حضرتك جدا ونفسي ترد عليا باي نصيحه💙
  ","

   تسلم يا أحمد 🌷
   
   لا تدع صلاة الجماعة، وانظر في المصحف يوميا ..
   
   مهما كان حالك.
  
"
80482,"
   اكيد الملامة على الزوج , انا بحاول احل الموضوع من ناحية طبية وباقي الحلول لحضرتك 
تخوفه بانها تعرفه ان تراكم الجير ده والتهابات الللثة هتخلي اسنانه تقع ومش هيبقى ليها حل غير الخلع
  ","

   تمام يا دكتور .. مشكور حبيبي 💚
  
"
80483,"
   فعلا شكوتها مش هينة وانا كدكتور اسنان بنعاني فعلا من موضوع الريحة السيئة رغم اننا بنبقى لابسين ماسك ولكن من شدة نفاذها بتعدي بردو . وتاكيد ع كلامك هو عنده مشكلة في الجهاز الهضمي (ديدان وبكتريا ) وبالنسبة للفم فاكيد عنده كمية جير متراكمة ع الاسنان كبيرة جدا نتيجة لعدم غسل الاسنان
  ","

   يعني كورس علاج محترم مع زيارة تنظيف للأسنان وانتظام في غسلها صبح وليل .. ويحافظوا على بيوتهم، ويحفظوا نساءهم من الفتنة في حياتهم !
   
   بسيطة خالص أهي ..
   
   ربنا الهادي.
  
"
80484,"
   تحيا مصر والله 😂😂 و Finally  حضرتك رديت 🤭
  ","

   المهم أنت never give up عشان دايما فيه hope 😃
  
"
80485,"
   وانا ك حد reading السؤال ده هضحك
  ","

   أنت دايما welcome يعني 😬
  
"
80486,"
   فعلا شكوتها مش هينة لاني دكتور اسنان ويعلم الله الواحد بيعاني من ريحة الفم السيئة رغم اننا بنكون لابسين الماسك ومع
  ","

   الله المستعان يا دكتور !
   
   الله يعافينا ويسلمنا ..
   
   المشكلة مش في مجرد العرض؛ محدش يضمن نفسه ..
   
   المصيبة تكمن في البرود وقلة الإحساس.
  
"
80487,"
   انا ك حد حاطط حضرتك فيڤورت و only you مش من ال nice ان حضرتك ترد عليا 🙂🤓
  ","

   أنا thank you جدا، وهحاول أ answer أسئلتك 😬
  
"
80488,"
   يا شيخنا من فضلك اتخطبت لحد بيحبني متفاهم وطيب وأهله ناس طيبين لكن ظروفه الماديه تكاد تكون معدومه ليس لديه سوى مرتبه البسيط حياتي ماديا تعلوه بالكثير أمي تكفلت بمساعدته في كافه التجهيزات حتى مصاريف المعيشه بعد الزواج أنا خايفه من السنين اللي جايه لكن امي ديما تقولي لو كل غني اتجوز غنيه محدش هيتجوز.
  ","

   يا رب يكون يستحق هذا الكرم .. ويعرف حقكم فيه طول عمره.
   
   لو هو كويس فعلا = هتسعدوا بإذن الله.
  
"
80489,"
   كيف حال الشيخ النّضر الرقيق؟ ^^
  ","

   الله يجبر خاطرك 💚
  
"
80490,"
   متجوزة بقالي 3 سنين
من يوم كتب الكتاب اكتشفت ان زوجي ريحة فمه لا تطاق
وعدني كتير انه يتعالج بس كله كلام عشان ياخد غرضه وخلصنا 
دلوقتي انا مبقتش مستحملاه يقرب مني وقرفت من العلاقة لدرجة اني بقيت اجيب اللي في بطني بعد ما يخلص
وهو شايف اني بحرمه من حقوقه وان حرام اللي بعمله ده ورافض الطلاق 
انصحني 🌺
  ","

   انتظرت كتير تبعتي رمز زي اللي في سؤالك أجاوبك عليه .. وما بعتيش !
   
   ولعله خير أجاوب على السؤال عشان الناس يفهموا ويستفيدوا .. لأن الحاجات دي متكررة للأسف، وياما بتكون هي السبب الرئيسي في المصايب والمشاكل، ولا يتم التصريح بها خجلا:
   
   ١) طبعا أنت غلطانة في حق نفسك .. لأن فيه عيوب مش بالوعود، فيه عيوب لازم تتصلح فوري وما تقبلوش بالمماطلة فيها، وكان لازم وقفة من أيام العقد.
   
   ٢) هو لازم يتقي الله فيك وفي نفسك ويخاف ربنا .. ويتعالج .. والموضوع بسيط خالص سواء مشكلة في الأسنان أو في الجهاز الهضمي.
   
   ٣) يتقي الله تاني ويخافه هو وأي حد زيه أو شبهه .. أنتم مستهونين بحاجات زي دي، وهي والله عند الله ليست بهينة !
   
   ده ظلم وسوء عشرة وقلة مروءة كمان.
   
   ٤) هذا من العيوب التي نص الفقهاء على أنها مما يسيغ طلب فسخ عقد النكاح وهو (البخر). فيا يخاف ربنا ويتعالج -والأمر بسيط كما ذكرت- .. يا الطلاق من حقك.
   
   اللهم اهده، اللهم اهده، اللهم اهده .. وعافه، وكل من مثله.
  
"
80491,"
   ما هي الرائحة التي لا تتحملها؟
  ","

   رائحة عطر يزكم أنف الذكريات بالرحيل !
   
   نعم يا آسك .. مؤلم أن تفصل عير الشوق فنجد ريحهم .. ولا قميص لبشرى لقاء يرد للقلب بصره.
  
"
80492,"
   اني اتكسف حاجة حلوة ولا وحشة
  ","

   الحياء ممدوح كله !
   
   أما الخجل المقعد عن فضيلة، أو حاجز عن حق، أو مانع من حسن تواصل = فخلل لازم يتعالج بالتدريب والصبر والاستفادة من المواقف.
   
   ألقاكم يا صحبة الجنة 💚
  
"
80493,"
   أنا غير السائلة وآسفة لو تدخلت 
حضرتك فى أكتر من سؤال أجبت بما معناه أخروا الخلفة 
سؤالى بقا هو مش حرام إنهم يتحكموا فى الموضوع دا عن طريق وسائل منع الحمل ؟
  ","

   لا مش حرام !
   
   والنصيحة اللي مصر عليها للجميع هو تأخير الخلفة سنة .. لأمور؛ منها:
   
   ١) تتأكدوا من جو الأمان والاستقرار بينكما.
   
   ٢) تكونوا خدتم على بعض أكتر.
   
   ٣) تلحقوا تعيشوا يومين بحرية في الخروج والمواعيد والأكل والنوم .. قبل ما كل ده يتظبط على صوت (واء واااء وااااء).
  
"
80494,"
   ياشخنا صحبتى عايزة تتخانق مع خطبها عشان تاخد منه مصروف شهرى فهل دة من حقها
  ","

   دي داخلة على طمع بأه ! 😢
   
   لا طبعا مش من حقها الوقت خالص.
  
"
80495,"
   معنديش حاجه اقولها او سؤال، او بمعنى اصح كل اللي كان عندي معدش له لازمة يتقال ولا يتسأل
حضرتك حاضر جدا في حياتي. .عايزه اقول ربنا يبارك في عمرك و تفضل لنا خير دليل ☘شكرا ليك
  ","

   الله يسعدكم ويحفظكم ويرضى عني وعنكم ..
  
"
80496,"
   قد تكون ايه الحكمة الي ربنا حلل بسببها اربع زوجات للرجل ؟.. مش قادرة استوعب يا شيخنا .. 
بحس بالظلم من ربنا في النقطة دي لينا ... و برجع استغفر لعلمي ان ربنا اكيد أدرى .. بس مش قادرة استوعب .. ايه الي يخلي ربنا يحلل كسرة النفس الي الواحدة بتبقى فيها دي لو جوزها اتجوز تاني ؟.. :') ...
  ","

   وهي الواحدة دي مش بتمرض ومش بتموت ومش بتبتلى بفقد وموت من تحب ؟!
   
   سبحان الله !
   
   ابتلاء زي ابتلاءات الدنيا ..
   
   مش معنى تفهمنا وطبطبتنا في الزاوية دي إنكم تتهبلوا بأه كده وتقولوا كلام عبيط يتنافى مع طبيعة الابتلاء التي تشمل الذكر والأنثى أصلا .. لكن لكل وجهته.
  
"
80497,"
   زوجي ضربني كثيرا واهان امي للأسف مليش غير ربنا وامي( بابا واخويا معتقلين)
علمت بعد الزواج انه مريض نفسي بعد الزواج لقيت وش ليه وأهله غير طبيعي كرهته خلفت منه وربنا عالم انا قد ايه بكرهه طلقني وردني لكني لا أريده هل حرام على لو اصريت ع الإنفصال؟ عايز اتنازل عن ابني وعن كل حاجه عشان يطلق ادعيلي ي شيخ
  ","

   نفسي أفهم ليه لما بتلاقوا الدنيا منيلة كده بتخلفوا وتظلموا العيال ؟!
   
   عموما ربنا يتولاك ويعوضك خير ..
   
   إن كان كما تقولين = فالطلاق من حقك، وبالقانون (إن لم يستجب بالمعروف) تاخدي حقوقك.
  
"
80498,"
   خطيبي مش بيعبرنى بهدايا خالص اى مناسبه بيدى فلوس بسمع كلام مش ظريف من الل حوليا بسبب الحوار ده الفت نظره ازاى و لا اتصرف ازاى
  ","

   الرجل معندوش خبرة يجيب إيه يسعدك أو يناسبك فبيعطيك تجيبي على ذوقك !
  
"
80499,"
   طيب ومحترم  وخجول وعجبني جدا ولاحظت اني عجباه .. بتمنى من ربنا يكون من نصيبي .. اوضحله ؟ او المحله ؟ انا فعلا معجبه بيه جدا انصحني
  ","

   نصيحة واحدة لا غير:
   
   غلّي نفسك.
  
"
80500,"
   والله حضرتك أسعدتني جداً، بارك الله فيك وبارك في كل الناس المحترمة إللي ردت، أنا فعلاً كدا اتظبطت😃
  ","

   المهم ما تدعيش علينا وقت الدفع 😂
  
"
80501,"
   أقصد يعني الشيخ نفسه ولا حد بيدير الحساب؟!
  ","

   تمام الله يسعدك ..
   
   حبيت أهزر بس.
   
   أنا محمد عطية .. لا أترككم لأحد غيري 😌
  
"
80502,"
   لحضرتك سؤال،ازاي المرأة تقدر تكون أنثى دون تعدي حدود دينها وتربيتها.ان تصرفت كرجل نفر منها الناس وان افرطت فالأنوثه جذبت نفوس ضالة.ما هي المعادلة الصحيحة؟
  ","

   البنت -فطرة- جبلت على حب الزينة وبالتالي حب أن تكون موضع إعجاب !
   
   الإسلام لا يحارب الفطرة فيها بل يقننها .. يعني أمرها بالاحتشام وعدم الخضوع بالقول والبعد عن مجتمعات الرجال قدر الإمكان خارج البيت ..
   
   وكلفها في الوقت نفسه بحسن التبعل للزوج وأمره بحسن عشرتها؛ فلا يحرمها نظرة الإعجاب المشبعة لكثير مما في نفسها.
   
   التربية (المحافظة) ليس معناها أبدا إخراج ألواح من الثلج !
   
   نعم .. نريدها محجبة ملتزمة وحيية كوردة مضمومة على نفسها، لا يكاد يسمع صوتها .. لكنها في الوقت نفسه ذات عاطفة تتفجر وذكاء اجتماعي مؤثر .. تجيد أصول الزينة وتعرف البحث في قاموس الحب وتنتظر يوما تبذل فيه التبعل للحليل ..
   
   أنثى (بكل معنى الكلمة) .. غير أنها دونها أهوال لا يقتحمها إلا من يستحق !
   
   هذا كله مرده في الأساس إلى التربية ..
   
   الأم الحكيمة التي تزجرها لو رأتها في البيت يوما (مش مسرحة شعرها) أو (تبدو بمظهر ستها) أو (نست تحط عطرها) .. في الوقت الذي تتمم فيه على حجابها حين خروجها !
   
   والأب الودود الذي يغذي فيها العاطفة .. ويمدها بحنان ستجيد بذله يوما .. ويعرف كيف يكون (حبيبها الأول) .. في الوقت الذي يحفظها من مر نسيم غير مريح خارج البيت !
   
   وإن قصرت التربية في ذلك؛ فاستدراك هذه المعاني سهل يسير .. وكلمة (معرفش) غير مقبولة من عاقلة واثقة في نفسها، ليست أقل من أي واحدة في الشارع المسكين اللي له عمر بيقول: لأن الحلال أجمل سأنتظر، وبيغض بصره عنها .. فما تجيش حضرتك تقولي: هاي .. أنا الحلال .. وإذا كان عاجبك 😬
   
   معادلة السعادة = رجل راضٍ عفيف + امرأة ذكية في تحقيق ذلك الرضا، معينة على تلك العفة.
   
   نحن هنا لم نتحدث عن جمال الملامح أو أمور مما توهب دون يد بشرية ..
   
   بل عن جمال الروح .. الذي يغني عن كل البشرية !
  
"
80503,"
   هو حضرتك الشيخ بجد
  ","

   ههههههه
   
   أهو ده أعجب سؤال جالي 😃
  
"
80504,"
   بصفة الانثي بقولك كريمات وزيوت شعر اصليه وميكاب ولو شعرها خشن هاتلها بروتين اصلي معاك والحاجات دي ال بيكون فيها اهتمامات شخصيه احنا كستات بنحبها جدا
وممكن مثلا عبايات بس شكلها عالي او ساعه شيك
وعموما هي وزوقها يعني المفروض يكون عارف طبعها وايه ممكن يسعدها ولو غلب يديها فلوس وهي تشتري ال ناقصها
  ","

   خلاص يا عريس .. ظبطناك أهو 😃
  
"
80505,"
   هات لها جهاز ليزر لإزالة الشعر للجسم والوش، زي ماركة Philips، هتفرح بيها أوي
  ","

   أو براون.
  
"
80506,"
   ولو موبيلها قديم وامكانياتك تسمح هتلها واحد هديه بس ليبقا اخر حاجه نازله او لا  لان لو مش اخر حاجه نازله هتفرح بيه بس ممكن صحابها او اهلها يقولو مستخسر يجبلها احدث حاجه  ومبارك مقدما
  ","

   لا ما هو أكيد حدثلها النزلة اللي فاتت 😂
  
"
80507,"
   بلاش علبة الميك آب الكبيرة دي لأن ملهاش لازمة كله دلوقت بقى بيجيب اللي هتستخدمه بس وماركات، حتى العلبة ف الماركات مش حلوة
  ","

   دي نصيحة مكررة !
   
   خلاص يا عم اسمع كلام الخبراء.
  
"
