,Question,Answer
874332,"
   U are way too gorgeous 💕
  ","
  Ikr...
  "
874333,"
   Ye duniya Gol hai
Meri jaan,
Aj tum kisi ko rulaogy
To kal ko tumhe bhi
Rona parega.
  ","
  Apni JAAN ko ja kr hee btao....
  "
874334,"
   Real tattoo or henna tattoo?
  ","
  Henna tattoo and fake tattoos r okay....
  "
874335,"
   What’s your dream in life?
  ","
  Secret....
  "
874336,"
   Do you like rainy days?
  ","
  I loveee rainy days...
  "
874337,"
   And u didn't answer my question..😔 acha sad hna ka kya faida wo be ask pa 😂
  ","
  Kya?
  "
874338,"
   Chalo sb apna Ameeron wala kam btao!!

Mein ne ek dfa Magnum ice-cream li thi
  ","
  Mene magnum ki aik bite le kr baqi phenki huwi hai....
  "
874339,"
   Are you poor?
  ","
  No.....
  "
874340,"
   Aur tumhari mausi ka ladka ""BINOD"" kesa hai??? 🙂
  ","
  Meri khala k bachay hain hee nhi....
  "
874341,"
   Arz kiya hy....

Samandar ky kinary abadi nahi hoti

Jahan piyar ho jaey wahan shadi nahi hoti 😜
  ","
  Js ne krni hoti krtay hain....
  "
874342,"
   hey how are you?
  ","
  Fine...
  "
874343,"
   Do you like rain?
  ","
  I loveeee RAIN.
  "
874344,"
   What do you think about open relationships and could you handle that?
  ","
  Yeah ofcourse I can handle that...
  "
874345,"
   Are you happy with your current relationship or do you want my number? 😁😁
  ","
  Lol
  "
874346,"
   wese hi poch rha
  ","
  Okayy...
  "
874347,"
   when did you move to US?
  ","
  Kuuu tumne alvida krnay aana tha?
  "
874348,"
   Chalo nh pochty 🙄
  ","
  Better...
  "
874349,"
   its 6:30 am, what are you high on haha
  ","
  Mene tumse time poocha?
  "
874350,"
   Well great to hear that. Have you come for masters or what?
  ","
  Why u r askingggg?
  
  😐😐😐
  "
874351,"
   Did you just move there recently?
  ","
  Yeah...
  "
874352,"
   Yes you know me
  ","
  Reallyyy...🤔
  
  Who are you?
  "
874353,"
   Damn dude!!! When did you move there?
  ","
  Do I know you?
  "
874354,"
   Where?
  ","
  Over here...
  "
874355,"
   Did you just wake up or haven't slept yet?
  ","
  It's 9:30pm.....
  "
874356,"
   HAPPY SUNDAY! 
Most of us don't know the day of the week anymore and some may be in a different time zone but I'd like to remind you to always stay happy and positive! Let's make it count 💛💯
  ","
  Ty..
  "
874357,"
   Rapid 🔥
  ","
  Okay...
  "
874358,"
   Do you like Funnel cake
  ","
  Nooooo
  "
874359,"
   WOULD YOU RATHER: Have a golden voice or a silver tongue? 😂🎤👅
  ","
  No thanks...
  "
874360,"
   khair choro...
  ","
  Yup
  "
874361,"
   اتنا قریب آ گیا تھا وہ

مجھے لگا جیسے میرا ہی ہو
  ","
  Awww...
  
  😂
  "
874362,"
   I think tmne question nhi smjha 😂😂
  ","
  Phir tum kisi or sense me bol rahay....
  "
874363,"
   Why most of girls are funny?
  ","
  Banday banday ki bat hoti hai...
  "
874364,"
   Zindgi mein ek aisa hamsafar chahiye ke mai aik chamaat marun aur wo bole jaan aik aur ❤
  ","
  Khud aisay ban jao pehlay
  
  K humsafar chammat maray or tum bolo bs chammat  jootay maaro....
  "
874365,"
   Allah naseeb acha kare
  ","
  Ameen...
  "
874366,"
   Double kab tak hone ka irada 😂
  ","
  Jb koi pasand ayega...
  "
874367,"
   Single or Married?
  ","
  Single...
  "
874368,"
   3. ☕Coffee or 🍵Tea?
  ","
  Tea...
  "
874369,"
   Is the future female ?
  ","
  What do you mean?
  "
874370,"
   What is an acceptable age difference between couples?👀
  ","
  I prefer 4 to 7 yrsss....
  "
874371,"
   Hum bachpan se goray hain.. 😂🔥
  ","
  Apnay ghr walon ka chand....😂
  "
874372,"
   Do you follow your 🧠 brain or your ❤ heart?
  ","
  Brain...
  "
874373,"
   Tmhre name pr famous careem faiza beautu cream ka code h 😂😂😂🔥
  ","
  Ohhh
  
  Me apni bnai huwi cream ka code bhul gii....
  
  Ty btanay k liye.... ab charsiyon ko 50% discount milayga.
  "
874374,"
   would you rather date someone extremely hot or extremely honest? 👭💓👫💓👬
  ","
  Both❤
  "
874375,"
   2. 🍳Eggs or 🥣Oatmeal?
  ","
  Egg
  "
874376,"
   223190
Agar is code ka matlab nhi pta toh tum bh burger ho!
  ","
  Na tou mujhay code ka pta hai na hee ye burger walay logic ka...
  "
874377,"
   What is your favorite dog breed? 🐕💕
  ","
  Huskyyyyy......
  "
874378,"
   Pyaar bhi koi karnay ki cheez hai karni hai tou meri tareef karo. 
Yes plzz?
  ","
  Hahahahahahaha
  
  Zehr lgta hai mujhay tareef krna or tareef sun'na.
  "
874379,"
   Assalmuiloveukum 💫
  ","
  Lol
  "
874380,"
   Just a lil request Will you subscribe this channel if no problem?
   
    https://www.youtube.com/channel/UCS1NVl4ZHSngDvlx2EMQ_WA
   
","
  Subscribed✔
  "
874381,"
   Listen?
  ","
  ?
  "
