,Question,Answer
91188,"
   مولانا لي شهور أحاول أرسل لك ولا أجد إجابة .. القلّة المادية هل ترى أنها سبب ليصرف الشاب تفكيره عن الزواج بشكل تام إلى أن يشاء الله ؟ أم يخاطر و يقدم عليه ؟
  ","

   القلة دي اللي هي ايه ؟!
   
   شقة ولو إيجار وراتب ثابت ولو هيأكلهم عيش وجبنة = يتوكل على الله.
  
"
91189,"
   كيفك شيخنا الفاضل انا من غزة  كل يوم تقريبا لفتح صفحتك بقرا
بعث قبل لك أسئلة ماجوبت 
هلا انا انسانة كل بقول عني رأئع بس هلا انا من سبع شهور بعد وفات امي الله يرحمها شخصيتي تغير من انسانة قوة مميزه لانسانة ضعيف مريضة نفس ارجع متل قبل شو اعمل
  ","

   معلش .. دي انتكاسة طبيعية بعد صدمة زي اللي مريت بها !
   
   استعيني بالله واستأنفي حياتك .. وأبشري بالخير.
  
"
91190,"
   قاربت من 37 سنه ولم اتزوج عايزة اكفل طفل رضيع واكون ام له ويكون هو كل دنيتي وحياتي ... انا وحيدة والدي متوفين ومعنديش اخوات انصحني اعمل ايه ؟
  ","

   أهي دي من الحاجات اللي بتوقفني لا أملك إلا الدعاء !
   
   ربنا يرضيك ويسعدك ويجبرك.
  
"
91191,"
   بعت لحضرتك سؤوال 
أنا أعجبت ببنت ومكانش ينفع اتواصل معاها 
لكن كنت عاوز أعرف هى مخطوبة أم لا 
فاستغليت ان الأسك أقل الأماكن والوسائل المتاحة فتنة وظلما 
فبعت لها من مجهول وعرفت انها مش مخطوبة 
أنا بستعد عشان آخد خطوة 
هل ارتكبت ظلم ؟؟؟
  ","

   توكل على الله وتقدم.
  
"
91192,"
   انا بحلم حامل مع العلم اني غير متزوجه بحثت ع الانترنت ع تفسير لقيت تفسير سئ جدا ان اهلي هيحصلهم مشكله بسببي او اني فقدت عذريتي مش عارفه انام من القلق والخوف هو فعلا التفسير ده صح او ممكن ستحقق بالله ترد عليا
  ","

   هذا من إحزان الشيطان لك !
   
   لا تنشغلي أبدا.
  
"
91193,"
   صحبتي ماتت
  ","

   في زمان صرنا نغبط فيه الراحلين لأكرم الأكرمين .. يبقى الخوف علينا على أي حال سنلحق بهم !
   
   اللهم ارحمها .. اللهم اقبلنا.
  
"
91194,"
   أخبرنا عن أفضل لحظات يومك.
  ","

   حين يغمر الرضا قلبي .. وينطق لساني: أحبك يا رب !
  
"
91195,"
   لا بقي دي اول مرة افتح من شهرين والاقيك فاتح 😎 ايه الصباح الحلو دا .. صباح الخير 😃
  ","

   صباح الرضا 😃
   
   ألقاكم يا صحبة الجنة 💚
  
"
91196,"
   يا أبى .. اصحابى بيقربوا منّى وقت ما هما عايزين وبمزاجهم بيخرجوا ويتقابلوا سوا وبيسبونى بالاسابيع لوحدى ، اتعامل معاهم ازاى
  ","

   استغني !
   
   ما توقفيش سعادتك على وجود حد.
  
"
91197,"
   طاب بالنسبة بقى ل الاخ اللي بيضرب الاخت و بيبهدلها من غير اي سبب
  ","

   تتجنبه .. تماما.
  
"
91198,"
   صباح الجمال، هو القمر بيطلع بالنهار ولا ايه يا مولانا ❤
  ","

   صباح الرضا حبيبي .. آه والشمس بالليل كمان 😃
  
"
91199,"
   مش ناوي تعزمني على سمك؟
  ","

   طبعا .. بعد أما تعزمني على منسف 😬
  
"
91200,"
   طريقة حضرتك بالر بتفكرنى بالشيخ الشعراوى رحمه الله 💟ليس بها تنفير بالعكس تجعل السائل محب للرد ويريد تنفيذه 🌼🌼ادامك الله نعمة لنا 💝
  ","

   يا نهار أبيض !
   
   الله يجبر خاطرك .. ويجمعنا به في الجنة.
  
"
91201,"
   بحب الرز بسمك 😍
  ","

   يا سلااااام !
   
   ٩٠ ٪؜ من أكلي في الإجازة .. رز أبيض (لِبِن .. معجن شوية يعني) .. وبلطي مشوي متوسط الحجم يميل للصغر ..
   
   وبإيدك .. وسمي بالله ..
   
   هذا من نعيم الدنيا 😃
   
   الله يسامحك .. هيجت الساكن 😢
  
"
91202,"
   الحياه ليه كدا ليه 😔😔
  ","

   لأنها محل دفع الثمن .. للجنة.
  
"
91203,"
   زوجى سافر قريب ،مش دى المشكلة ،المشكلة انه من وقت ما سافر وهو بيطلب منى طلبات صعبه عليا(صور واشياء اخرى) مع انها مش اول يسافر واحنا متزوجين من سنين وخايفة ارفض يدور على بدائل حرام اتصرف ازاى؟
  ","

   لا بأس .. بشرط ضمان عدم تسربها، ويمسحها أول بأول.
  
"
91204,"
   شيخ انا بابا متابع حضرتك قوله بالله عليك ان مش كل ما يتخانق مع ماما ييجي يضربني انا تعبت وجسمي كله علامات وكرهت الجواز ومش عاوزه اتجوز انا شربت سم من اسبوع والحمد لله ان ربنا عطاني فرصه انا بموت حرفيا وعندي اكتئاب
  ","

   ياااااه !
   
   معقول ؟!
   
   لو شفت الإجابة دي يا فندم فإني مذكرك بقدرة الله عليك؛ احذر .. فالظلم ظلمات ..
   
   إن الله سائلك عن ابنتك هذه فهي أمانة عندك .. فاتق الله فيها، وفي أمها.
   
   والله لا تنفعك حجج ولا معاذير.
  
"
91205,"
   ازيك يا ابى 
انا اتعرفت على شاب وانا عمرى مكلمت حد قبل كده بس بالصدفه اتعرفنا وحبينا بعض اوى واحنا لسه بندرس وهو  من بلد غير بلد ونتكلم بس بدون علم أحد وبحس بتانيب ضميرى وحاسه انى بغضب ربنا مع أن الكلام بحدود فانصحنى يا ابى اعمل ايه
  ","

   أنت عارفة المفروض تعملي ايه .. بلاش دلع مش مقبول.
  
"
91206,"
   ما هو رد فعلك تجاه فتاة استوقفتك في الطريق وأخبرتك أنها معجبة بك وتريد الزواج منك؟؟؟😎
  ","

   مش معايا فكة والله 😬
  
"
91207,"
   ارجوك رد ضروري عشان انا تايهة ومش عارفة اعمل ايه..بابا بيكلم واحدة من ورانا ع ماما انا شوفت الكلام واتصدمت عشان كنت بحبه اكتر من اي حاجة بعدها بفتره اكتشفت ان اختي كمان بتكلم حد مع انها متزوجة يعني ربنا ردهاله ف بنته انا تايهة ياشيخ ومش عارفة اذاكر ولا اعمل حاجة ارجوك رد
  ","

   لأ .. دي ملهاش علاقة بدي !
   
   كل منهما يتحمل عمله.
   
   عموما والدك مالك دخل ولا تعرفي حد .. وأختك انصحيها دون استعلاء وادعيلها، إياك تاخدي أي خطوة تنيل الدنيا ..
   
   اللهم اهد واستر وعاف بمنك.
  
"
