,Question,Answer
1051336,"
   Yea sure u are
  ","
  excuse me
  "
1051337,"
   Hahahaha, i didn't mean right now, I meant after I finish my school exams and stuff, ahahaha
  ","
  oh yeah
  
  that's always funnnn
  "
1051338,"
   Then what are u then
  ","
  I'm a vampireeee
  "
1051339,"
   yes for sure, let me get done with these SACs and tests, and I'll surely call you. I can't wait to hear an amazing american accent. And yes, I hate my accent that's why
  ","
  oh no lol not right now
  
  it's only 2:47 am
  
  Later for sure! ❤️
  "
1051340,"
   I'll download fb for you? Or anything else?
  ","
  we can call on snapchattttt
  "
1051341,"
   You can always call me on whatsapp or something
  ","
  I don't have that
  "
1051342,"
   My pleasure wifey.❤️
  ","
  I missed you awhhhh
  "
1051343,"
   Hahahaha, thank you luv.❤️ Much love to you. 
P.S. I fall short of words to describe how fvcking gorgeous you look in your yearbook picture, like hot damn wifey
  ","
  haha aw that's so very sweet!
  
  you're so lovely ❤️
  "
1051344,"
   Marry me then. I'll take you to G-eazy and Adam Levine, and then to a castle where you can get whatever you want wifey.❤️
Hint hint: I can be in your bio too, as you wife. :P
  ","
  haha you're very adorable ❤️
  
  yesssssss goalssss
  "
1051345,"
   Sweet creature.❤️ I miss you so much more. I love you wifey.
  ","
  I miss you so muchhhhh omg😩❤️
  "
1051346,"
   I'm all good in the hood
  ","
  it's all good down here in the hood
  "
1051347,"
   how are you !!!x
  ","
  I'm wide awake @ 2:32 Am I don't know whyyyy
  
  you?
  "
1051348,"
   hello sweetie x
  ","
  BEST FRIEND hiiii
  "
1051349,"
   O yes you do
  ","
  no I don't
  "
1051350,"
   Body pic
  ","
  don't have a body
  "
1051351,"
   You are human you just had an accident ?
  ","
  looks like I'm bored again 💀
  "
1051352,"
   Post a selfie!
  ","
  this is littttt
  "
1051353,"
   Who is the greatest cook you know? What do they make?
  ","
  Mrs. Shalhoub 😂
  "
1051354,"
   Do you prefer having short hair or long hair
  ","
  I wanted to cut my hair again but nah long
  "
1051355,"
   Which day of the week do you hate the most?
  ","
  Monday's obvi
  "
1051356,"
   Yea that's a lie u gotta be human
  ","
  but I'm not
  "
1051357,"
   Yeah she's a vampire, I guess you weren't here when she made the big reveal
  ","
  exactly man
  "
1051358,"
   Would you date in college
  ","
  yeah lol
  "
1051359,"
   Do you prefer tea, coffee or cocoa?
  ","
  I prefer tea!
  "
1051360,"
   Who is the one person that can always make you laugh?
  ","
  my best friendddddd
  "
1051361,"
   Do you like your name?
  ","
  yeah I'm not gonna complain
  "
1051362,"
   Who is your best friend?
  ","
  Her name is Arlyn❤️
  "
1051363,"
   You're my girlfriend in mine and your world 😘😘😘💑💍
  ","
  yeah well I don't know you😂
  "
1051364,"
   People die if they don't fart...
  ","
  I'm not human
  "
1051365,"
   Wow u don't even know if u fart
  ","
  I don't
  "
1051366,"
   Tbh// you're actually really cute, could you possibly hmu on snapchat though becayse im not on here often
  ","
  yeah I can! thank you😌
  "
1051367,"
   Where are you planning on going for college
  ","
  Pasadena
  "
1051368,"
   I'm just wondering do u
  ","
  I'm wondering
  "
1051369,"
   Thanks!
  ","
  you're whalecum
  "
1051370,"
   Who needs to pee poop or fart rn
  ","
  excuse me
  "
1051371,"
   Me too...wish we could chat off of here
  ","
  sure do
  "
1051372,"
   how are you
  ","
  Lmao no
  "
1051373,"
   hey
  ","
  haiiiii
  "
1051374,"
   I graduate on monday of next week!
  ","
  congrats dude
  "
1051375,"
   Same man its been a crazy ass week fr im done with it
  ","
  I'm done anyway
  
  lol i graduate in fridayyyy
  "
1051376,"
   Whats going on?
  ","
  so much is going on
  
  I don't know
  
  you?
  "
1051377,"
   What do you like doing for fun?
  ","
  I'm bored
  "
1051378,"
   you are a sweetheart, xoxo
  ","
  thank you💗
  "
1051379,"
   have to go thanks so much for everything
  ","
  of course
  "
1051380,"
   Love you❤️️💕🐻
  ","
  love me too
  "
1051381,"
   You're so beautiful
  ","
  ily❤️
  "
1051382,"
   you are welcome xo
  ","
  I want questions smh
  "
1051383,"
   Kneel before the king❤️️💕👑
  ","
  Adam is that you?
  "
1051384,"
   you are so beautiful, and sooo kind
  ","
  awh thank you❤️
  "
1051385,"
   K then hello my beautiful queen 😂
  ","
  supp
  "
1051386,"
   King rules💕❤️️👑
  ","
  Adam Levine does
  "
1051387,"
   My dear princess how was your day today
  ","
  imma Queen
  "
1051388,"
   Tryna smash
  ","
  that's great
  "
1051389,"
   Age?
  ","
  17
  "
1051390,"
   xo
  ","
  💕
  "
1051391,"
   I'm thinking the Caribbean islands. I think that's a nice place to get married. What do you think babe
  ","
  do you know I'm only 17 1/2 lmao
  "
1051392,"
   Marrying you is my dream.
  ","
  said no one ever
  "
1051393,"
   Why have u never liked ask
  ","
  people are just boring on here
  
  except my favs
  "
1051394,"
   why don't u answer me?
  ","
  maybe because I don't reply to all questions
  "
1051395,"
   Hey
  ","
  hello
  "
1051396,"
   well  you have  been so  kind  and  caring to  me, xo
  ","
  of course!
  "
