,Question,Answer
922608,"
   There is a new challenge could you do it. Doing a 100 push ups a day for a month could you do it
  ","
  Maybe ?
  "
922609,"
   What time do you go to bed?
  ","
  Between 10-1
  "
922610,"
   Paradise Lost done three gold albums, that's it. Their first three were brilliant then they went soft, they don't perform any songs from their first three albums anymore so there's no point seeing them, the same story with Opeth. Agree or disagree?
  ","
  Idk who that really is...
  "
922611,"
   Do you wish you were in bed sleeping in Nashville
  ","
  Somewhat but I'll be on the road or sleeping at a relatives or hotel
  "
922612,"
   If I win golden ticket can I get call with any
Sister or only certain sisters?
  ","
  I think you misread the info. If you buy any merch from now to december 1st you will be given a gold ticket which can be redeemed for one of the following prizes
  "
922613,"
   Love you too
  ","
  Love u always
  "
922614,"
   🌚🌚🌚🌚
  ","
  Today we did a group hug because dani got emotional ... We love her 💛
  "
922615,"
   Can you be friend to me🤝
  ","
  Sure?
  "
922616,"
   What was the last nice thing you've done
  ","
  Gave hugs
  "
922617,"
   Current outfit pap?
  ","
  Thats the fit except I put on a hoodie as well
  "
922618,"
   I've heard Donald Trump wants to put his face on your money what are your thoughts on that
  ","
  Ew
  "
922619,"
   What was the last nice thing you did for yourself?
  ","
  Took time to myself
  "
922620,"
   Would you do ""favors"" for money 💰?? 🤔
  ","
  Nope
  "
922621,"
   You're beautiful. Your personality, your kindness, etc. Everything about you is beautiful.
  ","
  Thank you
  "
922622,"
   Still sounded beautiful!
  ","
  Awe thank you and dad caught a bit of this from tonight 💛
  

   https://www.instagram.com/p/B5RS4nPgNUr/?igshid=v0do80lmq1jr
  
"
922623,"
   PAP your favorite monument of your city.
  ","
  Sad girls club-
  

   https://youtu.be/a32hw7HB6dI
  






















"
922624,"
   Has Katherine ever done any modelling or acting?
  ","
  Dude...
  "
922625,"
   How is Katherine doing she is awesome
Singer.. Has she ever done solo songs?
  ","
  No, cimorelli- believe in you - philly November 23rd (lastnight)
  

   https://youtu.be/_S0afaXp_EI
  






















"
922626,"

    https://www.youtube.com/watch?v=GNWHe_equ3g&t=27s
   
","
  NO ONE TOLD ME MY VOICE CRACKED
  

   https://youtu.be/HrbHFimsbXg
  






















"
922627,"
   Did Dani get mad you all left her behind?
  ","
  No. Because we once left our brother behind
  "
922628,"
   Like when all the attention is on you. When
Like you enter a room or a party?
  ","
  Definitely not lol
  "
922629,"
   How playful bullying? Please explain
  ","
  Like just siblings being siblings
  "
922630,"
   Were your parents married when they had you
  ","
  Yes
  "
922631,"
   Just the tip only for a minute until the swelling goes down
  ","
  What
  "
922632,"
   Do you have a long tongue 👅?
  ","
  Dunno
  "
922633,"
   BRUH YOU LOOK ASLEEP!
  ","
  Almost did fall asleep because they wouldnt let us into the venue
  "
922634,"
   Have you ever washed anything bigger than a car? What was it?
  ","
  A mini bus/ van
  "
922635,"
   How often do you wash your vehicle?
  ","
  Lesson learn never drive a white / light color car because they get dirty the second you wash them
  "
922636,"
   Do you wear a watch? Have you ever cleaned a watch?
  ","
  No I don't and no sorry lol
  "
922637,"
   How often do you clean your jewelry?
  ","
  Every time I wear them
  "
922638,"
   How often do you clean your phone?
  ","
  At least every month or once it gets something on it
  "
922639,"
   Have you witnessed any paranormal acitvities?
  ","
  Yes, at least three times in my life
  "
922640,"
   Have you ever roasted chestnuts on an open fire?
  ","
  No, not yet but I have tried and asian cashew and never again
  "
922641,"
   coming
  ","
  Love yous
  "
922642,"
   do you need me to come?
  ","
  Please
  "
922643,"
   ok babe
  ","
  I'm trying to calm down
  "
922644,"
   i love you
  ","
  I love u too we are heading back to pa tonight for the book signing
  "
922645,"
   baby you got to block them.
  ","
  I know ...
  "
922646,"
   Do you think that Derek should make a video about what Gabbie Hanna did to him? Saying this because people are telling the truth about her.
  ","
  Derek moved on and so should you
  "
922647,"
   Have you blocked them?
  ","
  No but they're doing it in a group message
  "
922648,"
   That's nuts.
  ","
  There's more but I'll wait to later
  "
922649,"
   Wow....
  ","
  Then the whole time DURING the meeting and greet the security was just being so rude to fans of ours. Telling them to hurry up as they were giving us letters and gifts never in my life have I ever been so baffled and angry
  "
922650,"
   Ok
  ","
  Lol rant time
  "
922651,"
   Bby no
  ","
  I'll explain in a bit I got to perform atm
  "
922652,"
   Well guess wut, I luv girls feet so what cry me a river
  ","
  Thank you, next
  "
922653,"
   13
  ","
  Aw that's cute!!
  "
922654,"
   I can’t believe I am having a conversation with a youtuber. My sister has watched your videos for around 2 years now
  ","
  Aw how cute how old is she?
  "
922655,"
   How come you are cold
  ","
  Because its winter and the weather isn't warm anymore and the wind is chilly
  "
922656,"
   Omg are you a YouTuber? I’m legit sat watching you and your sisters with my sister ahaha
  ","
  I am :) been in the band for over 10+ years
  "
922657,"
   How many days old are you
  ","
  Well take 21x whatever amount of days there are in a year
  "
922658,"
   I hate uu
  ","
  As I'm sure many others do
  "
922659,"
   If all of your molecules are deconstructed, teleported to the other side of the earth, and reconstructed, were you killed and recreated, are you a clone, or are you still the same person?
  ","
  I believe killed and reconstructed?
  "
922660,"
   How to do exercise to do at home without having a yoga mat? Because I am going to be doing exercises at home.
  ","
  You don't have to have a yoga mat to exercise. You can do jumping jacks, sit ups, run in place etc.
  "
922661,"
   Bro
  ","
  Not your bro
  "
922662,"
   Help me with a song i have written ! Just dont post it here
  ","
  I wish I could but I'm currently overwhelmed with a lot of projects, tour and everything else regarding the band and my solo career right now. Not to mention I also have to help with wedding plans as well
  "
922663,"
   Damn you are a song writer 😍😍
  ","
  Yes I am
  "
922664,"
   Have you done ?
  ","
  Yep
  "
922665,"
   You do not believe in global warming why not have you seen the pollution of the seas
Full of plastic. World is warming up not good for anyone or do u not care
  ","
  I believe in global warming but the reason why the earth and its beauty is dying is because of us. Population increase, pollution, animals, sea life etc. Are all because of us. We control what goes on with the world. We control weatber to help make this world cleaner, efficient, and happy. But the sea turtles choking on plastic is our fault because most of us are careless about the products we disappear, or fail to require, or find something safer to use. How can we get rid of plastic safely is the question? The wildfires in california and australia how do we stop them? Why are they happening? What's around the can even cause a spark? How do we provide nutrient and a water source to the dry parts before hand? Questions I feel the world is failing to ask... That could be somewhat beneficial
  "
